,loudness
5601,-6.987
5602,-9.931
5603,-3.451
5604,-4.443
5605,-7.373
5606,-2.939
5607,-4.257
5608,
5609,-5.239
5610,-7.471
5611,-6.542
5612,-4.912
5613,-6.554
5614,-5.153
5615,-7.955
5616,-4.257
5617,
5618,-10.381
5619,-7.471
5620,-5.213
5621,-4.912
5622,-4.31
5623,-5.839
5624,-7.31
5625,-5.424
5626,-11.265
5627,-7.653
5628,-5.333
5629,-8.21
5630,-5.152
5631,-3.051
5632,-6.21
5633,-7.2
5634,-10.567
5635,
5636,-6.97
5637,-5.005
5638,-12.565
5639,-6.903
5640,-4.884
5641,-9.381
5642,-4.137
5643,-6.97
5644,-6.531
5645,-6.045
5646,-6.903
5647,-8.587
5648,-9.148
5649,-5.948
5650,-6.629
5651,-7.27
5652,-3.067
5653,-6.775
5654,-13.295
5655,-5.754
5656,-16.526
5657,-5.062
5658,-7.036
5659,-8.559
5660,-5.682
5661,-8.193
5662,-6.9
5663,-8.764
5664,-8.949
5665,-3.701
5666,-6.044
5667,-5.641
5668,-11.336
5669,0.175
5670,-5.655
5671,-5.424
5672,-4.965
5673,-6.941
5674,-7.004
5675,-6.457
5676,-3.247
5677,-6.554
5678,-5.333
5679,-8.948
5680,-3.625
5681,-8.9
5682,-2.235
5683,-6.941
5684,-3.73
5685,-9.148
5686,-5.661
5687,-7.942
5688,-8.197
5689,-3.493
5690,-5.708
5691,-6.294
5692,-8.56
5693,-6.456
5694,-6.103
5695,-6.136
5696,-7.258
5697,-7.4
5698,-4.063
5699,-13.147
5700,-6.138
5701,-6.103
5702,-7.351
5703,-6.489
5704,-6.136
5705,-4.904
5706,-3.947
5707,-6.138
5708,-5.541
5709,-7.46
5710,-4.052
5711,-5.239
5712,-5.099
5713,-4.617
5714,-6.068
5715,-5.122
5716,-10.708
5717,-6.903
5718,-2.192
5719,-1.218
5720,-8.401
5721,-9.861
5722,-7.485
5723,-6.976
5724,-5.608
5725,-7.518
5726,-7.985
5727,-8.045
5728,-6.336
5729,-7.942
5730,
5731,-6.299
5732,-8.846
5733,-6.916
5734,-7.169
5735,-6.083
5736,-5.513
5737,-5.005
5738,-6.976
5739,-6.482
5740,-4.393
5741,-9.98
5742,-7.353
5743,-6.324
5744,-3.755
5745,-7.395
5746,
5747,-8.558
5748,-7.169
5749,-7.709
5750,-6.312
5751,-4.093
5752,-4.713
5753,-5.723
5754,-3.962
5755,-7.967
5756,-4.888
5757,-5.333
5758,-6.671
5759,-3.799
5760,-4.513
5761,-6.941
5762,-7.043
5763,-6.542
5764,-5.274
5765,-7.16
5766,-3.825
5767,0.175
5768,-5.833
5769,-7.463
5770,-8.846
5771,-6.079
5772,-6.079
5773,-5.408
5774,-3.926
5775,-4.297
5776,
5777,-4.88
5778,-5.116
5779,-7.042
5780,-4.574
5781,-7.218
5782,-6.553
5783,-8.353
5784,-6.573
5785,-6.111
5786,-5.604
5787,-5.498
5788,-9.931
5789,-9.777
5790,-7.645
5791,-5.075
5792,-3.962
5793,-3.517
5794,-9.127
5795,-8.245
5796,-2.968
5797,-12.148
5798,-8.975
5799,-4.093
5800,-6.505
5801,-8.084
5802,-4.43
5803,-7.817
5804,-4.45
5805,-8.772
5806,-3.253
5807,-3.208
5808,-6.42
5809,-8.401
5810,-8.214
5811,-6.081
5812,-9.292
5813,
5814,-10.382
5815,-8.443
5816,-5.334
5817,-6.401
5818,-7.466
5819,-5.245
5820,-2.834
5821,-7.559
5822,-4.653
5823,-3.87
5824,-4.977
5825,-14.505
5826,-4.995
5827,-5.239
5828,-6.256
5829,
5830,-7.426
5831,-9.127
5832,-3.244
5833,-8.575
5834,-5.594
5835,-5.86
5836,-8.587
5837,-5.472
5838,-2.939
5839,-7.46
5840,-6.736
5841,-5.803
5842,-6.489
5843,-6.064
5844,-5.764
5845,-4.278
5846,-7.599
5847,-4.569
5848,-7.101
5849,-7.299
5850,-6.349
5851,-5.368
5852,-6.903
5853,-7.861
5854,-8.677
5855,-6.478
5856,-8.591
5857,-7.214
5858,-7.214
5859,-3.37
5860,-3.926
5861,-7.101
5862,-1.218
5863,-10.131
5864,-6.788
5865,-6.366
5866,-6.474
5867,-4.921
5868,-5.478
5869,-5.453
5870,-6.664
5871,-7.891
5872,
5873,-9.435
5874,-5.179
5875,-5.415
5876,-8.151
5877,-6.365
5878,-7.643
5879,-6.941
5880,-6.903
5881,-9.931
5882,-11.212
5883,-5.429
5884,-5.093
5885,-8.823
5886,-11.767
5887,-3.738
5888,-4.052
5889,-5.603
5890,-3.738
5891,-5.978
5892,-5.978
5893,-5.914
5894,-5.948
5895,-3.225
5896,-5.85
5897,-5.48
5898,-3.714
5899,-3.738
5900,-6.571
5901,
5902,-5.948
5903,-5.415
5904,-5.48
5905,-5.603
5906,-5.914
5907,-4.669
5908,-5.415
5909,-6.941
5910,-9.931
5911,-10.08
5912,-7.643
5913,-7.397
5914,-8.823
5915,-7.397
5916,-8.823
5917,-5.429
5918,-4.172
5919,-4.172
5920,-7.955
5921,-11.265
5922,-6.019
5923,-8.045
5924,-3.208
5925,-6.145
5926,-6.809
5927,-6.405
5928,-7.661
5929,-7.92
5930,-4.566
5931,-4.727
5932,-3.625
5933,-3.625
5934,
5935,-8.304
5936,-5.108
5937,-4.112
5938,-6.223
5939,-5.875
5940,-8.295
5941,-4.51
5942,-7.108
5943,-7.82
5944,-6.667
5945,-5.381
5946,-7.841
5947,-7.004
5948,-2.429
5949,-3.612
5950,-6.711
5951,-3.244
5952,-5.381
5953,-6.144
5954,-5.709
5955,-5.85
5956,-2.429
5957,-6.505
5958,-7.353
5959,-6.29
5960,-5.274
5961,-6.257
5962,-7.391
5963,-6.445
5964,-5.472
5965,-5.429
5966,-4.245
5967,-6.293
5968,-7.544
5969,-7.215
5970,-5.88
5971,-7.48
5972,-7.226
5973,-7.604
5974,-5.043
5975,-7.994
5976,-6.664
5977,-9.212
5978,
5979,-6.775
5980,-4.669
5981,-4.997
5982,-5.924
5983,-5.397
5984,-6.745
5985,-5.153
5986,-8.214
5987,-11.777
5988,-16.441
5989,-5.481
5990,-7.471
5991,-5.088
5992,-7.891
5993,-10.068
5994,-5.563
5995,-5.628
5996,-8.053
5997,-8.054
5998,-4.393
5999,-6.557
6000,-1.047
6001,-5.467
6002,-4.748
6003,-7.101
6004,-7.23
6005,-5.708
6006,-5.726
6007,-7.4
6008,-5.661
6009,-5.464
6010,-4.156
6011,-8.324
6012,0.175
6013,-10.299
6014,
6015,-4.972
6016,-5.239
6017,-22.282
6018,-8.18
6019,-7.086
6020,-9.463
6021,-9.104
6022,-8.074
6023,-6.672
6024,-8.951
6025,-11.104
6026,-8.417
6027,-6.93
6028,-5.353
6029,-6.798
6030,-5.86
6031,-9.931
6032,-6.238
6033,-3.253
6034,-6.679
6035,-5.177
6036,-6.103
6037,-5.12
6038,-7.46
6039,-5.396
6040,-4.713
6041,-7.985
6042,-6.482
6043,-2.621
6044,-6.446
6045,-2.135
6046,-4.935
6047,-6.688
6048,-8.446
6049,-7.864
6050,-7.229
6051,-6.062
6052,-4.35
6053,-7.298
6054,-9.736
6055,-10.6
6056,-16.169
6057,-5.808
6058,-5.596
6059,-8.692
6060,-11.845
6061,-7.634
6062,-8.692
6063,-5.152
6064,-5.202
6065,-8.975
6066,-7.587
6067,-5.368
6068,-6.111
6069,-7.245
6070,-4.919
6071,-6.192
6072,-5.418
6073,-9.764
6074,-5.673
6075,-6.837
6076,-4.448
6077,-3.497
6078,-4.785
6079,-6.899
6080,-7.294
6081,-10.663
6082,-8.752
6083,-7.513
6084,-7.339
6085,-4.748
6086,-9.902
6087,-5.991
6088,-8.494
6089,-5.249
6090,-7.374
6091,-7.841
6092,-5.213
6093,-7.744
6094,-8.492
6095,-6.702
6096,-6.445
6097,-7.23
6098,-6.823
6099,-13.672
6100,-7.385
6101,-9.238
6102,-4.943
6103,-7.066
6104,-7.491
6105,-6.914
6106,-5.288
6107,-4.245
6108,-10.355
6109,-6.568
6110,-4.617
6111,-5.884
6112,-7.466
6113,-9.81
6114,-2.887
6115,-9.922
6116,-4.768
6117,-4.888
6118,-3.451
6119,-8.804
6120,-4.727
6121,-3.874
6122,-7.82
6123,-4.421
6124,-3.422
6125,-5.125
6126,-6.368
6127,-6.542
6128,-2.135
6129,-7.82
6130,-4.653
6131,-5.415
6132,-4.653
6133,-6.819
6134,-5.948
6135,-5.48
6136,-5.948
6137,
6138,-5.85
6139,-10.278
6140,
6141,-4.443
6142,-8.846
6143,-4.741
6144,-8.879
6145,-8.951
6146,-5.723
6147,-5.177
6148,-5.695
6149,-4.695
6150,-6.838
6151,-2.58
6152,-5.68
6153,-5.914
6154,-9.74
6155,-6.297
6156,-5.833
6157,-10.215
6158,-10.937
6159,-7.823
6160,-4.063
6161,-6.432
6162,-7.864
6163,-5.64
6164,-9.008
6165,-6.067
6166,-1.398
6167,-7.509
6168,-4.831
6169,-6.478
6170,-5.542
6171,-8.151
6172,-7.82
6173,-6.146
6174,-5.582
6175,-5.963
6176,-6.934
6177,-3.193
6178,-5.286
6179,-3.493
6180,-6.368
6181,-5.582
6182,-7.751
6183,-6.793
6184,-3.193
6185,-2.968
6186,-8.866
6187,-7.033
6188,-6.02
6189,-6.746
6190,-4.08
6191,-7.985
6192,-7.18
6193,-12.902
6194,-7.258
6195,-5.088
6196,-7.877
6197,-7.335
6198,-8.216
6199,-7.32
6200,-5.652
6201,-8.98
6202,-6.837
6203,
6204,-8.807
6205,-11.332
6206,-6.238
6207,-10.08
6208,-7.809
6209,-8.214
6210,-3.206
6211,-5.288
6212,-11.262
6213,-8.98
6214,-9.892
6215,-2.864
6216,-6.962
6217,-10.08
6218,-6.679
6219,-3.801
6220,-5.785
6221,
6222,-10.051
6223,-2.655
6224,-9.81
6225,-5.116
6226,-9.127
6227,-6.084
6228,-8.364
6229,-5.603
6230,-8.951
6231,-5.695
6232,-7.46
6233,-22.282
6234,-6.062
6235,-6.736
6236,-8.099
6237,-7.004
6238,-7.18
6239,-7.4
6240,-8.879
6241,-4.223
6242,-3.813
6243,-6.702
6244,-10.068
6245,-6.111
6246,-7.384
6247,-7.128
6248,-7.442
6249,-4.189
6250,-5.785
6251,-6.101
6252,-3.208
6253,-7.559
6254,-8.971
6255,-8.893
6256,-7.673
6257,-5.671
6258,-5.697
6259,-6.736
6260,-5.671
6261,-6.161
6262,-9.932
6263,-6.442
6264,-3.714
6265,-6.788
6266,-5.833
6267,-8.214
6268,
6269,-3.206
6270,
6271,-8.054
6272,-5.482
6273,-5.254
6274,-5.424
6275,-7.518
6276,
6277,-6.883
6278,-9.932
6279,-5.453
6280,-6.955
6281,-7.458
6282,-4.569
6283,-5.833
6284,-8.764
6285,-3.395
6286,-6.13
6287,-7.225
6288,-7.395
6289,-6.067
6290,-7.042
6291,-8.769
6292,-8.044
6293,-3.888
6294,-10.109
6295,-4.935
6296,-3.997
6297,-5.116
6298,-5.116
6299,-5.603
6300,-7.294
6301,-3.284
6302,-5.4
6303,-7.559
6304,-6.384
6305,-3.193
6306,-7.738
6307,-5.315
6308,-4.278
6309,-5.043
6310,-6.282
6311,-7.086
6312,-4.612
6313,-8.587
6314,-4.574
6315,-9.861
6316,-6.718
6317,-8.324
6318,-5.046
6319,-7.299
6320,-6.573
6321,-7.955
6322,-3.625
6323,-7.124
6324,-3.208
6325,-6.672
6326,-9.193
6327,-5.594
6328,-7.358
6329,-5.594
6330,-9.931
6331,-9.931
6332,-5.099
6333,-4.139
6334,-6.146
6335,-5.478
6336,-4.751
6337,-6.161
6338,-3.738
6339,-5.655
6340,-9.789
6341,-5.887
6342,-9.789
6343,-5.545
6344,-7.678
6345,-7.226
6346,-2.459
6347,-6.02
6348,-4.785
6349,-5.655
6350,-7.456
6351,-9.789
6352,-4.31
6353,-6.442
6354,-4.727
6355,-10.6
6356,-9.32
6357,-5.498
6358,-5.249
6359,-7.601
6360,-3.804
6361,-3.962
6362,-3.517
6363,-4.653
6364,-3.387
6365,-10.937
6366,-6.946
6367,-6.192
6368,-3.799
6369,-6.9
6370,-6.781
6371,-5.969
6372,-4.547
6373,-4.113
6374,-8.012
6375,-6.807
6376,-3.875
6377,-3.926
6378,-6.365
6379,-3.247
6380,-5.8
6381,-4.8
6382,-7.405
6383,-6.293
6384,-4.161
6385,-3.106
6386,-8.316
6387,-5.191
6388,-5.191
6389,-8.316
6390,-6.976
6391,-5.924
6392,-5.498
6393,-8.807
6394,-5.065
6395,-4.768
6396,-9.004
6397,-7.809
6398,-6.504
6399,-9.736
6400,-8.769
6401,-6.63
6402,-6.814
6403,-7.218
6404,-6.806
6405,-5.4
6406,-3.626
6407,-5.145
6408,-6.067
6409,-9.32
6410,-7.405
6411,-10.08
6412,-5.708
6413,-6.736
6414,-3.106
6415,-6.002
6416,-3.387
6417,-8.054
6418,-3.493
6419,-8.752
6420,-4.137
6421,-8.193
6422,-8.871
6423,-8.871
6424,-13.424
6425,-5.708
6426,-8.197
6427,-10.299
6428,-5.702
6429,-5.702
6430,-8.871
6431,-8.871
6432,-3.106
6433,-8.871
6434,-3.106
6435,-3.106
6436,-8.871
6437,-8.871
6438,-7.44
6439,-6.312
6440,-16.169
6441,-4.223
6442,-5.077
6443,-9.044
6444,-5.964
6445,-6.312
6446,-5.077
6447,-6.142
6448,-5.077
6449,-9.671
6450,-8.871
6451,-5.875
6452,-3.618
6453,-15.617
6454,-5.969
6455,-6.111
6456,-10.249
6457,-11.212
6458,-8.053
6459,-3.106
6460,-8.871
6461,-5.603
6462,-7.565
6463,-5.662
6464,-5.098
6465,-5.887
6466,-4.156
6467,-3.208
6468,-6.368
6469,-7.405
6470,-3.875
6471,-5.216
6472,-7.604
6473,-5.803
6474,-10.858
6475,-9.309
6476,-3.744
6477,-5.213
6478,-9.476
6479,-8.56
6480,-8.06
6481,-9.309
6482,-9.228
6483,-5.213
6484,-5.4
6485,-5.833
6486,-4.161
6487,-8.764
6488,-4.22
6489,-9.736
6490,-5.18
6491,-6.083
6492,-15.268
6493,-10.394
6494,-5.024
6495,-10.363
6496,-6.081
6497,-5.84
6498,-4.055
6499,-6.814
6500,-5.363
6501,-3.863
6502,-5.652
6503,-3.093
6504,
6505,-7.442
6506,-5.833
6507,-5.964
6508,-9.902
6509,-7.622
6510,-5.708
6511,-8.948
6512,-3.825
6513,-8.559
6514,-3.939
6515,-8.764
6516,-9.861
6517,-2.692
6518,-2.692
6519,-4.047
6520,-4.51
6521,-5.84
6522,
6523,-5.453
6524,-8.084
6525,-3.939
6526,-8.893
6527,-8.893
6528,-2.692
6529,-8.433
6530,-4.119
6531,-4.508
6532,-7.059
6533,-6.568
6534,-7.043
6535,-7.456
6536,-5.45
6537,-4.993
6538,-7.384
6539,-8.84
6540,-8.461
6541,-8.692
6542,-3.888
6543,-6.192
6544,-5.716
6545,-8.461
6546,-4.508
6547,-5.716
6548,-6.223
6549,-7.358
6550,-6.181
6551,-7.544
6552,-7.967
6553,-7.32
6554,-5.105
6555,-4.748
6556,-8.461
6557,-5.667
6558,-3.87
6559,-10.278
6560,-7.485
6561,-11.845
6562,-12.049
6563,-3.284
6564,-6.489
6565,-6.756
6566,-7.92
6567,-6.746
6568,-3.73
6569,-6.144
6570,-9.74
6571,-6.93
6572,-10.296
6573,-2.806
6574,-4.741
6575,-4.935
6576,-6.432
6577,-6.645
6578,-6.002
6579,-7.1
6580,-4.31
6581,-6.445
6582,-5.093
6583,-6.667
6584,-8.109
6585,-6.044
6586,-5.429
6587,-4.704
6588,-6.294
6589,-5.077
6590,-6.067
6591,-5.392
6592,-7.465
6593,-7.351
6594,-7.161
6595,-6.293
6596,-7.744
6597,-5.977
6598,-7.891
6599,-3.813
6600,-5.839
6601,-4.234
6602,-4.139
6603,-3.626
6604,-6.671
6605,-5.295
6606,-8.823
6607,-9.463
6608,-5.266
6609,-4.727
6610,-4.483
6611,-5.164
6612,-4.692
6613,-7.259
6614,-5.152
6615,-4.785
6616,-6.42
6617,-7.985
6618,-6.542
6619,-10.068
6620,-4.054
6621,-6.442
6622,-6.837
6623,-10.299
6624,
6625,-6.741
6626,-7.599
6627,-6.819
6628,-1.957
6629,-2.834
6630,-5.568
6631,-5.614
6632,-9.931
6633,-7.397
6634,-6.553
6635,-5.655
6636,-5.024
6637,-6.446
6638,-7.877
6639,-4.685
6640,-8.214
6641,-5.146
6642,-6.946
6643,-8.587
6644,-6.847
6645,-4.257
6646,-5.202
6647,-11.192
6648,-4.771
6649,-6.446
6650,-8.214
6651,-5.153
6652,-10.358
6653,-8.494
6654,-5.43
6655,-8.356
6656,-2.459
6657,-8.575
6658,-4.695
6659,-7.92
6660,-3.067
6661,-7.258
6662,-3.494
6663,-1.047
6664,-6.332
6665,-6.667
6666,-8.364
6667,-11.332
6668,-4.209
6669,-8.808
6670,-6.079
6671,-7.539
6672,-7.049
6673,-6.671
6674,-5.937
6675,-6.753
6676,-5.347
6677,-6.105
6678,-2.887
6679,-6.416
6680,-4.747
6681,-5.116
6682,-13.424
6683,-4.711
6684,-7.678
6685,-8.752
6686,-5.8
6687,-6.332
6688,-4.617
6689,-7.601
6690,-2.864
6691,-5.585
6692,-6.015
6693,-5.077
6694,-7.245
6695,-7.179
6696,-3.253
6697,-7.119
6698,-7.357
6699,-3.368
6700,-7.2
6701,-8.795
6702,-4.995
6703,-4.696
6704,-8.151
6705,-7.46
6706,-6.264
6707,-6.083
6708,-3.593
6709,-5.046
6710,-3.237
6711,-6.136
6712,-7.823
6713,
6714,-5.402
6715,-4.961
6716,-8.121
6717,-9.193
6718,-6.002
6719,-10.708
6720,-7.51
6721,-7.066
6722,-5.833
6723,-6.702
6724,-4.8
6725,-3.054
6726,-10.249
6727,-8.587
6728,-8.591
6729,-7.355
6730,-11.184
6731,-6.823
6732,-3.244
6733,-6.145
6734,-7.985
6735,
6736,-7.636
6737,-4.8
6738,-6.97
6739,-5.424
6740,-5.608
6741,-15.617
6742,-5.102
6743,-9.671
6744,-6.231
6745,-6.405
6746,-5.315
6747,-4.245
6748,-2.188
6749,-5.941
6750,-4.141
6751,-11.713
6752,-5.594
6753,-6.13
6754,-7.108
6755,-5.334
6756,-3.389
6757,-6.183
6758,-4.35
6759,-5.258
6760,-8.747
6761,-6.112
6762,-5.788
6763,-4.589
6764,-5.313
6765,-6.111
6766,-2.286
6767,-4.768
6768,-4.895
6769,-8.835
6770,-5.905
6771,-4.977
6772,-14.505
6773,-5.572
6774,-6.346
6775,-9.457
6776,-5.122
6777,-13.147
6778,-6.794
6779,-5.718
6780,-7.864
6781,-7.033
6782,-6.571
6783,-4.183
6784,-8.871
6785,
6786,-8.121
6787,-3.785
6788,-6.019
6789,-9.671
6790,-6.775
6791,-7.841
6792,-7.258
6793,-6.349
6794,-3.785
6795,-9.671
6796,-8.193
6797,-13.424
6798,-5.726
6799,-4.633
6800,-4.953
6801,-8.9
6802,-8.9
6803,-8.871
6804,-5.884
6805,-4.768
6806,-3.714
6807,-6.823
6808,-5.258
6809,-8.084
6810,-4.119
6811,-6.482
6812,-4.932
6813,-6.297
6814,-3.723
6815,-6.702
6816,-7.495
6817,-6.633
6818,-10.354
6819,-2.692
6820,
6821,-8.217
6822,-7.604
6823,-7.639
6824,-3.509
6825,-7.664
6826,-6.718
6827,-6.083
6828,-7.44
6829,-8.461
6830,-5.185
6831,-11.713
6832,-3.962
6833,
6834,-2.286
6835,-8.587
6836,-8.504
6837,-7.648
6838,-5.043
6839,-1.098
6840,-3.626
6841,-3.874
6842,-6.257
6843,-4.223
6844,-13.147
6845,-3.389
6846,-5.887
6847,-1.098
6848,-3.626
6849,-5.804
6850,-7.499
6851,-4.047
6852,-5.896
6853,-4.223
6854,-6.401
6855,-13.147
6856,-5.474
6857,-5.801
6858,-4.047
6859,-4.265
6860,-5.368
6861,-3.863
6862,-4.113
6863,-5.801
6864,-6.865
6865,-9.101
6866,-4.45
6867,-6.775
6868,-5.604
6869,-3.714
6870,-8.808
6871,-10.663
6872,-6.192
6873,-8.663
6874,
6875,-6.987
6876,-7.371
6877,-6.045
6878,-8.067
6879,-6.231
6880,-4.75
6881,-6.071
6882,-7.48
6883,-8.888
6884,-4.75
6885,-4.35
6886,-9.789
6887,-8.954
6888,-7.883
6889,-5.542
6890,-5.286
6891,-9.108
6892,-4.122
6893,-4.063
6894,-5.545
6895,-5.415
6896,-6.164
6897,-7.16
6898,-7.509
6899,-5.429
6900,-5.088
6901,-2.459
6902,-2.459
6903,-4.055
6904,-10.567
6905,-12.565
6906,-8.109
6907,-6.815
6908,-5.152
6909,-8.575
6910,-3.618
6911,-3.618
6912,-7.374
6913,-8.575
6914,-3.051
6915,-4.713
6916,-3.808
6917,-10.068
6918,-3.158
6919,-3.158
6920,-6.145
6921,-9.931
6922,-11.199
6923,-4.647
6924,-11.212
6925,-4.162
6926,-6.519
6927,-7.165
6928,-4.614
6929,-5.368
6930,-6.002
6931,-6.373
6932,-9.922
6933,-6.293
6934,-6.753
6935,-6.865
6936,-11.212
6937,-9.238
6938,-5.474
6939,-5.808
6940,-15.268
6941,-8.871
6942,-3.106
6943,-6.044
6944,-6.474
6945,-8.151
6946,-16.441
6947,-11.336
6948,-8.975
6949,-4.892
6950,-5.043
6951,-7.426
6952,-5.833
6953,-3.723
6954,-1.218
6955,-3.452
6956,-3.452
6957,-8.84
6958,-7.463
6959,-9.212
6960,-4.986
6961,-5.266
6962,-5.547
6963,-5.572
6964,-4.421
6965,-6.231
6966,-8.151
6967,-4.972
6968,-3.723
6969,-3.452
6970,-9.212
6971,-5.603
6972,-5.884
6973,-7.48
6974,-6.807
6975,-3.106
6976,-9.932
6977,-3.106
6978,-8.151
6979,-7.643
6980,-5.108
6981,-7.601
6982,-6.736
6983,-9.127
6984,-5.498
6985,-5.603
6986,-6.665
6987,-8.066
6988,-3.395
6989,-3.395
6990,-5.671
6991,-5.671
6992,-5.048
6993,-8.835
6994,-5.895
6995,-3.395
6996,-5.671
6997,
6998,-5.313
6999,-5.048
7000,-1.398
7001,-8.835
7002,-6.062
7003,-9.008
7004,-5.179
7005,-14.505
7006,-5.946
7007,-5.12
7008,-12.049
7009,-7.46
7010,-5.286
7011,-3.997
7012,-7.258
7013,-6.256
7014,
7015,-5.313
7016,-7.101
7017,-2.968
7018,-3.739
7019,-10.589
7020,-1.538
7021,-1.538
7022,-5.718
7023,
7024,-4.156
7025,-10.543
7026,-5.84
7027,-5.45
7028,-4.953
7029,-6.228
7030,-7.221
7031,-4.748
7032,-7.049
7033,-5.093
7034,-12.758
7035,-7.544
7036,-9.98
7037,
7038,-7.92
7039,-7.004
7040,-5.453
7041,-3.247
7042,-8.109
7043,-6.274
7044,-5.472
7045,-11.265
7046,-3.067
7047,-9.922
7048,-4.869
7049,-5.948
7050,-3.723
7051,-6.962
7052,-22.282
7053,-5.197
7054,-5.547
7055,-7.673
7056,-6.297
7057,-1.398
7058,-10.881
7059,-7.661
7060,-7.518
7061,-7.909
7062,-9.764
7063,-5.992
7064,-3.517
7065,
7066,-3.785
7067,-7.429
7068,-6.238
7069,-11.212
7070,-8.56
7071,-2.806
7072,-4.8
7073,-7.92
7074,-13.147
7075,-8.151
7076,-4.141
7077,-5.803
7078,-8.871
7079,-4.904
7080,-5.56
7081,-13.672
7082,-5.667
7083,-6.103
7084,-7.471
7085,-7.622
7086,-3.73
7087,-6.408
7088,-4.727
7089,-8.846
7090,-8.242
7091,-8.888
7092,-7.639
7093,-4.139
7094,-3.471
7095,-7.682
7096,-7.397
7097,-7.395
7098,-9.954
7099,-10.051
7100,-11.212
7101,-4.785
7102,-7.161
7103,-5.788
7104,-5.788
7105,-2.655
7106,-6.183
7107,-5.405
7108,-5.12
7109,-6.082
7110,-7.635
7111,-4.575
7112,-6.815
7113,-3.69
7114,-10.215
7115,-8.433
7116,-8.461
7117,-5.541
7118,-5.541
7119,-12.902
7120,-5.313
7121,-9.931
7122,-8.306
7123,-6.366
7124,-7.809
7125,-3.793
7126,-10.937
7127,-10.937
7128,-8.156
7129,-4.833
7130,-9.931
7131,-7.809
7132,-7.509
7133,-3.875
7134,-8.871
7135,-7.817
7136,-8.324
7137,-7.351
7138,-6.474
7139,-4.692
7140,-4.047
7141,-3.497
7142,-4.443
7143,-7.604
7144,-6.081
7145,-6.441
7146,-3.933
7147,-5.884
7148,-6.002
7149,-5.574
7150,-8.808
7151,-3.387
7152,-4.75
7153,-7.598
7154,-10.215
7155,-8.393
7156,-6.408
7157,-7.45
7158,-5.899
7159,-7.793
7160,-2.655
7161,-5.288
7162,-4.421
7163,-7.45
7164,-8.316
7165,-7.604
7166,-5.677
7167,-7.426
7168,-6.702
7169,-3.422
7170,-8.744
7171,-8.752
7172,-3.593
7173,-4.141
7174,-2.384
7175,-5.606
7176,-6.903
7177,-6.144
7178,-8.871
7179,-4.387
7180,-4.904
7181,-6.432
7182,-8.767
7183,-8.214
7184,-5.696
7185,-2.692
7186,-8.356
7187,-7.4
7188,-3.714
7189,-7.169
7190,-8.795
7191,-2.655
7192,-7.033
7193,-5.505
7194,-5.932
7195,-8.04
7196,-7.648
7197,-8.214
7198,-6.746
7199,-10.615
7200,-6.087
7201,-4.919
7202,-7.598
7203,-8.074
7204,-7.598
7205,-7.466
7206,-8.807
7207,-4.919
7208,-7.598
7209,-7.397
7210,-3.368
7211,-8.747
7212,-8.807
7213,-8.747
7214,-6.054
7215,-7.033
7216,-7.92
7217,-7.639
7218,-7.28
7219,-10.333
7220,-8.111
7221,-11.332
7222,-3.054
7223,-5.702
7224,-5.702
7225,
7226,-9.902
7227,-3.471
7228,-8.214
7229,-7.428
7230,-5.542
7231,-8.747
7232,-7.033
7233,-8.111
7234,-5.702
7235,-5.118
7236,-5.641
7237,-6.365
7238,-6.667
7239,-4.448
7240,-7.544
7241,-5.662
7242,-5.048
7243,-10.7
7244,-8.84
7245,-9.32
7246,-4.748
7247,-6.008
7248,-6.775
7249,-9.127
7250,-6.054
7251,-6.293
7252,-6.746
7253,-4.508
7254,-8.823
7255,-4.628
7256,-4.997
7257,-3.785
7258,-4.751
7259,-5.505
7260,-6.446
7261,-6.104
7262,-9.671
7263,-5.914
7264,-6.736
7265,-9.309
7266,-4.139
7267,-6.338
7268,-4.245
7269,-8.356
7270,-3.225
7271,-2.459
7272,-6.756
7273,-5.941
7274,-8.316
7275,-10.394
7276,-8.099
7277,-8.18
7278,-5.426
7279,-5.453
7280,-11.325
7281,-8.067
7282,-5.932
7283,-2.58
7284,-5.563
7285,-3.947
7286,-4.575
7287,-5.098
7288,-3.093
7289,-8.954
7290,-7.23
7291,-7.23
7292,-10.08
7293,-10.08
7294,-4.189
7295,-7.495
7296,-6.299
7297,-1.957
7298,-8.587
7299,-4.986
7300,-4.113
7301,-5.628
7302,-6.914
7303,-3.87
7304,-4.888
7305,-10.08
7306,-6.299
7307,-10.051
7308,-5.286
7309,-6.9
7310,-9.233
7311,-7.587
7312,-9.98
7313,-6.297
7314,-8.084
7315,-4.884
7316,-6.138
7317,-8.591
7318,-8.948
7319,-5.202
7320,-10.278
7321,-6.806
7322,-8.06
7323,-4.162
7324,-8.228
7325,-7.48
7326,-6.144
7327,
7328,-15.617
7329,-5.833
7330,-4.113
7331,-11.212
7332,-6.794
7333,-5.252
7334,-5.697
7335,-2.806
7336,-5.673
7337,-6.101
7338,-8.461
7339,-5.318
7340,-7.891
7341,-4.912
7342,-6.899
7343,-8.769
7344,-6.081
7345,-8.772
7346,-4.653
7347,-5.295
7348,-6.408
7349,-5.368
7350,-3.373
7351,-3.804
7352,-11.104
7353,-9.108
7354,-6.781
7355,-6.081
7356,-5.736
7357,-4.912
7358,-5.884
7359,-8.772
7360,-7.599
7361,-1.398
7362,
7363,-6.299
7364,-5.453
7365,-12.597
7366,-3.509
7367,-7.033
7368,-7.942
