,loudness
13392,-7.042
13393,-4.574
13394,-4.722
13395,-7.709
13396,-6.474
13397,-4.269
13398,-4.448
13399,-10.394
13400,-6.9
13401,-6.081
13402,-4.278
13403,-8.492
13404,-4.45
13405,-4.265
13406,-4.768
13407,-6.336
13408,-6.104
13409,-4.653
13410,-7.555
13411,-5.191
13412,-6.702
13413,-7.486
13414,-6.837
13415,-5.068
13416,-7.128
13417,-9.292
13418,-2.809
13419,-7.622
13420,-5.453
13421,-3.962
13422,-7.373
13423,-5.614
13424,-3.875
13425,-11.104
13426,-11.325
13427,-5.578
13428,-5.56
13429,-7.955
13430,-7.44
13431,-12.89
13432,-6.573
13433,-4.183
13434,-7.45
13435,-5.256
13436,-8.324
13437,-9.457
13438,-4.751
13439,-9.932
13440,-5.563
13441,-7.861
13442,-4.919
13443,-4.612
13444,-5.895
13445,-9.457
13446,-4.751
13447,-4.713
13448,-5.4
13449,-4.696
13450,-6.365
13451,-7.258
13452,-1.398
13453,-9.212
13454,-8.074
13455,-4.63
13456,-6.349
13457,-6.798
13458,-5.426
13459,-5.708
13460,-5.594
13461,
13462,-6.142
13463,-6.346
13464,-6.572
13465,-5.113
13466,-8.948
13467,-4.103
13468,-7.861
13469,-6.508
13470,-9.954
13471,-6.495
13472,-5.046
13473,-3.323
13474,-7.877
13475,-4.685
13476,-6.987
13477,-3.813
13478,-5.585
13479,-5.48
13480,-7.942
13481,-7.491
13482,-6.862
13483,-7.179
13484,-5.673
13485,-8.808
13486,-5.614
13487,-6.368
13488,-4.727
13489,-9.32
13490,-5.572
13491,-8.866
13492,-7.653
13493,-3.054
13494,-7.73
13495,-3.494
13496,-2.105
13497,-6.272
13498,-6.104
13499,-1.218
13500,-6.775
13501,-4.052
13502,-7.909
13503,-7.092
13504,-3.618
13505,-4.633
13506,-5.217
13507,-6.775
13508,-4.997
13509,-10.051
13510,-11.361
13511,-5.515
13512,-5.764
13513,-6.862
13514,-7.771
13515,-5.18
13516,-6.862
13517,-8.214
13518,-5.756
13519,-3.368
13520,-6.736
13521,-7.119
13522,-5.324
13523,-4.645
13524,-8.442
13525,-7.643
13526,-6.044
13527,-7.066
13528,-3.556
13529,-10.937
13530,-6.044
13531,-3.556
13532,-7.359
13533,-6.389
13534,-6.865
13535,-3.503
13536,-3.503
13537,-6.531
13538,-6.531
13539,-7.34
13540,-5.399
13541,-6.916
13542,-6.146
13543,-7.678
13544,-8.666
13545,-5.286
13546,-5.286
13547,-4.935
13548,-3.498
13549,-4.098
13550,-7.135
13551,-7.081
13552,-8.111
13553,-4.997
13554,-5.934
13555,-3.944
13556,-3.944
13557,-5.368
13558,-5.724
13559,-6.257
13560,-8.044
13561,-5.075
13562,-6.924
13563,-4.272
13564,-5.113
13565,-7.355
13566,-7.648
13567,-9.33
13568,-4.696
13569,-3.37
13570,-5.415
13571,-5.923
13572,-5.239
13573,-4.946
13574,-3.787
13575,
13576,-5.718
13577,-7.16
13578,-4.993
13579,-8.932
13580,-5.122
13581,-5.702
13582,-7.956
13583,-5.932
13584,-4.653
13585,-7.486
13586,-8.756
13587,-5.098
13588,-6.907
13589,-4.566
13590,-6.272
13591,-7.214
13592,-7.622
13593,-4.88
13594,-5.245
13595,-6.4
13596,-4.045
13597,-5.937
13598,-7.509
13599,-8.054
13600,-5.472
13601,-7.499
13602,-5.22
13603,-5.831
13604,-4.169
13605,-6.13
13606,-8.98
13607,-6.153
13608,-6.638
13609,-2.188
13610,-7.207
13611,-7.985
13612,-4.841
13613,-4.767
13614,-3.844
13615,-3.779
13616,-4.657
13617,-8.9
13618,-6.725
13619,-2.235
13620,-6.365
13621,-3.012
13622,-5.177
13623,-6.947
13624,-2.867
13625,-7.009
13626,-4.972
13627,-2.867
13628,-7.009
13629,-6.687
13630,-7.003
13631,-6.946
13632,-3.004
13633,-6.702
13634,-5.274
13635,-5.274
13636,-6.702
13637,-6.257
13638,-5.923
13639,-7.055
13640,-5.934
13641,-7.135
13642,-4.645
13643,-7.638
13644,-8.214
13645,-7.428
13646,-9.435
13647,-4.695
13648,-7.351
13649,-8.411
13650,-4.265
13651,-6.934
13652,-6.934
13653,-9.358
13654,-6.478
13655,-3.422
13656,-9.305
13657,-9.305
13658,-2.105
13659,-3.813
13660,-6.862
13661,-8.013
13662,-6.395
13663,-10.76
13664,-7.416
13665,-6.809
13666,-5.18
13667,-7.565
13668,-8.214
13669,-4.88
13670,-5.614
13671,-7.259
13672,-9.777
13673,-3.067
13674,-7.823
13675,-5.721
13676,-4.172
13677,-5.065
13678,-6.671
13679,-5.295
13680,-6.042
13681,-9.777
13682,-3.37
13683,0.175
13684,
13685,-5.721
13686,-6.442
13687,-10.663
13688,-3.69
13689,-12.89
13690,-7.059
13691,-5.655
13692,-11.265
13693,-5.515
13694,-8.084
13695,-7.636
13696,-8.433
13697,-8.21
13698,-8.012
13699,-5.606
13700,-5.146
13701,-8.587
13702,-5.919
13703,-6.082
13704,
13705,-4.673
13706,-6.245
13707,-7.315
13708,-16.441
13709,-3.593
13710,-5.075
13711,-9.309
13712,-5.53
13713,-5.116
13714,-4.751
13715,-6.793
13716,-7.004
13717,-5.736
13718,-7.18
13719,-3.922
13720,-9.74
13721,-5.16
13722,-5.723
13723,-4.45
13724,-6.332
13725,-5.791
13726,-6.297
13727,-8.772
13728,-11.672
13729,-4.884
13730,-4.575
13731,-7.179
13732,-4.888
13733,-8.21
13734,-9.004
13735,-7.73
13736,-3.503
13737,-6.082
13738,-8.504
13739,-8.494
13740,-6.368
13741,-8.044
13742,-12.148
13743,-6.081
13744,-5.682
13745,-5.085
13746,-7.864
13747,-4.443
13748,-3.373
13749,-1.218
13750,-8.56
13751,-8.744
13752,-7.32
13753,-2.429
13754,-4.617
13755,-5.937
13756,-3.051
13757,-6.068
13758,-4.645
13759,-9.305
13760,-6.862
13761,-9.435
13762,-7.601
13763,-7.286
13764,-3.964
13765,-3.964
13766,-3.964
13767,-5.137
13768,-8.879
13769,-3.093
13770,-4.189
13771,-3.964
13772,-5.937
13773,-5.726
13774,-6.336
13775,-8.804
13776,-10.382
13777,-11.192
13778,-5.254
13779,-8.316
13780,-4.162
13781,-6.081
13782,-12.565
13783,-4.771
13784,-7.544
13785,-6.212
13786,-5.662
13787,-7.539
13788,-6.364
13789,-7.358
13790,-3.947
13791,-6.837
13792,-6.862
13793,-10.708
13794,-5.673
13795,-4.653
13796,-5.964
13797,-1.957
13798,-6.633
13799,-5.444
13800,-7.891
13801,-8.443
13802,-7.643
13803,-7.643
13804,-7.643
13805,
13806,-7.587
13807,-6.862
13808,-5.547
13809,-8.044
13810,-7.033
13811,-2.692
13812,-5.941
13813,-4.669
13814,-4.31
13815,-5.093
13816,-6.138
13817,-8.744
13818,-6.508
13819,-4.647
13820,-3.593
13821,-5.179
13822,-7.673
13823,-6.815
13824,-5.671
13825,-3.452
13826,-13.424
13827,-4.575
13828,-6.571
13829,-6.365
13830,-6.414
13831,-7.745
13832,-7.638
13833,-10.292
13834,-7.638
13835,-8.31
13836,-2.278
13837,-7.371
13838,-6.062
13839,-8.411
13840,-5.764
13841,-7.877
13842,-6.987
13843,-6.573
13844,-6.297
13845,-5.603
13846,-1.098
13847,-3.964
13848,-9.671
13849,-5.177
13850,-6.373
13851,-6.519
13852,-7.877
13853,-6.573
13854,-6.081
13855,-6.568
13856,-7.384
13857,-2.887
13858,-7.395
13859,-5.286
13860,-6.408
13861,-13.424
13862,-2.278
13863,-5.366
13864,-9.305
13865,-7.416
13866,-5.803
13867,-5.756
13868,-5.921
13869,-5.682
13870,-3.373
13871,-5.324
13872,-7.428
13873,-3.69
13874,-5.941
13875,-3.395
13876,-5.8
13877,-5.318
13878,-4.713
13879,-4.103
13880,-9.931
13881,-6.349
13882,-7.124
13883,-5.347
13884,-3.368
13885,-3.509
13886,-4.722
13887,-10.333
13888,-9.358
13889,-4.448
13890,-4.892
13891,-5.446
13892,-6.542
13893,-8.214
13894,-3.738
13895,-4.575
13896,-7.664
13897,-5.256
13898,-8.752
13899,-12.89
13900,-5.254
13901,-5.948
13902,-7.877
13903,-8.214
13904,-4.054
13905,-9.127
13906,-4.139
13907,-1.218
13908,-5.4
13909,-7.664
13910,-3.452
13911,-6.183
13912,-1.957
13913,-8.591
13914,-5.295
13915,-3.208
13916,-6.067
13917,-4.421
13918,-7.033
13919,-7.385
13920,-5.641
13921,-11.336
13922,-4.08
13923,-6.941
13924,-6.081
13925,-5.764
13926,-16.169
13927,-4.223
13928,-10.08
13929,-7.955
13930,-2.968
13931,-6.525
13932,-2.939
13933,-5.266
13934,-5.542
13935,-5.726
13936,-5.392
13937,-9.892
13938,-11.845
13939,-8.013
13940,-4.696
13941,-6.667
13942,-5.185
13943,-5.837
13944,-6.793
13945,-6.044
13946,-4.356
13947,-4.771
13948,-8.879
13949,-6.068
13950,-7.639
13951,-9.789
13952,-6.702
13953,-7.486
13954,-2.887
13955,-5.589
13956,-6.741
13957,-7.395
13958,-6.809
13959,-6.164
13960,-8.04
13961,-7.495
13962,-5.145
13963,-10.358
13964,-7.809
13965,-8.094
13966,-6.946
13967,-5.077
13968,-3.618
13969,-10.6
13970,-5.415
13971,-10.051
13972,-6.117
13973,-5.193
13974,-6.667
13975,-7.587
13976,-7.57
13977,-3.618
13978,-7.738
13979,-8.871
13980,-8.324
13981,-9.954
13982,-8.054
13983,-7.161
13984,-4.052
13985,-6.062
13986,-4.448
13987,-6.081
13988,-6.781
13989,-8.304
13990,-5.84
13991,-6.482
13992,-3.251
13993,-2.429
13994,-13.147
13995,-9.193
13996,-8.191
13997,-4.904
13998,-4.768
13999,-6.883
14000,-5.085
14001,-7.942
14002,-9.932
14003,-6.955
14004,-2.286
14005,-7.101
14006,-10.551
14007,-6.044
14008,-7.32
14009,-9.671
14010,-11.184
14011,-8.558
14012,-4.986
14013,-6.571
14014,-5.667
14015,-8.066
14016,-5.07
14017,-5.72
14018,
14019,-3.247
14020,-5.944
14021,-5.368
14022,-7.499
14023,-5.164
14024,-5.946
14025,-6.718
14026,-3.37
14027,-4.047
14028,-3.593
14029,-4.474
14030,-5.075
14031,-10.363
14032,-7.28
14033,-9.144
14034,-4.993
14035,-11.672
14036,-7.245
14037,-4.172
14038,-5.117
14039,-4.895
14040,-6.741
14041,-5.179
14042,-8.764
14043,-9.381
14044,-3.503
14045,-5.784
14046,-2.278
14047,-7.258
14048,-3.964
14049,-6.862
14050,-7.055
14051,-7.636
14052,-9.008
14053,-5.144
14054,-4.223
14055,-4.657
14056,-13.424
14057,-6.756
14058,-5.005
14059,-4.657
14060,-13.424
14061,-7.559
14062,-5.895
14063,-5.426
14064,-6.054
14065,-5.426
14066,-9.764
14067,-6.054
14068,-8.053
14069,-6.678
14070,-10.382
14071,-7.745
14072,-11.845
14073,-4.387
14074,-4.119
14075,-6.264
14076,-5.239
14077,-15.268
14078,-7.059
14079,-5.125
14080,-4.617
14081,-8.216
14082,-6.903
14083,-5.721
14084,-4.172
14085,-5.578
14086,-5.708
14087,-5.164
14088,-3.373
14089,-5.249
14090,-7.465
14091,-7.374
14092,-5.784
14093,-5.318
14094,-4.297
14095,-4.713
14096,-3.067
14097,-4.993
14098,-5.286
14099,-8.04
14100,-3.493
14101,-5.545
14102,-3.158
14103,-4.245
14104,-4.692
14105,-6.365
14106,-11.104
14107,-8.575
14108,-7.471
14109,-3.323
14110,-7.391
14111,-5.402
14112,-6.807
14113,-6.13
14114,-5.875
14115,-5.541
14116,-4.103
14117,-3.387
14118,-5.919
14119,-8.108
14120,-6.408
14121,-3.208
14122,-5.07
14123,-4.833
14124,-5.366
14125,-5.315
14126,-5.418
14127,-7.339
14128,-6.702
14129,-4.645
14130,-4.768
14131,-6.118
14132,-3.452
14133,-5.687
14134,-5.899
14135,-3.888
14136,-6.672
14137,-5.788
14138,
14139,-4.972
14140,-4.162
14141,-5.718
14142,-7.299
14143,-5.764
14144,-6.199
14145,-8.879
14146,-6.987
14147,-5.515
14148,-7.877
14149,-5.122
14150,-5.585
14151,-8.084
14152,-3.389
14153,-4.139
14154,-4.139
14155,-4.575
14156,-4.575
14157,-7.57
14158,-7.32
14159,-8.948
14160,-7.865
14161,-7.865
14162,-9.104
14163,-5.667
14164,-6.525
14165,-6.525
14166,-6.067
14167,-6.257
14168,-5.216
14169,-6.815
14170,-8.151
14171,-5.923
14172,-4.892
14173,-7.751
14174,-7.823
14175,-4.265
14176,-3.714
14177,-7.101
14178,-8.012
14179,-8.214
14180,-8.835
14181,-9.463
14182,-7.738
14183,-4.831
14184,-4.831
14185,-4.137
14186,-7.643
14187,-7.678
14188,-5.594
14189,-5.992
14190,-7.416
14191,-10.76
14192,-7.416
14193,-5.756
14194,-6.349
14195,-8.871
14196,-5.603
14197,-8.316
14198,-7.601
14199,-7.187
14200,-3.785
14201,-6.672
14202,-6.142
14203,-6.741
14204,-4.831
14205,-8.744
14206,-2.278
14207,-5.467
14208,-9.305
14209,-6.04
14210,-5.178
14211,-6.208
14212,-5.286
14213,-4.972
14214,-6.044
14215,-9.484
14216,-3.997
14217,-11.104
14218,-5.046
14219,-4.965
14220,-7.92
14221,-4.141
14222,-7.391
14223,-5.677
14224,-4.932
14225,-5.45
14226,-6.573
14227,-4.443
14228,-4.425
14229,-8.772
14230,-3.738
14231,-6.667
14232,-4.169
14233,-5.924
14234,-5.662
14235,-7.475
14236,-6.87
14237,-11.184
14238,-6.042
14239,-5.801
14240,-6.349
14241,-6.324
14242,-7.539
14243,-5.245
14244,-7.664
14245,-6.672
14246,-4.508
14247,-3.593
14248,-7.258
14249,-4.685
14250,-4.912
14251,-4.884
14252,-8.306
14253,-6.395
14254,-6.907
14255,-9.736
14256,-9.334
14257,-4.269
14258,-2.135
14259,-3.804
14260,-7.339
14261,-5.153
14262,-7.229
14263,-6.257
14264,-7.374
14265,-6.414
14266,-5.8
14267,-7.358
14268,-7.638
14269,-2.58
14270,-5.498
14271,-4.919
14272,-11.767
14273,-5.919
14274,-4.513
14275,-7.015
14276,-6.746
14277,-10.278
14278,-6.332
14279,-6.636
14280,-5.661
14281,-6.199
14282,-7.51
14283,-7.513
14284,-9.044
14285,-5.467
14286,-4.768
14287,-7.864
14288,-8.21
14289,-2.809
14290,-3.493
14291,-3.503
14292,-8.692
14293,-6.753
14294,-3.618
14295,-5.547
14296,-5.84
14297,-8.744
14298,-5.895
14299,-7.16
14300,-2.621
14301,-9.789
14302,-8.823
14303,-5.895
14304,-7.16
14305,-6.55
14306,-5.655
14307,-6.702
14308,-4.8
14309,-7.055
14310,-5.708
14311,-9.008
14312,-9.008
14313,-7.985
14314,-6.508
14315,-6.638
14316,-5.708
14317,-5.596
14318,-9.008
14319,-7.985
14320,-4.997
14321,-8.888
14322,-6.04
14323,-5.993
14324,-6.395
14325,-5.178
14326,-7.865
14327,-7.416
14328,-6.349
14329,-3.106
14330,-8.871
14331,-7.16
14332,-6.405
14333,-7.351
14334,-6.373
14335,-3.37
14336,-7.44
14337,-3.926
14338,-5.481
14339,-5.381
14340,-8.975
14341,-11.265
14342,-4.443
14343,-9.238
14344,-4.771
14345,-8.295
14346,-5.298
14347,-4.932
14348,-2.806
14349,-4.566
14350,-9.594
14351,-3.386
14352,-6.161
14353,-6.104
14354,-4.653
14355,-5.944
14356,-6.002
14357,-2.192
14358,-6.702
14359,-5.293
14360,-7.221
14361,-7.086
14362,-3.451
14363,-6.044
14364,-5.429
14365,-8.214
14366,-5.146
14367,-4.657
14368,-9.212
14369,-4.748
14370,-4.614
14371,-8.393
14372,-7.771
14373,-7.45
14374,-6.571
14375,-12.597
14376,-5.077
14377,-10.044
14378,-6.478
14379,-6.067
14380,-4.722
14381,-5.88
14382,-6.346
14383,-6.718
14384,-7.015
14385,-10.38
14386,-10.38
14387,-3.997
14388,-3.997
14389,-5.396
14390,-3.106
14391,-3.251
14392,-11.325
14393,-11.325
14394,-5.948
14395,-4.234
14396,-5.48
14397,-6.228
14398,-5.475
14399,-5.475
14400,-5.662
14401,-5.603
14402,-8.954
14403,-6.395
14404,-6.809
14405,-4.75
14406,-7.598
14407,-5.093
14408,-7.215
14409,-8.393
14410,-8.094
14411,-7.45
14412,-8.558
14413,-8.558
14414,-8.769
14415,-5.288
14416,-6.364
14417,-3.237
14418,-3.251
14419,-8.045
14420,-4.234
14421,-5.116
14422,-6.525
14423,-10.278
14424,-6.146
14425,-7.485
14426,-3.909
14427,-4.513
14428,-5.513
14429,-5.482
14430,-7.059
14431,-3.237
14432,-6.9
14433,-5.914
14434,-7.272
14435,-5.515
14436,-8.045
14437,-5.45
14438,-5.951
14439,-6.104
14440,-6.111
14441,-4.645
14442,-5.065
14443,-5.792
14444,-6.819
14445,-7.495
14446,-4.443
14447,-6.274
14448,-6.29
14449,-3.793
14450,-3.825
14451,-5.397
14452,-6.101
14453,-8.559
14454,-7.298
14455,-2.968
14456,-6.008
14457,-5.26
14458,-4.483
14459,-7.429
14460,-6.103
14461,-7.033
14462,-9.108
14463,-9.044
14464,-9.044
14465,-5.993
14466,
14467,-7.397
14468,-3.899
14469,-8.214
14470,-7.429
14471,-7.635
14472,-2.188
14473,-5.185
14474,-9.108
14475,-4.912
14476,-7.475
14477,-5.993
14478,-5.467
14479,-7.955
14480,-7.955
14481,-5.179
14482,-5.266
14483,-4.711
14484,-4.421
14485,-6.231
14486,-8.324
14487,-7.635
14488,-5.641
14489,-5.193
14490,-9.954
14491,-7.682
14492,-6.02
14493,-11.104
14494,-2.188
14495,-6.736
14496,-8.442
14497,-5.024
14498,-4.965
14499,-7.601
14500,-6.987
14501,-6.446
14502,-7.891
14503,-5.594
14504,-4.443
14505,-3.947
14506,-5.009
14507,-6.04
14508,-7.994
14509,-5.197
14510,-10.551
14511,-4.612
14512,-3.452
14513,-5.245
14514,-7.955
14515,-6.174
14516,-7.124
14517,
14518,-4.831
14519,-5.408
14520,-6.293
14521,-6.299
14522,-6.862
14523,-6.815
14524,-4.628
14525,-7.18
14526,-5.085
14527,-3.899
14528,-5.266
14529,-6.293
14530,-4.669
14531,-7.751
14532,-4.141
14533,-6.282
14534,-6.798
14535,
14536,-6.408
14537,-5.596
14538,-4.727
14539,-8.214
14540,-5.948
14541,-4.265
14542,-5.197
14543,-8.591
14544,-7.323
14545,-7.48
14546,-6.746
14547,-4.884
14548,-7.16
14549,-7.315
14550,-2.188
14551,-9.309
14552,-5.515
14553,-4.653
14554,-5.554
14555,-6.579
14556,-5.937
14557,-5.266
14558,-6.775
14559,-7.385
14560,-7.678
14561,-6.495
14562,-6.688
14563,-6.062
14564,-13.672
14565,-12.597
14566,-12.049
14567,-6.806
14568,-6.644
14569,-9.008
14570,-10.76
14571,-8.443
14572,-4.904
14573,-6.161
14574,-6.228
14575,-7.086
14576,-9.305
14577,-4.156
14578,-9.861
14579,-8.893
14580,-7.216
14581,-5.113
14582,-3.386
14583,-3.738
14584,-5.833
14585,-5.464
14586,-4.234
14587,-8.044
14588,-8.193
14589,-7.351
14590,-6.55
14591,-5.048
14592,-4.919
14593,-8.197
14594,-2.278
14595,-3.964
14596,-3.964
14597,-12.902
14598,-6.04
14599,-6.208
14600,-6.349
14601,-5.541
14602,-10.358
14603,-7.73
14604,-5.116
14605,-5.266
14606,-5.948
14607,-4.785
14608,-6.837
14609,-5.098
14610,-9.902
14611,-3.422
14612,-9.435
14613,-7.92
14614,-6.531
14615,-8.753
14616,-4.768
14617,-7.32
14618,-8.111
14619,-6.788
14620,-4.919
14621,-12.049
14622,-5.153
14623,-9.435
14624,-5.914
14625,-5.315
14626,-8.353
14627,-7.32
14628,-9.127
14629,-3.895
14630,-3.471
14631,-14.505
14632,-6.346
14633,-9.305
14634,-6.862
14635,-5.756
14636,-4.448
14637,-6.118
14638,-4.269
14639,-8.295
14640,-7.57
14641,-10.708
14642,-2.278
14643,-6.071
14644,-12.049
14645,-4.269
14646,-5.718
14647,-7.643
14648,-6.482
14649,
14650,-11.361
14651,-8.206
14652,-2.58
14653,-6.445
14654,-7.395
14655,-10.551
14656,-6.164
14657,-4.747
14658,-3.964
14659,-6.671
14660,-3.825
14661,-7.479
14662,-5.905
14663,-10.381
14664,-7.405
14665,-6.364
14666,-9.435
14667,-4.566
14668,-5.721
14669,-5.582
14670,-5.217
14671,-9.435
14672,-6.865
14673,-4.443
14674,-8.216
14675,-5.721
14676,-4.8
14677,-6.819
14678,-6.101
14679,-13.424
14680,-5.667
14681,-6.146
14682,-6.815
14683,-9.954
14684,-12.89
14685,-3.395
14686,-5.608
14687,-9.457
14688,-5.315
14689,-3.813
14690,-2.135
14691,-4.055
14692,-7.339
14693,-7.32
14694,-10.068
14695,-6.809
14696,-5.286
14697,-4.612
14698,-3.801
14699,-4.748
14700,-3.471
14701,-8.823
14702,-10.76
14703,-4.831
14704,-6.067
14705,-4.833
14706,-2.692
14707,-7.355
14708,-5.405
14709,-7.135
14710,-9.305
14711,-5.661
14712,-6.862
14713,-5.614
14714,-5.756
14715,-3.106
14716,-6.349
14717,-8.871
14718,-8.28
14719,-2.665
14720,-3.493
14721,-7.678
14722,-3.926
14723,-6.223
14724,-4.269
14725,-6.756
14726,-4.645
14727,-6.312
14728,-5.608
14729,-4.122
14730,-8.28
14731,-5.181
14732,-4.425
14733,-2.665
14734,-8.842
14735,-7.146
14736,-4.547
14737,-5.792
14738,-7.101
14739,-3.964
14740,-9.212
14741,-5.093
14742,-4.748
14743,-8.56
14744,-3.368
14745,-8.044
14746,-3.888
14747,-6.865
14748,-6.103
14749,-4.421
14750,-6.272
14751,-5.164
14752,-9.777
14753,-8.054
14754,-7.46
14755,-4.245
14756,-4.162
14757,-6.636
14758,-6.21
14759,-5.088
14760,-9.789
14761,-4.055
14762,-13.378
14763,-8.469
14764,-4.234
14765,
14766,-8.245
14767,-8.938
14768,-7.055
14769,-6.807
14770,-6.823
14771,-5.905
14772,-7.82
14773,-6.231
14774,-7.32
14775,-6.054
14776,-6.815
14777,-5.315
14778,-4.052
14779,-10.38
14780,-3.997
14781,-11.104
14782,-6.062
14783,-2.278
14784,-10.394
14785,-5.024
14786,-4.972
14787,-5.896
14788,-6.081
14789,-5.426
14790,-3.922
14791,-7.466
14792,-5.415
14793,-7.544
14794,-6.806
14795,-6.13
14796,-6.883
14797,-4.644
14798,-5.682
14799,-5.839
14800,-4.054
14801,-5.009
14802,-4.139
14803,-5.603
14804,-6.445
14805,-6.711
14806,-6.238
14807,-7.442
14808,-5.4
14809,-3.451
14810,-5.286
14811,-7.664
14812,-8.012
14813,-4.869
14814,-6.664
14815,-11.212
14816,-7.049
14817,-5.662
14818,-6.671
14819,-5.708
14820,-6.062
14821,-6.794
14822,-5.397
14823,-8.054
14824,-9.008
14825,-2.939
14826,-6.067
14827,-5.444
14828,-8.06
14829,-6.368
14830,-5.266
14831,
14832,-9.32
14833,-7.793
14834,-4.633
14835,-3.422
14836,-7.673
14837,-6.445
14838,-6.338
14839,-6.245
14840,-5.12
14841,-4.508
14842,-4.474
14843,-15.268
14844,-3.997
14845,-7.358
14846,-6.136
14847,-5.709
14848,-6.542
14849,-7.823
14850,-7.4
14851,-6.775
14852,-3.804
14853,-6.336
14854,-4.653
14855,-7.555
14856,-4.188
14857,-3.723
14858,-5.921
14859,-3.755
14860,-9.931
14861,-1.098
14862,-4.768
14863,-6.907
14864,-7.31
14865,-5.964
14866,-7.294
14867,-8.214
14868,-4.22
14869,-5.572
14870,-6.117
14871,-8.752
14872,-5.075
14873,
14874,-7.565
14875,-3.067
14876,-11.713
14877,-8.045
14878,-4.234
14879,-13.147
14880,
14881,-4.569
14882,-10.249
14883,-3.895
14884,-10.215
14885,-5.79
14886,-5.274
14887,-7.985
14888,-6.384
14889,-6.405
14890,-7.351
14891,-4.356
14892,-5.16
14893,
14894,-3.933
14895,-4.961
14896,-9.144
14897,-7.458
14898,-17.341
14899,-6.416
14900,-5.467
14901,-6.638
14902,-7.463
14903,-5.978
14904,-7.771
14905,-8.587
14906,-5.914
14907,-5.077
14908,-6.364
14909,-7.169
14910,-10.051
14911,-4.673
14912,-7.323
14913,-8.151
14914,-10.567
14915,-8.433
14916,-8.871
14917,-8.151
14918,-7.259
14919,-7.299
14920,-7.466
14921,-8.476
14922,-3.386
14923,-10.292
14924,-4.644
14925,-4.645
14926,-3.625
14927,-7.865
14928,
14929,-5.472
14930,-2.834
14931,-6.665
14932,-8.066
14933,-5.07
14934,-8.795
14935,-4.711
14936,-5.2
14937,-4.483
14938,-7.82
14939,-5.18
14940,-7.817
14941,-5.093
14942,-7.661
14943,-4.632
14944,-5.563
14945,-6.044
14946,-7.955
14947,-7.465
14948,-5.43
14949,-6.105
14950,-4.278
14951,-5.191
14952,-3.093
14953,-6.146
14954,-8.951
14955,-5.541
14956,-3.225
14957,-2.459
14958,-5.532
14959,-6.572
14960,-3.051
14961,-8.492
14962,-9.764
14963,-3.545
14964,-9.931
14965,-7.23
14966,-1.538
14967,-8.835
14968,-3.962
14969,-6.067
14970,-6.478
14971,-6.117
14972,-5.256
14973,-4.112
14974,-3.964
14975,-1.538
14976,-5.837
14977,-6.366
14978,-7.294
14979,-10.937
14980,-3.888
14981,-7.82
14982,-5.256
14983,-8.823
14984,-5.424
14985,-4.653
14986,-5.418
14987,-7.604
14988,-7.466
14989,-5.708
14990,-5.963
14991,-7.848
14992,-2.278
14993,-6.349
14994,-5.53
14995,-4.713
14996,-3.067
14997,-6.531
14998,-5.474
14999,-9.902
15000,-5.266
15001,-5.415
15002,-6.188
15003,-3.909
15004,-3.813
15005,-6.365
15006,-6.414
15007,-8.217
15008,-6.519
15009,-4.961
15010,-10.292
15011,-7.942
15012,-7.089
15013,-4.189
15014,-7.229
15015,-5.397
15016,-5.873
15017,-9.358
15018,-9.32
15019,-4.63
15020,-7.384
15021,
15022,-8.558
15023,-4.696
15024,-7.226
15025,-7.181
15026,-14.084
15027,-7.994
15028,-6.819
15029,-5.179
15030,-6.192
15031,-5.545
15032,-6.373
15033,-8.054
15034,-10.543
15035,-6.572
15036,
15037,-6.389
15038,-4.141
15039,-7.181
15040,-8.191
15041,-7.51
15042,-9.98
15043,-6.13
15044,-9.75
15045,-6.645
15046,-8.469
15047,-10.068
15048,-4.172
15049,-5.574
15050,-5.286
15051,-5.286
15052,-6.084
15053,-6.062
15054,-8.393
15055,-7.416
15056,
15057,-6.823
15058,-5.914
15059,-6.067
15060,-4.833
15061,-5.288
15062,-7.323
15063,-4.421
15064,-7.673
15065,-7.015
15066,-8.744
15067,-7.059
15068,-6.199
15069,-5.353
15070,-8.753
15071,-7.877
15072,
15073,-5.117
15074,-4.919
15075,-11.212
15076,-6.671
15077,-7.622
15078,-8.948
15079,-3.208
15080,-8.559
15081,
15082,-5.614
15083,-8.938
15084,-6.664
15085,-4.972
15086,-4.965
15087,-5.764
15088,-6.457
15089,-8.433
15090,-3.793
15091,-5.641
15092,-7.601
15093,-5.313
15094,-9.789
15095,-4.52
15096,-7.555
15097,-2.878
15098,-11.672
15099,-4.234
15100,-2.887
15101,-3.755
15102,-8.111
15103,-5.673
15104,-2.749
15105,-6.366
15106,-6.807
15107,-10.881
15108,-6.504
15109,-8.504
15110,-8.494
15111,-8.214
15112,-5.256
15113,-9.954
15114,-7.161
15115,-6.667
15116,-11.104
15117,-7.004
15118,-8.411
15119,-4.055
15120,-6.934
15121,-3.498
15122,-8.31
15123,-5.662
15124,-6.809
15125,-8.04
15126,-1.957
15127,-7.465
15128,-7.371
15129,-7.169
15130,-10.363
15131,-5.661
15132,-6.015
15133,-9.127
15134,-4.704
15135,-5.444
15136,-7.351
15137,-2.278
15138,-8.099
15139,-4.741
15140,-11.104
15141,-5.478
15142,-5.671
15143,-7.089
15144,-5.366
15145,-7.089
15146,-5.366
15147,-6.208
15148,-6.336
15149,-2.878
15150,-5.572
15151,-5.85
