,acousticness
5115,0.423
5116,0.142
5117,0.305
5118,0.00843
5119,0.331
5120,0.0114
5121,
5122,0.155
5123,0.283
5124,0.779
5125,0.259
5126,0.0351
5127,0.779
5128,0.186
5129,0.0351
5130,0.0428
5131,0.0365
5132,0.0593
5133,0.145
5134,0.934
5135,0.132
5136,0.235
5137,0.0599
5138,0.614
5139,0.0546
5140,0.0038
5141,0.0594
5142,0.0912
5143,0.0891
5144,0.0891
5145,0.259
5146,0.0235
5147,0.0794
5148,0.00307
5149,0.0546
5150,0.0455
5151,0.544
5152,0.544
5153,0.0295
5154,0.115
5155,0.375
5156,0.222
5157,0.301
5158,0.000858
5159,0.00146
5160,0.000739
5161,0.244
5162,0.0685
5163,0.308
5164,0.00767
5165,0.459
5166,0.15
5167,0.0849
5168,0.0996
5169,0.0115
5170,0.379
5171,0.696
5172,0.345
5173,0.883
5174,0.484
5175,0.0642
5176,0.00589
5177,0.0758
5178,0.169
5179,0.501
5180,0.0622
5181,0.0241
5182,0.0405
5183,0.0403
5184,0.0165
5185,0.768
5186,0.0287
5187,0.18
5188,0.197
5189,0.00183
5190,0.189
5191,0.791
5192,0.00815
5193,0.0508
5194,0.0543
5195,0.349
5196,0.0558
5197,0.123
5198,0.036
5199,0.181
5200,0.497
5201,0.0812
5202,0.588
5203,0.733
5204,0.0335
5205,0.139
5206,0.0111
5207,0.337
5208,0.23
5209,0.321
5210,0.186
5211,0.0306
5212,0.674
5213,0.159
5214,0.0172
5215,0.128
5216,0.0235
5217,0.0952
5218,0.0337
5219,0.367
5220,0.173
5221,0.0144
5222,0.12
5223,0.939
5224,0.0195
5225,0.00192
5226,0.0281
5227,0.0186
5228,0.0127
5229,0.000707
5230,0.259
5231,0.0841
5232,0.115
5233,0.0131
5234,0.696
5235,0.0133
5236,0.552
5237,0.0175
5238,0.541
5239,0.0172
5240,0.0975
5241,0.202
5242,0.768
5243,0.111
5244,0.0226
5245,0.0115
5246,0.349
5247,0.301
5248,0.0168
5249,0.0279
5250,0.0853
5251,0.0112
5252,0.128
5253,0.0599
5254,0.194
5255,0.0677
5256,0.0416
5257,0.000709
5258,0.0484
5259,0.603
5260,0.00671
5261,0.0477
5262,0.188
5263,0.142
5264,0.073
5265,0.57
5266,0.258
5267,
5268,0.325
5269,0.0247
5270,0.0102
5271,0.339
5272,0.0104
5273,0.0335
5274,0.407
5275,0.229
5276,0.0395
5277,0.187
5278,0.352
5279,0.00418
5280,0.407
5281,0.334
5282,0.191
5283,0.0104
5284,0.124
5285,0.0508
5286,0.0974
5287,0.184
5288,0.0395
5289,0.0453
5290,0.15
5291,0.00391
5292,0.0508
5293,0.194
5294,0.342
5295,0.235
5296,0.468
5297,0.243
5298,0.145
5299,0.559
5300,0.0301
5301,0.157
5302,0.0337
5303,0.525
5304,0.173
5305,0.335
5306,0.0876
5307,0.163
5308,0.163
5309,0.0303
5310,0.307
5311,0.0513
5312,0.317
5313,0.149
5314,0.0152
5315,0.0624
5316,0.302
5317,0.232
5318,0.342
5319,0.041
5320,0.0241
5321,0.121
5322,0.107
5323,0.58
5324,0.077
5325,0.242
5326,0.0734
5327,0.0166
5328,0.0281
5329,0.0952
5330,0.0316
5331,0.0207
5332,0.0453
5333,0.051
5334,0.0328
5335,0.0609
5336,0.0252
5337,0.137
5338,0.128
5339,0.0485
5340,0.0485
5341,0.0769
5342,0.0236
5343,0.229
5344,0.101
5345,0.00534
5346,0.00381
5347,0.591
5348,0.0735
5349,0.045
5350,0.407
5351,0.585
5352,0.198
5353,0.148
5354,0.00111
5355,0.251
5356,0.015
5357,0.202
5358,0.206
5359,0.0322
5360,0.0646
5361,0.0481
5362,0.000707
5363,0.296
5364,
5365,0.084
5366,0.00998
5367,0.00998
5368,0.0331
5369,0.0107
5370,0.0794
5371,0.051
5372,0.0622
5373,0.084
5374,0.0229
5375,0.511
5376,0.0121
5377,0.114
5378,0.0164
5379,0.384
5380,0.0222
5381,0.0066
5382,0.453
5383,0.00146
5384,0.648
5385,0.113
5386,0.00531
5387,0.149
5388,0.123
5389,0.365
5390,0.456
5391,0.0816
5392,0.251
5393,0.0812
5394,0.251
5395,0.212
5396,0.0127
5397,0.0316
5398,0.0287
5399,0.105
5400,0.0594
5401,0.0651
5402,0.0594
5403,0.132
5404,0.00418
5405,0.79
5406,0.0395
5407,0.0969
5408,0.381
5409,0.23
5410,0.0038
5411,
5412,0.115
5413,0.0185
5414,0.0229
5415,
5416,0.0891
5417,0.184
5418,0.0151
5419,0.0131
5420,0.949
5421,0.0516
5422,0.0416
5423,0.0114
5424,0.133
5425,0.371
5426,0.084
5427,0.00104
5428,0.235
5429,0.015
5430,0.188
5431,0.0713
5432,0.274
5433,0.0543
5434,0.00104
5435,0.0229
5436,0.00908
5437,
5438,0.00488
5439,0.158
5440,0.00765
5441,0.188
5442,0.0516
5443,0.107
5444,0.779
5445,0.0369
5446,0.0571
5447,0.0175
5448,0.00336
5449,0.165
5450,0.134
5451,0.165
5452,0.883
5453,0.000897
5454,0.384
5455,0.543
5456,0.68
5457,0.693
5458,0.0574
5459,
5460,0.0485
5461,0.0796
5462,0.982
5463,0.0149
5464,0.279
5465,0.479
5466,0.0123
5467,0.107
5468,0.0123
5469,0.121
5470,0.0796
5471,0.0251
5472,0.847
5473,0.304
5474,0.00172
5475,0.468
5476,0.221
5477,0.189
5478,0.0688
5479,0.0476
5480,0.194
5481,0.145
5482,0.0235
5483,0.0172
5484,0.00589
5485,0.349
5486,0.125
5487,0.0252
5488,0.118
5489,0.24
5490,0.0167
5491,0.648
5492,0.0484
5493,0.0236
5494,0.0513
5495,0.373
5496,0.118
5497,0.24
5498,0.542
5499,0.123
5500,0.0403
5501,0.0141
5502,0.045
5503,0.00586
5504,0.0246
5505,0.181
5506,0.0773
5507,0.036
5508,0.00454
5509,0.0614
5510,0.529
5511,0.768
5512,0.051
5513,0.198
5514,0.323
5515,0.233
5516,0.187
5517,0.0557
5518,0.0536
5519,0.193
5520,0.0128
5521,0.188
5522,0.0667
5523,0.342
5524,0.769
5525,0.0484
5526,0.524
5527,0.0123
5528,0.0538
5529,0.0149
5530,0.0247
5531,0.0362
5532,0.00207
5533,0.186
5534,0.367
5535,0.762
5536,0.58
5537,0.0407
5538,0.517
5539,0.0132
5540,0.0604
5541,0.000744
5542,0.541
5543,0.138
5544,0.365
5545,0.0373
5546,0.0384
5547,0.0405
5548,0.741
5549,0.0685
5550,0.129
5551,0.16
5552,0.384
5553,0.065
5554,0.222
5555,0.0267
5556,0.0177
5557,0.0123
5558,0.274
5559,0.213
5560,0.128
5561,0.0912
5562,0.00142
5563,0.24
5564,0.0859
5565,0.0706
5566,0.375
5567,0.0744
5568,0.0295
5569,0.0315
5570,0.144
5571,0.0546
5572,0.145
5573,0.334
5574,0.261
5575,0.133
5576,0.0608
5577,0.15
5578,0.0421
5579,0.069
5580,
5581,0.0091
5582,0.113
5583,0.0974
5584,0.105
5585,0.0406
5586,0.00266
5587,0.0667
5588,0.0546
5589,0.517
5590,0.0771
5591,0.0335
5592,0.000244
5593,0.321
5594,0.19
5595,0.0233
5596,0.15
5597,0.00218
5598,0.248
5599,0.248
5600,0.0757
5601,0.157
5602,0.588
5603,0.0459
5604,0.0507
5605,0.115
5606,0.653
5607,0.251
5608,
5609,0.0153
5610,0.0467
5611,0.248
5612,0.0573
5613,0.267
5614,0.334
5615,0.00111
5616,0.251
5617,
5618,0.939
5619,0.0467
5620,0.28
5621,0.0573
5622,0.0455
5623,0.035
5624,0.0904
5625,0.113
5626,0.791
5627,0.0942
5628,0.00245
5629,0.0738
5630,0.0825
5631,0.128
5632,0.0146
5633,0.114
5634,0.0531
5635,
5636,0.0179
5637,0.0835
5638,0.0683
5639,0.0852
5640,0.0627
5641,0.231
5642,0.0038
5643,0.0179
5644,0.123
5645,0.00493
5646,0.0852
5647,0.479
5648,0.0188
5649,0.114
5650,0.655
5651,0.132
5652,0.0406
5653,0.618
5654,0.0392
5655,0.429
5656,0.94
5657,0.102
5658,0.591
5659,0.606
5660,0.131
5661,0.0789
5662,0.44
5663,0.0546
5664,0.0162
5665,0.705
5666,0.0594
5667,0.138
5668,0.696
5669,0.114
5670,0.0295
5671,0.113
5672,0.139
5673,0.317
5674,0.23
5675,0.0557
5676,0.00104
5677,0.267
5678,0.00245
5679,0.0152
5680,0.0207
5681,0.337
5682,0.409
5683,0.317
5684,0.18
5685,0.0188
5686,0.0111
5687,0.212
5688,0.257
5689,0.00379
5690,0.24
5691,0.0395
5692,0.484
5693,0.0853
5694,0.0015
5695,0.124
5696,0.00815
5697,0.0186
5698,0.0732
5699,0.0186
5700,0.0107
5701,0.0015
5702,0.00949
5703,0.0403
5704,0.124
5705,0.0218
5706,0.00689
5707,0.0107
5708,0.218
5709,0.0114
5710,0.0985
5711,0.0153
5712,0.132
5713,0.109
5714,0.0508
5715,0.328
5716,0.0536
5717,0.0852
5718,0.0629
5719,0.36
5720,0.52
5721,0.261
5722,0.00413
5723,0.055
5724,0.0303
5725,0.356
5726,0.145
5727,0.00981
5728,0.106
5729,0.212
5730,
5731,0.0283
5732,0.25
5733,0.158
5734,0.542
5735,0.156
5736,0.465
5737,0.0835
5738,0.055
5739,0.0608
5740,0.371
5741,0.346
5742,0.045
5743,0.065
5744,0.0901
5745,0.0394
5746,
5747,0.000107
5748,0.542
5749,0.00552
5750,0.517
5751,0.385
5752,0.0167
5753,0.556
5754,0.119
5755,0.0987
5756,0.524
5757,0.00245
5758,0.017
5759,0.0009
5760,0.171
5761,0.0933
5762,0.0144
5763,0.248
5764,0.501
5765,0.365
5766,0.219
5767,0.114
5768,0.0295
5769,0.0123
5770,0.25
5771,0.0123
5772,0.0123
5773,0.0689
5774,0.614
5775,0.128
5776,
5777,0.258
5778,0.192
5779,0.0187
5780,0.00748
5781,0.097
5782,0.0187
5783,0.000244
5784,0.0297
5785,0.228
5786,0.0967
5787,0.193
5788,0.588
5789,0.375
5790,0.00286
5791,0.407
5792,0.119
5793,0.202
5794,0.543
5795,0.00587
5796,0.152
5797,0.89
5798,0.368
5799,0.385
5800,0.0735
5801,0.541
5802,0.00531
5803,0.0541
5804,0.352
5805,0.197
5806,0.0221
5807,0.305
5808,0.769
5809,0.52
5810,0.162
5811,0.661
5812,0.79
5813,
5814,0.0121
5815,0.0149
5816,0.139
5817,0.15
5818,0.0899
5819,0.0859
5820,0.0111
5821,0.102
5822,0.156
5823,0.0771
5824,0.181
5825,0.74
5826,0.0167
5827,0.0153
5828,0.237
5829,
5830,0.0417
5831,0.088
5832,0.0345
5833,0.0516
5834,0.0556
5835,0.0342
5836,0.479
5837,0.0143
5838,0.653
5839,0.0114
5840,0.0948
5841,0.0219
5842,0.0403
5843,0.00266
5844,0.00202
5845,0.0453
5846,0.0128
5847,0.00589
5848,0.0149
5849,0.105
5850,0.0141
5851,0.0546
5852,0.0852
5853,0.0806
5854,0.073
5855,0.128
5856,0.309
5857,0.084
5858,0.084
5859,0.0847
5860,0.614
5861,0.0149
5862,0.36
5863,0.0427
5864,0.274
5865,0.00264
5866,0.0891
5867,0.0403
5868,0.00142
5869,0.0128
5870,0.00454
5871,0.619
5872,
5873,0.0611
5874,0.0128
5875,0.0677
5876,0.0609
5877,0.259
5878,0.0395
5879,0.317
5880,0.0852
5881,0.588
5882,0.733
5883,0.000707
5884,0.00908
5885,0.0335
5886,0.00544
5887,0.221
5888,0.0985
5889,0.0462
5890,0.221
5891,0.389
5892,0.389
5893,0.229
5894,0.00146
5895,0.0204
5896,0.0531
5897,0.0678
5898,0.00513
5899,0.221
5900,0.283
5901,
5902,0.00146
5903,0.173
5904,0.0678
5905,0.0462
5906,0.229
5907,0.0509
5908,0.0677
5909,0.317
5910,0.588
5911,0.00183
5912,0.0395
5913,0.525
5914,0.0335
5915,0.525
5916,0.0335
5917,0.000707
5918,0.0854
5919,0.0854
5920,0.00111
5921,0.791
5922,0.0229
5923,0.00981
5924,0.305
5925,0.335
5926,0.0123
5927,0.259
5928,0.115
5929,0.264
5930,0.00244
5931,0.208
5932,0.0207
5933,0.0207
5934,
5935,0.0114
5936,0.0114
5937,0.0485
5938,0.0479
5939,0.00462
5940,0.0757
5941,0.0245
5942,0.235
5943,0.000732
5944,0.00311
5945,0.0133
5946,0.000709
5947,0.23
5948,0.0281
5949,0.617
5950,0.0642
5951,0.0345
5952,0.0133
5953,0.0301
5954,0.0128
5955,0.0531
5956,0.0281
5957,0.0735
5958,0.045
5959,0.0117
5960,0.501
5961,0.0204
5962,0.0132
5963,0.484
5964,0.0143
5965,0.000707
5966,0.205
5967,0.352
5968,0.15
5969,0.00204
5970,0.0578
5971,0.0371
5972,0.0769
5973,0.0855
5974,0.0293
5975,0.156
5976,0.00454
5977,0.961
5978,
5979,0.0104
5980,0.0509
5981,0.281
5982,0.0161
5983,0.173
5984,0.333
5985,0.334
5986,0.19
5987,0.00614
5988,0.371
5989,0.385
5990,0.0467
5991,0.00173
5992,0.619
5993,0.883
5994,0.701
5995,0.21
5996,0.101
5997,0.077
5998,0.371
5999,0.000541
6000,0.00412
6001,0.189
6002,0.142
6003,0.0149
6004,0.349
6005,0.24
6006,0.291
6007,0.0186
6008,0.0111
6009,0.0849
6010,0.101
6011,0.0182
6012,0.114
6013,0.0812
6014,
6015,0.331
6016,0.0153
6017,0.859
6018,0.103
6019,0.051
6020,0.0912
6021,0.457
6022,0.0165
6023,0.00961
6024,0.0115
6025,0.312
6026,0.133
6027,0.00388
6028,0.0236
6029,0.393
6030,0.0342
6031,0.588
6032,0.0298
6033,0.0221
6034,0.0233
6035,0.325
6036,0.0015
6037,0.0152
6038,0.0114
6039,0.0264
6040,0.0167
6041,0.145
6042,0.0608
6043,0.00754
6044,0.0165
6045,0.0646
6046,0.0175
6047,0.144
6048,0.0222
6049,0.0593
6050,0.0982
6051,0.0254
6052,0.125
6053,0.103
6054,0.0111
6055,0.296
6056,0.782
6057,0.135
6058,0.00608
6059,0.136
6060,0.138
6061,0.349
6062,0.136
6063,0.0825
6064,0.0151
6065,0.368
6066,0.0604
6067,0.0546
6068,0.228
6069,0.197
6070,0.0066
6071,0.025
6072,0.449
6073,0.0189
6074,0.647
6075,0.193
6076,0.159
6077,0.192
6078,0.0369
6079,0.138
6080,0.281
6081,0.00225
6082,0.127
6083,0.00418
6084,0.015
6085,0.142
6086,0.774
6087,0.0123
6088,0.15
6089,0.115
6090,0.393
6091,0.000709
6092,0.28
6093,0.342
6094,0.324
6095,0.186
6096,0.484
6097,0.349
6098,0.312
6099,0.582
6100,0.0963
6101,0.741
6102,0.523
6103,0.847
6104,0.516
6105,0.0142
6106,0.211
6107,0.205
6108,0.0466
6109,0.0235
6110,0.109
6111,0.0687
6112,0.0899
6113,0.373
6114,0.0849
6115,0.391
6116,0.0251
6117,0.524
6118,0.0459
6119,0.169
6120,0.208
6121,0.0161
6122,0.000732
6123,0.0768
6124,0.0744
6125,0.0365
6126,0.0739
6127,0.248
6128,0.0646
6129,0.000732
6130,0.0235
6131,0.0677
6132,0.0235
6133,0.00596
6134,0.00146
6135,0.0678
6136,0.00146
6137,
6138,0.0531
6139,0.0765
6140,
6141,0.229
6142,0.25
6143,0.0242
6144,0.0411
6145,0.0115
6146,0.556
6147,0.325
6148,0.283
6149,0.194
6150,0.157
6151,0.041
6152,0.118
6153,0.0279
6154,0.0172
6155,0.0421
6156,0.0589
6157,0.795
6158,0.08
6159,0.0493
6160,0.0732
6161,0.0234
6162,0.0593
6163,0.00244
6164,0.157
6165,0.0079
6166,0.00272
6167,0.246
6168,0.000402
6169,0.128
6170,0.127
6171,0.0609
6172,0.000732
6173,0.342
6174,0.235
6175,0.0179
6176,0.0315
6177,0.17
6178,0.222
6179,0.00379
6180,0.244
6181,0.235
6182,0.559
6183,0.159
6184,0.17
6185,0.152
6186,0.23
6187,0.333
6188,0.308
6189,0.234
6190,0.00713
6191,0.145
6192,0.141
6193,0.569
6194,0.00815
6195,0.00173
6196,0.0431
6197,0.547
6198,0.0172
6199,0.181
6200,0.125
6201,0.389
6202,0.193
6203,
6204,0.272
6205,0.235
6206,0.0298
6207,0.00183
6208,0.212
6209,0.07
6210,0.331
6211,0.211
6212,0.511
6213,0.389
6214,0.134
6215,0.167
6216,0.00554
6217,0.00183
6218,0.0233
6219,0.00134
6220,0.00944
6221,
6222,0.0214
6223,0.18
6224,0.373
6225,0.192
6226,0.543
6227,0.0352
6228,0.205
6229,0.0462
6230,0.0115
6231,0.283
6232,0.0114
6233,0.859
6234,0.114
6235,0.0948
6236,0.00192
6237,0.23
6238,0.141
6239,0.0186
6240,0.0411
6241,0.174
6242,0.126
6243,0.186
6244,0.883
6245,0.228
6246,0.228
6247,0.0543
6248,0.0236
6249,0.198
6250,0.00944
6251,0.135
6252,0.305
6253,0.102
6254,0.0624
6255,0.296
6256,0.0154
6257,0.497
6258,0.0038
6259,0.0948
6260,0.497
6261,0.000744
6262,0.036
6263,0.0175
6264,0.00513
6265,0.274
6266,0.0295
6267,0.07
6268,
6269,0.331
6270,
6271,0.077
6272,0.0651
6273,0.0919
6274,0.113
6275,0.356
6276,
6277,0.344
6278,0.036
6279,0.0128
6280,0.0975
6281,0.544
6282,0.00589
6283,0.0295
6284,0.0546
6285,0.381
6286,0.00336
6287,0.0883
6288,0.0394
6289,0.0119
6290,0.0187
6291,0.178
6292,0.063
6293,0.0974
6294,0.934
6295,0.0175
6296,0.308
6297,0.0403
6298,0.0403
6299,0.0462
6300,0.281
6301,0.0796
6302,0.401
6303,0.102
6304,0.194
6305,0.17
6306,0.0399
6307,0.0841
6308,0.0453
6309,0.0293
6310,0.25
6311,0.051
6312,0.0802
6313,0.479
6314,0.00748
6315,0.261
6316,0.0129
6317,0.0182
6318,0.00767
6319,0.105
6320,0.0297
6321,0.00111
6322,0.0207
6323,0.0474
6324,0.305
6325,0.00961
6326,0.0225
6327,0.0556
6328,0.0484
6329,0.0556
6330,0.588
6331,0.588
6332,0.132
6333,0.0335
6334,0.342
6335,0.00142
6336,0.552
6337,0.000744
6338,0.221
6339,0.0295
6340,0.368
6341,0.105
6342,0.368
6343,0.174
6344,0.233
6345,0.0769
6346,0.468
6347,0.308
6348,0.0369
6349,0.0295
6350,0.235
6351,0.368
6352,0.0455
6353,0.0175
6354,0.208
6355,0.296
6356,0.113
6357,0.193
6358,0.115
6359,0.000739
6360,0.114
6361,0.119
6362,0.202
6363,0.0235
6364,0.423
6365,0.08
6366,0.0247
6367,0.025
6368,0.0009
6369,0.44
6370,0.0252
6371,0.0579
6372,0.204
6373,0.0773
6374,0.0187
6375,0.0306
6376,0.456
6377,0.614
6378,0.259
6379,0.00104
6380,0.00991
6381,0.0737
6382,0.122
6383,0.202
6384,0.00465
6385,0.095
6386,0.455
6387,0.0695
6388,0.0695
6389,0.455
6390,0.055
6391,0.0161
6392,0.0713
6393,0.272
6394,0.536
6395,0.0251
6396,0.0836
6397,0.212
6398,0.106
6399,0.0111
6400,0.178
6401,0.019
6402,0.00158
6403,0.097
6404,0.0404
6405,0.401
6406,0.155
6407,0.128
6408,0.0079
6409,0.113
6410,0.122
6411,0.00183
6412,0.24
6413,0.0948
6414,0.095
6415,0.0667
6416,0.423
6417,0.189
6418,0.00379
6419,0.127
6420,0.0038
6421,0.0361
6422,0.244
6423,0.244
6424,0.736
6425,0.24
6426,0.257
6427,0.0812
6428,0.23
6429,0.23
6430,0.244
6431,0.244
6432,0.095
6433,0.244
6434,0.095
6435,0.095
6436,0.244
6437,0.244
6438,0.648
6439,0.517
6440,0.782
6441,0.174
6442,0.0246
6443,0.279
6444,0.306
6445,0.517
6446,0.0246
6447,0.00953
6448,0.0246
6449,0.659
6450,0.244
6451,0.00462
6452,0.0545
6453,0.616
6454,0.0579
6455,0.228
6456,0.12
6457,0.733
6458,0.101
6459,0.095
6460,0.244
6461,0.0462
6462,0.271
6463,0.377
6464,0.0862
6465,0.105
6466,0.101
6467,0.305
6468,0.0739
6469,0.122
6470,0.456
6471,0.0372
6472,0.0855
6473,0.0952
6474,0.529
6475,0.0355
6476,0.242
6477,0.28
6478,0.0303
6479,0.484
6480,0.0108
6481,0.0355
6482,0.394
6483,0.28
6484,0.401
6485,0.0295
6486,0.00465
6487,0.0546
6488,0.0362
6489,0.0111
6490,0.00218
6491,0.156
6492,0.949
6493,0.00277
6494,0.0381
6495,0.191
6496,0.187
6497,0.3
6498,0.541
6499,0.00158
6500,0.00586
6501,0.31
6502,0.125
6503,0.256
6504,
6505,0.0236
6506,0.0295
6507,0.306
6508,0.774
6509,0.462
6510,0.24
6511,0.0152
6512,0.219
6513,0.606
6514,0.0351
6515,0.0546
6516,0.261
6517,0.00765
6518,0.00765
6519,0.0304
6520,0.0245
6521,0.3
6522,
6523,0.257
6524,0.541
6525,0.0351
6526,0.296
6527,0.296
6528,0.00765
6529,0.188
6530,0.00711
6531,0.00779
6532,0.379
6533,0.0235
6534,0.0144
6535,0.235
6536,0.0302
6537,0.423
6538,0.228
6539,0.257
6540,0.737
6541,0.136
6542,0.0974
6543,0.025
6544,0.0969
6545,0.737
6546,0.00779
6547,0.0969
6548,0.0479
6549,0.0484
6550,0.272
6551,0.15
6552,0.0987
6553,0.181
6554,0.00135
6555,0.142
6556,0.737
6557,0.137
6558,0.0771
6559,0.0765
6560,0.00413
6561,0.138
6562,0.58
6563,0.0796
6564,0.0403
6565,0.123
6566,0.264
6567,0.234
6568,0.18
6569,0.0301
6570,0.0172
6571,0.00388
6572,0.000893
6573,0.107
6574,0.0242
6575,0.0175
6576,0.0234
6577,0.0338
6578,0.0667
6579,0.213
6580,0.0455
6581,0.484
6582,0.222
6583,0.0138
6584,0.367
6585,0.68
6586,0.000707
6587,0.2
6588,0.0395
6589,0.323
6590,0.0119
6591,0.301
6592,0.674
6593,0.00949
6594,0.255
6595,0.352
6596,0.342
6597,0.000739
6598,0.619
6599,0.126
6600,0.035
6601,0.102
6602,0.162
6603,0.155
6604,0.017
6605,0.269
6606,0.0335
6607,0.0912
6608,0.194
6609,0.208
6610,0.0145
6611,0.0428
6612,0.0295
6613,0.0957
6614,0.0825
6615,0.0369
6616,0.769
6617,0.145
6618,0.248
6619,0.883
6620,0.29
6621,0.0175
6622,0.193
6623,0.0812
6624,
6625,0.113
6626,0.0128
6627,0.00596
6628,0.0052
6629,0.0111
6630,0.133
6631,0.139
6632,0.588
6633,0.525
6634,0.0187
6635,0.0295
6636,0.0381
6637,0.0165
6638,0.0431
6639,0.0031
6640,0.162
6641,0.268
6642,0.0247
6643,0.479
6644,0.064
6645,0.251
6646,0.0151
6647,0.779
6648,0.591
6649,0.0165
6650,0.162
6651,0.334
6652,0.0267
6653,0.15
6654,0.107
6655,0.261
6656,0.468
6657,0.0516
6658,0.194
6659,0.0185
6660,0.0406
6661,0.00815
6662,0.00813
6663,0.00412
6664,0.0432
6665,0.163
6666,0.205
6667,0.235
6668,0.0739
6669,0.111
6670,0.0123
6671,0.301
6672,0.187
6673,0.017
6674,0.426
6675,0.00419
6676,0.438
6677,0.013
6678,0.0849
6679,0.3
6680,0.0161
6681,0.192
6682,0.736
6683,0.325
6684,0.233
6685,0.127
6686,0.00991
6687,0.105
6688,0.109
6689,0.000739
6690,0.167
6691,0.128
6692,0.00172
6693,0.0246
6694,0.197
6695,0.00534
6696,0.0221
6697,0.15
6698,0.0652
6699,0.128
6700,0.114
6701,0.0102
6702,0.0167
6703,0.184
6704,0.0609
6705,0.0114
6706,0.309
6707,0.232
6708,0.0407
6709,0.00767
6710,0.0622
6711,0.124
6712,0.0493
6713,
6714,0.00263
6715,0.0381
6716,0.0241
6717,0.0225
6718,0.0667
6719,0.0536
6720,0.00236
6721,0.847
6722,0.0589
6723,0.186
6724,0.0737
6725,0.174
6726,0.12
6727,0.479
6728,0.309
6729,0.0703
6730,0.0993
6731,0.312
6732,0.0345
6733,0.335
6734,0.145
6735,
6736,0.451
6737,0.0737
6738,0.0179
6739,0.113
6740,0.0303
6741,0.616
6742,0.0384
6743,0.659
6744,0.208
6745,0.259
6746,0.0841
6747,0.205
6748,0.0595
6749,0.64
6750,0.0794
6751,0.149
6752,0.0556
6753,0.00336
6754,0.235
6755,0.139
6756,0.206
6757,0.183
6758,0.125
6759,0.00843
6760,0.0106
6761,0.0852
6762,0.0521
6763,0.0215
6764,0.132
6765,0.228
6766,0.0185
6767,0.0251
6768,0.0104
6769,0.0574
6770,0.0694
6771,0.181
6772,0.74
6773,0.0195
6774,0.0571
6775,0.169
6776,0.328
6777,0.0186
6778,0.0415
6779,0.524
6780,0.0593
6781,0.0646
6782,0.283
6783,0.215
6784,0.244
6785,
6786,0.0241
6787,0.00998
6788,0.0229
6789,0.659
6790,0.0104
6791,0.000709
6792,0.00815
6793,0.0141
6794,0.00998
6795,0.659
6796,0.0361
6797,0.736
6798,0.291
6799,0.0736
6800,0.228
6801,0.337
6802,0.337
6803,0.244
6804,0.0887
6805,0.0251
6806,0.00513
6807,0.312
6808,0.00843
6809,0.0172
6810,0.00711
6811,0.0608
6812,0.0467
6813,0.0421
6814,0.069
6815,0.186
6816,0.00104
6817,0.0183
6818,0.453
6819,0.00765
6820,
6821,0.243
6822,0.0855
6823,0.0273
6824,0.011
6825,0.234
6826,0.0129
6827,0.156
6828,0.648
6829,0.0249
6830,0.209
6831,0.149
6832,0.119
6833,
6834,0.0185
6835,0.479
6836,0.0508
6837,0.233
6838,0.0293
6839,0.0328
6840,0.155
6841,0.0161
6842,0.0204
6843,0.174
6844,0.0186
6845,0.206
6846,0.105
6847,0.0328
6848,0.155
6849,0.331
6850,0.339
6851,0.0304
6852,0.121
6853,0.174
6854,0.15
6855,0.0186
6856,0.00307
6857,0.0102
6858,0.0304
6859,0.00671
6860,0.0546
6861,0.31
6862,0.118
6863,0.0102
6864,0.598
6865,0.0405
6866,0.352
6867,0.0104
6868,0.0967
6869,0.00513
6870,0.111
6871,0.00225
6872,0.025
6873,0.0131
6874,
6875,0.157
6876,0.12
6877,0.00493
6878,0.0045
6879,0.208
6880,0.0168
6881,0.00127
6882,0.0371
6883,0.0976
6884,0.0168
6885,0.125
6886,0.368
6887,0.202
6888,0.0226
6889,0.127
6890,0.222
6891,0.00067
6892,0.118
6893,0.0732
6894,0.174
6895,0.0677
6896,0.00207
6897,0.365
6898,0.246
6899,0.000707
6900,0.00173
6901,0.468
6902,0.468
6903,0.541
6904,0.0531
6905,0.0683
6906,0.367
6907,0.0538
6908,0.0825
6909,0.0516
6910,0.0545
6911,0.0545
6912,0.393
6913,0.0516
6914,0.128
6915,0.0167
6916,0.262
6917,0.883
6918,0.0313
6919,0.0313
6920,0.335
6921,0.588
6922,0.521
6923,0.0164
6924,0.733
6925,0.119
6926,0.0101
6927,0.0734
6928,0.124
6929,0.0546
6930,0.0667
6931,0.214
6932,0.391
6933,0.202
6934,0.00419
6935,0.598
6936,0.733
6937,0.741
6938,0.00307
6939,0.135
6940,0.949
6941,0.244
6942,0.095
6943,0.0594
6944,0.0891
6945,0.0609
6946,0.371
6947,0.696
6948,0.368
6949,0.625
6950,0.0293
6951,0.0417
6952,0.0589
6953,0.069
6954,0.36
6955,0.0359
6956,0.0359
6957,0.257
6958,0.0123
6959,0.961
6960,0.0738
6961,0.194
6962,0.0134
6963,0.0195
6964,0.0768
6965,0.208
6966,0.0609
6967,0.331
6968,0.069
6969,0.0359
6970,0.961
6971,0.0462
6972,0.0687
6973,0.0371
6974,0.123
6975,0.095
6976,0.036
6977,0.095
6978,0.0609
6979,0.0395
6980,0.0114
6981,0.000739
6982,0.0948
6983,0.543
6984,0.0713
6985,0.0462
6986,0.517
6987,0.0112
6988,0.381
6989,0.381
6990,0.497
6991,0.497
6992,0.222
6993,0.0574
6994,0.0744
6995,0.381
6996,0.497
6997,
6998,0.061
6999,0.222
