,acousticness
14246,0.00779
14247,0.0407
14248,0.00815
14249,0.0031
14250,0.153
14251,0.0627
14252,0.00081
14253,0.0951
14254,0.00826
14255,0.0111
14256,0.00821
14257,0.262
14258,0.0646
14259,0.114
14260,0.015
14261,0.334
14262,0.0982
14263,0.0204
14264,0.393
14265,0.179
14266,0.00991
14267,0.0484
14268,0.017
14269,0.041
14270,0.0713
14271,0.0066
14272,0.00544
14273,0.274
14274,0.171
14275,0.201
14276,0.234
14277,0.0765
14278,0.105
14279,0.145
14280,0.603
14281,0.0193
14282,0.00236
14283,0.00418
14284,0.279
14285,0.189
14286,0.0251
14287,0.0593
14288,0.0738
14289,0.0558
14290,0.00379
14291,0.000248
14292,0.136
14293,0.00419
14294,0.0545
14295,0.0134
14296,0.3
14297,0.123
14298,0.0744
14299,0.11
14300,0.00754
14301,0.368
14302,0.0335
14303,0.0744
14304,0.11
14305,0.47
14306,0.0295
14307,0.186
14308,0.0737
14309,0.0151
14310,0.24
14311,0.157
14312,0.157
14313,0.145
14314,0.00534
14315,0.000282
14316,0.24
14317,0.00608
14318,0.157
14319,0.145
14320,0.147
14321,0.0976
14322,0.377
14323,0.383
14324,0.0951
14325,0.195
14326,0.00856
14327,0.0329
14328,0.0618
14329,0.095
14330,0.244
14331,0.11
14332,0.259
14333,0.00949
14334,0.214
14335,0.0847
14336,0.648
14337,0.614
14338,0.385
14339,0.0133
14340,0.368
14341,0.791
14342,0.229
14343,0.741
14344,0.591
14345,0.0757
14346,0.0166
14347,0.0467
14348,0.107
14349,0.00244
14350,0.606
14351,0.0164
14352,0.000744
14353,0.384
14354,0.0235
14355,0.207
14356,0.0667
14357,0.0629
14358,0.186
14359,0.302
14360,0.0957
14361,0.051
14362,0.0459
14363,0.68
14364,0.000707
14365,0.19
14366,0.268
14367,0.0912
14368,0.961
14369,0.142
14370,0.124
14371,0.045
14372,0.121
14373,0.0287
14374,0.283
14375,0.122
14376,0.323
14377,0.0303
14378,0.128
14379,0.0079
14380,0.346
14381,0.0578
14382,0.0571
14383,0.0129
14384,0.201
14385,0.741
14386,0.741
14387,0.308
14388,0.308
14389,0.0264
14390,0.095
14391,0.15
14392,0.665
14393,0.665
14394,0.00146
14395,0.0481
14396,0.0678
14397,0.293
14398,0.0232
14399,0.0232
14400,0.377
14401,0.0462
14402,0.202
14403,0.0951
14404,0.0123
14405,0.0168
14406,0.122
14407,0.00908
14408,0.00204
14409,0.045
14410,0.546
14411,0.0287
14412,0.000107
14413,0.000107
14414,0.178
14415,0.211
14416,0.0277
14417,0.0622
14418,0.15
14419,0.00981
14420,0.0481
14421,0.192
14422,0.373
14423,0.0765
14424,0.342
14425,0.00413
14426,0.189
14427,0.171
14428,0.465
14429,0.0651
14430,0.379
14431,0.0622
14432,0.44
14433,0.0279
14434,0.113
14435,0.0414
14436,0.00981
14437,0.0302
14438,0.00112
14439,0.384
14440,0.228
14441,0.0215
14442,0.536
14443,0.0538
14444,0.00596
14445,0.00104
14446,0.0507
14447,0.21
14448,0.0117
14449,0.0322
14450,0.219
14451,0.173
14452,0.135
14453,0.606
14454,0.103
14455,0.152
14456,0.209
14457,0.145
14458,0.0145
14459,0.00161
14460,0.0015
14461,0.0646
14462,0.00067
14463,0.279
14464,0.279
14465,0.383
14466,
14467,0.525
14468,0.0702
14469,0.07
14470,0.00161
14471,0.141
14472,0.0595
14473,0.209
14474,0.00067
14475,0.153
14476,0.155
14477,0.383
14478,0.189
14479,0.00111
14480,0.00111
14481,0.0128
14482,0.194
14483,0.325
14484,0.0768
14485,0.208
14486,0.0182
14487,0.141
14488,0.138
14489,0.185
14490,0.0996
14491,0.224
14492,0.308
14493,0.312
14494,0.0595
14495,0.0948
14496,0.269
14497,0.0381
14498,0.139
14499,0.000739
14500,0.157
14501,0.0165
14502,0.619
14503,0.0556
14504,0.229
14505,0.00689
14506,0.00169
14507,0.377
14508,0.156
14509,0.137
14510,0.57
14511,0.0802
14512,0.0359
14513,0.0859
14514,0.00111
14515,0.0457
14516,0.0474
14517,
14518,0.000402
14519,0.0689
14520,0.202
14521,0.0283
14522,0.41
14523,0.0538
14524,0.108
14525,0.141
14526,0.112
14527,0.0702
14528,0.194
14529,0.202
14530,0.0509
14531,0.559
14532,0.0794
14533,0.25
14534,0.393
14535,
14536,0.188
14537,0.00608
14538,0.208
14539,0.19
14540,0.00146
14541,0.00671
14542,0.137
14543,0.309
14544,0.0114
14545,0.0371
14546,0.234
14547,0.0627
14548,0.365
14549,0.0476
14550,0.0595
14551,0.0355
14552,0.0414
14553,0.0235
14554,0.0177
14555,0.0614
14556,0.426
14557,0.194
14558,0.0104
14559,0.0963
14560,0.233
14561,0.129
14562,0.144
14563,0.0254
14564,0.582
14565,0.122
14566,0.58
14567,0.0404
14568,0.0207
14569,0.157
14570,0.307
14571,0.0149
14572,0.0218
14573,0.000744
14574,0.293
14575,0.051
14576,0.443
14577,0.101
14578,0.261
14579,0.296
14580,0.472
14581,0.282
14582,0.0164
14583,0.221
14584,0.0589
14585,0.0849
14586,0.0481
14587,0.063
14588,0.0361
14589,0.00949
14590,0.47
14591,0.222
14592,0.0066
14593,0.257
14594,0.249
14595,0.737
14596,0.737
14597,0.569
14598,0.377
14599,0.0889
14600,0.0141
14601,0.218
14602,0.0267
14603,0.0262
14604,0.192
14605,0.194
14606,0.00146
14607,0.0369
14608,0.193
14609,0.0862
14610,0.774
14611,0.0744
14612,0.0611
14613,0.0185
14614,0.123
14615,0.348
14616,0.0251
14617,0.181
14618,0.142
14619,0.274
14620,0.0066
14621,0.58
14622,0.334
14623,0.0611
14624,0.0279
14625,0.148
14626,0.000244
14627,0.181
14628,0.088
14629,0.093
14630,0.503
14631,0.74
14632,0.0571
14633,0.443
14634,0.41
14635,0.0127
14636,0.159
14637,0.00429
14638,0.262
14639,0.0757
14640,0.0174
14641,0.0536
14642,0.249
14643,0.00127
14644,0.58
14645,0.262
14646,0.524
14647,0.0395
14648,0.0608
14649,
14650,0.542
14651,0.188
14652,0.041
14653,0.484
14654,0.0394
14655,0.57
14656,0.0634
14657,0.0161
14658,0.737
14659,0.017
14660,0.219
14661,0.591
14662,0.0694
14663,0.939
14664,0.122
14665,0.0277
14666,0.0611
14667,0.00244
14668,0.0292
14669,0.235
14670,0.0493
14671,0.0611
14672,0.175
14673,0.229
14674,0.0172
14675,0.0292
14676,0.0737
14677,0.00596
14678,0.135
14679,0.736
14680,0.137
14681,0.342
14682,0.0538
14683,0.0996
14684,0.18
14685,0.381
14686,0.0303
14687,0.169
14688,0.148
14689,0.126
14690,0.0646
14691,0.541
14692,0.015
14693,0.181
14694,0.883
14695,0.0123
14696,0.222
14697,0.0802
14698,0.00134
14699,0.142
14700,0.503
14701,0.0335
14702,0.307
14703,0.000402
14704,0.0119
14705,0.0364
14706,0.00765
14707,0.0703
14708,0.00671
14709,0.271
14710,0.443
14711,0.0111
14712,0.41
14713,0.0107
14714,0.0127
14715,0.095
14716,0.0618
14717,0.244
14718,0.149
14719,0.0906
14720,0.00379
14721,0.233
14722,0.614
14723,0.0479
14724,0.262
14725,0.123
14726,0.0215
14727,0.517
14728,0.0303
14729,0.118
14730,0.149
14731,0.0172
14732,0.0827
14733,0.0906
14734,0.0145
14735,0.00578
14736,0.204
14737,0.0538
14738,0.0149
14739,0.737
14740,0.961
14741,0.00908
14742,0.142
14743,0.484
14744,0.128
14745,0.063
14746,0.0974
14747,0.598
14748,0.0015
14749,0.0768
14750,0.148
14751,0.0428
14752,0.375
14753,0.077
14754,0.0114
14755,0.205
14756,0.119
14757,0.145
14758,0.0146
14759,0.00173
14760,0.368
14761,0.541
14762,0.768
14763,0.0477
14764,0.102
14765,
14766,0.00587
14767,0.0818
14768,0.0151
14769,0.0306
14770,0.312
14771,0.0694
14772,0.000732
14773,0.208
14774,0.181
14775,0.0335
14776,0.0538
14777,0.0841
14778,0.0985
14779,0.741
14780,0.308
14781,0.312
14782,0.114
14783,0.249
14784,0.00277
14785,0.0381
14786,0.331
14787,0.121
14788,0.187
14789,0.217
14790,0.00169
14791,0.0899
14792,0.173
14793,0.15
14794,0.0404
14795,0.00336
14796,0.344
14797,0.0355
14798,0.131
14799,0.035
14800,0.29
14801,0.00169
14802,0.162
14803,0.0462
14804,0.484
14805,0.0642
14806,0.0298
14807,0.0236
14808,0.401
14809,0.0459
14810,0.222
14811,0.234
14812,0.0187
14813,0.0758
14814,0.00454
14815,0.733
14816,0.187
14817,0.307
14818,0.017
14819,0.24
14820,0.0254
14821,0.0415
14822,0.173
14823,0.189
14824,0.157
14825,0.653
14826,0.0119
14827,0.0144
14828,0.0108
14829,0.0739
14830,0.194
14831,
14832,0.113
14833,0.762
14834,0.0736
14835,0.0744
14836,0.0154
14837,0.484
14838,0.0311
14839,0.121
14840,0.0152
14841,0.00779
14842,0.0685
14843,0.949
14844,0.308
14845,0.0484
14846,0.124
14847,0.0128
14848,0.248
14849,0.0493
14850,0.0186
14851,0.0104
14852,0.114
14853,0.106
14854,0.0235
14855,0.0301
14856,0.0488
14857,0.069
14858,0.0181
14859,0.0901
14860,0.588
14861,0.0328
14862,0.0251
14863,0.00826
14864,0.0904
14865,0.306
14866,0.281
14867,0.19
14868,0.0362
14869,0.0195
14870,0.655
14871,0.127
14872,0.407
14873,
14874,0.271
14875,0.0406
14876,0.149
14877,0.00981
14878,0.0481
14879,0.0186
14880,
14881,0.00589
14882,0.12
14883,0.093
14884,0.795
14885,0.0644
14886,0.501
14887,0.145
14888,0.194
14889,0.259
14890,0.00949
14891,0.193
14892,0.188
14893,
14894,0.0623
14895,0.0381
14896,0.469
14897,0.544
14898,0.646
14899,0.3
14900,0.189
14901,0.000282
14902,0.0123
14903,0.389
14904,0.121
14905,0.479
14906,0.229
14907,0.323
14908,0.181
14909,0.542
14910,0.0214
14911,0.0164
14912,0.0114
14913,0.0609
14914,0.0531
14915,0.188
14916,0.244
14917,0.0609
14918,0.0957
14919,0.105
14920,0.0899
14921,0.0477
14922,0.0164
14923,0.09
14924,0.0355
14925,0.0215
14926,0.0207
14927,0.00856
14928,
14929,0.0143
14930,0.0111
14931,0.517
14932,0.0112
14933,0.0359
14934,0.0102
14935,0.325
14936,0.0221
14937,0.0145
14938,0.000732
14939,0.00218
14940,0.0541
14941,0.222
14942,0.115
14943,0.193
14944,0.701
14945,0.68
14946,0.00111
14947,0.674
14948,0.107
14949,0.013
14950,0.0453
14951,0.0695
14952,0.256
14953,0.342
14954,0.0115
14955,0.218
14956,0.0204
14957,0.468
14958,0.163
14959,0.396
14960,0.128
14961,0.324
14962,0.0189
14963,0.217
14964,0.588
14965,0.349
14966,0.0295
14967,0.0574
14968,0.119
14969,0.0119
14970,0.128
14971,0.655
14972,0.193
14973,0.0485
14974,0.737
14975,0.0295
14976,0.0416
14977,0.00264
14978,0.281
14979,0.08
14980,0.0974
14981,0.000732
14982,0.193
14983,0.0335
14984,0.113
14985,0.0235
14986,0.449
14987,0.0855
14988,0.0899
14989,0.24
14990,0.0179
14991,0.036
14992,0.249
14993,0.0618
14994,0.103
14995,0.0167
14996,0.0406
14997,0.123
14998,0.00307
14999,0.774
15000,0.194
15001,0.0677
15002,0.228
15003,0.189
15004,0.0226
15005,0.259
15006,0.179
15007,0.243
15008,0.0101
15009,0.0381
15010,0.09
15011,0.212
15012,0.209
15013,0.198
15014,0.0982
15015,0.173
15016,0.255
15017,0.0392
15018,0.113
15019,0.071
15020,0.228
15021,
15022,0.000107
15023,0.184
15024,0.0769
15025,0.00435
15026,0.978
15027,0.156
15028,0.00596
15029,0.0128
15030,0.025
15031,0.174
15032,0.214
15033,0.077
15034,0.302
15035,0.396
15036,
15037,0.239
15038,0.0794
15039,0.00435
15040,0.0327
15041,0.00236
15042,0.346
15043,0.00336
15044,0.321
15045,0.0338
15046,0.0477
15047,0.883
15048,0.0854
15049,0.556
15050,0.222
15051,0.222
15052,0.0352
15053,0.0254
15054,0.045
15055,0.0329
15056,
15057,0.312
15058,0.229
15059,0.0119
15060,0.0364
15061,0.211
15062,0.0114
15063,0.0768
15064,0.0154
15065,0.201
15066,0.123
15067,0.379
15068,0.0193
15069,0.0236
15070,0.348
15071,0.0431
15072,
15073,0.536
15074,0.0066
15075,0.733
15076,0.017
15077,0.462
15078,0.0152
15079,0.305
15080,0.606
15081,
15082,0.139
15083,0.0818
15084,0.00454
15085,0.331
15086,0.139
15087,0.00202
15088,0.0557
15089,0.188
15090,0.0322
15091,0.138
15092,0.000739
15093,0.132
15094,0.368
15095,0.0129
15096,0.0301
15097,0.0513
15098,0.768
15099,0.102
15100,0.0849
15101,0.0901
15102,0.142
15103,0.647
15104,0.191
15105,0.00264
15106,0.0306
15107,0.0373
15108,0.106
15109,0.0508
15110,0.15
15111,0.07
15112,0.193
15113,0.0996
15114,0.255
15115,0.00311
15116,0.982
15117,0.23
15118,0.105
15119,0.541
15120,0.0315
15121,0.105
15122,0.0763
15123,0.377
15124,0.0123
15125,0.00157
15126,0.0052
15127,0.674
15128,0.12
15129,0.542
15130,0.191
15131,0.603
15132,0.00172
15133,0.543
15134,0.2
15135,0.0144
15136,0.00949
15137,0.249
15138,0.00192
15139,0.0242
15140,0.312
15141,0.00142
15142,0.497
15143,0.209
15144,0.000523
15145,0.209
15146,0.000523
15147,0.0889
15148,0.106
15149,0.0513
15150,0.0195
15151,0.0531
15152,0.0381
15153,0.0114
15154,0.069
15155,0.17
15156,0.0123
15157,0.17
15158,0.069
15159,0.507
15160,0.00135
15161,0.302
15162,0.184
15163,0.155
15164,0.155
15165,0.00169
15166,0.142
15167,0.123
15168,0.218
15169,0.184
15170,0.205
15171,0.00779
15172,0.949
15173,0.128
15174,0.741
15175,0.559
15176,0.0794
15177,0.00202
15178,0.0229
15179,0.000832
15180,0.591
15181,
15182,0.352
15183,0.00981
15184,0.384
15185,0.144
15186,0.0222
15187,0.768
15188,0.29
15189,0.24
15190,0.073
15191,0.588
15192,0.105
15193,0.274
15194,0.00589
15195,0.0115
15196,0.0161
15197,0.00157
15198,0.0107
15199,0.68
15200,0.307
15201,0.0262
15202,0.0233
15203,0.00908
15204,0.0361
15205,0.142
15206,0.0993
15207,0.307
15208,0.335
15209,0.209
15210,0.0362
15211,0.0399
15212,0.325
15213,0.0038
15214,0.00544
15215,0.00544
15216,0.0332
15217,0.0952
15218,0.381
15219,0.542
15220,0.503
15221,0.00906
15222,0.0182
15223,0.791
15224,0.07
15225,0.542
15226,0.188
15227,0.157
15228,0.0757
15229,0.153
15230,0.126
15231,0.281
15232,0.00578
15233,
15234,0.142
15235,0.0883
15236,0.155
15237,0.19
15238,0.101
15239,0.2
15240,0.219
15241,0.503
15242,0.128
15243,0.251
15244,0.23
15245,0.0835
15246,0.191
15247,0.57
15248,0.301
15249,0.0123
15250,0.00204
15251,0.178
15252,0.0221
15253,0.0427
15254,0.00949
15255,0.141
15256,0.185
15257,0.334
15258,0.0969
15259,0.0153
15260,0.0957
15261,0.0038
15262,0.00244
15263,0.317
15264,0.019
15265,0.00266
15266,0.665
15267,0.368
15268,0.0667
15269,0.469
15270,0.223
15271,0.0604
15272,0.212
15273,0.0477
15274,0.111
15275,0.0543
15276,0.142
15277,0.257
15278,0.0387
15279,0.733
15280,0.0474
15281,0.0241
15282,0.145
15283,0.109
15284,0.453
15285,0.288
15286,0.071
15287,0.126
15288,0.0179
15289,0.0407
15290,0.0407
15291,0.0407
15292,0.696
15293,
15294,0.524
15295,0.0279
15296,0.0687
15297,0.324
15298,0.0414
15299,0.459
15300,0.47
15301,0.157
15302,0.197
15303,0.212
15304,0.088
15305,0.00689
15306,0.251
15307,0.251
15308,0.251
15309,0.0642
15310,0.0538
15311,0.155
15312,0.23
15313,0.000544
15314,0.24
15315,0.795
15316,0.135
15317,0.517
15318,0.158
15319,0.373
15320,0.21
15321,0.674
15322,0.331
15323,0.0768
15324,0.071
15325,0.449
15326,0.0963
15327,0.0149
15328,0.288
15329,0.0847
15330,0.00311
15331,0.0133
15332,0.159
15333,0.368
15334,0.0365
15335,0.00949
15336,0.0484
15337,0.00754
15338,0.0942
15339,0.128
15340,0.0281
15341,0.0588
15342,0.0151
15343,0.774
15344,0.0982
15345,
15346,0.389
15347,0.501
15348,0.137
15349,0.0112
15350,0.257
15351,0.0142
15352,0.00264
15353,0.0104
15354,0.0219
15355,0.114
15356,0.0175
15357,0.0618
15358,0.525
15359,0.736
15360,0.438
15361,0.0985
15362,0.159
15363,0.00207
15364,0.15
15365,0.156
15366,0.733
15367,0.0618
15368,0.0283
15369,0.0208
15370,0.438
15371,0.0187
15372,0.000732
15373,0.0744
15374,0.0154
15375,0.228
15376,0.000592
15377,0.218
15378,0.779
15379,0.0479
15380,0.379
15381,0.179
15382,0.103
15383,0.0381
15384,0.0264
15385,0.0765
15386,0.169
15387,0.000709
15388,0.0855
15389,0.271
15390,0.25
15391,0.511
15392,0.511
15393,0.0186
15394,0.619
15395,0.0241
15396,0.0241
15397,0.523
15398,0.0297
15399,0.0363
15400,0.0129
15401,0.321
15402,0.00418
15403,0.0234
15404,0.205
15405,0.413
15406,0.0161
15407,0.0812
15408,0.0812
15409,0.0335
15410,0.0739
15411,0.0904
15412,0.00998
15413,0.0836
15414,0.036
15415,0.000707
15416,0.181
15417,0.479
15418,0.0912
15419,0.0052
15420,0.365
15421,0.212
15422,0.0322
15423,0.00944
15424,0.173
15425,0.00856
15426,0.484
15427,0.133
15428,0.000107
15429,0.295
15430,0.24
15431,0.0214
15432,0.0571
15433,0.0277
15434,0.261
15435,0.524
15436,0.511
15437,0.3
15438,0.084
15439,0.0241
15440,0.0302
15441,0.368
15442,0.00418
15443,0.0812
15444,0.147
15445,0.0279
15446,0.295
15447,
15448,0.15
15449,0.41
15450,0.158
15451,0.394
15452,0.114
15453,0.0381
15454,0.0329
15455,0.0107
15456,0.0618
15457,0.261
15458,0.244
15459,0.262
15460,0.000707
15461,0.141
15462,0.465
15463,0.379
15464,0.131
15465,0.41
15466,0.0128
15467,0.41
15468,0.465
15469,0.0179
15470,0.222
15471,0.00906
15472,0.371
15473,0.249
15474,0.627
15475,0.0111
15476,0.393
15477,0.267
15478,0.0627
15479,0.00419
15480,0.0214
15481,0.0428
15482,0.737
15483,0.114
15484,0.0304
15485,0.0403
15486,0.0578
15487,0.0127
15488,0.249
15489,0.737
15490,0.00379
15491,0.655
15492,0.193
15493,0.171
15494,0.00134
15495,0.291
15496,0.342
15497,0.23
15498,0.524
15499,0.00169
15500,0.588
15501,0.00204
15502,0.0415
15503,0.588
15504,0.23
15505,0.484
15506,0.0168
15507,0.443
15508,0.195
15509,0.123
15510,0.174
15511,0.127
15512,0.381
15513,0.209
15514,0.00949
15515,0.0185
15516,0.131
15517,0.0477
15518,0.0301
15519,0.0627
15520,0.0138
15521,0.279
15522,0.0508
15523,0.333
15524,0.139
15525,0.0204
15526,0.025
15527,0.186
15528,0.629
15529,0.15
15530,0.15
15531,0.186
15532,0.214
15533,0.0403
15534,0.0031
15535,0.479
15536,0.00574
15537,0.00614
15538,0.617
15539,0.00307
15540,0.00578
15541,
15542,0.122
15543,0.00307
15544,0.00614
15545,0.249
15546,0.0293
15547,0.128
15548,0.103
15549,0.248
15550,0.00112
15551,0.000248
15552,0.0849
15553,0.128
15554,0.0899
15555,0.00112
15556,0.000402
15557,0.301
15558,0.591
15559,0.137
15560,0.0166
15561,0.107
15562,0.107
15563,0.737
15564,0.00671
15565,0.0161
15566,0.000248
15567,0.0392
15568,0.209
15569,0.184
15570,0.282
15571,0.0457
15572,0.334
15573,0.0738
15574,0.274
15575,0.934
15576,0.0912
15577,0.0129
15578,0.661
15579,0.0242
15580,0.0222
15581,0.307
15582,0.479
15583,0.0218
15584,0.0144
15585,0.41
15586,0.262
15587,0.00821
15588,0.00112
15589,0.00429
15590,0.0129
15591,0.251
15592,0.244
15593,0.00998
15594,0.0133
15595,0.019
15596,0.163
15597,0.733
15598,0.733
15599,0.0556
15600,0.521
15601,0.163
15602,0.0609
15603,0.368
15604,0.0646
15605,0.017
15606,0.126
15607,0.0371
15608,0.00277
15609,0.00158
15610,0.384
15611,0.133
15612,
15613,0.104
15614,0.401
15615,0.198
15616,0.036
15617,0.68
15618,0.261
15619,0.153
15620,0.0889
15621,0.484
15622,0.162
15623,0.207
15624,0.274
15625,0.118
15626,0.0218
15627,0.159
15628,0.401
15629,0.0151
15630,0.209
15631,0.0144
15632,0.782
15633,0.00513
15634,0.484
15635,0.0508
15636,0.0351
15637,0.036
15638,0.013
15639,0.00544
15640,0.0428
15641,0.105
15642,0.143
15643,0.271
15644,0.000248
15645,0.0107
15646,0.0112
15647,0.244
15648,0.019
15649,0.0295
15650,0.00173
15651,0.00444
15652,0.00161
15653,0.588
15654,0.249
15655,0.249
15656,0.143
15657,0.103
15658,0.0186
15659,0.737
15660,0.11
15661,0.0127
15662,0.25
15663,0.296
15664,0.08
15665,0.00671
15666,0.249
15667,0.737
15668,0.259
15669,0.0295
15670,0.331
15671,0.00388
15672,0.00813
15673,0.00244
15674,0.0189
15675,0.045
15676,0.0948
15677,0.00826
15678,0.0332
15679,0.0262
15680,0.219
15681,0.0144
15682,0.00277
15683,0.103
15684,0.393
15685,0.0239
15686,0.162
15687,0.0267
15688,0.21
15689,0.0414
15690,0.617
15691,0.00336
15692,0.0292
15693,0.00689
15694,0.394
15695,0.0123
15696,0.128
15697,0.0677
15698,0.934
15699,0.145
15700,0.00589
15701,0.0738
15702,0.217
15703,0.23
15704,0.0152
15705,0.307
15706,0.397
15707,0.646
15708,0.0111
15709,0.0387
15710,0.119
15711,0.0594
15712,0.371
15713,0.00112
15714,0.524
15715,0.0328
15716,0.0802
15717,0.0703
15718,0.119
15719,0.524
15720,0.524
15721,0.0594
15722,0.0328
15723,0.0802
15724,0.0594
15725,0.524
15726,0.00146
15727,0.192
15728,0.114
15729,0.114
15730,0.00146
15731,
15732,0.221
15733,0.142
15734,0.00183
15735,0.00531
15736,0.00767
15737,0.0477
15738,0.0594
15739,0.165
15740,0.0115
15741,0.0567
15742,0.0405
15743,0.127
15744,0.0493
15745,0.344
15746,0.0812
15747,0.128
15748,0.194
15749,0.211
15750,0.0161
15751,0.045
15752,0.774
15753,0.0392
15754,0.25
15755,0.209
15756,0.103
15757,0.103
15758,0.244
15759,0.235
15760,0.0685
15761,0.00263
15762,0.107
15763,0.00336
15764,0.701
15765,0.035
15766,0.339
15767,0.000858
15768,0.000402
15769,0.158
15770,0.0102
15771,0.0428
15772,0.0744
15773,0.0245
15774,0.0241
15775,0.309
15776,0.309
15777,0.0479
15778,0.0241
15779,0.0588
15780,0.124
15781,0.123
15782,0.451
15783,0.147
15784,0.222
15785,0.0175
15786,0.019
15787,0.0703
15788,0.333
15789,0.00544
15790,0.00544
15791,0.333
15792,0.283
15793,0.00544
15794,0.282
15795,0.0618
15796,0.451
15797,0.000739
15798,0.255
15799,0.696
15800,0.368
15801,0.00266
15802,0.282
15803,0.0338
15804,0.0114
15805,0.00263
15806,0.102
15807,0.00748
15808,0.74
15809,
15810,0.107
15811,0.0416
15812,0.456
15813,0.0948
15814,0.00135
15815,0.00608
15816,0.902
15817,0.152
15818,0.251
15819,0.221
15820,0.451
15821,0.249
15822,0.0763
15823,0.269
15824,0.193
15825,0.235
15826,0.189
15827,0.0187
15828,0.122
15829,0.0852
15830,0.147
15831,0.126
15832,0.0167
15833,0.131
15834,0.0453
15835,0.179
15836,0.011
15837,0.000709
15838,0.454
15839,0.0296
15840,
15841,0.0328
15842,0.333
15843,0.222
15844,0.132
15845,0.0264
15846,0.661
15847,0.0889
15848,0.00244
15849,0.09
15850,0.407
15851,0.181
15852,0.162
15853,
15854,0.272
15855,0.105
15856,0.249
15857,0.0235
15858,0.00554
15859,0.0574
15860,0.0373
15861,0.194
15862,0.12
15863,0.101
15864,0.0403
15865,0.0381
15866,0.472
15867,0.15
15868,0.105
15869,0.189
15870,0.00531
15871,0.365
15872,0.0375
15873,0.261
15874,0.296
15875,0.101
15876,0.365
15877,0.451
15878,0.0168
15879,0.0521
15880,0.0849
15881,0.308
15882,0.235
15883,0.383
15884,
15885,0.0738
15886,0.0127
15887,0.454
15888,0.733
15889,0.000541
15890,0.288
15891,0.0812
15892,0.451
15893,0.451
15894,0.249
15895,0.0031
15896,0.443
15897,0.0373
15898,0.377
15899,0.149
15900,0.195
15901,0.307
15902,0.0329
15903,0.41
15904,0.588
15905,0.0127
15906,0.523
15907,0.013
15908,0.0128
15909,0.00435
15910,0.126
15911,0.202
15912,0.131
15913,0.124
15914,0.0891
15915,0.271
15916,0.00236
15917,0.423
15918,0.391
15919,0.0614
15920,0.0392
15921,0.00488
15922,0.118
15923,0.0331
15924,0.102
15925,0.302
15926,0.334
15927,0.268
15928,0.187
15929,0.00544
15930,0.00689
15931,0.0901
15932,0.0187
15933,0.74
15934,0.282
15935,0.0948
15936,0.517
15937,0.0855
15938,0.00173
15939,0.174
15940,0.616
15941,0.617
15942,0.547
15943,0.213
15944,0.0123
15945,0.524
15946,0.07
15947,0.0303
15948,0.21
15949,0.181
15950,0.0195
15951,0.302
15952,0.0175
15953,0.542
15954,0.0476
15955,0.235
15956,
15957,0.0303
15958,0.126
15959,0.202
15960,0.41
15961,0.0239
15962,0.693
15963,0.0375
15964,
15965,0.122
15966,0.0015
15967,0.12
15968,0.202
15969,0.00765
15970,0.188
15971,0.0167
15972,0.379
15973,0.00767
15974,0.00336
15975,0.00104
15976,0.281
15977,0.591
15978,0.162
15979,0.0538
15980,0.0416
15981,0.331
15982,0.0301
15983,0.00104
15984,0.212
15985,0.209
15986,0.0161
15987,0.0372
15988,0.0611
15989,0.174
15990,0.0611
15991,0.174
15992,0.337
15993,0.208
15994,0.013
15995,0.131
15996,0.184
15997,0.0744
15998,0.0245
15999,0.249
16000,0.368
16001,0.00991
16002,0.0264
16003,0.625
16004,0.105
16005,0.0734
16006,0.23
16007,0.0888
16008,0.782
16009,0.0327
16010,0.128
16011,0.0887
16012,0.0421
16013,0.0292
16014,0.181
16015,0.088
16016,0.0957
16017,0.588
16018,0.0836
16019,0.0052
16020,0.546
16021,0.335
16022,0.15
16023,0.0739
16024,0.00821
16025,0.0624
16026,0.0796
16027,0.0744
16028,0.768
16029,0.546
16030,0.0796
16031,0.342
16032,0.00767
16033,0.0185
16034,0.768
16035,0.0091
16036,0.0111
16037,0.0218
16038,0.0485
16039,
16040,0.0167
16041,0.0128
16042,0.403
16043,0.588
16044,0.0226
16045,0.00596
16046,0.00104
16047,0.0375
16048,0.52
16049,0.398
16050,0.193
16051,0.134
16052,0.00949
16053,0.0114
16054,0.232
16055,0.741
16056,0.371
16057,0.0493
16058,0.243
16059,0.119
16060,0.105
16061,0.105
16062,0.00169
16063,0.0193
16064,
16065,0.0293
16066,0.0381
16067,0.123
16068,0.228
16069,0.0457
16070,0.0298
16071,0.768
16072,0.0338
16073,
16074,0.883
16075,0.0952
16076,0.0149
16077,0.349
16078,0.155
16079,0.733
16080,0.306
16081,0.0359
16082,0.017
16083,0.0614
16084,0.106
16085,
16086,0.0702
16087,0.157
16088,0.0183
16089,0.208
16090,0.145
16091,0.202
16092,0.345
16093,0.0236
16094,0.0618
16095,0.2
16096,0.0114
16097,0.451
16098,0.147
16099,0.377
16100,0.195
16101,0.0889
16102,0.103
16103,0.244
16104,0.0703
16105,0.454
16106,0.232
16107,0.09
16108,0.114
16109,0.0144
16110,0.389
16111,0.0106
16112,0.00256
16113,0.24
16114,0.413
16115,0.0134
16116,0.00183
16117,0.205
16118,0.296
16119,0.385
16120,0.145
16121,0.00202
16122,0.277
16123,0.21
16124,0.0642
16125,0.0395
16126,0.0738
16127,0.469
16128,0.457
16129,0.0371
16130,0.0453
16131,0.239
16132,0.229
16133,0.255
16134,0.101
16135,0.00767
16136,0.0847
