,energy
6026,0.607
6027,0.527
6028,0.72
6029,0.695
6030,0.577
6031,0.353
6032,0.535
6033,0.853
6034,0.621
6035,0.67
6036,0.87
6037,0.646
6038,0.55
6039,0.807
6040,0.638
6041,0.73
6042,0.662
6043,0.752
6044,0.567
6045,0.807
6046,0.76
6047,0.576
6048,0.617
6049,0.476
6050,0.61
6051,0.495
6052,0.84
6053,0.426
6054,0.492
6055,0.391
6056,0.251
6057,0.676
6058,0.736
6059,0.444
6060,0.576
6061,0.338
6062,0.444
6063,0.833
6064,0.826
6065,0.609
6066,0.628
6067,0.598
6068,0.842
6069,0.592
6070,0.65
6071,0.607
6072,0.48
6073,0.576
6074,0.618
6075,0.831
6076,0.69
6077,0.762
6078,0.667
6079,0.619
6080,0.553
6081,0.52
6082,0.395
6083,0.46
6084,0.573
6085,0.684
6086,0.312
6087,0.72
6088,0.509
6089,0.746
6090,0.634
6091,0.589
6092,0.566
6093,0.596
6094,0.521
6095,0.67
6096,0.648
6097,0.566
6098,0.416
6099,0.313
6100,0.532
6101,0.539
6102,0.688
6103,0.57
6104,0.582
6105,0.585
6106,0.758
6107,0.657
6108,0.521
6109,0.513
6110,0.8
6111,0.631
6112,0.583
6113,0.413
6114,0.839
6115,0.503
6116,0.511
6117,0.663
6118,0.835
6119,0.407
6120,0.761
6121,0.789
6122,0.617
6123,0.673
6124,0.95
6125,0.774
6126,0.573
6127,0.497
6128,0.807
6129,0.617
6130,0.622
6131,0.686
6132,0.622
6133,0.58
6134,0.686
6135,0.763
6136,0.686
6137,
6138,0.628
6139,0.552
6140,
6141,0.731
6142,0.861
6143,0.815
6144,0.543
6145,0.476
6146,0.537
6147,0.67
6148,0.574
6149,0.917
6150,0.584
6151,0.858
6152,0.689
6153,0.523
6154,0.533
6155,0.658
6156,0.626
6157,0.374
6158,0.501
6159,0.575
6160,0.751
6161,0.618
6162,0.476
6163,0.692
6164,0.524
6165,0.572
6166,0.983
6167,0.75
6168,0.841
6169,0.608
6170,0.858
6171,0.569
6172,0.617
6173,0.594
6174,0.731
6175,0.695
6176,0.589
6177,0.975
6178,0.606
6179,0.985
6180,0.77
6181,0.731
6182,0.59
6183,0.556
6184,0.975
6185,0.743
6186,0.498
6187,0.435
6188,0.612
6189,0.766
6190,0.852
6191,0.73
6192,0.809
6193,0.279
6194,0.647
6195,0.844
6196,0.438
6197,0.683
6198,0.443
6199,0.619
6200,0.732
6201,0.553
6202,0.831
6203,
6204,0.491
6205,0.428
6206,0.535
6207,0.5
6208,0.597
6209,0.59
6210,0.646
6211,0.758
6212,0.412
6213,0.553
6214,0.338
6215,0.821
6216,0.784
6217,0.5
6218,0.621
6219,0.728
6220,0.497
6221,
6222,0.366
6223,0.802
6224,0.413
6225,0.645
6226,0.568
6227,0.569
6228,0.404
6229,0.731
6230,0.476
6231,0.574
6232,0.55
6233,0.0279
6234,0.595
6235,0.603
6236,0.382
6237,0.534
6238,0.809
6239,0.557
6240,0.543
6241,0.605
6242,0.726
6243,0.67
6244,0.308
6245,0.842
6246,0.622
6247,0.715
6248,0.559
6249,0.931
6250,0.497
6251,0.634
6252,0.746
6253,0.585
6254,0.355
6255,0.725
6256,0.641
6257,0.603
6258,0.783
6259,0.603
6260,0.603
6261,0.642
6262,0.454
6263,0.574
6264,0.73
6265,0.579
6266,0.581
6267,0.59
6268,
6269,0.646
6270,
6271,0.479
6272,0.844
6273,0.8
6274,0.542
6275,0.674
6276,
6277,0.586
6278,0.454
6279,0.594
6280,0.576
6281,0.479
6282,0.657
6283,0.581
6284,0.427
6285,0.782
6286,0.613
6287,0.472
6288,0.587
6289,0.725
6290,0.52
6291,0.513
6292,0.651
6293,0.691
6294,0.296
6295,0.76
6296,0.687
6297,0.66
6298,0.66
6299,0.731
6300,0.553
6301,0.803
6302,0.616
6303,0.585
6304,0.602
6305,0.975
6306,0.543
6307,0.621
6308,0.811
6309,0.769
6310,0.729
6311,0.656
6312,0.736
6313,0.559
6314,0.626
6315,0.566
6316,0.567
6317,0.659
6318,0.526
6319,0.67
6320,0.834
6321,0.524
6322,0.713
6323,0.452
6324,0.746
6325,0.599
6326,0.612
6327,0.649
6328,0.542
6329,0.649
6330,0.353
6331,0.353
6332,0.551
6333,0.496
6334,0.594
6335,0.813
6336,0.631
6337,0.642
6338,0.567
6339,0.465
6340,0.464
6341,0.649
6342,0.464
6343,0.559
6344,0.562
6345,0.529
6346,0.774
6347,0.612
6348,0.667
6349,0.465
6350,0.722
6351,0.464
6352,0.723
6353,0.574
6354,0.761
6355,0.391
6356,0.617
6357,0.52
6358,0.746
6359,0.651
6360,0.739
6361,0.789
6362,0.825
6363,0.622
6364,0.766
6365,0.501
6366,0.586
6367,0.607
6368,0.981
6369,0.525
6370,0.649
6371,0.82
6372,0.705
6373,0.812
6374,0.55
6375,0.524
6376,0.653
6377,0.459
6378,0.496
6379,0.945
6380,0.633
6381,0.608
6382,0.497
6383,0.467
6384,0.859
6385,0.826
6386,0.553
6387,0.594
6388,0.594
6389,0.553
6390,0.654
6391,0.573
6392,0.637
6393,0.491
6394,0.544
6395,0.511
6396,0.61
6397,0.597
6398,0.565
6399,0.492
6400,0.513
6401,0.809
6402,0.512
6403,0.503
6404,0.744
6405,0.616
6406,0.867
6407,0.636
6408,0.572
6409,0.617
6410,0.497
6411,0.5
6412,0.748
6413,0.603
6414,0.826
6415,0.573
6416,0.766
6417,0.525
6418,0.985
6419,0.395
6420,0.65
6421,0.413
6422,0.518
6423,0.518
6424,0.369
6425,0.748
6426,0.535
6427,0.404
6428,0.811
6429,0.811
6430,0.518
6431,0.518
6432,0.826
6433,0.518
6434,0.826
6435,0.826
6436,0.518
6437,0.518
6438,0.398
6439,0.647
6440,0.251
6441,0.605
6442,0.733
6443,0.554
6444,0.581
6445,0.647
6446,0.733
6447,0.577
6448,0.733
6449,0.659
6450,0.518
6451,0.881
6452,0.684
6453,0.245
6454,0.82
6455,0.842
6456,0.402
6457,0.4
6458,0.561
6459,0.826
6460,0.518
6461,0.731
6462,0.635
6463,0.631
6464,0.582
6465,0.649
6466,0.771
6467,0.746
6468,0.573
6469,0.497
6470,0.653
6471,0.559
6472,0.537
6473,0.663
6474,0.366
6475,0.346
6476,0.687
6477,0.566
6478,0.675
6479,0.178
6480,0.687
6481,0.346
6482,0.645
6483,0.566
6484,0.616
6485,0.581
6486,0.859
6487,0.427
6488,0.949
6489,0.492
6490,0.666
6491,0.632
6492,0.0668
6493,0.698
6494,0.579
6495,0.23
6496,0.662
6497,0.688
6498,0.768
6499,0.512
6500,0.74
6501,0.736
6502,0.732
6503,0.761
6504,
6505,0.559
6506,0.581
6507,0.581
6508,0.312
6509,0.558
6510,0.748
6511,0.698
6512,0.568
6513,0.44
6514,0.886
6515,0.427
6516,0.566
6517,0.934
6518,0.934
6519,0.833
6520,0.848
6521,0.688
6522,
6523,0.756
6524,0.518
6525,0.886
6526,0.725
6527,0.725
6528,0.934
6529,0.649
6530,0.805
6531,0.909
6532,0.65
6533,0.513
6534,0.667
6535,0.722
6536,0.723
6537,0.734
6538,0.622
6539,0.501
6540,0.412
6541,0.444
6542,0.691
6543,0.607
6544,0.59
6545,0.412
6546,0.909
6547,0.59
6548,0.488
6549,0.542
6550,0.645
6551,0.692
6552,0.535
6553,0.619
6554,0.561
6555,0.684
6556,0.412
6557,0.759
6558,0.642
6559,0.552
6560,0.644
6561,0.576
6562,0.34
6563,0.803
6564,0.519
6565,0.454
6566,0.583
6567,0.766
6568,0.768
6569,0.551
6570,0.533
6571,0.527
6572,0.423
6573,0.743
6574,0.815
6575,0.76
6576,0.618
6577,0.491
6578,0.573
6579,0.69
6580,0.723
6581,0.648
6582,0.82
6583,0.62
6584,0.538
6585,0.538
6586,0.751
6587,0.578
6588,0.593
6589,0.589
6590,0.725
6591,0.872
6592,0.619
6593,0.703
6594,0.585
6595,0.622
6596,0.596
6597,0.941
6598,0.585
6599,0.726
6600,0.478
6601,0.701
6602,0.757
6603,0.867
6604,0.604
6605,0.687
6606,0.487
6607,0.725
6608,0.625
6609,0.761
6610,0.822
6611,0.581
6612,0.492
6613,0.463
6614,0.833
6615,0.667
6616,0.412
6617,0.73
6618,0.497
6619,0.308
6620,0.753
6621,0.574
6622,0.831
6623,0.404
6624,
6625,0.526
6626,0.66
6627,0.58
6628,0.824
6629,0.844
6630,0.629
6631,0.679
6632,0.353
6633,0.607
6634,0.623
6635,0.465
6636,0.579
6637,0.567
6638,0.438
6639,0.912
6640,0.596
6641,0.764
6642,0.586
6643,0.559
6644,0.579
6645,0.812
6646,0.826
6647,0.304
6648,0.448
6649,0.567
6650,0.596
6651,0.526
6652,0.515
6653,0.509
6654,0.532
6655,0.556
6656,0.774
6657,0.4
6658,0.917
6659,0.58
6660,0.873
6661,0.647
6662,0.87
6663,0.895
6664,0.731
6665,0.548
6666,0.404
6667,0.428
6668,0.726
6669,0.591
6670,0.735
6671,0.571
6672,0.385
6673,0.604
6674,0.608
6675,0.454
6676,0.549
6677,0.683
6678,0.839
6679,0.754
6680,0.914
6681,0.645
6682,0.369
6683,0.752
6684,0.562
6685,0.395
6686,0.633
6687,0.457
6688,0.8
6689,0.651
6690,0.821
6691,0.772
6692,0.492
6693,0.733
6694,0.592
6695,0.723
6696,0.853
6697,0.639
6698,0.604
6699,0.715
6700,0.615
6701,0.434
6702,0.575
6703,0.714
6704,0.569
6705,0.55
6706,0.594
6707,0.649
6708,0.625
6709,0.526
6710,0.847
6711,0.52
6712,0.575
6713,
6714,0.816
6715,0.579
6716,0.658
6717,0.612
6718,0.573
6719,0.415
6720,0.531
6721,0.57
6722,0.626
6723,0.67
6724,0.608
6725,0.725
6726,0.402
6727,0.559
6728,0.464
6729,0.531
6730,0.32
6731,0.416
6732,0.678
6733,0.723
6734,0.73
6735,
6736,0.393
6737,0.608
6738,0.526
6739,0.542
6740,0.627
6741,0.245
6742,0.881
6743,0.659
6744,0.689
6745,0.726
6746,0.621
6747,0.657
6748,0.87
6749,0.667
6750,0.582
6751,0.364
6752,0.649
6753,0.613
6754,0.732
6755,0.666
6756,0.977
6757,0.678
6758,0.84
6759,0.716
6760,0.534
6761,0.847
6762,0.603
6763,0.704
6764,0.823
6765,0.842
6766,0.859
6767,0.511
6768,0.591
6769,0.557
6770,0.554
6771,0.545
6772,0.389
6773,0.696
6774,0.595
6775,0.651
6776,0.692
6777,0.498
6778,0.597
6779,0.631
6780,0.476
6781,0.676
6782,0.554
6783,0.804
6784,0.518
6785,
6786,0.658
6787,0.529
6788,0.609
6789,0.659
6790,0.493
6791,0.589
6792,0.647
6793,0.539
6794,0.529
6795,0.659
6796,0.413
6797,0.369
6798,0.76
6799,0.724
6800,0.849
6801,0.446
6802,0.446
6803,0.518
6804,0.74
6805,0.511
6806,0.73
6807,0.416
6808,0.716
6809,0.719
6810,0.805
6811,0.662
6812,0.747
6813,0.658
6814,0.519
6815,0.67
6816,0.581
6817,0.739
6818,0.453
6819,0.934
6820,
6821,0.472
6822,0.537
6823,0.718
6824,0.574
6825,0.488
6826,0.567
6827,0.632
6828,0.398
6829,0.594
6830,0.545
6831,0.364
6832,0.789
6833,
6834,0.859
6835,0.559
6836,0.591
6837,0.537
6838,0.769
6839,0.937
6840,0.867
6841,0.789
6842,0.642
6843,0.605
6844,0.498
6845,0.977
6846,0.649
6847,0.937
6848,0.867
6849,0.578
6850,0.597
6851,0.833
6852,0.872
6853,0.605
6854,0.587
6855,0.498
6856,0.664
6857,0.541
6858,0.833
6859,0.636
6860,0.598
6861,0.736
6862,0.573
6863,0.541
6864,0.647
6865,0.698
6866,0.623
6867,0.493
6868,0.552
6869,0.73
6870,0.591
6871,0.52
6872,0.607
6873,0.599
6874,
6875,0.646
6876,0.493
6877,0.863
6878,0.261
6879,0.689
6880,0.831
6881,0.487
6882,0.47
6883,0.596
6884,0.831
6885,0.84
6886,0.464
6887,0.47
6888,0.66
6889,0.858
6890,0.606
6891,0.828
6892,0.479
6893,0.751
6894,0.559
6895,0.686
6896,0.579
6897,0.566
6898,0.75
6899,0.751
6900,0.844
6901,0.774
6902,0.774
6903,0.768
6904,0.608
6905,0.45
6906,0.538
6907,0.729
6908,0.833
6909,0.4
6910,0.684
6911,0.684
6912,0.634
6913,0.4
6914,0.641
6915,0.638
6916,0.698
6917,0.308
6918,0.808
6919,0.808
6920,0.723
6921,0.353
6922,0.303
6923,0.719
6924,0.4
6925,0.953
6926,0.58
6927,0.549
6928,0.804
6929,0.598
6930,0.573
6931,0.787
6932,0.503
6933,0.467
6934,0.454
6935,0.647
6936,0.4
6937,0.539
6938,0.664
6939,0.676
6940,0.0668
6941,0.518
6942,0.826
6943,0.745
6944,0.909
6945,0.569
6946,0.304
6947,0.458
6948,0.609
6949,0.639
6950,0.769
6951,0.625
6952,0.626
6953,0.519
6954,0.589
6955,0.64
6956,0.64
6957,0.501
6958,0.501
6959,0.405
6960,0.775
6961,0.625
6962,0.723
6963,0.696
6964,0.673
6965,0.689
6966,0.569
6967,0.696
6968,0.519
6969,0.64
6970,0.405
6971,0.731
6972,0.631
6973,0.47
6974,0.602
6975,0.826
6976,0.454
6977,0.826
6978,0.569
6979,0.636
6980,0.744
6981,0.651
6982,0.603
6983,0.568
6984,0.637
6985,0.731
6986,0.654
6987,0.49
6988,0.782
6989,0.782
6990,0.603
6991,0.603
6992,0.554
6993,0.557
6994,0.654
6995,0.782
6996,0.603
6997,
6998,0.665
6999,0.554
7000,0.983
7001,0.557
7002,0.495
7003,0.524
7004,0.93
7005,0.389
7006,0.469
7007,0.646
7008,0.34
7009,0.55
7010,0.606
7011,0.687
7012,0.647
7013,0.703
7014,
7015,0.665
7016,0.572
7017,0.743
7018,0.953
7019,0.708
7020,0.956
7021,0.956
7022,0.631
7023,
7024,0.771
7025,0.282
7026,0.688
7027,0.723
7028,0.849
7029,0.562
7030,0.592
7031,0.684
7032,0.385
7033,0.748
7034,0.258
7035,0.692
7036,0.482
7037,
7038,0.544
7039,0.534
7040,0.756
7041,0.945
7042,0.538
7043,0.783
7044,0.719
7045,0.52
7046,0.873
7047,0.503
7048,0.561
7049,0.686
7050,0.519
7051,0.784
7052,0.0279
7053,0.682
7054,0.723
7055,0.641
7056,0.658
7057,0.983
7058,0.339
7059,0.498
7060,0.674
7061,0.554
7062,0.576
7063,0.575
7064,0.825
7065,
7066,0.529
7067,0.756
7068,0.535
7069,0.4
7070,0.178
7071,0.743
7072,0.608
7073,0.583
7074,0.498
7075,0.569
7076,0.582
7077,0.663
7078,0.518
7079,0.635
7080,0.619
7081,0.313
7082,0.759
7083,0.87
7084,0.633
7085,0.558
7086,0.768
7087,0.573
7088,0.761
7089,0.861
7090,0.482
7091,0.596
7092,0.718
7093,0.757
7094,0.616
7095,0.595
7096,0.607
7097,0.587
7098,0.366
7099,0.366
7100,0.4
7101,0.667
7102,0.585
7103,0.603
7104,0.603
7105,0.802
7106,0.678
7107,0.699
7108,0.646
7109,0.741
7110,0.364
7111,0.814
7112,0.729
7113,0.789
7114,0.374
7115,0.649
7116,0.594
7117,0.656
7118,0.656
7119,0.279
7120,0.823
7121,0.353
7122,0.515
7123,0.75
7124,0.597
7125,0.81
7126,0.501
7127,0.501
7128,0.41
7129,0.721
7130,0.353
7131,0.597
7132,0.75
7133,0.653
7134,0.518
7135,0.568
7136,0.659
7137,0.703
7138,0.909
7139,0.492
7140,0.833
7141,0.762
7142,0.731
7143,0.537
7144,0.662
7145,0.64
7146,0.565
7147,0.74
7148,0.573
7149,0.479
7150,0.591
7151,0.766
7152,0.831
7153,0.632
7154,0.374
7155,0.575
7156,0.573
7157,0.645
7158,0.648
7159,0.272
7160,0.802
7161,0.758
7162,0.673
7163,0.645
7164,0.553
7165,0.537
7166,0.461
7167,0.625
7168,0.67
7169,0.95
7170,0.627
7171,0.395
7172,0.625
7173,0.582
7174,0.88
7175,0.663
7176,0.662
7177,0.551
7178,0.518
7179,0.612
7180,0.635
7181,0.618
7182,0.47
7183,0.618
7184,0.659
7185,0.934
7186,0.556
7187,0.557
7188,0.73
7189,0.571
7190,0.434
7191,0.802
7192,0.435
7193,0.672
7194,0.499
7195,0.432
7196,0.537
7197,0.59
7198,0.766
7199,0.498
7200,0.685
7201,0.65
7202,0.632
7203,0.412
7204,0.632
7205,0.583
7206,0.491
7207,0.65
7208,0.632
7209,0.607
7210,0.715
7211,0.534
7212,0.491
7213,0.534
7214,0.701
7215,0.435
7216,0.58
7217,0.718
7218,0.453
7219,0.536
7220,0.46
7221,0.428
7222,0.725
7223,0.811
7224,0.811
7225,
7226,0.312
7227,0.616
7228,0.59
7229,0.399
7230,0.858
7231,0.534
7232,0.435
7233,0.46
7234,0.811
7235,0.95
7236,0.767
7237,0.496
7238,0.929
7239,0.69
7240,0.692
7241,0.631
7242,0.554
7243,0.156
7244,0.501
7245,0.617
7246,0.684
7247,0.76
7248,0.493
7249,0.387
7250,0.571
7251,0.467
7252,0.766
7253,0.909
7254,0.487
7255,0.768
7256,0.748
7257,0.529
7258,0.631
7259,0.672
7260,0.567
7261,0.574
7262,0.659
7263,0.403
7264,0.603
7265,0.346
7266,0.757
7267,0.543
7268,0.657
7269,0.556
7270,0.811
7271,0.774
7272,0.454
7273,0.667
7274,0.553
7275,0.698
7276,0.382
7277,0.5
7278,0.517
7279,0.756
7280,0.629
7281,0.261
7282,0.499
7283,0.858
7284,0.802
7285,0.983
7286,0.814
7287,0.582
7288,0.761
7289,0.47
7290,0.566
7291,0.566
7292,0.5
7293,0.5
7294,0.931
7295,0.581
7296,0.765
7297,0.824
7298,0.559
7299,0.775
7300,0.573
7301,0.601
7302,0.585
7303,0.642
7304,0.663
7305,0.5
7306,0.765
7307,0.366
7308,0.606
7309,0.525
7310,0.41
7311,0.628
7312,0.482
7313,0.658
7314,0.518
7315,0.786
7316,0.793
7317,0.464
7318,0.698
7319,0.826
7320,0.552
7321,0.744
7322,0.687
7323,0.953
7324,0.346
7325,0.47
7326,0.551
7327,
7328,0.245
7329,0.626
7330,0.812
7331,0.4
7332,0.597
7333,0.713
7334,0.783
7335,0.743
7336,0.618
7337,0.634
7338,0.594
7339,0.714
7340,0.585
7341,0.694
7342,0.619
7343,0.513
7344,0.662
7345,0.489
7346,0.622
7347,0.687
7348,0.573
7349,0.598
7350,0.921
7351,0.739
7352,0.473
7353,0.828
7354,0.649
7355,0.662
7356,0.676
7357,0.918
7358,0.74
7359,0.489
7360,0.66
7361,0.983
7362,
7363,0.765
7364,0.756
7365,0.435
7366,0.574
7367,0.676
7368,0.524
7369,0.609
7370,0.636
7371,0.609
7372,0.304
7373,0.626
7374,0.864
7375,0.956
7376,0.557
7377,0.956
7378,0.5
7379,0.579
7380,0.676
7381,0.809
7382,0.245
7383,0.524
7384,0.346
7385,0.762
7386,
7387,0.308
7388,0.592
7389,0.869
7390,0.631
7391,0.616
7392,0.582
7393,0.754
7394,
7395,0.645
7396,0.23
7397,0.847
7398,0.489
7399,0.495
7400,0.589
7401,0.618
7402,0.618
7403,0.669
7404,0.492
7405,0.881
7406,0.753
7407,0.26
7408,0.591
7409,0.691
7410,0.581
7411,0.736
7412,0.608
7413,0.32
7414,0.609
7415,0.75
7416,0.648
7417,0.435
7418,0.573
7419,0.562
7420,0.391
7421,0.76
7422,0.664
7423,0.541
7424,0.545
7425,0.676
7426,0.669
7427,
7428,0.75
7429,0.67
7430,0.707
7431,0.667
7432,0.4
7433,0.58
7434,0.873
7435,0.472
7436,0.867
7437,0.578
7438,0.775
7439,0.608
7440,0.465
7441,0.642
7442,0.598
7443,0.342
7444,0.44
7445,0.427
7446,0.617
7447,0.836
7448,0.574
7449,0.62
7450,0.251
7451,0.674
7452,0.454
7453,0.66
7454,0.557
7455,0.649
7456,0.522
7457,0.813
7458,0.566
7459,0.73
7460,0.366
7461,0.731
7462,0.82
7463,0.346
7464,0.603
7465,0.539
7466,0.651
7467,0.613
7468,0.512
7469,0.404
7470,0.715
7471,0.402
7472,0.52
7473,0.604
7474,0.645
7475,0.416
7476,0.759
7477,0.586
7478,0.272
7479,0.524
7480,0.651
7481,0.482
7482,
7483,0.75
7484,0.81
7485,0.654
7486,0.461
7487,0.587
7488,0.549
7489,0.518
7490,0.526
7491,0.658
7492,0.613
7493,0.498
7494,0.662
7495,0.59
7496,0.557
7497,0.782
7498,0.765
7499,0.603
7500,0.552
7501,0.537
7502,0.661
7503,0.82
7504,0.62
7505,0.708
7506,0.608
7507,0.72
7508,0.731
7509,0.615
7510,0.403
7511,0.527
7512,
7513,0.795
7514,0.487
7515,0.768
7516,0.47
7517,0.64
7518,0.454
7519,0.727
7520,0.698
7521,0.628
7522,0.715
7523,0.754
7524,0.432
7525,0.635
7526,0.5
7527,0.631
7528,0.469
7529,0.825
7530,0.66
7531,0.646
7532,0.596
7533,0.586
7534,0.663
7535,0.696
7536,0.575
7537,0.683
7538,0.786
7539,0.596
7540,0.74
7541,0.489
7542,0.694
7543,0.81
7544,0.683
7545,0.694
7546,0.561
7547,0.683
7548,0.454
7549,0.382
7550,0.524
7551,0.637
7552,0.616
7553,0.736
7554,0.561
7555,0.465
7556,0.464
7557,0.56
7558,0.572
7559,0.608
7560,0.553
7561,0.743
7562,0.608
7563,0.632
7564,0.774
7565,0.647
7566,0.841
7567,0.901
7568,0.364
7569,0.656
7570,0.702
7571,0.867
7572,0.574
7573,0.64
7574,0.819
7575,0.725
7576,0.525
7577,0.751
7578,0.687
7579,0.757
7580,0.445
7581,0.712
7582,0.632
7583,0.528
7584,0.507
7585,0.665
7586,0.717
7587,0.463
7588,0.463
7589,0.826
7590,0.731
7591,0.701
7592,0.418
7593,0.808
7594,0.473
7595,0.762
7596,
7597,0.568
7598,0.838
7599,0.536
7600,0.705
7601,0.57
7602,0.804
7603,0.553
7604,0.678
7605,0.715
7606,0.678
7607,0.44
7608,0.716
7609,0.93
7610,0.399
7611,0.567
7612,0.691
7613,0.725
7614,0.696
7615,0.741
7616,0.811
7617,0.479
7618,0.659
7619,0.731
7620,0.702
7621,0.648
7622,0.985
7623,0.521
7624,0.565
7625,0.731
7626,0.597
7627,0.572
7628,0.58
7629,0.985
7630,0.571
7631,0.622
7632,0.621
7633,0.418
7634,0.569
7635,0.479
7636,0.606
7637,0.73
7638,0.64
7639,0.651
7640,0.461
7641,0.423
7642,0.618
7643,0.763
7644,0.594
7645,0.802
7646,0.582
7647,0.55
7648,0.751
7649,0.385
7650,0.956
7651,0.771
7652,0.524
7653,0.619
7654,0.678
7655,0.44
7656,0.474
7657,0.698
7658,0.538
7659,0.412
7660,0.723
7661,0.679
7662,0.724
7663,0.412
7664,0.569
7665,0.782
7666,0.585
7667,0.568
7668,0.621
7669,0.692
7670,0.487
7671,0.539
7672,0.573
7673,0.389
7674,0.836
7675,0.826
7676,0.585
7677,0.539
7678,0.585
7679,0.826
7680,0.842
7681,0.492
7682,0.704
7683,0.565
7684,0.355
7685,0.492
7686,0.667
7687,0.373
7688,0.543
7689,0.47
7690,0.531
7691,0.667
7692,0.47
7693,0.706
7694,0.477
7695,0.66
7696,0.55
7697,0.715
7698,0.84
7699,0.681
7700,0.782
7701,0.681
7702,0.633
7703,0.578
7704,0.607
7705,0.575
7706,0.603
7707,0.751
7708,0.945
7709,0.501
7710,0.585
7711,0.625
7712,0.545
7713,0.77
7714,0.647
7715,0.578
7716,0.681
7717,0.0279
7718,0.639
7719,0.744
7720,0.423
7721,0.535
7722,0.47
7723,0.834
7724,0.64
7725,0.524
7726,0.861
7727,0.715
7728,0.559
7729,0.741
7730,0.566
7731,0.666
7732,0.75
7733,0.476
7734,0.743
7735,0.723
7736,0.582
7737,0.5
7738,0.44
7739,0.49
7740,0.724
7741,0.412
7742,0.526
7743,0.613
7744,0.52
7745,0.867
7746,0.716
7747,
7748,0.787
7749,0.683
7750,0.632
7751,0.633
7752,0.542
7753,0.59
7754,0.45
7755,0.676
7756,0.609
7757,0.568
7758,0.571
7759,0.678
7760,0.597
7761,0.707
7762,0.586
7763,0.526
7764,0.683
7765,0.524
7766,0.428
7767,0.682
7768,0.482
7769,0.567
7770,0.524
7771,0.572
7772,0.702
7773,0.721
7774,0.934
7775,0.805
7776,0.839
7777,0.784
7778,0.676
7779,0.723
7780,0.723
7781,0.551
7782,0.635
7783,0.533
7784,0.594
7785,0.637
7786,0.449
7787,0.686
7788,0.745
7789,0.449
7790,0.686
7791,0.637
7792,0.609
7793,0.706
7794,0.637
7795,0.449
7796,0.727
7797,0.58
7798,0.58
7799,0.56
7800,0.549
7801,0.608
7802,0.5
7803,0.627
7804,0.745
7805,0.745
7806,0.706
7807,0.573
7808,0.568
7809,0.412
7810,0.692
7811,0.728
7812,0.77
7813,0.346
7814,0.715
7815,0.634
7816,0.551
7817,0.726
7818,0.476
7819,0.561
7820,0.662
7821,0.282
7822,0.769
7823,0.683
7824,0.404
7825,0.404
7826,0.656
7827,0.65
7828,0.476
7829,0.834
7830,0.339
7831,0.609
7832,0.72
7833,0.741
7834,0.633
7835,0.572
7836,0.666
7837,0.574
7838,0.556
7839,0.596
7840,0.565
7841,0.63
7842,0.633
7843,0.574
7844,0.515
7845,0.472
7846,0.608
7847,0.5
7848,0.764
7849,0.765
7850,0.487
7851,0.625
7852,0.567
7853,0.488
7854,0.542
7855,0.551
7856,0.59
7857,0.576
7858,0.353
7859,0.57
7860,0.692
7861,0.67
7862,0.636
7863,0.76
7864,0.608
7865,0.545
7866,0.786
7867,0.768
7868,0.706
7869,0.448
7870,0.534
7871,0.543
7872,0.646
7873,0.499
7874,0.573
7875,0.587
7876,0.831
7877,0.428
7878,0.579
7879,0.715
7880,0.937
7881,0.402
7882,0.867
7883,0.581
7884,0.75
7885,0.578
7886,0.374
7887,0.524
7888,0.645
7889,0.647
7890,0.501
7891,0.412
7892,0.631
7893,0.828
7894,0.66
7895,0.917
7896,0.566
7897,0.565
7898,0.729
7899,0.261
7900,0.768
7901,0.881
7902,0.573
7903,0.74
7904,0.867
7905,0.559
7906,0.497
7907,0.844
7908,0.426
7909,0.442
7910,0.571
7911,0.617
7912,0.645
7913,0.863
7914,0.705
7915,0.566
7916,0.739
7917,0.529
7918,0.418
7919,0.574
7920,0.639
7921,0.821
7922,0.821
7923,0.499
7924,0.499
7925,0.664
7926,0.929
7927,0.464
7928,0.662
7929,0.501
7930,0.487
7931,0.761
7932,0.723
7933,0.719
7934,0.366
7935,0.459
7936,0.552
7937,0.698
7938,0.382
7939,0.633
7940,0.654
7941,0.774
7942,0.881
7943,0.857
7944,0.649
7945,0.534
7946,0.631
7947,0.279
7948,0.83
7949,0.811
7950,0.438
7951,0.413
7952,0.492
7953,0.88
7954,0.587
7955,0.633
7956,0.576
7957,0.592
7958,0.552
7959,0.656
7960,0.554
7961,0.673
7962,0.581
7963,0.743
7964,0.557
7965,0.746
7966,0.434
7967,0.493
7968,0.599
7969,0.576
7970,0.594
7971,0.636
7972,0.607
7973,0.52
7974,0.734
7975,0.845
7976,0.312
7977,0.653
7978,0.389
7979,0.653
7980,0.767
7981,0.479
7982,0.55
7983,0.811
7984,0.603
7985,0.602
7986,0.472
7987,0.23
7988,0.775
7989,0.8
7990,0.662
7991,0.52
7992,0.708
7993,0.694
7994,0.646
7995,0.718
7996,0.556
7997,0.816
7998,0.675
7999,0.636
8000,0.642
8001,0.631
8002,0.701
8003,0.503
8004,0.814
8005,0.754
8006,0.706
8007,0.515
8008,0.61
8009,0.983
8010,0.715
8011,0.62
8012,0.812
8013,0.766
8014,0.5
8015,0.4
8016,0.764
8017,0.581
8018,
8019,0.644
8020,0.72
8021,0.949
8022,0.369
8023,0.608
8024,0.724
8025,0.651
8026,0.676
8027,0.76
8028,0.609
8029,0.823
8030,0.609
8031,0.618
8032,0.573
8033,0.355
8034,0.914
8035,0.622
8036,0.526
8037,0.449
