,energy
23321,0.76
23322,0.502
23323,0.559
23324,0.568
23325,0.631
23326,0.454
23327,0.391
23328,0.609
23329,0.308
23330,0.831
23331,0.739
23332,0.631
23333,0.535
23334,0.575
23335,0.55
23336,0.569
23337,0.382
23338,0.23
23339,0.522
23340,0.776
23341,0.508
23342,0.391
23343,0.679
23344,0.674
23345,0.621
23346,0.535
23347,0.445
23348,0.606
23349,0.502
23350,0.768
23351,0.651
23352,0.554
23353,0.554
23354,0.61
23355,0.609
23356,0.61
23357,0.554
23358,0.554
23359,0.768
23360,0.324
23361,0.432
23362,0.672
23363,0.306
23364,0.263
23365,0.31
23366,0.521
23367,0.475
23368,
23369,0.433
23370,0.229
23371,0.377
23372,0.766
23373,0.607
23374,0.534
23375,0.717
23376,0.403
23377,0.463
23378,0.531
23379,0.644
23380,0.525
23381,0.435
23382,0.876
23383,0.531
23384,0.692
23385,0.891
23386,0.586
23387,0.86
23388,0.656
23389,0.579
23390,0.723
23391,0.549
23392,0.689
23393,0.646
23394,0.392
23395,0.509
23396,0.658
23397,0.403
23398,0.51
23399,0.346
23400,0.639
23401,0.545
23402,0.525
23403,0.387
23404,0.387
23405,0.679
23406,0.545
23407,0.261
23408,0.245
23409,0.587
23410,0.697
23411,0.463
23412,0.578
23413,0.619
23414,0.599
23415,0.623
23416,0.587
23417,0.73
23418,0.721
23419,0.645
23420,0.834
23421,0.597
23422,0.688
23423,0.721
23424,0.48
23425,0.656
23426,0.818
23427,0.635
23428,0.723
23429,0.886
23430,0.729
23431,0.731
23432,0.872
23433,0.5
23434,0.508
23435,0.649
23436,0.544
23437,0.82
23438,0.587
23439,0.454
23440,0.536
23441,0.619
23442,0.729
23443,0.587
23444,0.784
23445,0.623
23446,0.71
23447,0.642
23448,0.723
23449,0.811
23450,0.544
23451,0.64
23452,0.623
23453,0.821
23454,0.403
23455,0.945
23456,0.589
23457,0.549
23458,0.678
23459,0.451
23460,0.549
23461,0.334
23462,0.641
23463,0.8
23464,0.64
23465,0.758
23466,0.859
23467,0.786
23468,0.405
23469,0.679
23470,0.74
23471,0.576
23472,0.707
23473,0.0474
23474,0.487
23475,0.64
23476,0.981
23477,0.492
23478,0.561
23479,0.82
23480,0.47
23481,0.731
23482,0.656
23483,0.579
23484,0.651
23485,0.956
23486,0.847
23487,0.676
23488,0.469
23489,0.798
23490,0.662
23491,0.735
23492,0.701
23493,0.404
23494,0.554
23495,0.236
23496,0.178
23497,0.56
23498,0.422
23499,0.677
23500,0.664
23501,0.792
23502,0.526
23503,0.595
23504,0.683
23505,0.88
23506,0.697
23507,0.707
23508,0.759
23509,0.789
23510,0.382
23511,0.608
23512,0.633
23513,0.633
23514,0.608
23515,0.744
23516,0.756
23517,0.531
23518,0.845
23519,0.251
23520,0.756
23521,0.664
23522,0.56
23523,0.552
23524,0.906
23525,0.539
23526,0.828
23527,0.424
23528,0.531
23529,0.488
23530,0.579
23531,
23532,0.491
23533,0.607
23534,0.491
23535,
23536,0.732
23537,0.66
23538,0.87
23539,0.609
23540,0.639
23541,0.613
23542,0.867
23543,0.69
23544,0.342
23545,0.585
23546,0.473
23547,0.697
23548,0.628
23549,0.761
23550,0.761
23551,0.73
23552,0.809
23553,0.684
23554,0.518
23555,0.567
23556,0.574
23557,0.668
23558,0.602
23559,0.458
23560,0.562
23561,0.458
23562,0.424
23563,0.322
23564,0.809
23565,0.62
23566,
23567,0.86
23568,0.684
23569,0.69
23570,0.571
23571,0.571
23572,0.689
23573,0.808
23574,0.574
23575,0.525
23576,0.628
23577,0.628
23578,0.12
23579,0.718
23580,0.932
23581,0.975
23582,0.723
23583,0.65
23584,0.413
23585,0.678
23586,0.209
23587,0.726
23588,0.445
23589,0.663
23590,0.82
23591,0.398
23592,0.857
23593,0.667
23594,0.497
23595,0.41
23596,0.544
23597,0.571
23598,0.569
23599,0.491
23600,0.467
23601,0.282
23602,
23603,0.596
23604,0.66
23605,0.448
23606,0.723
23607,0.625
23608,0.632
23609,0.983
23610,0.575
23611,0.576
23612,0.768
23613,0.621
23614,0.612
23615,0.392
23616,0.648
23617,0.566
23618,0.728
23619,0.571
23620,0.728
23621,0.648
23622,
23623,0.772
23624,0.648
23625,0.831
23626,0.611
23627,0.47
23628,0.479
23629,0.637
23630,0.487
23631,0.548
23632,0.873
23633,0.631
23634,0.842
23635,0.593
23636,0.595
23637,0.804
23638,0.752
23639,0.626
23640,0.595
23641,0.626
23642,0.802
23643,0.594
23644,0.334
23645,0.8
23646,0.544
23647,0.499
23648,0.552
23649,0.23
23650,0.457
23651,0.744
23652,0.571
23653,0.567
23654,0.694
23655,0.609
23656,0.743
23657,0.52
23658,0.603
23659,0.843
23660,0.545
23661,0.602
23662,0.636
23663,0.795
23664,0.774
23665,0.831
23666,0.618
23667,0.581
23668,0.72
23669,0.581
23670,0.618
23671,0.598
23672,0.538
23673,0.178
23674,0.577
23675,0.236
23676,0.821
23677,0.293
23678,0.759
23679,
23680,0.786
23681,0.912
23682,0.585
23683,0.694
23684,0.575
23685,0.535
23686,0.531
23687,0.633
23688,0.496
23689,0.808
23690,0.578
23691,0.497
23692,0.574
23693,0.491
23694,0.482
23695,0.655
23696,0.655
23697,0.553
23698,0.623
23699,0.623
23700,0.646
23701,0.573
23702,0.623
23703,0.625
23704,0.6
23705,0.6
23706,0.594
23707,0.525
23708,0.551
23709,0.625
23710,0.479
23711,0.65
23712,0.698
23713,0.618
23714,0.771
23715,0.728
23716,0.844
23717,0.872
23718,0.493
23719,0.647
23720,0.554
23721,0.639
23722,0.613
23723,0.411
23724,0.428
23725,0.537
23726,0.578
23727,0.565
23728,0.602
23729,0.492
23730,0.393
23731,0.573
23732,0.55
23733,0.824
23734,0.487
23735,0.551
23736,0.64
23737,0.73
23738,0.45
23739,0.835
23740,0.835
23741,0.156
23742,0.646
23743,0.921
23744,0.551
23745,0.473
23746,0.71
23747,0.917
23748,0.843
23749,0.723
23750,0.602
23751,0.6
23752,0.591
23753,0.704
23754,0.548
23755,0.322
23756,0.567
23757,0.59
23758,0.561
23759,0.497
23760,0.843
23761,0.501
23762,0.619
23763,0.85
23764,0.74
23765,0.561
23766,0.665
23767,0.741
23768,0.604
23769,0.717
23770,0.576
23771,0.509
23772,0.717
23773,0.355
23774,0.721
23775,0.86
23776,0.236
23777,0.491
23778,0.4
23779,0.545
23780,0.596
23781,0.629
23782,0.733
23783,0.553
23784,0.713
23785,0.679
23786,0.553
23787,0.733
23788,0.651
23789,0.677
23790,0.364
23791,0.727
23792,0.491
23793,0.756
23794,0.52
23795,0.645
23796,0.534
23797,0.52
23798,
23799,0.533
23800,0.508
23801,0.596
23802,0.786
23803,0.573
23804,0.541
23805,0.541
23806,0.478
23807,0.814
23808,0.657
23809,0.581
23810,0.636
23811,0.596
23812,0.765
23813,0.607
23814,0.867
23815,0.597
23816,0.575
23817,0.698
23818,0.626
23819,0.625
23820,0.74
23821,0.6
23822,0.841
23823,0.627
23824,0.645
23825,0.909
23826,0.487
23827,0.573
23828,0.81
23829,0.668
23830,0.833
23831,0.65
23832,0.497
23833,0.865
23834,0.308
23835,0.572
23836,0.321
23837,0.312
23838,0.454
23839,0.865
23840,0.321
23841,0.44
23842,0.792
23843,0.399
23844,0.621
23845,0.338
23846,0.47
23847,
23848,0.73
23849,0.23
23850,0.873
23851,0.809
23852,0.63
23853,0.659
23854,0.422
23855,0.878
23856,0.423
23857,0.551
23858,0.467
23859,0.587
23860,0.493
23861,0.0279
23862,0.571
23863,0.566
23864,0.627
23865,0.562
23866,0.743
23867,0.743
23868,0.628
23869,0.366
23870,0.568
23871,0.618
23872,0.631
23873,0.679
23874,0.479
23875,0.686
23876,0.719
23877,0.485
23878,0.485
23879,0.4
23880,0.459
23881,0.891
23882,0.581
23883,0.467
23884,0.659
23885,0.713
23886,0.589
23887,0.873
23888,0.88
23889,0.795
23890,0.594
23891,0.728
23892,0.663
23893,0.835
23894,0.76
23895,0.76
23896,0.701
23897,0.731
23898,0.809
23899,0.481
23900,0.662
23901,0.708
23902,0.823
23903,0.795
23904,0.708
23905,0.751
23906,0.526
23907,0.572
23908,0.715
23909,0.724
23910,0.683
23911,0.826
23912,0.479
23913,0.794
23914,
23915,0.602
23916,0.732
23917,0.698
23918,0.34
23919,0.583
23920,0.914
23921,0.805
23922,0.331
23923,0.792
23924,0.574
23925,0.698
23926,0.581
23927,0.578
23928,0.836
23929,0.89
23930,0.636
23931,0.809
23932,0.809
23933,0.636
23934,0.767
23935,0.41
23936,0.689
23937,0.581
23938,0.465
23939,0.689
23940,0.581
23941,0.684
23942,0.864
23943,0.706
23944,0.346
23945,0.609
23946,0.37
23947,0.549
23948,0.427
23949,0.612
23950,0.545
23951,0.438
23952,0.87
23953,0.49
23954,0.518
23955,0.649
23956,0.804
23957,0.629
23958,0.726
23959,0.687
23960,0.382
23961,0.756
23962,0.857
23963,0.645
23964,0.571
23965,0.549
23966,0.565
23967,0.453
23968,0.498
23969,0.51
23970,0.527
23971,
23972,0.73
23973,0.26
23974,0.71
23975,0.765
23976,0.52
23977,0.84
23978,0.708
23979,0.747
23980,0.493
23981,0.646
23982,0.921
23983,0.739
23984,0.699
23985,0.524
23986,0.696
23987,0.774
23988,0.67
23989,0.563
23990,0.818
23991,0.609
23992,0.753
23993,0.472
23994,0.808
23995,0.613
23996,0.569
23997,0.953
23998,0.32
23999,0.676
24000,0.485
24001,0.69
24002,0.771
24003,0.435
24004,0.722
24005,0.47
24006,0.493
24007,0.633
24008,0.735
24009,0.805
24010,0.578
24011,0.639
24012,0.545
24013,0.62
24014,0.702
24015,0.847
24016,0.4
24017,0.465
24018,0.825
24019,0.641
24020,0.578
24021,0.525
24022,0.582
24023,0.713
24024,0.826
24025,0.539
24026,0.821
24027,0.464
24028,0.651
24029,0.881
24030,0.626
24031,0.553
24032,0.73
24033,0.803
24034,0.417
24035,0.402
24036,0.535
24037,0.628
24038,0.985
24039,0.636
24040,0.339
24041,0.687
24042,0.67
24043,0.487
24044,0.886
24045,0.648
24046,0.474
24047,0.566
24048,0.561
24049,0.585
24050,0.547
24051,0.571
24052,0.687
24053,0.647
24054,0.621
24055,0.625
24056,0.633
24057,0.619
24058,0.545
24059,0.465
24060,0.863
24061,0.612
24062,0.752
24063,0.741
24064,0.628
24065,0.582
24066,0.521
24067,0.731
24068,0.729
24069,0.848
24070,0.498
24071,0.658
24072,0.662
24073,0.732
24074,0.511
24075,0.56
24076,0.635
24077,0.593
24078,0.858
24079,0.642
24080,0.902
24081,0.71
24082,0.831
24083,0.763
24084,0.553
24085,0.602
24086,0.756
24087,0.561
24088,0.541
24089,0.881
24090,0.977
24091,0.576
24092,0.306
24093,0.621
24094,0.578
24095,0.485
24096,0.587
24097,0.65
24098,0.841
24099,0.76
24100,0.338
24101,0.498
24102,0.657
24103,0.542
24104,0.768
24105,0.47
24106,0.52
24107,0.497
24108,0.575
24109,0.689
24110,0.403
24111,0.625
24112,0.573
24113,0.111
24114,0.536
24115,0.655
24116,0.61
24117,0.552
24118,0.44
24119,
24120,0.668
24121,0.725
24122,0.51
24123,0.279
24124,0.502
24125,0.572
24126,0.816
24127,0.69
24128,0.781
24129,0.931
24130,0.663
24131,0.616
24132,0.403
24133,0.676
24134,0.616
24135,0.572
24136,0.815
24137,0.395
24138,0.646
24139,0.571
24140,0.636
24141,0.639
24142,0.881
24143,0.772
24144,0.676
24145,0.517
24146,0.461
24147,0.428
24148,0.637
24149,0.761
24150,0.587
24151,0.867
24152,0.582
24153,0.604
24154,0.497
24155,0.56
24156,0.625
24157,0.822
24158,0.688
24159,0.561
24160,0.467
24161,0.578
24162,0.435
24163,0.713
24164,0.627
24165,0.34
24166,0.526
24167,0.561
24168,0.783
24169,0.782
24170,0.575
24171,0.628
24172,0.786
24173,0.838
24174,0.702
24175,0.632
24176,0.663
24177,0.515
24178,0.771
24179,0.596
24180,0.765
24181,0.524
24182,0.561
24183,0.404
24184,0.552
24185,0.826
24186,0.482
24187,0.912
24188,0.839
24189,0.656
24190,0.723
24191,0.716
24192,0.375
24193,0.56
24194,0.716
24195,0.482
24196,0.55
24197,0.813
24198,0.473
24199,0.489
24200,0.74
24201,0.55
24202,0.532
24203,0.66
24204,0.787
24205,0.662
24206,0.0668
24207,0.552
24208,0.766
24209,0.531
24210,0.622
24211,0.622
24212,0.688
24213,0.527
24214,0.695
24215,0.695
24216,0.579
24217,0.683
24218,0.732
24219,0.548
24220,0.766
24221,0.842
24222,0.983
24223,0.66
24224,0.353
24225,0.825
24226,0.544
24227,0.402
24228,0.762
24229,0.783
24230,0.783
24231,0.471
24232,0.471
24233,0.81
24234,0.748
24235,0.586
24236,0.716
24237,0.658
24238,0.741
24239,0.65
24240,0.725
24241,0.699
24242,0.576
24243,0.64
24244,0.569
24245,0.581
24246,0.467
24247,0.47
24248,0.676
24249,0.491
24250,0.628
24251,0.881
24252,0.586
24253,0.485
24254,0.553
24255,0.545
24256,0.682
24257,0.82
24258,0.621
24259,0.692
24260,0.74
24261,0.311
24262,0.678
24263,0.569
24264,0.509
24265,0.621
24266,0.692
24267,0.732
24268,0.756
24269,0.658
24270,0.561
24271,0.793
24272,0.572
24273,0.632
24274,0.471
24275,0.713
24276,0.718
24277,0.322
24278,0.743
24279,0.513
24280,0.662
24281,0.735
24282,0.473
24283,0.693
24284,0.353
24285,0.479
24286,0.504
24287,0.75
24288,0.385
24289,0.843
24290,0.585
24291,0.628
24292,0.569
24293,0.64
24294,0.901
24295,0.576
24296,0.493
24297,0.736
24298,0.651
24299,0.435
24300,0.716
24301,0.648
24302,0.594
24303,0.304
24304,0.591
24305,0.686
24306,0.197
24307,0.518
24308,0.393
24309,0.476
24310,0.55
24311,0.553
24312,0.619
24313,0.558
24314,0.821
24315,0.61
24316,0.646
24317,0.531
24318,0.562
24319,0.52
24320,0.605
24321,0.699
24322,0.449
24323,0.631
24324,0.736
24325,0.502
24326,0.526
24327,0.821
24328,0.732
24329,0.562
24330,0.581
24331,0.687
24332,0.526
24333,0.694
24334,0.623
24335,0.518
24336,0.713
24337,0.522
24338,0.771
24339,0.229
24340,0.449
24341,0.715
24342,0.691
24343,0.756
24344,0.621
24345,0.479
24346,0.631
24347,0.76
24348,0.594
24349,0.789
24350,0.353
24351,0.449
24352,0.485
24353,0.525
24354,0.789
24355,0.353
24356,0.658
24357,0.385
24358,0.621
24359,0.573
24360,0.603
24361,0.64
24362,0.517
24363,0.533
24364,0.771
24365,0.464
24366,0.628
24367,0.604
24368,0.517
24369,0.533
24370,0.648
24371,0.82
24372,0.424
24373,0.597
24374,0.638
24375,0.556
24376,0.843
24377,0.561
24378,0.597
24379,0.638
24380,0.346
24381,0.619
24382,0.391
24383,0.676
24384,0.649
24385,0.587
24386,0.861
24387,0.531
24388,0.642
24389,0.75
24390,0.545
24391,0.427
24392,0.637
24393,0.621
24394,0.518
24395,0.662
24396,0.4
24397,0.743
24398,0.582
24399,0.867
24400,0.667
24401,0.639
24402,0.477
24403,0.774
24404,0.566
24405,
24406,0.46
24407,0.431
24408,0.322
24409,0.906
24410,0.526
24411,0.723
24412,0.618
24413,0.624
24414,0.902
24415,0.422
24416,0.659
24417,0.75
24418,0.752
24419,0.51
24420,0.55
24421,0.754
24422,0.474
24423,0.32
24424,0.667
24425,0.536
24426,0.515
24427,0.53
24428,0.541
24429,0.649
24430,0.673
24431,0.839
24432,0.599
24433,0.604
24434,0.449
24435,0.578
24436,0.567
24437,0.427
24438,0.562
24439,0.667
24440,0.552
24441,0.489
24442,0.529
24443,0.61
24444,0.236
24445,0.683
24446,0.728
24447,0.597
24448,0.683
24449,0.602
24450,0.821
24451,0.617
24452,0.467
24453,0.621
24454,0.655
24455,0.355
24456,0.487
24457,0.572
24458,0.908
24459,0.908
24460,0.76
24461,0.76
24462,0.64
24463,0.816
24464,0.465
24465,0.576
24466,0.632
24467,0.47
24468,0.67
24469,0.762
24470,0.914
24471,0.631
24472,0.485
24473,0.561
24474,0.771
24475,0.585
24476,0.619
24477,0.615
24478,0.615
24479,0.412
24480,0.73
24481,0.683
24482,0.385
24483,0.428
24484,0.464
24485,0.412
24486,0.623
24487,0.442
24488,0.306
24489,0.646
24490,0.89
24491,0.7
24492,0.448
24493,0.754
24494,0.587
24495,0.726
24496,0.623
24497,0.89
24498,0.736
24499,0.899
24500,0.595
24501,0.502
24502,0.463
24503,0.485
24504,0.651
24505,0.491
24506,0.489
24507,0.651
24508,0.679
24509,0.531
24510,0.734
24511,0.843
24512,0.197
24513,0.518
24514,0.454
24515,0.67
24516,0.676
24517,0.715
24518,0.4
24519,0.538
24520,0.504
24521,0.748
24522,0.407
24523,0.713
24524,0.452
24525,0.608
24526,0.576
24527,0.52
24528,0.674
24529,0.847
24530,0.739
24531,0.463
24532,0.687
24533,0.519
24534,0.561
24535,0.633
24536,0.516
24537,0.435
24538,0.621
24539,0.429
24540,0.687
24541,0.686
24542,0.726
24543,0.578
24544,0.493
24545,0.393
24546,0.731
24547,0.554
24548,0.684
24549,0.716
24550,0.403
24551,0.599
24552,0.62
24553,0.366
24554,0.88
24555,0.568
24556,0.526
24557,0.537
24558,
24559,0.484
24560,0.753
24561,0.567
24562,0.715
24563,0.538
24564,0.81
24565,0.67
24566,0.427
24567,0.626
24568,
24569,0.66
24570,0.844
24571,0.782
24572,
24573,0.685
24574,0.618
24575,0.682
24576,0.648
24577,0.593
24578,0.686
24579,0.611
24580,0.608
24581,0.303
24582,0.599
24583,0.88
24584,0.353
24585,0.645
24586,0.608
24587,0.311
24588,0.485
24589,0.586
24590,0.52
24591,0.435
24592,0.548
24593,0.597
24594,0.435
24595,0.627
24596,0.236
24597,0.548
24598,0.694
24599,0.763
24600,0.898
24601,0.478
24602,0.567
24603,0.482
24604,0.293
24605,0.647
24606,0.621
24607,0.733
24608,0.502
24609,0.516
24610,0.567
24611,0.719
24612,0.639
24613,0.658
24614,0.52
24615,0.518
24616,0.784
24617,0.591
24618,0.748
24619,0.166
24620,0.935
24621,0.579
24622,0.621
24623,0.605
24624,0.731
24625,0.416
24626,0.454
24627,0.789
24628,0.648
24629,0.327
24630,0.467
24631,0.467
24632,0.424
24633,0.675
24634,0.645
24635,0.703
24636,0.578
24637,0.578
24638,0.616
24639,0.811
24640,0.698
24641,0.556
24642,0.438
24643,0.757
24644,0.562
24645,0.519
24646,0.842
24647,0.549
24648,0.741
24649,0.608
24650,0.771
24651,0.771
24652,0.721
24653,0.238
24654,0.545
24655,0.438
24656,0.818
24657,0.631
24658,0.521
24659,0.493
24660,0.744
24661,0.864
24662,0.75
24663,0.956
24664,0.608
24665,0.739
24666,0.589
24667,0.721
24668,0.71
24669,0.502
24670,0.929
24671,0.87
24672,0.589
24673,0.47
24674,0.631
24675,0.636
24676,0.744
24677,0.587
24678,0.602
24679,0.575
24680,0.953
24681,0.47
24682,0.909
24683,0.435
24684,0.304
24685,0.792
24686,0.712
24687,0.72
24688,0.49
24689,0.612
24690,0.664
24691,0.567
24692,0.84
24693,0.626
24694,0.501
24695,0.73
24696,0.622
24697,0.587
24698,0.619
24699,0.762
24700,0.488
24701,0.538
24702,0.609
24703,0.84
24704,0.454
24705,0.625
24706,0.566
24707,0.653
24708,0.767
24709,0.631
24710,0.937
24711,0.501
24712,0.748
24713,0.64
24714,0.633
24715,0.74
24716,0.64
24717,0.701
24718,0.364
24719,0.55
24720,0.594
24721,0.872
24722,0.549
24723,0.523
24724,
24725,0.688
24726,0.518
24727,0.574
24728,0.792
24729,0.566
24730,0.783
24731,0.621
24732,0.587
24733,0.621
24734,0.761
24735,0.654
24736,0.659
24737,0.346
24738,0.74
24739,0.95
24740,0.487
24741,0.532
24742,0.569
24743,0.683
24744,0.74
24745,0.813
24746,0.569
24747,0.602
24748,0.464
24749,0.754
24750,0.524
24751,0.504
24752,0.32
24753,0.715
24754,0.391
24755,0.77
24756,0.479
24757,0.496
24758,0.69
24759,0.756
24760,0.477
24761,0.845
24762,0.808
24763,0.548
24764,0.499
24765,0.622
24766,0.526
24767,0.856
24768,0.781
24769,0.596
24770,0.646
24771,0.651
24772,0.981
24773,0.706
24774,0.726
24775,0.427
24776,0.628
24777,0.418
24778,0.526
24779,0.703
24780,0.58
24781,0.537
24782,0.605
24783,0.739
24784,0.918
24785,0.656
24786,0.392
24787,0.482
24788,0.732
24789,0.618
24790,0.57
24791,0.402
24792,0.311
24793,0.416
24794,0.707
24795,0.545
24796,0.623
24797,0.918
24798,0.618
24799,0.576
24800,0.665
24801,0.64
24802,0.582
24803,0.748
24804,0.634
24805,0.723
24806,0.258
24807,0.766
24808,0.953
24809,0.457
24810,0.45
24811,0.734
24812,0.669
24813,0.617
24814,0.479
24815,0.515
24816,0.759
24817,0.561
24818,0.746
24819,0.426
24820,0.73
24821,0.573
24822,0.734
24823,0.612
24824,0.636
24825,0.63
24826,0.661
24827,0.956
24828,0.746
24829,0.981
24830,0.526
24831,0.582
24832,0.521
24833,0.485
24834,0.364
24835,0.531
24836,0.596
24837,0.464
24838,0.69
24839,0.649
24840,0.64
24841,0.608
24842,0.412
24843,0.485
24844,0.434
24845,0.87
24846,0.587
24847,0.515
24848,0.597
24849,0.453
24850,0.236
24851,0.567
24852,0.633
24853,0.613
24854,0.53
24855,0.585
24856,0.646
24857,0.627
24858,0.636
24859,0.438
24860,0.551
24861,0.733
24862,0.393
24863,0.703
24864,0.743
24865,0.435
24866,0.793
24867,
24868,0.574
24869,0.699
24870,0.567
24871,0.539
24872,0.789
24873,0.51
24874,0.716
24875,0.61
24876,0.816
24877,0.659
24878,0.597
24879,0.69
24880,0.701
24881,0.789
24882,0.597
24883,0.646
24884,0.512
24885,0.585
24886,0.647
24887,0.621
24888,0.64
24889,0.573
24890,0.661
24891,0.856
24892,0.628
24893,0.878
24894,0.454
24895,0.497
24896,0.697
24897,0.521
24898,0.569
24899,0.707
24900,0.51
24901,0.463
24902,0.75
24903,0.71
24904,0.736
24905,0.771
24906,0.653
24907,0.753
24908,0.678
24909,0.612
24910,0.802
24911,0.921
24912,0.87
24913,0.751
24914,0.8
24915,0.493
24916,0.843
24917,0.766
24918,0.811
24919,0.734
24920,0.727
24921,0.744
24922,0.744
24923,0.553
24924,0.569
24925,0.653
24926,0.537
24927,0.633
24928,0.607
24929,0.73
24930,0.559
24931,0.562
24932,0.727
24933,0.492
24934,0.615
24935,0.72
24936,0.623
24937,0.518
24938,0.576
24939,0.716
24940,0.722
24941,0.859
24942,0.701
24943,0.545
24944,0.59
24945,0.775
24946,0.696
24947,0.549
24948,0.866
24949,0.438
24950,0.848
24951,0.807
24952,0.733
24953,0.531
24954,0.728
24955,0.609
24956,0.482
24957,0.492
24958,0.753
24959,0.23
24960,0.726
24961,0.734
24962,0.63
24963,0.645
24964,0.774
24965,0.487
24966,0.724
24967,0.921
24968,0.626
24969,0.707
24970,0.344
24971,0.405
24972,0.644
24973,0.518
24974,0.725
24975,0.541
24976,0.528
24977,0.49
24978,0.597
24979,0.528
24980,0.438
24981,0.522
24982,0.687
24983,0.945
24984,0.663
24985,0.766
24986,0.607
24987,0.759
24988,0.706
24989,0.568
24990,0.825
24991,0.679
24992,0.64
24993,0.473
24994,0.861
24995,0.488
24996,0.767
24997,0.0668
24998,0.0668
24999,0.585
25000,0.815
25001,0.815
25002,0.587
25003,0.684
25004,0.784
25005,0.618
25006,0.679
25007,0.525
25008,0.805
25009,0.582
25010,0.293
25011,0.631
25012,0.478
25013,0.724
25014,0.639
25015,0.485
25016,0.569
25017,0.785
25018,0.74
25019,0.833
25020,0.473
25021,0.743
25022,0.602
25023,0.775
25024,0.599
25025,0.31
25026,0.629
25027,0.694
25028,0.583
25029,0.464
25030,0.656
25031,0.586
25032,0.578
25033,0.587
25034,0.69
25035,0.308
25036,0.592
25037,0.493
25038,0.46
25039,0.811
25040,0.716
25041,0.61
25042,0.465
25043,0.604
25044,0.713
25045,0.432
25046,0.625
25047,0.366
25048,0.673
25049,0.537
25050,0.596
25051,0.534
25052,0.426
25053,0.47
25054,0.585
25055,0.667
25056,0.647
25057,0.578
25058,0.556
25059,0.37
25060,0.73
25061,0.481
25062,0.692
25063,0.867
25064,0.983
25065,0.342
25066,0.975
25067,0.411
25068,0.684
25069,
25070,0.575
25071,0.293
25072,0.789
25073,0.458
25074,0.608
25075,0.689
25076,0.571
25077,0.921
25078,0.594
25079,0.422
25080,0.728
25081,0.473
25082,0.655
25083,0.395
25084,0.549
25085,0.627
25086,0.67
25087,0.417
25088,0.567
25089,0.586
25090,0.44
25091,0.983
25092,0.665
25093,0.621
25094,0.728
25095,0.718
25096,0.403
25097,0.571
25098,0.642
25099,0.703
25100,0.612
25101,0.649
25102,0.552
25103,0.606
25104,0.757
25105,0.491
25106,0.723
25107,0.746
25108,0.539
25109,0.369
25110,0.574
25111,0.238
25112,0.656
25113,0.655
25114,0.552
25115,0.457
25116,0.531
25117,0.857
25118,0.428
25119,0.623
25120,0.649
25121,0.548
25122,0.498
25123,0.635
25124,0.338
25125,0.501
25126,0.571
25127,0.69
25128,0.221
25129,0.757
25130,0.845
25131,0.867
25132,0.695
25133,0.663
25134,0.591
25135,0.697
25136,0.645
25137,0.59
25138,0.599
25139,0.87
25140,
25141,
25142,0.485
25143,0.776
25144,0.72
25145,0.705
25146,0.619
25147,0.531
25148,0.607
25149,0.56
25150,0.635
25151,0.404
25152,0.822
25153,0.696
25154,0.921
25155,0.756
25156,0.537
25157,0.753
25158,0.774
25159,0.587
25160,0.508
25161,0.813
25162,0.688
25163,0.646
25164,0.892
25165,0.667
25166,0.515
25167,0.856
25168,0.61
25169,0.566
25170,0.682
25171,0.805
25172,0.422
25173,0.327
25174,0.722
25175,0.545
25176,0.756
25177,0.775
25178,0.544
25179,0.843
25180,0.489
25181,0.748
25182,0.571
25183,0.67
25184,
25185,0.47
25186,0.808
25187,0.412
25188,0.725
25189,0.559
25190,0.701
25191,0.65
25192,0.551
25193,0.941
25194,0.698
25195,0.578
25196,0.756
25197,0.608
25198,0.717
25199,0.686
25200,0.596
25201,0.847
25202,0.676
25203,0.453
25204,0.583
25205,0.69
25206,0.782
25207,0.873
25208,0.722
25209,0.808
25210,0.679
25211,0.859
25212,0.524
25213,0.812
25214,0.572
25215,0.391
25216,0.74
25217,0.707
25218,0.576
25219,0.826
25220,0.762
25221,0.774
25222,0.334
25223,0.775
25224,0.687
25225,0.587
25226,0.655
25227,0.635
25228,0.579
25229,0.417
25230,0.533
25231,0.816
25232,0.464
25233,0.535
25234,0.814
25235,0.589
25236,0.82
25237,0.575
25238,0.503
25239,0.44
25240,0.62
25241,
25242,0.628
25243,0.985
25244,0.604
25245,0.678
25246,0.559
25247,0.573
25248,0.389
25249,0.655
25250,0.805
25251,0.683
25252,0.556
25253,0.921
25254,0.638
25255,0.539
25256,0.704
25257,0.731
25258,0.665
25259,0.493
25260,
25261,0.985
25262,0.561
25263,0.596
25264,0.659
25265,0.407
25266,0.744
25267,0.684
25268,0.616
25269,0.84
25270,0.427
25271,0.679
25272,0.756
25273,0.561
25274,0.847
25275,0.603
25276,0.792
25277,0.467
25278,0.37
25279,0.704
25280,0.526
25281,0.573
25282,0.527
25283,0.665
25284,0.82
25285,0.375
25286,0.64
25287,0.61
25288,0.487
25289,0.647
25290,0.59
25291,0.733
25292,0.574
25293,0.681
25294,0.847
25295,0.899
25296,0.504
25297,0.485
25298,0.762
25299,0.631
25300,0.698
25301,0.7
25302,0.621
25303,0.747
25304,0.548
25305,0.669
25306,0.8
25307,0.571
25308,0.603
25309,0.766
25310,0.627
25311,0.26
25312,0.46
25313,0.586
25314,0.64
25315,0.385
25316,0.593
25317,0.802
25318,0.569
25319,0.442
25320,0.585
25321,0.501
25322,0.52
25323,0.257
25324,0.51
25325,0.479
25326,0.313
25327,0.646
25328,0.413
25329,0.435
