,liveness
22929,0.0816
22930,0.229
22931,0.0398
22932,0.118
22933,0.102
22934,0.102
22935,0.0853
22936,0.109
22937,0.0842
22938,0.417
22939,0.209
22940,0.151
22941,0.224
22942,0.0582
22943,0.143
22944,0.34
22945,0.316
22946,0.28
22947,0.152
22948,0.344
22949,
22950,0.091
22951,0.0898
22952,0.107
22953,0.108
22954,0.0816
22955,0.111
22956,0.057
22957,0.118
22958,0.118
22959,0.241
22960,0.238
22961,0.226
22962,0.267
22963,0.0705
22964,0.189
22965,0.125
22966,
22967,0.196
22968,0.108
22969,0.108
22970,0.091
22971,0.211
22972,0.847
22973,0.131
22974,0.101
22975,0.0694
22976,0.131
22977,0.131
22978,0.131
22979,0.0834
22980,0.254
22981,0.151
22982,0.176
22983,0.329
22984,0.204
22985,0.0823
22986,0.176
22987,0.281
22988,0.281
22989,0.281
22990,0.344
22991,0.176
22992,0.151
22993,0.527
22994,0.143
22995,0.137
22996,0.195
22997,0.074
22998,0.107
22999,0.151
23000,0.0936
23001,0.323
23002,0.195
23003,0.0851
23004,0.11
23005,0.156
23006,0.077
23007,0.159
23008,0.706
23009,0.101
23010,0.151
23011,0.325
23012,0.643
23013,0.154
23014,0.152
23015,0.138
23016,0.226
23017,0.13
23018,0.325
23019,0.154
23020,0.167
23021,0.0625
23022,0.312
23023,0.727
23024,0.249
23025,0.0479
23026,0.63
23027,0.345
23028,0.119
23029,0.048
23030,0.131
23031,0.0899
23032,0.795
23033,0.138
23034,0.11
23035,0.111
23036,0.679
23037,0.138
23038,0.105
23039,0.14
23040,0.527
23041,0.097
23042,0.214
23043,0.0927
23044,0.109
23045,0.104
23046,0.11
23047,0.0768
23048,0.246
23049,0.132
23050,0.196
23051,0.0546
23052,0.167
23053,0.14
23054,0.621
23055,0.46
23056,0.091
23057,0.0546
23058,0.339
23059,0.352
23060,0.111
23061,0.157
23062,0.0942
23063,0.135
23064,
23065,0.22
23066,0.103
23067,0.148
23068,0.1
23069,0.109
23070,0.111
23071,0.0971
23072,0.1
23073,0.109
23074,0.108
23075,0.102
23076,0.163
23077,0.238
23078,0.0772
23079,0.106
23080,0.231
23081,0.204
23082,0.167
23083,0.144
23084,0.101
23085,0.103
23086,0.135
23087,0.361
23088,0.115
23089,0.0857
23090,0.242
23091,0.135
23092,0.538
23093,0.162
23094,0.242
23095,0.101
23096,0.318
23097,0.0695
23098,0.164
23099,0.235
23100,0.121
23101,0.0662
23102,0.311
23103,0.113
23104,0.0871
23105,0.0984
23106,0.116
23107,0.104
23108,0.123
23109,0.323
23110,0.0823
23111,0.167
23112,0.103
23113,0.113
23114,0.293
23115,0.1
23116,0.0902
23117,0.187
23118,0.148
23119,0.159
23120,0.101
23121,0.0952
23122,0.254
23123,0.104
23124,0.477
23125,0.0901
23126,0.679
23127,0.477
23128,0.111
23129,0.123
23130,0.189
23131,0.527
23132,0.195
23133,0.118
23134,0.144
23135,0.0437
23136,0.108
23137,0.148
23138,0.231
23139,0.226
23140,0.111
23141,0.122
23142,0.189
23143,0.0901
23144,0.168
23145,0.159
23146,0.108
23147,0.114
23148,0.0627
23149,0.0866
23150,0.11
23151,0.0692
23152,0.103
23153,0.129
23154,0.183
23155,0.318
23156,0.0994
23157,0.0952
23158,0.208
23159,0.0979
23160,0.227
23161,0.135
23162,0.189
23163,0.193
23164,0.114
23165,0.168
23166,0.12
23167,0.254
23168,0.124
23169,0.113
23170,0.13
23171,0.701
23172,0.323
23173,0.18
23174,0.111
23175,0.119
23176,0.104
23177,0.339
23178,0.604
23179,0.0832
23180,0.0832
23181,0.254
23182,0.0952
23183,0.146
23184,0.146
23185,0.0534
23186,0.0534
23187,0.231
23188,0.0984
23189,
23190,0.114
23191,0.18
23192,0.0942
23193,0.109
23194,0.0952
23195,0.727
23196,0.0895
23197,0.235
23198,0.105
23199,0.116
23200,0.274
23201,0.246
23202,0.13
23203,0.417
23204,0.108
23205,0.144
23206,0.162
23207,0.119
23208,0.0637
23209,0.0812
23210,0.198
23211,0.34
23212,0.114
23213,0.123
23214,0.101
23215,0.315
23216,0.0737
23217,0.272
23218,0.11
23219,0.167
23220,
23221,0.138
23222,0.5
23223,0.5
23224,
23225,0.374
23226,0.0837
23227,0.111
23228,0.095
23229,0.0837
23230,0.341
23231,0.0916
23232,0.105
23233,0.0471
23234,0.167
23235,0.206
23236,0.283
23237,0.143
23238,0.112
23239,0.0955
23240,0.0755
23241,0.0338
23242,0.162
23243,0.194
23244,0.252
23245,0.134
23246,0.0705
23247,0.0573
23248,0.311
23249,0.116
23250,0.0927
23251,0.103
23252,0.493
23253,0.115
23254,0.091
23255,0.129
23256,0.111
23257,0.132
23258,0.325
23259,0.0785
23260,0.489
23261,0.12
23262,0.325
23263,0.413
23264,0.0893
23265,0.137
23266,0.318
23267,0.213
23268,0.117
23269,0.102
23270,0.11
23271,0.109
23272,0.152
23273,0.292
23274,0.13
23275,0.0871
23276,0.133
23277,0.712
23278,0.431
23279,0.431
23280,0.892
23281,0.431
23282,0.119
23283,0.114
23284,0.118
23285,0.133
23286,0.167
23287,0.124
23288,0.0649
23289,0.334
23290,0.154
23291,0.0805
23292,0.106
23293,0.114
23294,0.124
23295,0.074
23296,0.427
23297,0.274
23298,0.105
23299,0.15
23300,0.36
23301,0.298
23302,0.11
23303,0.126
23304,0.0853
23305,0.269
23306,0.0993
23307,0.411
23308,0.0925
23309,0.0986
23310,0.404
23311,0.0634
23312,0.193
23313,0.0704
23314,0.0309
23315,0.158
23316,0.272
23317,0.167
23318,0.291
23319,0.622
23320,0.2
23321,0.129
23322,0.122
23323,0.379
23324,0.108
23325,0.108
23326,0.0896
23327,0.297
23328,0.179
23329,0.0984
23330,0.118
23331,0.102
23332,0.12
23333,0.165
23334,0.313
23335,0.11
23336,0.1
23337,0.113
23338,0.104
23339,0.259
23340,0.227
23341,0.0575
23342,0.297
23343,0.231
23344,0.104
23345,0.0958
23346,0.0942
23347,0.108
23348,0.281
23349,0.144
23350,0.144
23351,0.108
23352,0.103
23353,0.103
23354,0.561
23355,0.111
23356,0.561
23357,0.103
23358,0.103
23359,0.144
23360,0.108
23361,0.132
23362,0.0859
23363,0.103
23364,0.111
23365,0.0971
23366,0.101
23367,0.113
23368,
23369,0.135
23370,0.113
23371,0.157
23372,0.175
23373,0.122
23374,0.0931
23375,0.277
23376,0.0777
23377,0.0864
23378,0.11
23379,0.116
23380,0.101
23381,0.342
23382,0.189
23383,0.238
23384,0.603
23385,0.134
23386,0.0755
23387,0.0901
23388,0.101
23389,0.0952
23390,0.196
23391,0.11
23392,0.559
23393,0.338
23394,0.134
23395,0.0573
23396,0.111
23397,0.22
23398,0.115
23399,0.0881
23400,0.111
23401,0.151
23402,0.0921
23403,0.136
23404,0.136
23405,0.231
23406,0.151
23407,0.104
23408,0.127
23409,0.167
23410,0.1
23411,0.105
23412,0.0796
23413,0.323
23414,0.0711
23415,0.0591
23416,0.0309
23417,0.124
23418,0.111
23419,0.0668
23420,0.317
23421,0.323
23422,0.0982
23423,0.0929
23424,0.147
23425,0.47
23426,0.74
23427,0.0946
23428,0.41
23429,0.909
23430,0.44
23431,0.223
23432,0.103
23433,0.103
23434,0.0575
23435,0.0884
23436,0.108
23437,0.149
23438,0.0309
23439,0.0896
23440,0.588
23441,0.323
23442,0.44
23443,0.0309
23444,0.0671
23445,0.131
23446,0.133
23447,0.134
23448,0.158
23449,0.411
23450,0.08
23451,0.409
23452,0.131
23453,0.139
23454,0.138
23455,0.227
23456,0.119
23457,0.127
23458,0.0986
23459,0.194
23460,0.127
23461,0.0832
23462,0.086
23463,0.224
23464,0.409
23465,0.335
23466,0.22
23467,0.127
23468,0.0725
23469,0.465
23470,0.204
23471,0.154
23472,0.143
23473,0.147
23474,0.111
23475,0.951
23476,0.357
23477,0.23
23478,0.109
23479,0.575
23480,0.144
23481,0.129
23482,0.101
23483,0.253
23484,0.108
23485,0.46
23486,0.139
23487,0.0863
23488,0.099
23489,0.13
23490,0.116
23491,0.412
23492,0.208
23493,0.219
23494,0.612
23495,0.272
23496,0.122
23497,0.111
23498,0.152
23499,0.327
23500,0.0863
23501,0.167
23502,0.107
23503,0.0939
23504,0.28
23505,0.432
23506,0.1
23507,0.12
23508,0.312
23509,0.688
23510,0.092
23511,0.105
23512,0.106
23513,0.106
23514,0.105
23515,0.066
23516,0.0582
23517,0.238
23518,0.122
23519,0.106
23520,0.23
23521,0.331
23522,0.0984
23523,0.0952
23524,0.182
23525,0.099
23526,0.154
23527,0.0834
23528,0.11
23529,0.241
23530,0.0952
23531,
23532,0.111
23533,0.0906
23534,0.111
23535,
23536,0.0705
23537,0.297
23538,0.299
23539,0.192
23540,0.121
23541,0.267
23542,0.208
23543,0.257
23544,0.193
23545,0.107
23546,0.13
23547,0.1
23548,0.358
23549,0.114
23550,0.114
23551,0.0994
23552,0.168
23553,0.179
23554,0.132
23555,0.135
23556,0.146
23557,0.27
23558,0.0637
23559,0.102
23560,0.0816
23561,0.291
23562,0.0834
23563,0.115
23564,0.114
23565,0.15
23566,
23567,0.0901
23568,0.117
23569,0.303
23570,0.0846
23571,0.0846
23572,0.562
23573,0.439
23574,0.146
23575,0.0971
23576,0.386
23577,0.386
23578,0.103
23579,0.189
23580,0.349
23581,0.145
23582,0.41
23583,0.121
23584,0.111
23585,0.344
23586,0.356
23587,0.0877
23588,0.108
23589,0.152
23590,0.144
23591,0.115
23592,0.0897
23593,0.15
23594,0.138
23595,0.108
23596,0.17
23597,0.1
23598,0.106
23599,0.0992
23600,0.334
23601,0.151
23602,
23603,0.151
23604,0.109
23605,0.0914
23606,0.126
23607,0.196
23608,0.116
23609,0.192
23610,0.313
23611,0.08
23612,0.144
23613,0.0398
23614,0.0505
23615,0.134
23616,0.126
23617,0.34
23618,0.107
23619,0.339
23620,0.107
23621,0.126
23622,
23623,0.178
23624,0.126
23625,0.118
23626,0.105
23627,0.141
23628,0.107
23629,0.0816
23630,0.206
23631,0.113
23632,0.0824
23633,0.132
23634,0.856
23635,0.484
23636,0.0939
23637,0.253
23638,0.141
23639,0.216
23640,0.0939
23641,0.216
23642,0.241
23643,0.118
23644,0.0832
23645,0.076
23646,0.08
23647,0.3
23648,0.104
23649,0.104
23650,0.12
23651,0.074
23652,0.166
23653,0.135
23654,0.133
23655,0.111
23656,0.163
23657,0.313
23658,0.0924
23659,0.164
23660,0.25
23661,0.151
23662,0.133
23663,0.307
23664,0.873
23665,0.0768
23666,0.32
23667,0.106
23668,0.0546
23669,0.106
23670,0.32
23671,0.154
23672,0.192
23673,0.122
23674,0.0936
23675,0.272
23676,0.139
23677,0.148
23678,0.312
23679,
23680,0.195
23681,0.115
23682,0.132
23683,0.074
23684,0.256
23685,0.136
23686,0.0812
23687,0.0615
23688,0.156
23689,0.439
23690,0.13
23691,0.11
23692,0.274
23693,0.0992
23694,0.229
23695,0.153
23696,0.153
23697,0.115
23698,0.0591
23699,0.131
23700,0.166
23701,0.109
23702,0.131
23703,0.129
23704,0.353
23705,0.353
23706,0.118
23707,0.0921
23708,0.134
23709,0.129
23710,0.191
23711,0.121
23712,0.221
23713,0.33
23714,0.135
23715,0.107
23716,0.102
23717,0.136
23718,0.0917
23719,0.0943
23720,0.612
23721,0.111
23722,0.134
23723,0.116
23724,0.114
23725,0.166
23726,0.0796
23727,0.156
23728,0.0637
23729,0.23
23730,0.135
23731,0.109
23732,0.112
23733,0.113
23734,0.115
23735,0.583
23736,0.137
23737,0.11
23738,0.103
23739,0.249
23740,0.249
23741,0.102
23742,0.103
23743,0.482
23744,0.583
23745,0.13
23746,0.133
23747,0.0916
23748,0.164
23749,0.41
23750,0.141
23751,0.353
23752,0.196
23753,0.184
23754,0.167
23755,0.115
23756,0.382
23757,0.11
23758,0.108
23759,0.0942
23760,0.164
23761,0.339
23762,0.323
23763,0.65
23764,0.167
23765,0.133
23766,0.219
23767,0.699
23768,0.272
23769,0.408
23770,0.15
23771,0.489
23772,0.105
23773,0.159
23774,0.111
23775,0.0901
23776,0.272
23777,0.0992
23778,0.0599
23779,0.139
23780,0.148
23781,0.447
23782,0.174
23783,0.0694
23784,0.431
23785,0.465
23786,0.0694
23787,0.114
23788,0.235
23789,0.327
23790,0.195
23791,0.384
23792,0.0992
23793,0.11
23794,0.131
23795,0.119
23796,0.152
23797,0.454
23798,
23799,0.103
23800,0.0575
23801,0.0805
23802,0.0712
23803,0.119
23804,0.0737
23805,0.0737
23806,0.107
23807,0.16
23808,0.154
23809,0.105
23810,0.0462
23811,0.119
23812,0.0779
23813,0.123
23814,0.139
23815,0.0866
23816,0.276
23817,0.106
23818,0.167
23819,0.248
23820,0.204
23821,0.353
23822,0.242
23823,0.0923
23824,0.142
23825,0.0856
23826,0.111
23827,0.119
23828,0.133
23829,0.27
23830,0.0726
23831,0.121
23832,0.138
23833,0.122
23834,0.0984
23835,0.246
23836,0.114
23837,0.0857
23838,0.285
23839,0.122
23840,0.114
23841,0.198
23842,0.0437
23843,0.124
23844,0.0944
23845,0.14
23846,0.643
23847,
23848,0.336
23849,0.104
23850,0.0824
23851,0.114
23852,0.109
23853,0.098
23854,0.108
23855,0.698
23856,0.135
23857,0.134
23858,0.334
23859,0.148
23860,0.0917
23861,0.254
23862,0.0846
23863,0.34
23864,0.0795
23865,0.0816
23866,0.183
23867,0.183
23868,0.386
23869,0.261
23870,0.513
23871,0.542
23872,0.0998
23873,0.231
23874,0.0703
23875,0.375
23876,0.094
23877,0.141
23878,0.141
23879,0.334
23880,0.126
23881,0.134
23882,0.105
23883,0.131
23884,0.348
23885,0.717
23886,0.164
23887,0.0824
23888,0.432
23889,0.307
23890,0.115
23891,0.176
23892,0.152
23893,0.409
23894,0.158
23895,0.158
23896,0.0851
23897,0.1
23898,0.114
23899,0.241
23900,0.127
23901,0.13
23902,0.361
23903,0.307
23904,0.355
23905,0.318
23906,0.105
23907,0.246
23908,0.182
23909,0.0631
23910,0.28
23911,0.137
23912,0.527
23913,0.543
23914,
23915,0.0637
23916,0.111
23917,0.106
23918,0.116
23919,0.204
23920,0.744
23921,0.0856
23922,0.146
23923,0.0437
23924,0.336
23925,0.089
23926,0.106
23927,0.151
23928,0.29
23929,0.249
23930,0.36
23931,0.168
23932,0.168
23933,0.36
23934,0.114
23935,0.108
23936,0.562
23937,0.166
23938,0.384
23939,0.562
23940,0.166
23941,0.104
23942,0.0818
23943,0.142
23944,0.108
23945,0.192
23946,0.107
23947,0.127
23948,0.111
23949,0.213
23950,0.258
23951,0.142
23952,0.114
23953,0.0942
23954,0.132
23955,0.712
23956,0.253
23957,0.0692
23958,0.0976
23959,0.121
23960,0.113
23961,0.11
23962,0.0897
23963,0.119
23964,0.0846
23965,0.133
23966,0.156
23967,0.116
23968,0.139
23969,0.162
23970,0.0959
23971,
23972,0.124
23973,0.0705
23974,0.338
23975,0.0779
23976,0.679
23977,0.138
23978,0.686
23979,0.115
23980,0.0917
23981,0.103
23982,0.482
23983,0.102
23984,0.195
23985,0.383
23986,0.126
23987,0.114
23988,0.366
23989,0.105
23990,0.74
23991,0.179
23992,0.628
23993,0.0954
23994,0.439
23995,0.134
23996,0.1
23997,0.108
23998,0.121
23999,0.163
24000,0.604
24001,0.104
24002,0.362
24003,0.342
24004,0.111
24005,0.144
24006,0.0917
24007,0.0993
24008,0.145
24009,0.408
24010,0.13
24011,0.111
24012,0.25
24013,0.118
24014,0.158
24015,0.304
24016,0.0599
24017,0.097
24018,0.0936
24019,0.086
24020,0.0796
24021,0.0921
24022,0.0916
24023,0.0879
24024,0.252
24025,0.099
24026,0.139
24027,0.238
24028,0.108
24029,0.111
24030,0.396
24031,0.0694
24032,0.113
24033,0.242
24034,0.105
24035,0.123
24036,0.0981
24037,0.254
24038,0.0471
24039,0.0462
24040,0.187
24041,0.181
24042,0.0662
24043,0.163
24044,0.909
24045,0.077
24046,0.169
24047,0.122
24048,0.109
24049,0.107
24050,0.101
24051,0.291
24052,0.253
24053,0.0943
24054,0.0944
24055,0.118
24056,0.389
24057,0.11
24058,0.151
24059,0.0782
24060,0.381
24061,0.0505
24062,0.141
24063,0.114
24064,0.386
24065,0.35
24066,0.123
24067,0.224
24068,0.196
24069,0.121
24070,0.406
24071,0.0927
24072,0.534
24073,0.269
24074,0.14
24075,0.111
24076,0.156
24077,0.124
24078,0.349
24079,0.105
24080,0.112
24081,0.133
24082,0.0768
24083,0.214
24084,0.117
24085,0.178
24086,0.0582
24087,0.0338
24088,0.0737
24089,0.269
24090,0.0703
24091,0.143
24092,0.12
24093,0.0793
24094,0.142
24095,0.0852
24096,0.118
24097,0.568
24098,0.242
24099,0.158
24100,0.14
24101,0.0898
24102,0.196
24103,0.151
24104,0.254
24105,0.141
24106,0.454
24107,0.138
24108,0.256
24109,0.559
24110,0.138
24111,0.129
24112,0.119
24113,0.0897
24114,0.588
24115,0.0817
24116,0.36
24117,0.122
24118,0.11
24119,
24120,0.27
24121,0.086
24122,0.115
24123,0.252
24124,0.144
24125,0.121
24126,0.159
24127,0.101
24128,0.126
24129,0.444
24130,0.108
24131,0.103
24132,0.22
24133,0.701
24134,0.103
24135,0.121
24136,0.0804
24137,0.109
24138,0.338
24139,0.166
24140,0.325
24141,0.121
24142,0.0927
24143,0.178
24144,0.144
24145,0.143
24146,0.143
24147,0.534
24148,0.0816
24149,0.17
24150,0.111
24151,0.33
24152,0.115
24153,0.272
24154,0.101
24155,0.0984
24156,0.248
24157,0.742
24158,0.0982
24159,0.187
24160,0.131
24161,0.135
24162,0.114
24163,0.617
24164,0.0795
24165,0.116
24166,0.0571
24167,0.0338
24168,0.161
24169,0.108
24170,0.256
24171,0.114
24172,0.0712
24173,0.101
24174,0.374
24175,0.0646
24176,0.108
24177,0.0888
24178,0.135
24179,0.119
24180,0.0779
24181,0.383
24182,0.109
24183,0.0844
24184,0.104
24185,0.252
24186,0.229
24187,0.115
24188,0.193
24189,0.115
24190,0.41
24191,0.252
24192,0.283
24193,0.39
24194,0.252
24195,0.229
24196,0.112
24197,0.106
24198,0.527
24199,0.411
24200,0.167
24201,0.11
24202,0.247
24203,0.297
24204,0.0669
24205,0.111
24206,0.194
24207,0.0952
24208,0.425
24209,0.238
24210,0.145
24211,0.145
24212,0.0982
24213,0.296
24214,0.107
24215,0.107
24216,0.253
24217,0.221
24218,0.0705
24219,0.112
24220,0.509
24221,0.856
24222,0.087
24223,0.194
24224,0.102
24225,0.0936
24226,0.17
24227,0.123
24228,0.527
24229,0.113
24230,0.113
24231,0.13
24232,0.13
24233,0.133
24234,0.0798
24235,0.132
24236,0.892
24237,0.111
24238,0.096
24239,0.568
24240,0.086
24241,0.295
24242,0.154
24243,0.137
24244,0.1
24245,0.183
24246,0.131
24247,0.643
24248,0.163
24249,0.111
24250,0.386
24251,0.269
24252,0.193
24253,0.141
24254,0.0694
24255,0.151
24256,0.1
24257,0.144
24258,0.0793
24259,0.603
24260,0.218
24261,0.11
24262,0.0986
24263,0.1
24264,0.489
24265,0.0793
24266,0.603
24267,0.0705
24268,0.118
24269,0.111
24270,0.109
24271,0.727
24272,0.121
24273,0.64
24274,0.13
24275,0.617
24276,0.23
24277,0.115
24278,0.137
24279,0.107
24280,0.304
24281,0.412
24282,0.13
24283,0.11
24284,0.102
24285,0.129
24286,0.123
24287,0.482
24288,0.274
24289,0.164
24290,0.132
24291,0.254
24292,0.1
24293,0.137
24294,0.0924
24295,0.154
24296,0.156
24297,0.11
24298,0.0772
24299,0.342
24300,0.252
24301,0.126
24302,0.123
24303,0.112
24304,0.183
24305,0.375
24306,0.296
24307,0.325
24308,0.135
24309,0.199
24310,0.112
24311,0.117
24312,0.323
24313,0.116
24314,0.594
24315,0.118
24316,0.103
24317,0.11
24318,0.138
24319,0.131
24320,0.329
24321,0.195
24322,0.119
24323,0.0998
24324,0.949
24325,0.144
24326,0.124
24327,0.139
24328,0.111
24329,0.0979
24330,0.166
24331,0.162
24332,0.0571
24333,0.074
24334,0.404
24335,0.107
24336,0.0923
24337,0.259
24338,0.362
24339,0.113
24340,0.113
24341,0.119
24342,0.126
24343,0.247
24344,0.0944
24345,0.0703
24346,0.0998
24347,0.158
24348,0.115
24349,0.688
24350,0.102
24351,0.119
24352,0.141
24353,0.101
24354,0.688
24355,0.102
24356,0.111
24357,0.274
24358,0.0793
24359,0.538
24360,0.113
24361,0.137
24362,0.143
24363,0.103
24364,0.362
24365,0.238
24366,0.254
24367,0.272
24368,0.143
24369,0.103
24370,0.126
24371,0.575
24372,0.0834
24373,0.323
24374,0.0931
24375,0.527
24376,0.164
24377,0.109
24378,0.323
24379,0.0931
24380,0.108
24381,0.0811
24382,0.297
24383,0.163
24384,0.122
24385,0.214
24386,0.164
24387,0.224
24388,0.0658
24389,0.174
24390,0.151
24391,0.21
24392,0.171
24393,0.0944
24394,0.325
24395,0.534
24396,0.334
24397,0.137
24398,0.0759
24399,0.33
24400,0.0753
24401,0.0698
24402,0.0929
24403,0.281
24404,0.0917
24405,
24406,0.0947
24407,0.274
24408,0.115
24409,0.182
24410,0.124
24411,0.213
24412,0.32
24413,0.332
24414,0.112
24415,0.152
24416,0.098
24417,0.174
24418,0.141
24419,0.107
24420,0.112
24421,0.63
24422,0.278
24423,0.121
24424,0.246
24425,0.129
24426,0.0888
24427,0.227
24428,0.102
24429,0.122
24430,0.133
24431,0.193
24432,0.0711
24433,0.272
24434,0.119
24435,0.403
24436,0.135
24437,0.111
24438,0.138
24439,0.11
24440,0.0952
24441,0.411
24442,0.0884
24443,0.36
24444,0.272
24445,0.124
24446,0.107
24447,0.152
24448,0.706
24449,0.178
24450,0.594
24451,0.264
24452,0.131
24453,0.0793
24454,0.115
24455,0.159
24456,0.115
24457,0.121
24458,0.0705
24459,0.0705
24460,0.175
24461,0.175
24462,0.209
24463,0.169
24464,0.384
24465,0.08
24466,0.378
24467,0.141
24468,0.0837
24469,0.527
24470,0.744
24471,0.0998
24472,0.141
24473,0.109
24474,0.0853
24475,0.132
24476,0.126
24477,0.429
24478,0.429
24479,0.219
24480,0.0994
24481,0.28
24482,0.274
24483,0.114
24484,0.238
24485,0.219
24486,0.404
24487,0.111
24488,0.12
24489,0.101
24490,0.249
24491,0.216
24492,0.109
24493,0.136
24494,0.214
24495,0.316
24496,0.404
24497,0.249
24498,0.949
24499,0.0568
24500,0.0939
24501,0.144
24502,0.151
24503,0.299
24504,0.139
24505,0.111
24506,0.411
24507,0.235
24508,0.347
24509,0.11
24510,0.293
24511,0.164
24512,0.296
24513,0.325
24514,0.0896
24515,0.114
24516,0.0592
24517,0.119
24518,0.334
24519,0.192
24520,0.417
24521,0.165
24522,0.082
24523,0.431
24524,0.0495
24525,0.103
24526,0.15
24527,0.134
24528,0.0997
24529,0.386
24530,0.102
24531,0.109
24532,0.162
24533,0.0971
24534,0.0992
24535,0.0993
24536,0.878
24537,0.342
24538,0.0944
24539,0.109
24540,0.121
24541,0.375
24542,0.115
24543,0.142
24544,0.129
24545,0.135
24546,0.0731
24547,0.612
24548,0.117
24549,0.252
24550,0.22
24551,0.785
24552,0.118
24553,0.261
24554,0.0723
24555,0.253
24556,0.124
24557,0.103
24558,
24559,0.103
24560,0.628
24561,0.0898
24562,0.119
24563,0.192
24564,0.133
24565,0.0892
24566,0.21
24567,0.167
24568,
24569,0.297
24570,0.087
24571,0.318
24572,
24573,0.165
24574,0.32
24575,0.122
24576,0.266
24577,0.124
24578,0.193
24579,0.105
24580,0.406
24581,0.169
24582,0.785
24583,0.123
24584,0.102
24585,0.163
24586,0.105
24587,0.11
24588,0.141
24589,0.0558
24590,0.109
24591,0.342
24592,0.167
24593,0.323
24594,0.342
24595,0.0923
24596,0.272
24597,0.167
24598,0.074
24599,0.368
24600,0.304
24601,0.107
24602,0.0898
24603,0.143
24604,0.115
24605,0.0943
24606,0.0944
24607,0.114
24608,0.144
24609,0.115
24610,0.0836
24611,0.0721
24612,0.0698
24613,0.111
24614,0.131
24615,0.325
24616,0.0671
24617,0.196
24618,0.165
24619,0.103
24620,0.422
24621,0.11
24622,0.499
24623,0.329
24624,0.1
24625,0.103
24626,0.0896
24627,0.688
24628,0.126
24629,0.108
24630,0.131
24631,0.334
24632,0.0834
24633,0.0991
24634,0.163
24635,0.0895
24636,0.359
24637,0.359
24638,0.0848
24639,0.362
24640,0.101
24641,0.527
24642,0.139
24643,0.106
24644,0.0979
24645,0.122
24646,0.856
24647,0.137
24648,0.699
24649,0.105
24650,0.0853
24651,0.0853
24652,0.0929
24653,0.275
24654,0.139
24655,0.142
24656,0.74
24657,0.0806
24658,0.0534
24659,0.0917
24660,0.074
24661,0.0818
24662,0.109
24663,0.46
24664,0.105
24665,0.102
24666,0.108
24667,0.111
24668,0.133
24669,0.144
24670,0.11
24671,0.299
24672,0.164
24673,0.141
24674,0.0806
24675,0.133
24676,0.074
24677,0.111
24678,0.178
24679,0.276
24680,0.108
24681,0.141
24682,0.119
24683,0.342
24684,0.112
24685,0.0437
24686,0.182
24687,0.114
24688,0.0942
24689,0.0505
24690,0.133
24691,0.0836
24692,0.329
24693,0.396
24694,0.339
24695,0.113
24696,0.122
24697,0.111
24698,0.113
24699,0.527
24700,0.241
24701,0.0945
24702,0.111
24703,0.138
24704,0.285
24705,0.248
24706,0.0619
24707,0.103
24708,0.114
24709,0.132
24710,0.497
24711,0.189
24712,0.0798
24713,0.137
24714,0.106
24715,0.204
24716,0.137
24717,0.0851
24718,0.195
24719,0.107
24720,0.0967
24721,0.103
24722,0.0916
24723,0.103
24724,
24725,0.148
24726,0.325
24727,0.146
24728,0.167
24729,0.34
24730,0.113
24731,0.0958
24732,0.167
24733,0.161
24734,0.0823
24735,0.0996
24736,0.372
24737,0.0881
24738,0.204
24739,0.13
24740,0.115
24741,0.247
24742,0.1
24743,0.28
24744,0.102
24745,0.106
24746,0.056
24747,0.0637
24748,0.238
24749,0.136
24750,0.2
24751,0.417
24752,0.121
24753,0.182
24754,0.129
24755,0.229
24756,0.527
24757,0.252
24758,0.104
24759,0.11
24760,0.266
24761,0.122
24762,0.207
24763,0.113
24764,0.129
24765,0.151
24766,0.105
24767,0.278
24768,0.126
24769,0.119
24770,0.166
24771,0.0772
24772,0.357
24773,0.352
24774,0.115
24775,0.307
24776,0.254
24777,0.126
24778,0.356
24779,0.0895
24780,0.111
24781,0.102
24782,0.329
24783,0.158
24784,0.113
24785,0.0986
24786,0.134
24787,0.0839
24788,0.111
24789,0.244
24790,0.0832
24791,0.11
24792,0.11
24793,0.146
24794,0.12
24795,0.25
24796,0.131
24797,0.113
24798,0.244
24799,0.207
24800,0.123
24801,0.951
24802,0.115
24803,0.165
24804,0.0952
24805,0.352
24806,0.103
24807,0.425
24808,0.331
24809,0.146
24810,0.103
24811,0.293
24812,0.127
24813,0.345
24814,0.191
24815,0.235
24816,0.312
24817,0.133
24818,0.113
24819,0.213
24820,0.11
24821,0.0868
24822,0.293
24823,0.198
24824,0.105
24825,0.109
24826,0.214
24827,0.46
24828,0.113
24829,0.357
24830,0.107
24831,0.0771
24832,0.123
24833,0.107
24834,0.271
24835,0.11
24836,0.0805
24837,0.238
24838,0.101
24839,0.122
24840,0.209
24841,0.105
24842,0.126
24843,0.141
24844,0.165
24845,0.299
24846,0.148
24847,0.321
24848,0.323
24849,0.14
24850,0.272
24851,0.0998
24852,0.172
24853,0.134
24854,0.227
24855,0.132
24856,0.103
24857,0.0795
24858,0.106
24859,0.142
24860,0.134
24861,0.114
24862,0.135
24863,0.231
24864,0.163
24865,0.114
24866,0.727
24867,
24868,0.169
24869,0.195
24870,0.0836
24871,0.124
24872,0.688
24873,0.107
24874,0.252
24875,0.36
24876,0.169
24877,0.098
24878,0.152
24879,0.303
24880,0.0895
24881,0.688
24882,0.152
24883,0.125
24884,0.119
24885,0.118
24886,0.0649
24887,0.0793
