,track_length
7468,118500.0
7469,235566.0
7470,132813.0
7471,130909.0
7472,203897.0
7473,264531.0
7474,241682.0
7475,116559.0
7476,245386.0
7477,169146.0
7478,207790.0
7479,224284.0
7480,207400.0
7481,224506.0
7482,
7483,182706.0
7484,209269.0
7485,188563.0
7486,167410.0
7487,179449.0
7488,164773.0
7489,261492.0
7490,339066.0
7491,195428.0
7492,166605.0
7493,190066.0
7494,189486.0
7495,157891.0
7496,146206.0
7497,202747.0
7498,302004.0
7499,228759.0
7500,145626.0
7501,218200.0
7502,145292.0
7503,220995.0
7504,235535.0
7505,246413.0
7506,194809.0
7507,234626.0
7508,228386.0
7509,215364.0
7510,180182.0
7511,132986.0
7512,
7513,96063.0
7514,154023.0
7515,186223.0
7516,242306.0
7517,202040.0
7518,247058.0
7519,148148.0
7520,198504.0
7521,101516.0
7522,161829.0
7523,397666.0
7524,236571.0
7525,223186.0
7526,201706.0
7527,189322.0
7528,165053.0
7529,251333.0
7530,248520.0
7531,213080.0
7532,208493.0
7533,199549.0
7534,173619.0
7535,207626.0
7536,169396.0
7537,228366.0
7538,224903.0
7539,297404.0
7540,175710.0
7541,239314.0
7542,282480.0
7543,266325.0
7544,228366.0
7545,282480.0
7546,248431.0
7547,228366.0
7548,260640.0
7549,129264.0
7550,147600.0
7551,177651.0
7552,199026.0
7553,186945.0
7554,248431.0
7555,170920.0
7556,234614.0
7557,225050.0
7558,175954.0
7559,177866.0
7560,222801.0
7561,187105.0
7562,177866.0
7563,232838.0
7564,230693.0
7565,217866.0
7566,305840.0
7567,167157.0
7568,213593.0
7569,165880.0
7570,215838.0
7571,156780.0
7572,269083.0
7573,202040.0
7574,186872.0
7575,179233.0
7576,200655.0
7577,248586.0
7578,151066.0
7579,194594.0
7580,171861.0
7581,217060.0
7582,205666.0
7583,184440.0
7584,225919.0
7585,239660.0
7586,135506.0
7587,198866.0
7588,198866.0
7589,189974.0
7590,176720.0
7591,167106.0
7592,180506.0
7593,232064.0
7594,70044.0
7595,236000.0
7596,
7597,166101.0
7598,404666.0
7599,268949.0
7600,208733.0
7601,200889.0
7602,220293.0
7603,191033.0
7604,263013.0
7605,161829.0
7606,142000.0
7607,210666.0
7608,181237.0
7609,174133.0
7610,226600.0
7611,151640.0
7612,159183.0
7613,365317.0
7614,207626.0
7615,337989.0
7616,218283.0
7617,158040.0
7618,161626.0
7619,228386.0
7620,215838.0
7621,120018.0
7622,180923.0
7623,292799.0
7624,156346.0
7625,228386.0
7626,175169.0
7627,180293.0
7628,226000.0
7629,180923.0
7630,107280.0
7631,192779.0
7632,236300.0
7633,180506.0
7634,205040.0
7635,158691.0
7636,173419.0
7637,268434.0
7638,202040.0
7639,212653.0
7640,167410.0
7641,189321.0
7642,161377.0
7643,156885.0
7644,216668.0
7645,221353.0
7646,209115.0
7647,191359.0
7648,248586.0
7649,178373.0
7650,276920.0
7651,195058.0
7652,213132.0
7653,127843.0
7654,173061.0
7655,230400.0
7656,144000.0
7657,266551.0
7658,223346.0
7659,238614.0
7660,214960.0
7661,158706.0
7662,221272.0
7663,238614.0
7664,205040.0
7665,195053.0
7666,169500.0
7667,166101.0
7668,177000.0
7669,378893.0
7670,182723.0
7671,149546.0
7672,135920.0
7673,193143.0
7674,147720.0
7675,189974.0
7676,169500.0
7677,149546.0
7678,169500.0
7679,189974.0
7680,98200.0
7681,107146.0
7682,186344.0
7683,169826.0
7684,166960.0
7685,107146.0
7686,227533.0
7687,149077.0
7688,161906.0
7689,241720.0
7690,386906.0
7691,227533.0
7692,241720.0
7693,255093.0
7694,223480.0
7695,249836.0
7696,268043.0
7697,231813.0
7698,304333.0
7699,210000.0
7700,159572.0
7701,135064.0
7702,349600.0
7703,203881.0
7704,176702.0
7705,177747.0
7706,141413.0
7707,198666.0
7708,203133.0
7709,226320.0
7710,164746.0
7711,183906.0
7712,186826.0
7713,248174.0
7714,146225.0
7715,203881.0
7716,135064.0
7717,163840.0
7718,135441.0
7719,190680.0
7720,189321.0
7721,198147.0
7722,241720.0
7723,547106.0
7724,234857.0
7725,224284.0
7726,227373.0
7727,161829.0
7728,241440.0
7729,155497.0
7730,315346.0
7731,202625.0
7732,272506.0
7733,174066.0
7734,187105.0
7735,153474.0
7736,209115.0
7737,201706.0
7738,230400.0
7739,164000.0
7740,221272.0
7741,154406.0
7742,176640.0
7743,194621.0
7744,203897.0
7745,156780.0
7746,181237.0
7747,
7748,159714.0
7749,228366.0
7750,235232.0
7751,349600.0
7752,141586.0
7753,157891.0
7754,182386.0
7755,195299.0
7756,207866.0
7757,166101.0
7758,139200.0
7759,142000.0
7760,324674.0
7761,158205.0
7762,165123.0
7763,150475.0
7764,262544.0
7765,147600.0
7766,221538.0
7767,170955.0
7768,182520.0
7769,151640.0
7770,147600.0
7771,180293.0
7772,215838.0
7773,182000.0
7774,238000.0
7775,216386.0
7776,184699.0
7777,121704.0
7778,148278.0
7779,217828.0
7780,217828.0
7781,173801.0
7782,192539.0
7783,146520.0
7784,178153.0
7785,383036.0
7786,192956.0
7787,202960.0
7788,192946.0
7789,192956.0
7790,194732.0
7791,383036.0
7792,199680.0
7793,255093.0
7794,383036.0
7795,192956.0
7796,148148.0
7797,226000.0
7798,226000.0
7799,225050.0
7800,164773.0
7801,177866.0
7802,201706.0
7803,206626.0
7804,192946.0
7805,192946.0
7806,255093.0
7807,211039.0
7808,198944.0
7809,221333.0
7810,137173.0
7811,167453.0
7812,248174.0
7813,142273.0
7814,161829.0
7815,210261.0
7816,239026.0
7817,126345.0
7818,174066.0
7819,167552.0
7820,189486.0
7821,180800.0
7822,233901.0
7823,262544.0
7824,235566.0
7825,108554.0
7826,120076.0
7827,210545.0
7828,174315.0
7829,547106.0
7830,203200.0
7831,185610.0
7832,126960.0
7833,155497.0
7834,276147.0
7835,175954.0
7836,202625.0
7837,189341.0
7838,135418.0
7839,208493.0
7840,156346.0
7841,387602.0
7842,233087.0
7843,196400.0
7844,204026.0
7845,200000.0
7846,177866.0
7847,201706.0
7848,264000.0
7849,302004.0
7850,182723.0
7851,183906.0
7852,238816.0
7853,190146.0
7854,138996.0
7855,173801.0
7856,157891.0
7857,135000.0
7858,208293.0
7859,200889.0
7860,378893.0
7861,299226.0
7862,160009.0
7863,180129.0
7864,194809.0
7865,211800.0
7866,224903.0
7867,181825.0
7868,189176.0
7869,234215.0
7870,204363.0
7871,161906.0
7872,203907.0
7873,156637.0
7874,198848.0
7875,174967.0
7876,169560.0
7877,221538.0
7878,176590.0
7879,132813.0
7880,204375.0
7881,127373.0
7882,156780.0
7883,181263.0
7884,182706.0
7885,307000.0
7886,108034.0
7887,222592.0
7888,157202.0
7889,164579.0
7890,226320.0
7891,238614.0
7892,154424.0
7893,515386.0
7894,187522.0
7895,190120.0
7896,183681.0
7897,156346.0
7898,249093.0
7899,191813.0
7900,212821.0
7901,467586.0
7902,237654.0
7903,216320.0
7904,156780.0
7905,241440.0
7906,157816.0
7907,254022.0
7908,129843.0
7909,181573.0
7910,107280.0
7911,166400.0
7912,231963.0
7913,89155.0
7914,208733.0
7915,235986.0
7916,219340.0
7917,151481.0
7918,180506.0
7919,189341.0
7920,135441.0
7921,256162.0
7922,256162.0
7923,156637.0
7924,156637.0
7925,99108.0
7926,417226.0
7927,203266.0
7928,145542.0
7929,265120.0
7930,182723.0
7931,219663.0
7932,214960.0
7933,217000.0
7934,152000.0
7935,213877.0
7936,145626.0
7937,117073.0
7938,177864.0
7939,195046.0
7940,224954.0
7941,150760.0
7942,169411.0
7943,242320.0
7944,189830.0
7945,204363.0
7946,189322.0
7947,129316.0
7948,310666.0
7949,228706.0
7950,251080.0
7951,258880.0
7952,107146.0
7953,202620.0
7954,179449.0
7955,233087.0
7956,135000.0
7957,193511.0
7958,193973.0
7959,120076.0
7960,272500.0
7961,163902.0
7962,181263.0
7963,149880.0
7964,186944.0
7965,187199.0
7966,204600.0
7967,195590.0
7968,227474.0
7969,127200.0
7970,175093.0
7971,288624.0
7972,176702.0
7973,148655.0
7974,227571.0
7975,160481.0
7976,150769.0
7977,174853.0
7978,193143.0
7979,174853.0
7980,156000.0
7981,158691.0
7982,214592.0
7983,218283.0
7984,243976.0
7985,151649.0
7986,229586.0
7987,211920.0
7988,270586.0
7989,211013.0
7990,192000.0
7991,148655.0
7992,216946.0
7993,324189.0
7994,203907.0
7995,225641.0
7996,193293.0
7997,190288.0
7998,106496.0
7999,197758.0
8000,155473.0
8001,349933.0
8002,158120.0
8003,220853.0
8004,230439.0
8005,315773.0
8006,255093.0
8007,204026.0
8008,284040.0
8009,217226.0
8010,132813.0
8011,235535.0
8012,73846.0
8013,204805.0
8014,201706.0
8015,166093.0
8016,264000.0
8017,138000.0
8018,
8019,157400.0
8020,126960.0
8021,199432.0
8022,251422.0
8023,116680.0
8024,221272.0
8025,193026.0
8026,148278.0
8027,351946.0
8028,185610.0
8029,161746.0
8030,207866.0
8031,164619.0
8032,246173.0
8033,166960.0
8034,292093.0
8035,193313.0
8036,150475.0
8037,192956.0
8038,383036.0
8039,387602.0
8040,152000.0
8041,198520.0
8042,123560.0
8043,192956.0
8044,159183.0
8045,229320.0
8046,167106.0
8047,181948.0
8048,284493.0
8049,218146.0
8050,132986.0
8051,151481.0
8052,332300.0
8053,150769.0
8054,185610.0
8055,241440.0
8056,120906.0
8057,169146.0
8058,229893.0
8059,175827.0
8060,170400.0
8061,284493.0
8062,132986.0
8063,161746.0
8064,207866.0
8065,178131.0
8066,219360.0
8067,200889.0
8068,151481.0
8069,186680.0
8070,160009.0
8071,202625.0
8072,213080.0
8073,156000.0
8074,157656.0
8075,180800.0
8076,208462.0
8077,181825.0
8078,200134.0
8079,216946.0
8080,162400.0
8081,198902.0
8082,101516.0
8083,165640.0
8084,232959.0
8085,135380.0
8086,257493.0
8087,165640.0
8088,135920.0
8089,165517.0
8090,168379.0
8091,146225.0
8092,176382.0
8093,249836.0
8094,161746.0
8095,255093.0
8096,239835.0
8097,139200.0
8098,179830.0
8099,207626.0
8100,239835.0
8101,139200.0
8102,192066.0
8103,165053.0
8104,256533.0
8105,135418.0
8106,216893.0
8107,310666.0
8108,146666.0
8109,
8110,175755.0
8111,148148.0
8112,217925.0
8113,135000.0
8114,196077.0
8115,318750.0
8116,232959.0
8117,247714.0
8118,332300.0
8119,263013.0
8120,141744.0
8121,241440.0
8122,145546.0
8123,156266.0
8124,192200.0
8125,208493.0
8126,231333.0
8127,277386.0
8128,203569.0
8129,180000.0
8130,233560.0
8131,196138.0
8132,156885.0
8133,156885.0
8134,231963.0
8135,142969.0
8136,231963.0
8137,150043.0
8138,150043.0
8139,
8140,156885.0
8141,176720.0
8142,217828.0
8143,231963.0
8144,145588.0
8145,217828.0
8146,209115.0
8147,180182.0
8148,150043.0
8149,270714.0
8150,142969.0
8151,185610.0
8152,196138.0
8153,217828.0
8154,218283.0
8155,
8156,156885.0
8157,176720.0
8158,209115.0
8159,156885.0
8160,176720.0
8161,145588.0
8162,312820.0
8163,145588.0
8164,312820.0
8165,231963.0
8166,190557.0
8167,338438.0
8168,270714.0
8169,142969.0
8170,185610.0
8171,180182.0
8172,150043.0
8173,270714.0
8174,217828.0
8175,196138.0
8176,142969.0
8177,218283.0
8178,
8179,209115.0
8180,145588.0
8181,156885.0
8182,176720.0
8183,176720.0
8184,176382.0
8185,192956.0
8186,383036.0
8187,146206.0
8188,270714.0
8189,173419.0
8190,150760.0
8191,297786.0
8192,157202.0
8193,198147.0
8194,157656.0
8195,337640.0
8196,162528.0
8197,195428.0
8198,202193.0
8199,165977.0
8200,186223.0
8201,136760.0
8202,256533.0
8203,213884.0
8204,268933.0
8205,239026.0
8206,461840.0
8207,211920.0
8208,218200.0
8209,158332.0
8210,214285.0
8211,196111.0
8212,169999.0
8213,220853.0
8214,216320.0
8215,121680.0
8216,378893.0
8217,254022.0
8218,157400.0
8219,151146.0
8220,186680.0
8221,160009.0
8222,
8223,276147.0
8224,70044.0
8225,194184.0
8226,190288.0
8227,205484.0
8228,225103.0
8229,286235.0
8230,163902.0
8231,174444.0
8232,186826.0
8233,184093.0
8234,240341.0
8235,179630.0
8236,196638.0
8237,349293.0
8238,297404.0
8239,221746.0
8240,164619.0
8241,73846.0
8242,156780.0
8243,191359.0
8244,207626.0
8245,196138.0
8246,196077.0
8247,347226.0
8248,174100.0
8249,255373.0
8250,114893.0
8251,276658.0
8252,204000.0
8253,222533.0
8254,266000.0
8255,345133.0
8256,
8257,316192.0
8258,311197.0
8259,176631.0
8260,238816.0
8261,177864.0
8262,351253.0
8263,167973.0
8264,467586.0
8265,181144.0
8266,193511.0
8267,292093.0
8268,192956.0
8269,278400.0
8270,233039.0
8271,192026.0
8272,135920.0
8273,147346.0
8274,254200.0
8275,224002.0
8276,289094.0
8277,148759.0
8278,242180.0
8279,243520.0
8280,121704.0
8281,116559.0
8282,243520.0
8283,289094.0
8284,255373.0
8285,192956.0
8286,192956.0
8287,89155.0
8288,189974.0
8289,144724.0
8290,192705.0
8291,167898.0
8292,155872.0
8293,204664.0
8294,256533.0
8295,461840.0
8296,160518.0
8297,190120.0
8298,190302.0
8299,154424.0
8300,270586.0
8301,148655.0
8302,310666.0
8303,164579.0
8304,120026.0
8305,194621.0
8306,320654.0
8307,129105.0
8308,127843.0
8309,282480.0
8310,271749.0
8311,98200.0
8312,153474.0
8313,272500.0
8314,176590.0
8315,201706.0
8316,149880.0
8317,191033.0
8318,162528.0
8319,208000.0
8320,182723.0
8321,149133.0
8322,144724.0
8323,174133.0
8324,311197.0
8325,167898.0
8326,151481.0
8327,126960.0
8328,305840.0
8329,237733.0
8330,177866.0
8331,192956.0
8332,181263.0
8333,123560.0
8334,131064.0
8335,192066.0
8336,178131.0
8337,180182.0
8338,271219.0
8339,242306.0
8340,184929.0
8341,189977.0
8342,216893.0
8343,151649.0
8344,129316.0
8345,148655.0
8346,259346.0
8347,217775.0
8348,144733.0
8349,154173.0
8350,192956.0
8351,254200.0
8352,203200.0
8353,142025.0
8354,165977.0
8355,350120.0
8356,241682.0
8357,210093.0
8358,183681.0
8359,196636.0
8360,242180.0
8361,239314.0
8362,156466.0
8363,217226.0
8364,214289.0
8365,469866.0
8366,186944.0
8367,216386.0
8368,324674.0
8369,189289.0
8370,238000.0
8371,126960.0
8372,161506.0
8373,
8374,197320.0
8375,383036.0
8376,121680.0
8377,192956.0
8378,222592.0
8379,111000.0
8380,189974.0
8381,225641.0
8382,240050.0
8383,195637.0
8384,214610.0
8385,271749.0
8386,200889.0
8387,181263.0
8388,221840.0
8389,121680.0
8390,127843.0
8391,227373.0
8392,144000.0
8393,269813.0
8394,240050.0
8395,221840.0
8396,174133.0
8397,228366.0
8398,
8399,191251.0
8400,263710.0
8401,167397.0
8402,146225.0
8403,194773.0
8404,142273.0
8405,154424.0
8406,237735.0
8407,547106.0
8408,115350.0
8409,180129.0
8410,186826.0
8411,547106.0
8412,160184.0
8413,226040.0
8414,383036.0
8415,288364.0
8416,203266.0
8417,387602.0
8418,224002.0
8419,192956.0
8420,150769.0
8421,205760.0
8422,175720.0
8423,182520.0
8424,189486.0
8425,167018.0
8426,189974.0
8427,145588.0
8428,193293.0
8429,137173.0
8430,263710.0
8431,224666.0
8432,239835.0
8433,332300.0
8434,234054.0
8435,185316.0
8436,145588.0
8437,169500.0
8438,169500.0
8439,137173.0
8440,217008.0
8441,404666.0
8442,404666.0
8443,284040.0
8444,404666.0
8445,169500.0
8446,165640.0
8447,237733.0
8448,192956.0
8449,191251.0
8450,189974.0
8451,208733.0
8452,179021.0
8453,130909.0
8454,226320.0
8455,151640.0
8456,148278.0
8457,269813.0
8458,176720.0
8459,279906.0
8460,164619.0
8461,203897.0
8462,382262.0
8463,164619.0
8464,246861.0
8465,382262.0
8466,
8467,350120.0
8468,198944.0
8469,244511.0
8470,154023.0
8471,181948.0
8472,273750.0
8473,391376.0
8474,176631.0
8475,161377.0
8476,290791.0
8477,157712.0
8478,278400.0
8479,179449.0
8480,153653.0
8481,175755.0
8482,260903.0
8483,217775.0
8484,332300.0
8485,161756.0
8486,211360.0
8487,195257.0
8488,192026.0
8489,135200.0
8490,357653.0
8491,357653.0
8492,249836.0
8493,276794.0
8494,138996.0
8495,129733.0
8496,234215.0
8497,234215.0
8498,167410.0
8499,174967.0
8500,174967.0
8501,135000.0
8502,269703.0
8503,153474.0
8504,108554.0
8505,210386.0
8506,234614.0
8507,234614.0
8508,169704.0
8509,357653.0
8510,217405.0
8511,249836.0
8512,249836.0
8513,237733.0
8514,233277.0
8515,151649.0
8516,310666.0
8517,198902.0
8518,272378.0
8519,220995.0
8520,192956.0
8521,231266.0
8522,200016.0
8523,167453.0
8524,217000.0
8525,202794.0
8526,131606.0
8527,236300.0
8528,157693.0
8529,141586.0
8530,148655.0
8531,259346.0
8532,203266.0
8533,198912.0
8534,263710.0
8535,166101.0
8536,199026.0
8537,120018.0
8538,316192.0
8539,203183.0
8540,175827.0
8541,229400.0
8542,189974.0
8543,129843.0
8544,173760.0
8545,126960.0
8546,211800.0
8547,283866.0
8548,180822.0
8549,73846.0
8550,190411.0
8551,305840.0
8552,111000.0
8553,152000.0
8554,195053.0
8555,149077.0
8556,383036.0
8557,246861.0
8558,202794.0
8559,262544.0
8560,217728.0
8561,162400.0
8562,161829.0
8563,176383.0
8564,229573.0
8565,220293.0
8566,
8567,222592.0
8568,266879.0
8569,244760.0
8570,195058.0
8571,142978.0
8572,135535.0
8573,189443.0
8574,176720.0
8575,156266.0
8576,157656.0
8577,192200.0
8578,297786.0
8579,218146.0
8580,189544.0
8581,225416.0
8582,177651.0
8583,185714.0
8584,161757.0
8585,237240.0
8586,217000.0
8587,243976.0
8588,149077.0
8589,101851.0
8590,297404.0
8591,182517.0
8592,149880.0
8593,169704.0
8594,299226.0
8595,246413.0
8596,251422.0
8597,111000.0
8598,256586.0
8599,149880.0
8600,101851.0
8601,170920.0
8602,146225.0
8603,
8604,156780.0
8605,224284.0
8606,197079.0
8607,167441.0
8608,175720.0
8609,238000.0
8610,197079.0
8611,182493.0
8612,109986.0
8613,191251.0
8614,192000.0
8615,146520.0
8616,236614.0
8617,224002.0
8618,283693.0
8619,263710.0
8620,
8621,197993.0
8622,193313.0
8623,237733.0
8624,192956.0
8625,237733.0
8626,195586.0
8627,192956.0
8628,189974.0
8629,129720.0
8630,176720.0
8631,205146.0
8632,136366.0
8633,269813.0
8634,
8635,149948.0
8636,76973.0
8637,235232.0
8638,300960.0
8639,95466.0
8640,175693.0
8641,185610.0
8642,144000.0
8643,127200.0
8644,208026.0
8645,255093.0
8646,255093.0
8647,482830.0
8648,237800.0
8649,49226.0
8650,149880.0
8651,161757.0
8652,183527.0
8653,218200.0
8654,299076.0
8655,345133.0
8656,213863.0
8657,179449.0
8658,174706.0
8659,242320.0
8660,190557.0
8661,413333.0
8662,242180.0
8663,203133.0
8664,198848.0
8665,220995.0
8666,201706.0
8667,154173.0
8668,116255.0
8669,205146.0
8670,183906.0
8671,207626.0
8672,179449.0
8673,413333.0
8674,161746.0
8675,205666.0
8676,215364.0
8677,244760.0
8678,211039.0
8679,187199.0
8680,199549.0
8681,236682.0
8682,236853.0
8683,234400.0
8684,199549.0
8685,368316.0
8686,192956.0
8687,203266.0
8688,165123.0
8689,212354.0
8690,190680.0
8691,87313.0
8692,203266.0
8693,106496.0
8694,212354.0
8695,220853.0
8696,257493.0
8697,142273.0
8698,130800.0
8699,187734.0
8700,236930.0
8701,268706.0
8702,210261.0
8703,184146.0
8704,206175.0
8705,237733.0
8706,234160.0
8707,
8708,346342.0
8709,206320.0
8710,234160.0
8711,388346.0
8712,236706.0
8713,221250.0
8714,259508.0
8715,187734.0
8716,222533.0
8717,187968.0
8718,212560.0
8719,313124.0
8720,410096.0
8721,292283.0
8722,366893.0
8723,243413.0
8724,233226.0
8725,173760.0
8726,195466.0
8727,
8728,214813.0
8729,170625.0
8730,212000.0
8731,350487.0
8732,271426.0
8733,262200.0
8734,244066.0
8735,290760.0
8736,210013.0
8737,322514.0
8738,214912.0
8739,204360.0
8740,225708.0
8741,231427.0
8742,303750.0
8743,238838.0
8744,205053.0
8745,31561.0
8746,230146.0
8747,184280.0
8748,329333.0
8749,166875.0
8750,371428.0
8751,473282.0
8752,169920.0
8753,213881.0
8754,215250.0
8755,207773.0
8756,224133.0
8757,219520.0
8758,237880.0
8759,344106.0
8760,386013.0
8761,337500.0
8762,188099.0
8763,167845.0
8764,318906.0
8765,221272.0
8766,232533.0
8767,406874.0
8768,210013.0
8769,212284.0
8770,369640.0
8771,405000.0
8772,346929.0
8773,203714.0
8774,406874.0
8775,213337.0
8776,520145.0
8777,210468.0
8778,212560.0
8779,44000.0
8780,229149.0
8781,197786.0
8782,368475.0
8783,202353.0
8784,303826.0
8785,303826.0
8786,210000.0
8787,155864.0
8788,57599.0
8789,568941.0
8790,211880.0
8791,155864.0
8792,403809.0
8793,332289.0
8794,181680.0
8795,373124.0
8796,365989.0
8797,294880.0
8798,190141.0
8799,231706.0
8800,275646.0
8801,237639.0
8802,476821.0
8803,185624.0
8804,181818.0
8805,234360.0
8806,214615.0
8807,235200.0
8808,192866.0
8809,200480.0
8810,206480.0
8811,408828.0
8812,204213.0
8813,260204.0
8814,200991.0
8815,379120.0
8816,286346.0
8817,322106.0
8818,206844.0
8819,183056.0
8820,227106.0
8821,209765.0
8822,206413.0
8823,226673.0
8824,202500.0
8825,205440.0
8826,199906.0
8827,206844.0
8828,217346.0
8829,208320.0
8830,217763.0
8831,206413.0
8832,154586.0
8833,187926.0
8834,352968.0
8835,184146.0
8836,221250.0
8837,259508.0
8838,
8839,187734.0
8840,222533.0
8841,346342.0
8842,234160.0
8843,212560.0
8844,313124.0
8845,410096.0
8846,236706.0
8847,243413.0
8848,206320.0
8849,234160.0
8850,195466.0
8851,388346.0
8852,290760.0
8853,204360.0
8854,214813.0
8855,262200.0
8856,212000.0
8857,212000.0
8858,271426.0
8859,271426.0
8860,222533.0
8861,187968.0
8862,313124.0
8863,292283.0
8864,366893.0
8865,233226.0
8866,173760.0
8867,
8868,350487.0
8869,170625.0
8870,184280.0
8871,207773.0
8872,219520.0
8873,244066.0
8874,322514.0
8875,214912.0
8876,225708.0
8877,231427.0
8878,303750.0
8879,238838.0
8880,205053.0
8881,31561.0
8882,230146.0
8883,329333.0
8884,166875.0
8885,371428.0
8886,473282.0
8887,169920.0
8888,213881.0
8889,215250.0
8890,224133.0
8891,237880.0
8892,344106.0
8893,386013.0
8894,337500.0
8895,188099.0
8896,167845.0
8897,318906.0
8898,221272.0
8899,232533.0
8900,210013.0
8901,212284.0
8902,369640.0
8903,57599.0
8904,171506.0
8905,405000.0
8906,285000.0
8907,346929.0
8908,190812.0
8909,185095.0
8910,203714.0
8911,155864.0
8912,406874.0
8913,240000.0
8914,213337.0
8915,520145.0
8916,210468.0
8917,212560.0
8918,44000.0
8919,157509.0
8920,318750.0
8921,479333.0
8922,229149.0
8923,403809.0
8924,197786.0
8925,160266.0
8926,187920.0
8927,210000.0
8928,332289.0
8929,368475.0
8930,177142.0
8931,303826.0
8932,202353.0
8933,315714.0
8934,373124.0
8935,205670.0
8936,195704.0
8937,196800.0
8938,215618.0
8939,326493.0
8940,150000.0
8941,302741.0
8942,197429.0
8943,215014.0
8944,262200.0
8945,233773.0
8946,293540.0
8947,178124.0
8948,217500.0
8949,169687.0
8950,161953.0
8951,226909.0
8952,202906.0
8953,247741.0
8954,221538.0
8955,151781.0
8956,206327.0
8957,204923.0
8958,162629.0
8959,180009.0
8960,245375.0
8961,206250.0
8962,201093.0
8963,172499.0
8964,213733.0
8965,313143.0
8966,158554.0
8967,233133.0
8968,158474.0
8969,197267.0
8970,259906.0
8971,153784.0
8972,210587.0
8973,192187.0
8974,226874.0
8975,204094.0
8976,251250.0
8977,336377.0
8978,217500.0
8979,193846.0
8980,195004.0
8981,
8982,198739.0
8983,153784.0
8984,351578.0
8985,190013.0
8986,245002.0
8987,168250.0
8988,176250.0
8989,194770.0
8990,187500.0
8991,204808.0
8992,202500.0
8993,196852.0
8994,232509.0
8995,248447.0
8996,199392.0
8997,219409.0
8998,216549.0
8999,215625.0
9000,189381.0
9001,206066.0
9002,187504.0
9003,188978.0
9004,215510.0
9005,235800.0
9006,166138.0
9007,164571.0
9008,289208.0
9009,223413.0
9010,133125.0
9011,213211.0
9012,251428.0
9013,188812.0
9014,197836.0
9015,192000.0
9016,152812.0
9017,271426.0
9018,242666.0
9019,336613.0
9020,221274.0
9021,211875.0
9022,202718.0
9023,222500.0
9024,255093.0
9025,237920.0
9026,199392.0
9027,
9028,189381.0
9029,181875.0
9030,202460.0
9031,238128.0
9032,232500.0
9033,203452.0
9034,191412.0
9035,185360.0
9036,266234.0
9037,223413.0
9038,245156.0
9039,200791.0
9040,221274.0
9041,189389.0
9042,228361.0
9043,189389.0
9044,217500.0
9045,194523.0
9046,240468.0
9047,
9048,179440.0
9049,204586.0
9050,264733.0
9051,203000.0
9052,228361.0
9053,169029.0
9054,180923.0
9055,171084.0
9056,210937.0
9057,173087.0
9058,213281.0
9059,206814.0
9060,312963.0
9061,211889.0
9062,167812.0
9063,201000.0
9064,212640.0
9065,215733.0
9066,262968.0
9067,201093.0
9068,172543.0
9069,249000.0
9070,165440.0
9071,203906.0
9072,212640.0
9073,252657.0
9074,165440.0
9075,216853.0
9076,212640.0
9077,183764.0
9078,232000.0
9079,252657.0
9080,
9081,279384.0
9082,295781.0
9083,218405.0
9084,324162.0
9085,190706.0
9086,196294.0
9087,138013.0
9088,276027.0
9089,148386.0
9090,198095.0
9091,356250.0
9092,237733.0
9093,167106.0
9094,142273.0
9095,153474.0
9096,165517.0
9097,167106.0
9098,185480.0
9099,142273.0
9100,109986.0
9101,239835.0
9102,166560.0
9103,173760.0
9104,238000.0
9105,166560.0
9106,185480.0
9107,233560.0
9108,237733.0
9109,192956.0
9110,110886.0
9111,189974.0
9112,132813.0
9113,149546.0
9114,149546.0
9115,297546.0
9116,170053.0
9117,210000.0
9118,152532.0
9119,184087.0
9120,126960.0
9121,242306.0
9122,189977.0
9123,167973.0
9124,142000.0
9125,155872.0
9126,242306.0
9127,232064.0
9128,135418.0
9129,218283.0
9130,202040.0
9131,156346.0
9132,162400.0
9133,217775.0
9134,214610.0
9135,250141.0
9136,176382.0
9137,157066.0
9138,192956.0
9139,191436.0
9140,264000.0
9141,213132.0
9142,142000.0
9143,219333.0
9144,316192.0
9145,131064.0
9146,180000.0
9147,180129.0
9148,230693.0
9149,185316.0
9150,147346.0
9151,135200.0
9152,172800.0
9153,375050.0
9154,174444.0
9155,204664.0
9156,217828.0
9157,173419.0
9158,190146.0
9159,134027.0
9160,227533.0
9161,258475.0
9162,197586.0
9163,87313.0
9164,175755.0
9165,198902.0
9166,240050.0
9167,247058.0
9168,166855.0
9169,235566.0
9170,174967.0
9171,191033.0
9172,151146.0
9173,176756.0
9174,111000.0
9175,166960.0
9176,248174.0
9177,181812.0
9178,174066.0
9179,189341.0
9180,104013.0
9181,259346.0
9182,217925.0
9183,282480.0
9184,179404.0
9185,180822.0
9186,178746.0
9187,127200.0
9188,216893.0
9189,283866.0
9190,283866.0
9191,158332.0
9192,192000.0
9193,235535.0
9194,157712.0
9195,157712.0
9196,241440.0
9197,225050.0
9198,337640.0
9199,192066.0
9200,199227.0
9201,196652.0
9202,123428.0
9203,159521.0
9204,292799.0
9205,200016.0
9206,238125.0
9207,238125.0
9208,176702.0
9209,176702.0
9210,241440.0
9211,181573.0
9212,180800.0
9213,181948.0
9214,144935.0
9215,349600.0
9216,234215.0
9217,237654.0
9218,153474.0
9219,199026.0
9220,164773.0
9221,216726.0
9222,175827.0
9223,271640.0
9224,213357.0
9225,197758.0
9226,130909.0
9227,195906.0
9228,150760.0
9229,162528.0
