,track_length
1331,281080.0
1332,281080.0
1333,242180.0
1334,227533.0
1335,175755.0
1336,176383.0
1337,242180.0
1338,235040.0
1339,157656.0
1340,203907.0
1341,151539.0
1342,236614.0
1343,233087.0
1344,208569.0
1345,73846.0
1346,235040.0
1347,76973.0
1348,203897.0
1349,161377.0
1350,220853.0
1351,208293.0
1352,248520.0
1353,195058.0
1354,139741.0
1355,221440.0
1356,141493.0
1357,154406.0
1358,221440.0
1359,154406.0
1360,180800.0
1361,173600.0
1362,241440.0
1363,237733.0
1364,228759.0
1365,240000.0
1366,109986.0
1367,109986.0
1368,242407.0
1369,242407.0
1370,188773.0
1371,186070.0
1372,176756.0
1373,179387.0
1374,237733.0
1375,192470.0
1376,206186.0
1377,163840.0
1378,172426.0
1379,216826.0
1380,197758.0
1381,175203.0
1382,339066.0
1383,210386.0
1384,226320.0
1385,209269.0
1386,157400.0
1387,163404.0
1388,148759.0
1389,224506.0
1390,286235.0
1391,213132.0
1392,165640.0
1393,168379.0
1394,223173.0
1395,190680.0
1396,210367.0
1397,282480.0
1398,132813.0
1399,200106.0
1400,219663.0
1401,210800.0
1402,208493.0
1403,126043.0
1404,214960.0
1405,151481.0
1406,193293.0
1407,135064.0
1408,207738.0
1409,179387.0
1410,204520.0
1411,120133.0
1412,204387.0
1413,175954.0
1414,248174.0
1415,224002.0
1416,239026.0
1417,206186.0
1418,242306.0
1419,232064.0
1420,226040.0
1421,239026.0
1422,239026.0
1423,161306.0
1424,185022.0
1425,
1426,192080.0
1427,113898.0
1428,199432.0
1429,176756.0
1430,126345.0
1431,135064.0
1432,417226.0
1433,247426.0
1434,222801.0
1435,
1436,210431.0
1437,217925.0
1438,217925.0
1439,239835.0
1440,
1441,176488.0
1442,173061.0
1443,246413.0
1444,273750.0
1445,
1446,217925.0
1447,246413.0
1448,123428.0
1449,268434.0
1450,467586.0
1451,210666.0
1452,185000.0
1453,242180.0
1454,149546.0
1455,195590.0
1456,158708.0
1457,375050.0
1458,210093.0
1459,213863.0
1460,258475.0
1461,224954.0
1462,224954.0
1463,142978.0
1464,292173.0
1465,276658.0
1466,207866.0
1467,217226.0
1468,223173.0
1469,176867.0
1470,154406.0
1471,217000.0
1472,242600.0
1473,482830.0
1474,217775.0
1475,221538.0
1476,220995.0
1477,220306.0
1478,205426.0
1479,183906.0
1480,237240.0
1481,269813.0
1482,184347.0
1483,106496.0
1484,166093.0
1485,205171.0
1486,176630.0
1487,172195.0
1488,235040.0
1489,243520.0
1490,244679.0
1491,214245.0
1492,310720.0
1493,83000.0
1494,177866.0
1495,169560.0
1496,192066.0
1497,212653.0
1498,172426.0
1499,196638.0
1500,197133.0
1501,184347.0
1502,169500.0
1503,299076.0
1504,211039.0
1505,175710.0
1506,271773.0
1507,290325.0
1508,153474.0
1509,206386.0
1510,142000.0
1511,144724.0
1512,157400.0
1513,173489.0
1514,169500.0
1515,290325.0
1516,120026.0
1517,199026.0
1518,235040.0
1519,127546.0
1520,85123.0
1521,167106.0
1522,292173.0
1523,214592.0
1524,135064.0
1525,233277.0
1526,260640.0
1527,
1528,222801.0
1529,328826.0
1530,157202.0
1531,162528.0
1532,413333.0
1533,106496.0
1534,137173.0
1535,211039.0
1536,157656.0
1537,211588.0
1538,167453.0
1539,241720.0
1540,234693.0
1541,174661.0
1542,220306.0
1543,202747.0
1544,382262.0
1545,161757.0
1546,169906.0
1547,227373.0
1548,231266.0
1549,276147.0
1550,276147.0
1551,237240.0
1552,224284.0
1553,165123.0
1554,195692.0
1555,175954.0
1556,213863.0
1557,210746.0
1558,186223.0
1559,153653.0
1560,225416.0
1561,254022.0
1562,177226.0
1563,162528.0
1564,
1565,194773.0
1566,238614.0
1567,173061.0
1568,294650.0
1569,177600.0
1570,289094.0
1571,228386.0
1572,357653.0
1573,211266.0
1574,233039.0
1575,233039.0
1576,156000.0
1577,138000.0
1578,138000.0
1579,216946.0
1580,194451.0
1581,187199.0
1582,174853.0
1583,193320.0
1584,192179.0
1585,226845.0
1586,137133.0
1587,213080.0
1588,49226.0
1589,169500.0
1590,137173.0
1591,233786.0
1592,246213.0
1593,210666.0
1594,184093.0
1595,228366.0
1596,175093.0
1597,191937.0
1598,177000.0
1599,195058.0
1600,235040.0
1601,174100.0
1602,417226.0
1603,217866.0
1604,178226.0
1605,132986.0
1606,233901.0
1607,467586.0
1608,338438.0
1609,349933.0
1610,196400.0
1611,225923.0
1612,183011.0
1613,165640.0
1614,217405.0
1615,228759.0
1616,233277.0
1617,224002.0
1618,224002.0
1619,228759.0
1620,292799.0
1621,224903.0
1622,221353.0
1623,215172.0
1624,157712.0
1625,184699.0
1626,230693.0
1627,349293.0
1628,182000.0
1629,165517.0
1630,349293.0
1631,182000.0
1632,275872.0
1633,318093.0
1634,318093.0
1635,166560.0
1636,208517.0
1637,243836.0
1638,175093.0
1639,283866.0
1640,196638.0
1641,210431.0
1642,153653.0
1643,176383.0
1644,225920.0
1645,199507.0
1646,199507.0
1647,161377.0
1648,220487.0
1649,151849.0
1650,145546.0
1651,182520.0
1652,182520.0
1653,150475.0
1654,
1655,228366.0
1656,189827.0
1657,181825.0
1658,129316.0
1659,213593.0
1660,135090.0
1661,151539.0
1662,152913.0
1663,156637.0
1664,230439.0
1665,196652.0
1666,332300.0
1667,171713.0
1668,180129.0
1669,156266.0
1670,238000.0
1671,216668.0
1672,275872.0
1673,223173.0
1674,188563.0
1675,185714.0
1676,120026.0
1677,305840.0
1678,305840.0
1679,292307.0
1680,157693.0
1681,185000.0
1682,172426.0
1683,246213.0
1684,176488.0
1685,246173.0
1686,240341.0
1687,142978.0
1688,259346.0
1689,243976.0
1690,169906.0
1691,171466.0
1692,141493.0
1693,158193.0
1694,201560.0
1695,173419.0
1696,174133.0
1697,254740.0
1698,228759.0
1699,282666.0
1700,173619.0
1701,166605.0
1702,299226.0
1703,174133.0
1704,174133.0
1705,157656.0
1706,268933.0
1707,160184.0
1708,197573.0
1709,237654.0
1710,208293.0
1711,173061.0
1712,206626.0
1713,235880.0
1714,242600.0
1715,216826.0
1716,234857.0
1717,194843.0
1718,216826.0
1719,278083.0
1720,234857.0
1721,277386.0
1722,224903.0
1723,89155.0
1724,324189.0
1725,135535.0
1726,225920.0
1727,239314.0
1728,209273.0
1729,171713.0
1730,170053.0
1731,145626.0
1732,141586.0
1733,153653.0
1734,177000.0
1735,197993.0
1736,158691.0
1737,165123.0
1738,203133.0
1739,101516.0
1740,154173.0
1741,149948.0
1742,167552.0
1743,87313.0
1744,148840.0
1745,158205.0
1746,185000.0
1747,179449.0
1748,224243.0
1749,181158.0
1750,236000.0
1751,225641.0
1752,175755.0
1753,176658.0
1754,157520.0
1755,467586.0
1756,220487.0
1757,275872.0
1758,165640.0
1759,157066.0
1760,166093.0
1761,186944.0
1762,280786.0
1763,210261.0
1764,176630.0
1765,192026.0
1766,123428.0
1767,205146.0
1768,229320.0
1769,148759.0
1770,194184.0
1771,149040.0
1772,178240.0
1773,248586.0
1774,404666.0
1775,216668.0
1776,212640.0
1777,145760.0
1778,163840.0
1779,211920.0
1780,229573.0
1781,209115.0
1782,209115.0
1783,339066.0
1784,156033.0
1785,151481.0
1786,332300.0
1787,165517.0
1788,158706.0
1789,194732.0
1790,192470.0
1791,195637.0
1792,349293.0
1793,210367.0
1794,126043.0
1795,175755.0
1796,209663.0
1797,213520.0
1798,209115.0
1799,214825.0
1800,280786.0
1801,227373.0
1802,182723.0
1803,165517.0
1804,151640.0
1805,131240.0
1806,194732.0
1807,204426.0
1808,211785.0
1809,175093.0
1810,170400.0
1811,195692.0
1812,195692.0
1813,297786.0
1814,193313.0
1815,148655.0
1816,141413.0
1817,203907.0
1818,190288.0
1819,190288.0
1820,190288.0
1821,192179.0
1822,175169.0
1823,175169.0
1824,208569.0
1825,215172.0
1826,142969.0
1827,275318.0
1828,248053.0
1829,214289.0
1830,276920.0
1831,136031.0
1832,151146.0
1833,183906.0
1834,211200.0
1835,173489.0
1836,254740.0
1837,232064.0
1838,183681.0
1839,327786.0
1840,192000.0
1841,176658.0
1842,179512.0
1843,175710.0
1844,173419.0
1845,166560.0
1846,
1847,206386.0
1848,195257.0
1849,157776.0
1850,176756.0
1851,
1852,192200.0
1853,182386.0
1854,243520.0
1855,230613.0
1856,206386.0
1857,212354.0
1858,212354.0
1859,233333.0
1860,256966.0
1861,157776.0
1862,216004.0
1863,114893.0
1864,181948.0
1865,224903.0
1866,195046.0
1867,136366.0
1868,176383.0
1869,211039.0
1870,168438.0
1871,137173.0
1872,251333.0
1873,153474.0
1874,224666.0
1875,173619.0
1876,191033.0
1877,139741.0
1878,211360.0
1879,141744.0
1880,142025.0
1881,222026.0
1882,315773.0
