,popularity
14402,42.0
14403,51.0
14404,42.0
14405,70.0
14406,67.0
14407,59.0
14408,53.0
14409,71.0
14410,81.0
14411,64.0
14412,75.0
14413,75.0
14414,65.0
14415,39.0
14416,49.0
14417,87.0
14418,68.0
14419,82.0
14420,68.0
14421,72.0
14422,52.0
14423,79.0
14424,76.0
14425,67.0
14426,81.0
14427,66.0
14428,72.0
14429,77.0
14430,45.0
14431,87.0
14432,90.0
14433,46.0
14434,80.0
14435,81.0
14436,82.0
14437,73.0
14438,59.0
14439,62.0
14440,57.0
14441,92.0
14442,61.0
14443,78.0
14444,55.0
14445,76.0
14446,47.0
14447,71.0
14448,68.0
14449,54.0
14450,79.0
14451,68.0
14452,71.0
14453,73.0
14454,44.0
14455,68.0
14456,63.0
14457,86.0
14458,75.0
14459,44.0
14460,70.0
14461,67.0
14462,69.0
14463,54.0
14464,54.0
14465,52.0
14466,
14467,69.0
14468,47.0
14469,67.0
14470,44.0
14471,57.0
14472,71.0
14473,51.0
14474,69.0
14475,54.0
14476,76.0
14477,52.0
14478,53.0
14479,69.0
14480,69.0
14481,53.0
14482,79.0
14483,65.0
14484,71.0
14485,45.0
14486,52.0
14487,57.0
14488,77.0
14489,69.0
14490,72.0
14491,55.0
14492,75.0
14493,52.0
14494,71.0
14495,76.0
14496,78.0
14497,79.0
14498,71.0
14499,70.0
14500,72.0
14501,56.0
14502,48.0
14503,48.0
14504,69.0
14505,36.0
14506,53.0
14507,55.0
14508,55.0
14509,46.0
14510,76.0
14511,78.0
14512,55.0
14513,62.0
14514,69.0
14515,44.0
14516,53.0
14517,
14518,68.0
14519,82.0
14520,54.0
14521,69.0
14522,84.0
14523,69.0
14524,78.0
14525,57.0
14526,62.0
14527,47.0
14528,79.0
14529,54.0
14530,76.0
14531,59.0
14532,74.0
14533,38.0
14534,59.0
14535,
14536,58.0
14537,66.0
14538,57.0
14539,50.0
14540,72.0
14541,60.0
14542,46.0
14543,62.0
14544,81.0
14545,61.0
14546,60.0
14547,76.0
14548,76.0
14549,69.0
14550,71.0
14551,82.0
14552,81.0
14553,67.0
14554,70.0
14555,50.0
14556,76.0
14557,79.0
14558,56.0
14559,45.0
14560,78.0
14561,42.0
14562,53.0
14563,60.0
14564,65.0
14565,60.0
14566,81.0
14567,80.0
14568,53.0
14569,61.0
14570,45.0
14571,70.0
14572,71.0
14573,55.0
14574,51.0
14575,59.0
14576,72.0
14577,64.0
14578,37.0
14579,21.0
14580,60.0
14581,47.0
14582,72.0
14583,70.0
14584,78.0
14585,80.0
14586,68.0
14587,75.0
14588,79.0
14589,67.0
14590,42.0
14591,67.0
14592,52.0
14593,56.0
14594,73.0
14595,73.0
14596,73.0
14597,40.0
14598,55.0
14599,58.0
14600,80.0
14601,70.0
14602,76.0
14603,61.0
14604,72.0
14605,79.0
14606,72.0
14607,58.0
14608,67.0
14609,71.0
14610,67.0
14611,37.0
14612,69.0
14613,51.0
14614,76.0
14615,52.0
14616,74.0
14617,56.0
14618,74.0
14619,73.0
14620,52.0
14621,81.0
14622,76.0
14623,69.0
14624,46.0
14625,58.0
14626,60.0
14627,56.0
14628,75.0
14629,58.0
14630,61.0
14631,78.0
14632,54.0
14633,72.0
14634,84.0
14635,72.0
14636,68.0
14637,54.0
14638,68.0
14639,63.0
14640,74.0
14641,62.0
14642,73.0
14643,77.0
14644,81.0
14645,68.0
14646,83.0
14647,81.0
14648,76.0
14649,
14650,38.0
14651,69.0
14652,63.0
14653,75.0
14654,56.0
14655,76.0
14656,73.0
14657,80.0
14658,73.0
14659,81.0
14660,79.0
14661,65.0
14662,60.0
14663,57.0
14664,54.0
14665,49.0
14666,69.0
14667,44.0
14668,0.0
14669,51.0
14670,61.0
14671,69.0
14672,86.0
14673,69.0
14674,74.0
14675,0.0
14676,55.0
14677,55.0
14678,71.0
14679,73.0
14680,76.0
14681,76.0
14682,69.0
14683,72.0
14684,69.0
14685,76.0
14686,59.0
14687,54.0
14688,58.0
14689,74.0
14690,46.0
14691,60.0
14692,66.0
14693,56.0
14694,83.0
14695,42.0
14696,70.0
14697,78.0
14698,67.0
14699,72.0
14700,61.0
14701,61.0
14702,45.0
14703,68.0
14704,80.0
14705,51.0
14706,5.0
14707,79.0
14708,74.0
14709,67.0
14710,72.0
14711,73.0
14712,84.0
14713,68.0
14714,72.0
14715,70.0
14716,86.0
14717,84.0
14718,83.0
14719,77.0
14720,55.0
14721,78.0
14722,64.0
14723,50.0
14724,68.0
14725,82.0
14726,92.0
14727,71.0
14728,59.0
14729,44.0
14730,83.0
14731,85.0
14732,70.0
14733,77.0
14734,35.0
14735,61.0
14736,73.0
14737,78.0
14738,66.0
14739,73.0
14740,43.0
14741,59.0
14742,72.0
14743,69.0
14744,71.0
14745,75.0
14746,62.0
14747,63.0
14748,70.0
14749,71.0
14750,66.0
14751,65.0
14752,58.0
14753,71.0
14754,73.0
14755,61.0
14756,79.0
14757,61.0
14758,65.0
14759,54.0
14760,83.0
14761,60.0
14762,78.0
14763,61.0
14764,69.0
14765,
14766,72.0
14767,66.0
14768,49.0
14769,78.0
14770,62.0
14771,60.0
14772,60.0
14773,45.0
14774,56.0
14775,40.0
14776,69.0
14777,54.0
14778,71.0
14779,61.0
14780,74.0
14781,52.0
14782,68.0
14783,73.0
14784,74.0
14785,79.0
14786,64.0
14787,73.0
14788,66.0
14789,78.0
14790,63.0
14791,61.0
14792,80.0
14793,66.0
14794,80.0
14795,85.0
14796,76.0
14797,70.0
14798,66.0
14799,63.0
14800,47.0
14801,53.0
14802,66.0
14803,67.0
14804,75.0
14805,78.0
14806,68.0
14807,77.0
14808,44.0
14809,61.0
14810,70.0
14811,75.0
14812,58.0
14813,80.0
14814,80.0
14815,72.0
14816,57.0
14817,72.0
14818,81.0
14819,60.0
14820,60.0
14821,62.0
14822,68.0
14823,73.0
14824,61.0
14825,74.0
14826,80.0
14827,48.0
14828,67.0
14829,39.0
14830,79.0
14831,
14832,78.0
14833,43.0
14834,71.0
14835,37.0
14836,51.0
14837,75.0
14838,65.0
14839,26.0
14840,65.0
14841,65.0
14842,45.0
14843,64.0
14844,74.0
14845,76.0
14846,86.0
14847,63.0
14848,72.0
14849,57.0
14850,64.0
14851,56.0
14852,73.0
14853,69.0
14854,67.0
14855,61.0
14856,57.0
14857,40.0
14858,58.0
14859,40.0
14860,79.0
14861,45.0
14862,74.0
14863,75.0
14864,54.0
14865,64.0
14866,66.0
14867,50.0
14868,53.0
14869,80.0
14870,57.0
14871,48.0
14872,76.0
14873,
14874,76.0
14875,80.0
14876,82.0
14877,82.0
14878,68.0
14879,59.0
14880,
14881,76.0
14882,3.0
14883,58.0
14884,66.0
14885,65.0
14886,77.0
14887,81.0
14888,59.0
14889,84.0
14890,67.0
14891,68.0
14892,53.0
14893,
14894,76.0
14895,59.0
14896,88.0
14897,86.0
14898,76.0
14899,67.0
14900,53.0
14901,84.0
14902,29.0
14903,69.0
14904,76.0
14905,63.0
14906,68.0
14907,53.0
14908,79.0
14909,57.0
14910,67.0
14911,65.0
14912,81.0
14913,83.0
14914,54.0
14915,83.0
14916,84.0
14917,83.0
14918,74.0
14919,53.0
14920,61.0
14921,42.0
14922,72.0
14923,55.0
14924,70.0
14925,92.0
14926,72.0
14927,48.0
14928,
14929,72.0
14930,53.0
14931,70.0
14932,48.0
14933,58.0
14934,82.0
14935,65.0
14936,4.0
14937,75.0
14938,60.0
14939,63.0
14940,77.0
14941,75.0
14942,67.0
14943,41.0
14944,29.0
14945,80.0
14946,69.0
14947,56.0
14948,33.0
14949,64.0
14950,64.0
14951,72.0
14952,82.0
14953,76.0
14954,61.0
14955,70.0
14956,74.0
14957,74.0
14958,70.0
14959,69.0
14960,68.0
14961,72.0
14962,65.0
14963,65.0
14964,79.0
14965,88.0
14966,83.0
14967,61.0
14968,59.0
14969,80.0
14970,67.0
14971,57.0
14972,53.0
14973,63.0
14974,73.0
14975,83.0
14976,54.0
14977,85.0
14978,66.0
14979,49.0
14980,62.0
14981,60.0
14982,53.0
14983,61.0
14984,63.0
14985,67.0
14986,76.0
14987,61.0
14988,61.0
14989,60.0
14990,77.0
14991,59.0
14992,73.0
14993,86.0
14994,75.0
14995,71.0
14996,80.0
14997,76.0
14998,71.0
14999,67.0
15000,79.0
15001,73.0
15002,69.0
15003,81.0
15004,45.0
15005,81.0
15006,54.0
15007,47.0
15008,25.0
15009,59.0
15010,55.0
15011,62.0
15012,66.0
15013,57.0
15014,62.0
15015,68.0
15016,64.0
15017,79.0
15018,78.0
15019,71.0
15020,71.0
15021,
15022,75.0
15023,71.0
15024,86.0
15025,72.0
15026,84.0
15027,55.0
15028,55.0
15029,53.0
15030,57.0
15031,78.0
15032,68.0
15033,71.0
15034,46.0
15035,69.0
15036,
15037,74.0
15038,74.0
15039,72.0
15040,69.0
15041,58.0
15042,29.0
15043,85.0
15044,78.0
15045,63.0
15046,61.0
15047,83.0
15048,60.0
15049,87.0
15050,70.0
15051,70.0
15052,71.0
15053,60.0
15054,71.0
15055,56.0
15056,
15057,62.0
15058,68.0
15059,80.0
15060,51.0
15061,39.0
15062,81.0
15063,71.0
15064,51.0
15065,51.0
15066,70.0
15067,45.0
15068,57.0
15069,75.0
15070,52.0
15071,59.0
15072,
15073,62.0
15074,52.0
15075,72.0
15076,81.0
15077,79.0
15078,70.0
15079,53.0
15080,73.0
15081,
15082,74.0
15083,66.0
15084,80.0
15085,64.0
15086,71.0
15087,61.0
15088,69.0
15089,83.0
15090,54.0
15091,77.0
15092,70.0
15093,67.0
15094,83.0
15095,52.0
15096,61.0
15097,39.0
15098,58.0
15099,69.0
15100,70.0
15101,40.0
15102,74.0
15103,64.0
15104,85.0
15105,85.0
15106,78.0
15107,68.0
15108,56.0
15109,57.0
15110,53.0
15111,67.0
15112,53.0
15113,72.0
15114,55.0
15115,64.0
15116,66.0
15117,60.0
15118,67.0
15119,60.0
15120,56.0
15121,71.0
15122,58.0
15123,70.0
15124,42.0
15125,68.0
15126,48.0
15127,56.0
15128,63.0
15129,57.0
15130,67.0
15131,51.0
15132,68.0
15133,62.0
15134,64.0
15135,48.0
15136,67.0
15137,73.0
15138,67.0
15139,59.0
15140,52.0
15141,65.0
15142,68.0
15143,66.0
15144,65.0
15145,66.0
15146,65.0
15147,58.0
15148,69.0
15149,39.0
15150,80.0
15151,80.0
15152,79.0
15153,67.0
15154,40.0
15155,66.0
15156,42.0
15157,66.0
15158,40.0
15159,57.0
15160,46.0
15161,46.0
15162,63.0
15163,76.0
15164,76.0
15165,53.0
15166,72.0
15167,71.0
15168,70.0
15169,71.0
15170,61.0
15171,65.0
15172,64.0
15173,68.0
15174,68.0
15175,59.0
15176,74.0
15177,61.0
15178,65.0
15179,57.0
15180,70.0
15181,
15182,65.0
15183,82.0
15184,62.0
15185,53.0
15186,55.0
15187,58.0
15188,47.0
15189,40.0
15190,78.0
15191,79.0
15192,61.0
15193,73.0
15194,76.0
15195,86.0
15196,80.0
15197,68.0
15198,51.0
15199,80.0
15200,72.0
15201,61.0
15202,53.0
15203,59.0
15204,79.0
15205,72.0
15206,44.0
15207,45.0
15208,61.0
15209,63.0
15210,53.0
15211,61.0
15212,65.0
15213,55.0
15214,62.0
15215,62.0
15216,54.0
15217,47.0
15218,76.0
15219,38.0
15220,61.0
15221,57.0
15222,52.0
15223,53.0
15224,47.0
15225,38.0
15226,69.0
15227,72.0
15228,63.0
15229,54.0
15230,74.0
15231,52.0
15232,61.0
15233,
15234,74.0
15235,60.0
15236,69.0
15237,50.0
15238,64.0
15239,64.0
15240,79.0
15241,61.0
15242,71.0
15243,50.0
15244,83.0
15245,65.0
15246,67.0
15247,76.0
15248,69.0
15249,29.0
15250,53.0
15251,65.0
15252,4.0
15253,34.0
15254,67.0
15255,57.0
15256,69.0
15257,54.0
15258,67.0
15259,79.0
15260,74.0
15261,87.0
15262,38.0
15263,72.0
15264,66.0
15265,72.0
15266,56.0
15267,83.0
15268,66.0
15269,88.0
15270,62.0
15271,60.0
15272,62.0
15273,61.0
15274,77.0
15275,52.0
15276,72.0
15277,56.0
15278,71.0
15279,72.0
15280,53.0
15281,75.0
15282,86.0
15283,86.0
15284,12.0
15285,63.0
15286,71.0
15287,66.0
15288,33.0
15289,60.0
15290,60.0
15291,60.0
15292,77.0
15293,
15294,83.0
15295,46.0
15296,82.0
15297,72.0
15298,81.0
15299,27.0
15300,42.0
15301,56.0
15302,63.0
15303,62.0
15304,75.0
15305,36.0
15306,64.0
15307,64.0
15308,64.0
15309,78.0
15310,78.0
15311,69.0
15312,66.0
15313,57.0
15314,60.0
15315,66.0
15316,71.0
15317,70.0
15318,64.0
15319,52.0
15320,60.0
15321,56.0
15322,77.0
15323,71.0
15324,71.0
15325,76.0
15326,45.0
15327,70.0
15328,64.0
15329,87.0
15330,64.0
15331,62.0
15332,68.0
15333,53.0
15334,49.0
15335,67.0
15336,76.0
15337,64.0
15338,73.0
15339,78.0
15340,79.0
15341,76.0
15342,49.0
15343,67.0
15344,62.0
15345,
15346,69.0
15347,77.0
15348,76.0
15349,48.0
15350,70.0
15351,74.0
15352,85.0
15353,82.0
15354,68.0
15355,70.0
15356,78.0
15357,86.0
15358,69.0
15359,73.0
15360,42.0
15361,71.0
15362,63.0
15363,66.0
15364,68.0
15365,55.0
15366,72.0
15367,86.0
15368,69.0
15369,62.0
15370,42.0
15371,53.0
15372,60.0
15373,37.0
15374,51.0
15375,69.0
15376,76.0
15377,73.0
15378,83.0
15379,50.0
15380,45.0
15381,54.0
15382,75.0
15383,79.0
15384,45.0
15385,79.0
15386,54.0
15387,51.0
15388,61.0
15389,76.0
15390,70.0
15391,75.0
15392,75.0
15393,64.0
15394,48.0
15395,44.0
15396,44.0
15397,57.0
15398,66.0
15399,62.0
15400,52.0
15401,78.0
15402,55.0
15403,59.0
15404,81.0
15405,65.0
15406,57.0
15407,50.0
15408,50.0
15409,65.0
15410,60.0
15411,54.0
15412,62.0
15413,55.0
15414,59.0
15415,74.0
15416,56.0
15417,63.0
15418,54.0
15419,48.0
15420,76.0
15421,63.0
15422,54.0
15423,62.0
15424,68.0
15425,48.0
15426,69.0
15427,75.0
15428,75.0
15429,54.0
15430,72.0
15431,67.0
15432,54.0
15433,49.0
15434,56.0
15435,83.0
15436,75.0
15437,60.0
15438,78.0
15439,44.0
15440,73.0
15441,83.0
15442,55.0
15443,50.0
15444,76.0
15445,40.0
15446,54.0
15447,
15448,82.0
15449,84.0
15450,64.0
15451,4.0
15452,73.0
15453,59.0
15454,56.0
15455,68.0
15456,86.0
15457,37.0
15458,84.0
15459,53.0
15460,74.0
15461,57.0
15462,72.0
15463,45.0
15464,61.0
15465,84.0
15466,7.0
15467,84.0
15468,72.0
15469,33.0
15470,75.0
15471,57.0
15472,70.0
15473,73.0
15474,74.0
15475,73.0
15476,59.0
15477,52.0
15478,76.0
15479,58.0
15480,67.0
15481,65.0
15482,73.0
15483,68.0
15484,37.0
15485,40.0
15486,57.0
15487,72.0
15488,73.0
15489,73.0
15490,55.0
15491,57.0
15492,53.0
15493,66.0
15494,67.0
15495,73.0
15496,76.0
15497,83.0
15498,83.0
15499,63.0
15500,79.0
15501,53.0
15502,62.0
15503,79.0
15504,83.0
15505,69.0
15506,70.0
15507,72.0
15508,51.0
15509,71.0
15510,78.0
15511,48.0
15512,76.0
15513,51.0
15514,67.0
15515,51.0
15516,61.0
15517,61.0
15518,61.0
15519,76.0
15520,79.0
15521,46.0
15522,57.0
15523,52.0
15524,74.0
15525,82.0
15526,57.0
15527,81.0
15528,81.0
15529,82.0
15530,82.0
15531,81.0
15532,68.0
15533,31.0
15534,41.0
15535,63.0
15536,85.0
15537,73.0
15538,82.0
15539,71.0
15540,61.0
15541,
15542,54.0
15543,71.0
15544,73.0
15545,73.0
15546,83.0
15547,68.0
15548,56.0
15549,72.0
15550,59.0
15551,75.0
15552,73.0
15553,68.0
15554,61.0
15555,59.0
15556,68.0
15557,69.0
15558,65.0
15559,76.0
15560,88.0
15561,33.0
15562,33.0
15563,73.0
15564,60.0
15565,57.0
15566,75.0
15567,79.0
15568,66.0
15569,63.0
15570,47.0
15571,58.0
15572,76.0
15573,76.0
15574,71.0
15575,89.0
15576,54.0
15577,70.0
15578,87.0
15579,59.0
15580,55.0
15581,72.0
15582,63.0
15583,61.0
15584,62.0
15585,84.0
15586,68.0
15587,79.0
15588,59.0
15589,54.0
15590,52.0
15591,64.0
15592,84.0
15593,62.0
15594,62.0
15595,66.0
15596,61.0
15597,72.0
15598,72.0
15599,48.0
15600,53.0
15601,61.0
15602,83.0
15603,83.0
15604,46.0
15605,81.0
15606,66.0
15607,61.0
15608,74.0
15609,70.0
15610,62.0
15611,57.0
15612,
15613,85.0
15614,44.0
15615,57.0
15616,59.0
15617,80.0
15618,37.0
15619,59.0
15620,58.0
15621,75.0
15622,73.0
15623,58.0
15624,71.0
15625,65.0
15626,71.0
15627,68.0
15628,44.0
15629,50.0
15630,51.0
15631,62.0
15632,81.0
15633,85.0
15634,69.0
15635,57.0
15636,20.0
15637,79.0
15638,64.0
15639,62.0
15640,65.0
15641,71.0
15642,80.0
15643,67.0
15644,75.0
15645,68.0
15646,57.0
15647,84.0
15648,66.0
15649,83.0
15650,54.0
15651,39.0
15652,69.0
15653,79.0
15654,73.0
15655,73.0
15656,80.0
15657,75.0
15658,64.0
15659,73.0
15660,78.0
15661,52.0
15662,81.0
15663,21.0
15664,49.0
15665,74.0
15666,73.0
15667,73.0
15668,84.0
15669,60.0
15670,64.0
15671,63.0
15672,71.0
15673,44.0
15674,50.0
15675,54.0
15676,76.0
15677,75.0
15678,54.0
15679,61.0
15680,79.0
15681,48.0
15682,74.0
15683,56.0
15684,59.0
15685,78.0
15686,53.0
15687,76.0
15688,60.0
15689,81.0
15690,82.0
15691,85.0
15692,0.0
15693,36.0
15694,66.0
15695,71.0
15696,67.0
15697,73.0
15698,89.0
15699,61.0
15700,76.0
15701,76.0
15702,65.0
15703,60.0
15704,70.0
15705,45.0
15706,28.0
15707,76.0
15708,53.0
15709,71.0
15710,79.0
15711,73.0
15712,70.0
15713,59.0
15714,83.0
15715,45.0
15716,78.0
15717,79.0
15718,79.0
15719,83.0
15720,83.0
15721,73.0
15722,45.0
15723,78.0
15724,73.0
15725,83.0
15726,72.0
15727,72.0
15728,73.0
15729,73.0
15730,72.0
15731,
15732,70.0
15733,74.0
15734,68.0
15735,62.0
15736,76.0
15737,61.0
15738,73.0
15739,72.0
15740,61.0
15741,70.0
15742,67.0
15743,48.0
15744,57.0
15745,76.0
15746,50.0
15747,71.0
15748,59.0
15749,39.0
15750,80.0
15751,54.0
15752,67.0
15753,79.0
15754,58.0
15755,66.0
15756,75.0
15757,75.0
15758,84.0
15759,51.0
15760,45.0
15761,73.0
15762,73.0
15763,85.0
15764,29.0
15765,63.0
15766,64.0
15767,17.0
15768,68.0
15769,64.0
15770,82.0
15771,65.0
15772,37.0
15773,69.0
15774,44.0
15775,62.0
15776,62.0
15777,50.0
15778,44.0
15779,76.0
15780,66.0
15781,72.0
15782,85.0
15783,76.0
15784,75.0
15785,52.0
15786,66.0
15787,79.0
15788,44.0
15789,62.0
15790,62.0
15791,44.0
15792,76.0
15793,62.0
15794,47.0
15795,86.0
15796,85.0
15797,70.0
15798,64.0
15799,77.0
15800,53.0
15801,72.0
15802,47.0
15803,63.0
15804,81.0
15805,73.0
15806,69.0
15807,80.0
15808,78.0
15809,
15810,61.0
15811,54.0
15812,80.0
15813,76.0
15814,46.0
15815,66.0
15816,35.0
15817,68.0
15818,50.0
15819,70.0
15820,85.0
15821,73.0
15822,58.0
15823,78.0
15824,68.0
15825,51.0
15826,53.0
15827,58.0
15828,60.0
15829,43.0
15830,76.0
15831,66.0
15832,62.0
15833,79.0
15834,64.0
15835,54.0
15836,56.0
15837,51.0
15838,46.0
15839,67.0
15840,
15841,45.0
15842,73.0
15843,70.0
15844,41.0
15845,45.0
15846,87.0
15847,58.0
15848,44.0
15849,55.0
15850,76.0
15851,56.0
15852,66.0
15853,
15854,63.0
15855,61.0
15856,37.0
15857,67.0
15858,44.0
15859,61.0
15860,68.0
15861,79.0
15862,63.0
15863,60.0
15864,54.0
15865,79.0
15866,60.0
15867,66.0
15868,61.0
15869,53.0
15870,62.0
15871,76.0
15872,26.0
15873,37.0
15874,21.0
15875,60.0
15876,76.0
15877,85.0
15878,70.0
15879,80.0
15880,73.0
15881,74.0
15882,51.0
15883,52.0
15884,
15885,59.0
15886,72.0
15887,46.0
15888,72.0
15889,51.0
15890,63.0
15891,52.0
15892,85.0
15893,85.0
15894,73.0
15895,41.0
15896,72.0
15897,68.0
15898,55.0
15899,82.0
15900,51.0
15901,45.0
15902,56.0
15903,84.0
15904,79.0
15905,72.0
15906,57.0
15907,64.0
15908,63.0
15909,72.0
15910,66.0
15911,42.0
15912,66.0
15913,66.0
15914,79.0
15915,76.0
15916,58.0
15917,52.0
15918,63.0
15919,50.0
15920,70.0
15921,50.0
15922,65.0
15923,61.0
15924,69.0
15925,70.0
15926,76.0
15927,72.0
15928,66.0
15929,62.0
15930,36.0
15931,40.0
15932,53.0
15933,78.0
15934,47.0
15935,76.0
15936,71.0
15937,61.0
15938,54.0
15939,69.0
15940,60.0
15941,82.0
15942,73.0
15943,57.0
15944,42.0
15945,32.0
15946,67.0
15947,61.0
15948,60.0
15949,65.0
15950,80.0
15951,46.0
15952,78.0
15953,57.0
15954,69.0
15955,39.0
15956,
15957,44.0
15958,74.0
15959,46.0
15960,84.0
15961,78.0
15962,71.0
15963,26.0
15964,
15965,54.0
15966,70.0
15967,63.0
15968,54.0
15969,5.0
15970,69.0
15971,62.0
15972,45.0
15973,76.0
15974,85.0
15975,66.0
15976,66.0
15977,65.0
15978,73.0
15979,69.0
15980,54.0
15981,64.0
15982,61.0
15983,76.0
15984,63.0
15985,63.0
15986,78.0
15987,66.0
15988,69.0
15989,71.0
15990,69.0
15991,71.0
15992,76.0
15993,57.0
15994,64.0
15995,66.0
15996,63.0
15997,62.0
15998,69.0
15999,73.0
16000,53.0
16001,66.0
16002,45.0
16003,50.0
16004,53.0
16005,47.0
16006,60.0
16007,70.0
16008,81.0
16009,69.0
16010,69.0
16011,53.0
16012,79.0
16013,0.0
16014,56.0
16015,75.0
16016,58.0
16017,79.0
16018,55.0
16019,48.0
16020,81.0
16021,61.0
16022,53.0
16023,39.0
16024,79.0
16025,57.0
16026,78.0
16027,62.0
16028,58.0
16029,81.0
16030,78.0
16031,76.0
16032,76.0
16033,50.0
16034,58.0
16035,50.0
16036,52.0
16037,61.0
16038,63.0
16039,
16040,71.0
16041,63.0
16042,67.0
16043,79.0
16044,64.0
16045,55.0
16046,76.0
16047,26.0
16048,68.0
16049,63.0
16050,53.0
16051,59.0
16052,67.0
16053,73.0
16054,65.0
16055,61.0
16056,70.0
16057,61.0
16058,47.0
16059,79.0
16060,53.0
16061,67.0
16062,63.0
16063,57.0
16064,
16065,83.0
16066,59.0
16067,72.0
16068,67.0
16069,58.0
16070,64.0
16071,78.0
16072,63.0
16073,
16074,83.0
16075,47.0
16076,66.0
16077,88.0
16078,69.0
16079,72.0
16080,64.0
16081,55.0
16082,81.0
16083,50.0
16084,56.0
16085,
16086,47.0
16087,61.0
16088,73.0
16089,57.0
16090,86.0
16091,54.0
16092,50.0
16093,77.0
16094,86.0
16095,64.0
16096,74.0
16097,85.0
16098,76.0
16099,55.0
16100,51.0
16101,58.0
16102,75.0
16103,84.0
16104,79.0
16105,46.0
16106,65.0
16107,55.0
16108,70.0
16109,62.0
16110,77.0
16111,57.0
16112,63.0
16113,72.0
16114,65.0
16115,75.0
16116,68.0
16117,61.0
16118,72.0
16119,61.0
16120,81.0
16121,61.0
16122,79.0
16123,71.0
16124,78.0
16125,81.0
16126,76.0
16127,88.0
16128,74.0
16129,61.0
16130,64.0
16131,74.0
16132,69.0
16133,64.0
16134,64.0
16135,76.0
16136,87.0
16137,72.0
16138,78.0
16139,58.0
16140,73.0
16141,76.0
16142,75.0
16143,71.0
16144,74.0
16145,44.0
16146,46.0
16147,73.0
16148,49.0
16149,73.0
16150,65.0
16151,64.0
16152,83.0
16153,58.0
16154,52.0
16155,77.0
16156,71.0
16157,76.0
16158,59.0
16159,63.0
16160,55.0
16161,74.0
16162,50.0
16163,88.0
16164,81.0
16165,60.0
16166,58.0
16167,74.0
16168,77.0
16169,55.0
16170,79.0
16171,68.0
16172,80.0
16173,70.0
16174,75.0
16175,35.0
16176,
16177,86.0
16178,
16179,75.0
16180,54.0
16181,62.0
16182,68.0
16183,83.0
16184,81.0
16185,69.0
16186,76.0
16187,72.0
16188,65.0
16189,59.0
16190,66.0
16191,40.0
16192,58.0
16193,83.0
16194,60.0
16195,54.0
16196,51.0
16197,78.0
16198,62.0
16199,56.0
16200,57.0
16201,76.0
16202,67.0
16203,61.0
16204,61.0
16205,45.0
16206,75.0
16207,70.0
16208,61.0
16209,72.0
16210,61.0
16211,79.0
16212,53.0
16213,67.0
16214,80.0
16215,75.0
16216,56.0
16217,63.0
16218,58.0
16219,54.0
16220,76.0
16221,51.0
16222,59.0
16223,74.0
16224,46.0
16225,64.0
16226,65.0
16227,42.0
16228,83.0
16229,48.0
16230,46.0
16231,62.0
16232,62.0
16233,54.0
16234,67.0
16235,86.0
16236,76.0
16237,55.0
16238,78.0
16239,63.0
16240,56.0
16241,45.0
16242,55.0
16243,75.0
16244,65.0
16245,72.0
16246,68.0
16247,64.0
16248,53.0
16249,60.0
16250,68.0
16251,76.0
16252,79.0
16253,74.0
16254,44.0
16255,65.0
16256,45.0
16257,67.0
16258,56.0
16259,85.0
16260,75.0
16261,77.0
16262,54.0
16263,47.0
16264,46.0
16265,63.0
16266,84.0
16267,72.0
16268,68.0
16269,60.0
16270,68.0
16271,1.0
16272,86.0
16273,56.0
16274,78.0
16275,64.0
16276,70.0
16277,76.0
16278,87.0
16279,69.0
16280,65.0
16281,67.0
16282,81.0
16283,43.0
16284,49.0
16285,48.0
16286,58.0
16287,59.0
16288,55.0
16289,78.0
16290,59.0
16291,62.0
16292,76.0
16293,63.0
16294,69.0
16295,59.0
16296,41.0
16297,66.0
16298,53.0
16299,78.0
16300,81.0
16301,53.0
16302,79.0
16303,77.0
16304,68.0
16305,43.0
16306,74.0
16307,59.0
16308,68.0
16309,68.0
16310,63.0
16311,85.0
16312,36.0
16313,67.0
16314,58.0
16315,73.0
16316,60.0
16317,54.0
16318,37.0
16319,71.0
16320,60.0
16321,80.0
16322,59.0
16323,
16324,73.0
16325,60.0
16326,76.0
16327,81.0
16328,36.0
16329,63.0
16330,50.0
16331,42.0
16332,54.0
16333,53.0
16334,79.0
16335,62.0
16336,71.0
16337,60.0
16338,58.0
16339,67.0
16340,73.0
16341,79.0
16342,46.0
16343,73.0
16344,71.0
16345,66.0
16346,85.0
16347,46.0
16348,60.0
16349,69.0
16350,83.0
16351,46.0
16352,54.0
16353,57.0
16354,66.0
16355,81.0
16356,76.0
16357,71.0
16358,63.0
16359,84.0
16360,79.0
16361,81.0
16362,74.0
16363,70.0
16364,86.0
16365,70.0
16366,46.0
16367,60.0
16368,61.0
16369,72.0
16370,53.0
16371,55.0
16372,50.0
16373,70.0
16374,51.0
16375,55.0
16376,17.0
16377,56.0
16378,70.0
16379,81.0
16380,63.0
16381,
16382,61.0
16383,78.0
16384,73.0
16385,62.0
16386,55.0
16387,69.0
16388,71.0
16389,50.0
16390,83.0
16391,71.0
16392,78.0
16393,65.0
16394,64.0
16395,57.0
16396,66.0
16397,52.0
16398,70.0
16399,34.0
16400,78.0
16401,75.0
16402,67.0
16403,69.0
16404,67.0
16405,53.0
16406,71.0
16407,61.0
16408,74.0
16409,79.0
16410,78.0
16411,60.0
16412,60.0
16413,57.0
16414,64.0
16415,62.0
16416,82.0
