,popularity
8028,69.0
8029,67.0
8030,61.0
8031,64.0
8032,58.0
8033,57.0
8034,80.0
8035,59.0
8036,76.0
8037,86.0
8038,75.0
8039,35.0
8040,72.0
8041,50.0
8042,75.0
8043,86.0
8044,62.0
8045,79.0
8046,40.0
8047,65.0
8048,71.0
8049,86.0
8050,63.0
8051,62.0
8052,70.0
8053,67.0
8054,69.0
8055,63.0
8056,61.0
8057,70.0
8058,39.0
8059,71.0
8060,50.0
8061,71.0
8062,63.0
8063,67.0
8064,61.0
8065,55.0
8066,65.0
8067,78.0
8068,62.0
8069,53.0
8070,48.0
8071,63.0
8072,65.0
8073,77.0
8074,70.0
8075,46.0
8076,33.0
8077,59.0
8078,59.0
8079,47.0
8080,61.0
8081,73.0
8082,62.0
8083,72.0
8084,77.0
8085,57.0
8086,56.0
8087,72.0
8088,81.0
8089,54.0
8090,52.0
8091,63.0
8092,65.0
8093,57.0
8094,67.0
8095,64.0
8096,88.0
8097,69.0
8098,67.0
8099,80.0
8100,88.0
8101,69.0
8102,67.0
8103,66.0
8104,78.0
8105,56.0
8106,40.0
8107,63.0
8108,39.0
8109,
8110,81.0
8111,54.0
8112,78.0
8113,55.0
8114,84.0
8115,36.0
8116,77.0
8117,80.0
8118,70.0
8119,75.0
8120,46.0
8121,63.0
8122,63.0
8123,77.0
8124,79.0
8125,64.0
8126,70.0
8127,76.0
8128,81.0
8129,76.0
8130,68.0
8131,80.0
8132,66.0
8133,66.0
8134,72.0
8135,74.0
8136,72.0
8137,76.0
8138,76.0
8139,
8140,66.0
8141,67.0
8142,71.0
8143,72.0
8144,72.0
8145,71.0
8146,71.0
8147,68.0
8148,76.0
8149,78.0
8150,74.0
8151,69.0
8152,80.0
8153,71.0
8154,74.0
8155,
8156,66.0
8157,67.0
8158,71.0
8159,66.0
8160,67.0
8161,72.0
8162,85.0
8163,72.0
8164,85.0
8165,72.0
8166,80.0
8167,70.0
8168,78.0
8169,74.0
8170,69.0
8171,68.0
8172,76.0
8173,78.0
8174,71.0
8175,80.0
8176,74.0
8177,74.0
8178,
8179,71.0
8180,72.0
8181,66.0
8182,67.0
8183,67.0
8184,65.0
8185,86.0
8186,75.0
8187,64.0
8188,78.0
8189,70.0
8190,49.0
8191,87.0
8192,75.0
8193,51.0
8194,70.0
8195,63.0
8196,56.0
8197,81.0
8198,76.0
8199,80.0
8200,78.0
8201,51.0
8202,78.0
8203,76.0
8204,73.0
8205,61.0
8206,68.0
8207,67.0
8208,61.0
8209,71.0
8210,61.0
8211,64.0
8212,81.0
8213,63.0
8214,86.0
8215,80.0
8216,74.0
8217,53.0
8218,55.0
8219,67.0
8220,53.0
8221,48.0
8222,
8223,78.0
8224,52.0
8225,71.0
8226,73.0
8227,85.0
8228,59.0
8229,70.0
8230,78.0
8231,73.0
8232,65.0
8233,60.0
8234,77.0
8235,38.0
8236,63.0
8237,66.0
8238,73.0
8239,82.0
8240,64.0
8241,55.0
8242,69.0
8243,58.0
8244,80.0
8245,80.0
8246,84.0
8247,76.0
8248,73.0
8249,56.0
8250,76.0
8251,56.0
8252,1.0
8253,60.0
8254,28.0
8255,81.0
8256,
8257,61.0
8258,73.0
8259,74.0
8260,70.0
8261,67.0
8262,65.0
8263,41.0
8264,76.0
8265,79.0
8266,67.0
8267,80.0
8268,86.0
8269,48.0
8270,64.0
8271,80.0
8272,81.0
8273,60.0
8274,69.0
8275,79.0
8276,37.0
8277,73.0
8278,80.0
8279,58.0
8280,44.0
8281,62.0
8282,58.0
8283,37.0
8284,56.0
8285,86.0
8286,86.0
8287,40.0
8288,70.0
8289,65.0
8290,65.0
8291,71.0
8292,58.0
8293,79.0
8294,78.0
8295,68.0
8296,60.0
8297,27.0
8298,73.0
8299,83.0
8300,83.0
8301,60.0
8302,63.0
8303,79.0
8304,81.0
8305,85.0
8306,78.0
8307,69.0
8308,56.0
8309,56.0
8310,63.0
8311,57.0
8312,65.0
8313,67.0
8314,73.0
8315,68.0
8316,62.0
8317,66.0
8318,56.0
8319,40.0
8320,61.0
8321,59.0
8322,65.0
8323,53.0
8324,73.0
8325,71.0
8326,62.0
8327,71.0
8328,68.0
8329,63.0
8330,55.0
8331,86.0
8332,76.0
8333,75.0
8334,78.0
8335,67.0
8336,55.0
8337,68.0
8338,61.0
8339,61.0
8340,55.0
8341,74.0
8342,40.0
8343,65.0
8344,40.0
8345,60.0
8346,59.0
8347,62.0
8348,74.0
8349,51.0
8350,86.0
8351,69.0
8352,68.0
8353,73.0
8354,80.0
8355,69.0
8356,64.0
8357,70.0
8358,63.0
8359,56.0
8360,80.0
8361,63.0
8362,46.0
8363,49.0
8364,85.0
8365,64.0
8366,61.0
8367,85.0
8368,75.0
8369,69.0
8370,5.0
8371,71.0
8372,79.0
8373,
8374,58.0
8375,75.0
8376,80.0
8377,86.0
8378,61.0
8379,4.0
8380,70.0
8381,45.0
8382,85.0
8383,73.0
8384,53.0
8385,63.0
8386,78.0
8387,76.0
8388,71.0
8389,80.0
8390,56.0
8391,58.0
8392,54.0
8393,67.0
8394,85.0
8395,71.0
8396,53.0
8397,64.0
8398,
8399,70.0
8400,58.0
8401,53.0
8402,63.0
8403,46.0
8404,82.0
8405,83.0
8406,81.0
8407,76.0
8408,61.0
8409,73.0
8410,65.0
8411,76.0
8412,83.0
8413,75.0
8414,75.0
8415,61.0
8416,83.0
8417,35.0
8418,79.0
8419,86.0
8420,67.0
8421,74.0
8422,85.0
8423,50.0
8424,79.0
8425,69.0
8426,70.0
8427,72.0
8428,78.0
8429,66.0
8430,58.0
8431,42.0
8432,88.0
8433,70.0
8434,60.0
8435,61.0
8436,72.0
8437,48.0
8438,48.0
8439,66.0
8440,59.0
8441,52.0
8442,52.0
8443,62.0
8444,52.0
8445,48.0
8446,72.0
8447,63.0
8448,86.0
8449,70.0
8450,70.0
8451,73.0
8452,56.0
8453,3.0
8454,58.0
8455,73.0
8456,67.0
8457,67.0
8458,67.0
8459,69.0
8460,64.0
8461,72.0
8462,61.0
8463,64.0
8464,42.0
8465,61.0
8466,
8467,69.0
8468,77.0
8469,68.0
8470,77.0
8471,65.0
8472,35.0
8473,85.0
8474,74.0
8475,70.0
8476,59.0
8477,82.0
8478,48.0
8479,76.0
8480,19.0
8481,81.0
8482,57.0
8483,62.0
8484,70.0
8485,48.0
8486,66.0
8487,57.0
8488,80.0
8489,39.0
8490,72.0
8491,72.0
8492,57.0
8493,57.0
8494,63.0
8495,61.0
8496,80.0
8497,80.0
8498,57.0
8499,0.0
8500,0.0
8501,55.0
8502,54.0
8503,65.0
8504,50.0
8505,77.0
8506,62.0
8507,62.0
8508,50.0
8509,72.0
8510,66.0
8511,57.0
8512,57.0
8513,63.0
8514,68.0
8515,65.0
8516,63.0
8517,73.0
8518,53.0
8519,75.0
8520,86.0
8521,83.0
8522,52.0
8523,55.0
8524,63.0
8525,74.0
8526,75.0
8527,54.0
8528,68.0
8529,76.0
8530,60.0
8531,59.0
8532,83.0
8533,69.0
8534,58.0
8535,62.0
8536,44.0
8537,54.0
8538,61.0
8539,12.0
8540,71.0
8541,47.0
8542,70.0
8543,44.0
8544,54.0
8545,71.0
8546,51.0
8547,61.0
8548,82.0
8549,55.0
8550,61.0
8551,68.0
8552,4.0
8553,72.0
8554,76.0
8555,70.0
8556,75.0
8557,42.0
8558,74.0
8559,73.0
8560,51.0
8561,53.0
8562,47.0
8563,48.0
8564,77.0
8565,84.0
8566,
8567,61.0
8568,47.0
8569,71.0
8570,64.0
8571,56.0
8572,59.0
8573,51.0
8574,67.0
8575,77.0
8576,70.0
8577,79.0
8578,87.0
8579,86.0
8580,57.0
8581,39.0
8582,49.0
8583,1.0
8584,49.0
8585,71.0
8586,63.0
8587,76.0
8588,70.0
8589,77.0
8590,73.0
8591,56.0
8592,62.0
8593,50.0
8594,70.0
8595,54.0
8596,61.0
8597,4.0
8598,66.0
8599,62.0
8600,77.0
8601,68.0
8602,63.0
8603,
8604,69.0
8605,69.0
8606,69.0
8607,57.0
8608,85.0
8609,5.0
8610,69.0
8611,75.0
8612,67.0
8613,70.0
8614,66.0
8615,85.0
8616,74.0
8617,79.0
8618,73.0
8619,58.0
8620,
8621,82.0
8622,59.0
8623,63.0
8624,86.0
8625,63.0
8626,78.0
8627,86.0
8628,70.0
8629,78.0
8630,67.0
8631,71.0
8632,74.0
8633,67.0
8634,
8635,62.0
8636,64.0
8637,62.0
8638,59.0
8639,87.0
8640,50.0
8641,69.0
8642,54.0
8643,77.0
8644,68.0
8645,64.0
8646,64.0
8647,81.0
8648,80.0
8649,38.0
8650,62.0
8651,49.0
8652,76.0
8653,61.0
8654,41.0
8655,81.0
8656,72.0
8657,76.0
8658,54.0
8659,58.0
8660,80.0
8661,61.0
8662,80.0
8663,66.0
8664,66.0
8665,75.0
8666,68.0
8667,51.0
8668,64.0
8669,71.0
8670,79.0
8671,80.0
8672,76.0
8673,61.0
8674,67.0
8675,67.0
8676,72.0
8677,71.0
8678,66.0
8679,53.0
8680,76.0
8681,57.0
8682,71.0
8683,69.0
8684,76.0
8685,66.0
8686,86.0
8687,83.0
8688,57.0
8689,69.0
8690,67.0
8691,64.0
8692,83.0
8693,44.0
8694,69.0
8695,63.0
8696,56.0
8697,82.0
8698,44.0
8699,39.0
8700,62.0
8701,57.0
8702,71.0
8703,35.0
8704,43.0
8705,63.0
8706,53.0
8707,
8708,33.0
8709,60.0
8710,53.0
8711,29.0
8712,68.0
8713,39.0
8714,30.0
8715,39.0
8716,83.0
8717,44.0
8718,73.0
8719,55.0
8720,66.0
8721,42.0
8722,32.0
8723,63.0
8724,39.0
8725,45.0
8726,49.0
8727,
8728,59.0
8729,48.0
8730,56.0
8731,54.0
8732,77.0
8733,70.0
8734,44.0
8735,57.0
8736,73.0
8737,51.0
8738,75.0
8739,68.0
8740,43.0
8741,50.0
8742,38.0
8743,53.0
8744,61.0
8745,37.0
8746,60.0
8747,74.0
8748,42.0
8749,27.0
8750,38.0
8751,38.0
8752,59.0
8753,50.0
8754,36.0
8755,44.0
8756,49.0
8757,46.0
8758,51.0
8759,41.0
8760,39.0
8761,32.0
8762,38.0
8763,45.0
8764,36.0
8765,71.0
8766,56.0
8767,37.0
8768,73.0
8769,45.0
8770,40.0
8771,45.0
8772,38.0
8773,44.0
8774,37.0
8775,68.0
8776,46.0
8777,57.0
8778,73.0
8779,35.0
8780,66.0
8781,32.0
8782,51.0
8783,47.0
8784,65.0
8785,65.0
8786,33.0
8787,59.0
8788,39.0
8789,41.0
8790,66.0
8791,59.0
8792,40.0
8793,58.0
8794,58.0
8795,30.0
8796,33.0
8797,43.0
8798,13.0
8799,52.0
8800,52.0
8801,33.0
8802,12.0
8803,62.0
8804,39.0
8805,14.0
8806,41.0
8807,61.0
8808,72.0
8809,41.0
8810,52.0
8811,51.0
8812,61.0
8813,47.0
8814,61.0
8815,38.0
8816,56.0
8817,46.0
8818,36.0
8819,54.0
8820,40.0
8821,48.0
8822,81.0
8823,46.0
8824,37.0
8825,55.0
8826,80.0
8827,36.0
8828,65.0
8829,63.0
8830,37.0
8831,81.0
8832,35.0
8833,38.0
8834,56.0
8835,35.0
8836,39.0
8837,30.0
8838,
8839,39.0
8840,83.0
8841,33.0
8842,53.0
8843,73.0
8844,55.0
8845,66.0
8846,68.0
8847,63.0
8848,60.0
8849,53.0
8850,49.0
8851,29.0
8852,57.0
8853,68.0
8854,59.0
8855,70.0
8856,56.0
8857,56.0
8858,77.0
8859,77.0
8860,83.0
8861,44.0
8862,55.0
8863,42.0
8864,32.0
8865,39.0
8866,45.0
8867,
8868,54.0
8869,48.0
8870,74.0
8871,44.0
8872,46.0
8873,44.0
8874,51.0
8875,75.0
8876,43.0
8877,50.0
8878,38.0
8879,53.0
8880,61.0
8881,37.0
8882,60.0
8883,42.0
8884,27.0
8885,38.0
8886,38.0
8887,59.0
8888,50.0
8889,36.0
8890,49.0
8891,51.0
8892,41.0
8893,39.0
8894,32.0
8895,38.0
8896,45.0
8897,36.0
8898,71.0
8899,56.0
8900,73.0
8901,45.0
8902,40.0
8903,39.0
8904,58.0
8905,45.0
8906,35.0
8907,38.0
8908,38.0
8909,42.0
8910,44.0
8911,59.0
8912,37.0
8913,69.0
8914,68.0
8915,46.0
8916,57.0
8917,73.0
8918,35.0
8919,46.0
8920,19.0
8921,57.0
8922,66.0
8923,40.0
8924,32.0
8925,30.0
8926,49.0
8927,33.0
8928,58.0
8929,51.0
8930,39.0
8931,65.0
8932,47.0
8933,38.0
8934,30.0
8935,48.0
8936,38.0
8937,48.0
8938,30.0
8939,22.0
8940,18.0
8941,43.0
8942,48.0
8943,25.0
8944,70.0
8945,57.0
8946,36.0
8947,31.0
8948,40.0
8949,17.0
8950,53.0
8951,42.0
8952,53.0
8953,21.0
8954,43.0
8955,49.0
8956,62.0
8957,19.0
8958,35.0
8959,28.0
8960,37.0
8961,53.0
8962,40.0
8963,37.0
8964,73.0
8965,36.0
8966,65.0
8967,62.0
8968,55.0
8969,38.0
8970,38.0
8971,57.0
8972,42.0
8973,30.0
8974,31.0
8975,37.0
8976,30.0
8977,32.0
8978,40.0
8979,33.0
8980,47.0
8981,
8982,45.0
8983,57.0
8984,67.0
8985,2.0
8986,54.0
8987,47.0
8988,46.0
8989,31.0
8990,29.0
8991,39.0
8992,11.0
8993,25.0
8994,50.0
8995,54.0
8996,38.0
8997,43.0
8998,42.0
8999,21.0
9000,23.0
9001,66.0
9002,38.0
9003,25.0
9004,71.0
9005,52.0
9006,67.0
9007,44.0
9008,31.0
9009,64.0
9010,57.0
9011,63.0
9012,50.0
9013,42.0
9014,36.0
9015,15.0
9016,35.0
9017,77.0
9018,30.0
9019,47.0
9020,57.0
9021,56.0
9022,39.0
9023,53.0
9024,80.0
9025,55.0
9026,38.0
9027,
9028,23.0
9029,27.0
9030,34.0
9031,45.0
9032,54.0
9033,48.0
9034,59.0
9035,69.0
9036,35.0
9037,64.0
9038,35.0
9039,36.0
9040,57.0
9041,50.0
9042,63.0
9043,50.0
9044,36.0
9045,18.0
9046,41.0
9047,
9048,46.0
9049,49.0
9050,55.0
9051,53.0
9052,63.0
9053,44.0
9054,55.0
9055,24.0
9056,21.0
9057,52.0
9058,28.0
9059,48.0
9060,38.0
9061,57.0
9062,46.0
9063,62.0
9064,78.0
9065,23.0
9066,30.0
9067,42.0
9068,27.0
9069,33.0
9070,70.0
9071,43.0
9072,78.0
9073,26.0
9074,70.0
9075,32.0
9076,78.0
9077,37.0
9078,31.0
9079,26.0
9080,
9081,50.0
9082,48.0
9083,35.0
9084,34.0
9085,39.0
9086,48.0
9087,58.0
9088,29.0
9089,71.0
9090,72.0
9091,21.0
9092,63.0
9093,40.0
9094,82.0
9095,65.0
9096,54.0
9097,40.0
9098,48.0
9099,82.0
9100,67.0
9101,88.0
9102,82.0
9103,54.0
9104,5.0
9105,82.0
9106,48.0
9107,68.0
9108,63.0
9109,86.0
9110,87.0
9111,70.0
9112,52.0
9113,82.0
9114,82.0
9115,51.0
9116,66.0
9117,45.0
9118,60.0
9119,44.0
9120,71.0
9121,61.0
9122,74.0
9123,41.0
9124,76.0
9125,58.0
9126,61.0
9127,79.0
9128,56.0
9129,74.0
9130,75.0
9131,76.0
9132,61.0
9133,62.0
9134,53.0
9135,72.0
9136,65.0
9137,82.0
9138,86.0
9139,71.0
9140,56.0
9141,78.0
9142,76.0
9143,84.0
9144,61.0
9145,78.0
9146,76.0
9147,73.0
9148,65.0
9149,61.0
9150,60.0
9151,39.0
9152,83.0
9153,61.0
9154,73.0
9155,79.0
9156,71.0
9157,70.0
9158,50.0
9159,45.0
9160,78.0
9161,79.0
9162,45.0
9163,64.0
9164,81.0
9165,73.0
9166,85.0
9167,78.0
9168,61.0
9169,65.0
9170,0.0
9171,66.0
9172,67.0
9173,60.0
9174,4.0
9175,57.0
9176,58.0
9177,81.0
9178,61.0
9179,55.0
9180,53.0
9181,59.0
9182,78.0
9183,56.0
9184,75.0
9185,82.0
9186,37.0
9187,77.0
9188,40.0
9189,61.0
9190,61.0
9191,71.0
9192,66.0
9193,79.0
9194,82.0
9195,82.0
9196,63.0
9197,52.0
9198,63.0
9199,67.0
9200,56.0
9201,85.0
9202,54.0
9203,67.0
9204,72.0
9205,52.0
9206,0.0
9207,0.0
9208,76.0
9209,76.0
9210,63.0
9211,75.0
9212,46.0
9213,65.0
9214,76.0
9215,66.0
9216,80.0
9217,57.0
9218,65.0
9219,44.0
9220,42.0
9221,67.0
9222,71.0
9223,78.0
9224,66.0
9225,60.0
9226,3.0
9227,80.0
9228,49.0
9229,56.0
9230,68.0
9231,46.0
9232,67.0
9233,53.0
9234,78.0
9235,71.0
9236,81.0
9237,63.0
9238,55.0
9239,57.0
9240,72.0
9241,81.0
9242,57.0
9243,81.0
9244,63.0
9245,65.0
9246,57.0
9247,60.0
9248,57.0
9249,65.0
9250,66.0
9251,70.0
9252,57.0
9253,4.0
9254,63.0
9255,74.0
9256,69.0
9257,40.0
9258,68.0
9259,53.0
9260,72.0
9261,69.0
9262,65.0
9263,58.0
9264,62.0
9265,69.0
9266,50.0
9267,61.0
9268,73.0
9269,57.0
9270,62.0
9271,70.0
9272,89.0
9273,66.0
9274,75.0
9275,43.0
9276,79.0
9277,81.0
9278,73.0
9279,63.0
9280,54.0
9281,56.0
9282,63.0
9283,68.0
9284,64.0
9285,38.0
9286,57.0
9287,62.0
9288,62.0
9289,59.0
9290,39.0
9291,52.0
9292,84.0
9293,55.0
9294,74.0
9295,78.0
9296,58.0
9297,53.0
9298,70.0
9299,39.0
9300,63.0
9301,71.0
9302,50.0
9303,33.0
9304,55.0
9305,70.0
9306,64.0
9307,3.0
9308,69.0
9309,53.0
9310,79.0
9311,81.0
9312,67.0
9313,70.0
9314,70.0
9315,80.0
9316,57.0
9317,67.0
9318,67.0
9319,53.0
9320,79.0
9321,5.0
9322,76.0
9323,58.0
9324,47.0
9325,67.0
9326,42.0
9327,79.0
9328,86.0
9329,70.0
9330,61.0
9331,70.0
9332,63.0
9333,46.0
9334,58.0
9335,49.0
9336,54.0
9337,80.0
9338,66.0
9339,73.0
9340,74.0
9341,80.0
9342,62.0
9343,76.0
9344,
9345,72.0
9346,75.0
9347,69.0
9348,59.0
9349,53.0
9350,55.0
9351,51.0
9352,63.0
9353,71.0
9354,69.0
9355,53.0
9356,78.0
9357,62.0
9358,79.0
9359,47.0
9360,87.0
9361,80.0
9362,72.0
9363,77.0
9364,53.0
9365,74.0
9366,70.0
9367,79.0
9368,60.0
9369,61.0
9370,67.0
9371,61.0
9372,59.0
9373,75.0
9374,39.0
9375,44.0
9376,75.0
9377,47.0
9378,61.0
9379,64.0
9380,45.0
9381,78.0
9382,45.0
9383,51.0
9384,71.0
9385,40.0
9386,52.0
9387,78.0
9388,61.0
9389,60.0
9390,66.0
9391,73.0
9392,67.0
9393,64.0
9394,84.0
9395,44.0
9396,54.0
9397,83.0
9398,62.0
9399,61.0
9400,85.0
9401,68.0
9402,85.0
9403,54.0
9404,65.0
9405,76.0
9406,37.0
9407,67.0
9408,65.0
9409,67.0
9410,68.0
9411,60.0
9412,49.0
9413,72.0
9414,63.0
9415,81.0
9416,73.0
9417,60.0
9418,74.0
9419,75.0
9420,68.0
9421,47.0
9422,78.0
9423,70.0
9424,64.0
9425,63.0
9426,62.0
9427,67.0
9428,66.0
9429,7.0
9430,53.0
9431,86.0
9432,47.0
9433,54.0
9434,56.0
9435,56.0
9436,58.0
9437,58.0
9438,47.0
9439,78.0
9440,80.0
9441,83.0
9442,83.0
9443,65.0
9444,46.0
9445,76.0
9446,74.0
9447,71.0
9448,71.0
9449,60.0
9450,35.0
9451,54.0
9452,66.0
9453,65.0
9454,73.0
9455,88.0
9456,44.0
9457,63.0
9458,52.0
9459,69.0
9460,61.0
9461,85.0
9462,68.0
9463,59.0
9464,77.0
9465,74.0
9466,57.0
9467,68.0
9468,66.0
9469,63.0
9470,63.0
9471,63.0
9472,64.0
9473,61.0
9474,42.0
9475,52.0
9476,54.0
9477,44.0
9478,75.0
9479,87.0
9480,69.0
9481,76.0
9482,63.0
9483,71.0
9484,72.0
9485,61.0
9486,69.0
9487,60.0
9488,63.0
9489,79.0
9490,31.0
9491,59.0
9492,47.0
9493,59.0
9494,49.0
9495,67.0
9496,62.0
9497,79.0
9498,73.0
9499,42.0
9500,50.0
9501,57.0
9502,65.0
9503,65.0
9504,53.0
9505,65.0
9506,
9507,61.0
9508,62.0
9509,76.0
9510,70.0
9511,76.0
9512,56.0
9513,57.0
9514,85.0
9515,66.0
9516,76.0
9517,56.0
9518,76.0
9519,43.0
9520,68.0
9521,52.0
9522,63.0
9523,65.0
9524,52.0
9525,70.0
9526,60.0
9527,36.0
9528,75.0
9529,39.0
9530,58.0
9531,70.0
9532,86.0
9533,73.0
9534,52.0
9535,57.0
9536,48.0
9537,48.0
9538,66.0
9539,65.0
9540,65.0
9541,66.0
9542,77.0
9543,57.0
9544,57.0
9545,68.0
9546,64.0
9547,63.0
9548,63.0
9549,58.0
9550,53.0
9551,52.0
9552,51.0
9553,46.0
9554,24.0
9555,44.0
9556,15.0
9557,58.0
9558,47.0
9559,59.0
9560,52.0
9561,54.0
9562,54.0
9563,56.0
9564,62.0
9565,51.0
9566,78.0
9567,64.0
9568,58.0
9569,56.0
9570,75.0
9571,48.0
9572,46.0
9573,65.0
9574,64.0
9575,61.0
9576,50.0
9577,51.0
9578,50.0
9579,66.0
9580,70.0
9581,76.0
9582,76.0
9583,64.0
9584,77.0
9585,63.0
9586,84.0
9587,68.0
9588,57.0
9589,78.0
9590,0.0
9591,68.0
9592,90.0
9593,72.0
9594,49.0
9595,58.0
9596,74.0
9597,62.0
9598,70.0
9599,
9600,72.0
9601,72.0
9602,72.0
9603,90.0
9604,46.0
9605,58.0
9606,51.0
9607,66.0
9608,74.0
9609,66.0
9610,61.0
9611,46.0
9612,66.0
9613,72.0
9614,62.0
9615,64.0
9616,68.0
9617,88.0
9618,74.0
9619,74.0
9620,
9621,78.0
9622,61.0
9623,67.0
9624,81.0
9625,81.0
9626,38.0
9627,78.0
9628,74.0
9629,74.0
9630,62.0
9631,58.0
9632,71.0
9633,36.0
9634,71.0
9635,72.0
9636,65.0
9637,76.0
9638,80.0
9639,76.0
9640,53.0
9641,61.0
9642,51.0
9643,79.0
9644,54.0
9645,40.0
9646,77.0
9647,51.0
9648,71.0
9649,71.0
9650,52.0
9651,86.0
9652,51.0
9653,60.0
9654,70.0
9655,70.0
9656,73.0
9657,79.0
9658,40.0
9659,42.0
9660,44.0
9661,59.0
9662,71.0
9663,79.0
9664,55.0
9665,43.0
9666,53.0
9667,67.0
9668,60.0
9669,54.0
9670,81.0
9671,41.0
9672,80.0
9673,55.0
9674,62.0
9675,53.0
9676,44.0
9677,40.0
9678,73.0
9679,74.0
9680,65.0
9681,73.0
9682,82.0
9683,59.0
9684,85.0
9685,35.0
9686,47.0
9687,78.0
9688,69.0
9689,46.0
9690,73.0
9691,53.0
9692,79.0
9693,76.0
9694,51.0
9695,72.0
9696,71.0
9697,67.0
9698,73.0
9699,71.0
9700,51.0
9701,81.0
9702,69.0
9703,51.0
9704,80.0
9705,62.0
9706,39.0
9707,62.0
9708,58.0
9709,86.0
9710,45.0
9711,70.0
9712,66.0
9713,52.0
9714,56.0
9715,44.0
9716,50.0
9717,75.0
9718,74.0
9719,79.0
9720,31.0
9721,76.0
9722,61.0
9723,61.0
9724,74.0
9725,80.0
9726,55.0
9727,47.0
9728,61.0
9729,67.0
9730,53.0
9731,73.0
9732,56.0
9733,82.0
9734,64.0
9735,76.0
9736,44.0
9737,48.0
9738,50.0
9739,65.0
9740,54.0
9741,52.0
9742,71.0
9743,64.0
9744,44.0
9745,83.0
9746,83.0
9747,48.0
9748,76.0
9749,73.0
9750,83.0
9751,47.0
9752,76.0
9753,71.0
9754,71.0
9755,47.0
9756,52.0
9757,54.0
9758,63.0
9759,68.0
9760,81.0
9761,60.0
9762,67.0
9763,46.0
9764,85.0
9765,85.0
9766,59.0
9767,60.0
9768,67.0
9769,82.0
9770,55.0
9771,84.0
9772,77.0
9773,73.0
9774,73.0
9775,53.0
9776,
9777,82.0
9778,63.0
9779,81.0
9780,58.0
9781,4.0
9782,56.0
9783,40.0
9784,76.0
9785,52.0
9786,55.0
9787,
9788,75.0
9789,78.0
9790,65.0
9791,55.0
9792,64.0
9793,67.0
9794,59.0
9795,72.0
9796,59.0
9797,65.0
9798,68.0
9799,61.0
9800,66.0
9801,78.0
9802,66.0
9803,65.0
9804,68.0
9805,63.0
9806,84.0
9807,77.0
9808,81.0
9809,86.0
9810,40.0
9811,57.0
9812,
9813,48.0
9814,76.0
9815,62.0
9816,61.0
9817,52.0
9818,55.0
9819,62.0
9820,67.0
9821,84.0
9822,69.0
9823,78.0
9824,75.0
9825,51.0
9826,58.0
9827,64.0
9828,74.0
9829,21.0
9830,57.0
9831,71.0
9832,71.0
9833,87.0
9834,58.0
9835,72.0
9836,85.0
9837,67.0
9838,42.0
9839,69.0
9840,81.0
9841,56.0
9842,53.0
9843,80.0
9844,82.0
9845,77.0
9846,12.0
9847,52.0
9848,54.0
9849,67.0
9850,61.0
9851,73.0
9852,79.0
9853,44.0
9854,64.0
9855,73.0
9856,80.0
9857,73.0
9858,80.0
9859,29.0
9860,66.0
9861,40.0
9862,36.0
9863,50.0
9864,3.0
9865,76.0
9866,69.0
9867,72.0
9868,78.0
9869,58.0
9870,74.0
9871,17.0
9872,49.0
9873,79.0
9874,55.0
9875,83.0
9876,79.0
9877,73.0
9878,73.0
9879,12.0
9880,65.0
9881,61.0
9882,64.0
9883,65.0
9884,67.0
9885,59.0
9886,79.0
9887,51.0
9888,25.0
9889,72.0
9890,70.0
9891,66.0
9892,55.0
9893,48.0
9894,50.0
9895,40.0
9896,47.0
9897,48.0
9898,78.0
9899,40.0
9900,77.0
9901,68.0
9902,51.0
9903,70.0
9904,44.0
9905,68.0
9906,69.0
9907,73.0
9908,88.0
9909,57.0
9910,55.0
9911,
9912,69.0
9913,67.0
9914,79.0
9915,74.0
9916,69.0
9917,72.0
9918,74.0
9919,78.0
9920,78.0
9921,72.0
9922,79.0
9923,72.0
9924,79.0
9925,72.0
9926,78.0
9927,78.0
9928,71.0
9929,79.0
9930,71.0
9931,72.0
9932,70.0
9933,79.0
9934,66.0
9935,70.0
9936,77.0
9937,72.0
9938,81.0
9939,86.0
9940,71.0
9941,76.0
9942,73.0
9943,63.0
9944,73.0
9945,73.0
9946,67.0
9947,80.0
9948,68.0
9949,85.0
9950,81.0
9951,77.0
9952,70.0
9953,74.0
9954,72.0
9955,77.0
9956,77.0
9957,65.0
9958,72.0
9959,80.0
9960,64.0
9961,61.0
9962,74.0
9963,67.0
9964,67.0
9965,80.0
9966,84.0
9967,76.0
9968,61.0
9969,
9970,66.0
9971,77.0
9972,69.0
9973,
9974,81.0
9975,86.0
9976,36.0
9977,54.0
9978,72.0
9979,53.0
9980,56.0
9981,73.0
9982,85.0
9983,80.0
9984,68.0
9985,60.0
9986,85.0
9987,59.0
9988,66.0
9989,89.0
9990,52.0
9991,65.0
9992,78.0
9993,34.0
9994,78.0
9995,78.0
9996,65.0
9997,53.0
9998,75.0
9999,62.0
10000,66.0
10001,75.0
10002,64.0
10003,58.0
10004,60.0
10005,82.0
10006,54.0
10007,69.0
10008,70.0
10009,74.0
10010,39.0
10011,78.0
10012,63.0
10013,51.0
10014,27.0
10015,76.0
10016,60.0
10017,82.0
10018,46.0
10019,60.0
10020,83.0
10021,63.0
10022,66.0
10023,59.0
10024,38.0
10025,61.0
10026,62.0
10027,71.0
10028,68.0
10029,71.0
10030,28.0
10031,
10032,72.0
10033,12.0
10034,82.0
10035,56.0
10036,72.0
10037,81.0
10038,55.0
10039,56.0
10040,61.0
