,instrumentalness
6813,0.0
6814,0.0
6815,0.0
6816,5.86e-05
6817,7.61e-06
6818,3.62e-06
6819,0.922
6820,
6821,2.22e-06
6822,0.0
6823,0.0
6824,0.0
6825,0.0
6826,0.0
6827,0.0
6828,1.26e-06
6829,0.0
6830,0.0
6831,0.0
6832,0.0
6833,
6834,0.0
6835,0.0
6836,0.0
6837,0.0
6838,0.0101
6839,0.0683
6840,0.00285
6841,2.77e-06
6842,0.0
6843,0.0
6844,4.47e-06
6845,0.000103
6846,0.0
6847,0.0683
6848,0.00285
6849,0.0
6850,0.0404
6851,0.445
6852,7.08e-06
6853,0.0
6854,0.0
6855,4.47e-06
6856,0.35
6857,0.0
6858,0.445
6859,0.0
6860,0.0
6861,0.0
6862,0.0
6863,0.0
6864,0.0
6865,0.0
6866,0.0
6867,0.0
6868,0.0
6869,0.0
6870,0.0
6871,0.000799
6872,0.0
6873,0.0
6874,
6875,0.0
6876,2.63e-06
6877,0.811
6878,0.0114
6879,0.0
6880,0.0
6881,6.57e-06
6882,0.0
6883,0.0
6884,0.0
6885,0.0
6886,1.71e-05
6887,0.562
6888,0.0
6889,0.0
6890,0.0
6891,0.421
6892,0.0
6893,0.0
6894,0.0
6895,0.0
6896,0.0
6897,0.000353
6898,0.0178
6899,0.0
6900,0.905
6901,0.0
6902,0.0
6903,0.0
6904,1.2e-05
6905,0.000225
6906,0.00187
6907,4.07e-06
6908,0.0
6909,0.0
6910,0.0
6911,0.0
6912,3.17e-05
6913,0.0
6914,8.06e-05
6915,0.0
6916,0.0
6917,0.0
6918,0.0
6919,0.0
6920,0.0
6921,0.0
6922,0.0
6923,0.0951
6924,0.000133
6925,0.0
6926,0.0
6927,0.0
6928,0.0
6929,0.0
6930,0.0
6931,0.0
6932,0.0126
6933,3.32e-05
6934,0.0
6935,0.0
6936,0.000133
6937,0.0
6938,0.35
6939,0.0
6940,1.31e-05
6941,3.47e-05
6942,3.42e-06
6943,0.0
6944,9.7e-05
6945,0.0816
6946,0.0
6947,0.000103
6948,0.000154
6949,0.0
6950,0.0101
6951,0.0
6952,6e-05
6953,0.0
6954,0.0
6955,1.66e-05
6956,1.66e-05
6957,0.0
6958,0.0
6959,1.07e-05
6960,0.0
6961,0.00986
6962,7.87e-05
6963,0.0
6964,0.0
6965,0.0
6966,0.0816
6967,0.000119
6968,0.0
6969,1.66e-05
6970,1.07e-05
6971,0.0
6972,0.0
6973,0.0
6974,0.0
6975,3.42e-06
6976,0.000422
6977,3.42e-06
6978,0.0816
6979,0.00125
6980,0.0
6981,0.0
6982,0.0
6983,0.266
6984,0.0
6985,0.0
6986,0.0
6987,0.000421
6988,0.0
6989,0.0
6990,0.0
6991,0.0
6992,0.0
6993,0.0
6994,0.0
6995,0.0
6996,0.0
6997,
6998,0.0
6999,0.0
7000,0.564
7001,0.0
7002,0.0
7003,0.0
7004,3.7e-06
7005,0.162
7006,7.32e-05
7007,0.0
7008,0.0032
7009,5.69e-06
7010,0.0
7011,3.63e-05
7012,1.65e-05
7013,1.99e-06
7014,
7015,0.0
7016,0.0
7017,0.0
7018,0.0155
7019,1.88e-05
7020,0.0
7021,0.0
7022,0.000579
7023,
7024,0.0
7025,8.67e-06
7026,0.0
7027,2.06e-06
7028,4.52e-05
7029,0.0
7030,0.0
7031,0.0
7032,0.0
7033,0.0
7034,0.0145
7035,0.00012
7036,0.000202
7037,
7038,1.6e-06
7039,0.0
7040,0.0
7041,0.0803
7042,0.00187
7043,0.0
7044,0.00777
7045,0.00278
7046,9.1e-06
7047,0.0126
7048,0.0
7049,0.0
7050,0.0
7051,0.0
7052,0.0892
7053,0.0
7054,7.87e-05
7055,0.0
7056,0.0
7057,0.564
7058,1.96e-05
7059,0.0
7060,0.0
7061,0.0
7062,0.000716
7063,0.0
7064,6.04e-05
7065,
7066,0.0
7067,9.26e-05
7068,0.0
7069,0.000133
7070,0.0108
7071,0.0
7072,0.0
7073,0.0
7074,4.47e-06
7075,0.0816
7076,5.84e-06
7077,3.45e-06
7078,3.47e-05
7079,0.0
7080,0.0
7081,0.0
7082,0.0
7083,2.82e-06
7084,0.000189
7085,0.0
7086,0.0
7087,0.000883
7088,0.0
7089,7e-05
7090,0.0
7091,0.0
7092,0.0
7093,0.0
7094,0.0
7095,0.0
7096,1.12e-06
7097,0.01
7098,0.0
7099,0.0
7100,0.000133
7101,0.0
7102,1.4e-06
7103,0.0
7104,0.0
7105,0.0
7106,3.26e-05
7107,0.0
7108,0.0
7109,0.0258
7110,0.305
7111,0.0
7112,4.07e-06
7113,4.05e-06
7114,0.0
7115,0.0
7116,0.0
7117,0.0
7118,0.0
7119,0.049
7120,0.0
7121,0.0
7122,0.0
7123,0.0
7124,0.0
7125,0.0
7126,0.000181
7127,0.000181
7128,0.0
7129,0.0
7130,0.0
7131,0.0
7132,0.0178
7133,0.0
7134,3.47e-05
7135,0.0
7136,1.01e-06
7137,2.57e-05
7138,9.7e-05
7139,1.22e-06
7140,0.445
7141,0.00244
7142,0.0
7143,0.0
7144,0.0
7145,0.0
7146,0.0
7147,0.0
7148,0.0
7149,0.0
7150,0.0
7151,0.0
7152,0.0
7153,0.0
7154,0.0
7155,0.00131
7156,0.000883
7157,1.66e-05
7158,0.0
7159,0.0
7160,0.0
7161,1.11e-05
7162,0.0
7163,1.66e-05
7164,0.0
7165,0.0
7166,4.43e-05
7167,0.0
7168,0.0
7169,0.842
7170,0.0
7171,0.0
7172,1.53e-06
7173,5.84e-06
7174,0.0
7175,0.0
7176,0.0
7177,5.92e-06
7178,3.47e-05
7179,0.0
7180,0.0
7181,0.0
7182,0.0
7183,2.44e-06
7184,0.0
7185,0.922
7186,0.0
7187,0.000947
7188,0.0
7189,0.00757
7190,0.0219
7191,0.0
7192,1.31e-05
7193,0.0
7194,3.46e-06
7195,0.0
7196,0.0
7197,0.0
7198,0.0
7199,5.84e-05
7200,1.78e-05
7201,2.07e-06
7202,0.0
7203,0.0126
7204,0.0
7205,0.0
7206,0.0
7207,2.07e-06
7208,0.0
7209,1.12e-06
7210,0.0
7211,0.00157
7212,0.0
7213,0.00157
7214,0.0
7215,1.31e-05
7216,1.83e-05
7217,0.0
7218,0.0
7219,0.00977
7220,4.81e-05
7221,2.35e-06
7222,0.0
7223,0.0
7224,0.0
7225,
7226,0.469
7227,0.0
7228,0.0
7229,0.0
7230,0.0
7231,0.00157
7232,1.31e-05
7233,4.81e-05
7234,0.0
7235,0.395
7236,0.0
7237,0.0
7238,0.201
7239,0.0
7240,0.00012
7241,0.0
7242,0.0
7243,0.015
7244,0.0
7245,0.0
7246,0.0
7247,0.0
7248,0.0
7249,0.0
7250,0.0
7251,3.32e-05
7252,0.0
7253,0.0407
7254,0.0
7255,0.0
7256,0.0
7257,0.0
7258,0.0
7259,0.0
7260,0.0
7261,1.65e-05
7262,0.0
7263,0.0
7264,0.0
7265,0.0
7266,0.0
7267,0.0
7268,4.1e-06
7269,0.0
7270,0.0
7271,0.0
7272,0.0
7273,1.22e-06
7274,0.0
7275,1.44e-05
7276,0.0
7277,3.77e-05
7278,0.0
7279,0.0
7280,0.0165
7281,0.0114
7282,3.46e-06
7283,0.199
7284,0.0
7285,0.838
7286,0.0
7287,0.00681
7288,4.96e-06
7289,0.562
7290,0.0
7291,0.0
7292,0.0
7293,0.0
7294,0.0
7295,5.86e-05
7296,1.5e-05
7297,0.775
7298,0.0
7299,0.0
7300,0.0
7301,0.0
7302,0.0
7303,0.0
7304,0.000181
7305,0.0
7306,1.5e-05
7307,0.0
7308,0.0
7309,6.7e-06
7310,2.09e-05
7311,0.0
7312,0.000202
7313,0.0
7314,0.0
7315,0.0
7316,0.0
7317,0.0
7318,0.0
7319,0.0
7320,0.334
7321,0.00016
7322,0.0
7323,0.0
7324,7.04e-06
7325,0.0
7326,5.92e-06
7327,
7328,0.000813
7329,6e-05
7330,0.0
7331,0.000133
7332,0.0
7333,0.0
7334,0.0012
7335,0.0
7336,0.000859
7337,0.0
7338,0.0
7339,0.000187
7340,0.0
7341,0.000937
7342,1.67e-06
7343,0.0
7344,0.0
7345,0.0
7346,0.0
7347,0.0
7348,0.000883
7349,0.0
7350,0.0
7351,0.0
7352,0.369
7353,0.421
7354,0.0
7355,0.0
7356,0.0
7357,0.0328
7358,0.0
7359,0.0
7360,0.0
7361,0.564
7362,
7363,1.5e-05
7364,0.0
7365,0.000549
7366,0.0
7367,0.0
7368,0.0
7369,0.000154
7370,0.00125
7371,1.61e-05
7372,0.0
7373,6e-05
7374,0.0766
7375,0.0
7376,0.0
7377,0.0
7378,0.0
7379,0.0
7380,0.0
7381,8.64e-05
7382,0.000813
7383,0.0
7384,0.0
7385,0.0
7386,
7387,0.0
7388,0.0
7389,0.0
7390,0.000579
7391,0.0
7392,0.00681
7393,0.0
7394,
7395,0.0
7396,0.0
7397,0.0
7398,0.0
7399,7.26e-06
7400,1.95e-06
7401,0.0
7402,0.0
7403,0.0
7404,7.79e-05
7405,0.0
7406,0.0
7407,0.00178
7408,0.0
7409,0.0
7410,0.0
7411,0.109
7412,0.0
7413,0.00819
7414,1.6e-05
7415,0.0178
7416,0.0
7417,0.000549
7418,0.0
7419,0.0
7420,0.000406
7421,0.0
7422,1.51e-05
7423,0.0
7424,0.0
7425,0.0
7426,0.0
7427,
7428,0.0178
7429,4.17e-06
7430,3.68e-06
7431,0.0
7432,0.0
7433,1.83e-05
7434,9.1e-06
7435,1.42e-06
7436,0.00285
7437,0.0
7438,0.0
7439,0.0
7440,0.0
7441,0.0
7442,0.0
7443,0.0
7444,3.02e-05
7445,5.83e-06
7446,0.0
7447,0.0
7448,1.65e-05
7449,1.16e-06
7450,0.00203
7451,0.0
7452,0.000422
7453,0.0
7454,0.0
7455,0.0
7456,0.0
7457,0.000172
7458,0.000353
7459,3.06e-06
7460,0.0
7461,0.0
7462,0.0
7463,0.0
7464,0.0
7465,0.000496
7466,0.0
7467,0.0
7468,0.0
7469,0.0
7470,9.07e-06
7471,0.0
7472,0.000799
7473,6.43e-05
7474,1.66e-05
7475,0.0
7476,0.0
7477,0.0
7478,0.0
7479,0.000678
7480,0.0
7481,0.0
7482,
7483,0.0
7484,0.0
7485,0.0
7486,4.43e-05
7487,0.0
7488,0.0
7489,3.47e-05
7490,8.33e-06
7491,0.0
7492,0.00372
7493,5.98e-06
7494,0.0
7495,3.42e-05
7496,0.000947
7497,0.0
7498,1.5e-05
7499,0.0
7500,0.0
7501,0.0
7502,0.0
7503,0.0
7504,0.0
7505,1.88e-05
7506,1.2e-05
7507,0.0
7508,0.0
7509,1.75e-06
7510,0.0
7511,0.0
7512,
7513,0.0
7514,6.57e-06
7515,0.0
7516,0.0
7517,0.0
7518,6.15e-06
7519,0.0
7520,0.0
7521,0.151
7522,0.0
7523,0.0
7524,0.0
7525,0.0
7526,0.0
7527,0.0
7528,7.32e-05
7529,6.04e-05
7530,0.0
7531,0.0
7532,0.335
7533,0.0
7534,0.000181
7535,0.0
7536,0.0
7537,0.0
7538,0.0
7539,0.00481
7540,0.0
7541,0.0
7542,0.000937
7543,0.0
7544,0.0
7545,0.000937
7546,0.0
7547,0.0
7548,0.0
7549,0.0
7550,0.0
7551,0.0
7552,0.0
7553,0.0
7554,0.0
7555,0.0
7556,0.0
7557,6.72e-06
7558,0.0
7559,0.0
7560,0.0
7561,4.44e-05
7562,0.0
7563,0.0
7564,0.0
7565,0.0
7566,0.0
7567,7.15e-06
7568,0.0
7569,0.0
7570,0.0
7571,0.00285
7572,0.0
7573,0.0
7574,0.0
7575,0.00102
7576,0.0
7577,0.0
7578,0.0
7579,0.0
7580,1.45e-05
7581,0.0
7582,0.0
7583,0.0
7584,6.15e-06
7585,6.38e-06
7586,0.0
7587,0.000492
7588,0.000492
7589,3.42e-06
7590,0.0
7591,0.0
7592,0.0
7593,0.0
7594,0.369
7595,0.0
7596,
7597,0.266
7598,0.312
7599,0.00977
7600,0.0
7601,0.0
7602,0.0
7603,0.0
7604,3.26e-05
7605,0.0
7606,0.0
7607,3.02e-05
7608,0.0
7609,3.7e-06
7610,0.0
7611,0.0
7612,0.0
7613,0.76
7614,0.0
7615,0.0258
7616,0.0
7617,0.0
7618,1.01e-06
7619,0.0
7620,0.0
7621,0.0
7622,0.155
7623,0.0
7624,0.0
7625,0.0
7626,0.0
7627,0.0
7628,0.0
7629,0.155
7630,0.00757
7631,0.0
7632,0.0
7633,0.0
7634,0.0816
7635,0.0
7636,0.0
7637,3.06e-06
7638,0.0
7639,0.0
7640,4.43e-05
7641,2.43e-05
7642,0.0
7643,0.0
7644,0.0
7645,0.0
7646,0.00681
7647,0.0
7648,0.0
7649,0.0
7650,0.0
7651,0.0
7652,0.0
7653,0.0
7654,0.0
7655,0.0
7656,0.0
7657,0.0
7658,0.0
7659,0.0126
7660,7.87e-05
7661,6.98e-05
7662,0.0
7663,0.0126
7664,0.0816
7665,0.0
7666,0.0
7667,0.266
7668,5.39e-05
7669,0.0129
7670,0.0
7671,1.78e-06
7672,0.0
7673,0.162
7674,0.0
7675,3.42e-06
7676,0.0
7677,1.78e-06
7678,0.0
7679,3.42e-06
7680,0.000684
7681,7.79e-05
7682,0.0
7683,0.0
7684,0.0
7685,7.79e-05
7686,1.22e-06
7687,0.0
7688,1.26e-06
7689,0.562
7690,0.0
7691,1.22e-06
7692,0.562
7693,0.213
7694,0.175
7695,0.00739
7696,0.171
7697,0.0131
7698,0.0843
7699,0.0011
7700,0.00563
7701,0.0
7702,0.0
7703,0.0
7704,0.0
7705,0.0
7706,0.0
7707,0.0
7708,0.0803
7709,0.0
7710,0.000285
7711,0.00986
7712,0.0
7713,0.0
7714,0.0
7715,0.0
7716,0.0
7717,0.0892
7718,0.0
7719,0.0
7720,2.43e-05
7721,1.09e-06
7722,0.562
7723,9.48e-05
7724,1.66e-05
7725,0.000678
7726,7e-05
7727,0.0
7728,0.0
7729,0.0
7730,0.0
7731,0.0
7732,0.0178
7733,0.0
7734,4.44e-05
7735,0.000193
7736,0.00681
7737,0.0
7738,0.0
7739,0.000421
7740,0.0
7741,0.000423
7742,0.00627
7743,0.0
7744,0.000799
7745,0.00285
7746,0.0
7747,
7748,0.0
7749,0.0
7750,0.0
7751,0.0
7752,0.0
7753,3.42e-05
7754,0.000225
7755,0.0
7756,1.61e-05
7757,0.266
7758,0.0
7759,0.0
7760,0.0404
7761,3.68e-06
7762,0.0
7763,0.00174
7764,0.0
7765,0.0
7766,2.35e-06
7767,0.0
7768,0.0
7769,0.0
7770,0.0
7771,0.0
7772,0.0
7773,0.0134
7774,0.922
7775,0.000389
7776,0.0
7777,0.0
7778,0.0
7779,0.0
7780,0.0
7781,0.0
7782,0.0
7783,0.000152
7784,0.0
7785,0.0
7786,2.17e-06
7787,0.0
7788,0.0
7789,2.17e-06
7790,0.0
7791,0.0
7792,1.17e-05
7793,0.213
7794,0.0
7795,2.17e-06
7796,0.0
7797,0.0
7798,0.0
7799,6.72e-06
7800,0.0
7801,0.0
7802,0.0
7803,0.0
7804,0.0
7805,0.0
7806,0.213
7807,0.0
7808,0.0
7809,0.00284
7810,0.00012
7811,0.0
7812,0.0
7813,0.0
7814,0.0
7815,0.0
7816,5.35e-05
7817,0.0
7818,0.0
7819,1.12e-06
7820,0.0
7821,8.67e-06
7822,0.0101
7823,0.0
7824,0.0
7825,0.0
7826,0.0
7827,2.07e-06
7828,0.0
7829,9.48e-05
7830,1.96e-05
7831,1.6e-05
7832,0.0
7833,0.0
7834,2.6e-06
7835,0.0
7836,0.0
7837,0.0
7838,0.0
7839,0.335
7840,0.0
7841,0.894
7842,0.000343
7843,0.00294
7844,0.0
7845,1.42e-06
7846,0.0
7847,0.0
7848,1.13e-06
7849,1.5e-05
7850,0.0
7851,0.00986
7852,0.0
7853,0.0
7854,0.0
7855,0.0
7856,3.42e-05
7857,0.0
7858,0.0
7859,0.0
7860,0.0129
7861,4.17e-06
7862,0.0
7863,0.0
7864,1.2e-05
7865,0.0
7866,0.0
7867,0.0
7868,0.0
7869,0.0
7870,0.0
7871,1.26e-06
7872,0.0
7873,3.46e-06
7874,0.0
7875,0.00131
7876,0.0
7877,2.35e-06
7878,0.0
7879,9.07e-06
7880,0.0683
7881,6.77e-05
7882,0.00285
7883,5.86e-05
7884,0.0
7885,0.0
7886,0.0
7887,0.0
7888,0.0
7889,1.65e-05
7890,0.0
7891,0.0126
7892,0.000579
7893,0.421
7894,0.000519
7895,0.0
7896,0.0
7897,0.0
7898,0.0
7899,0.0114
7900,0.0
7901,0.0266
7902,0.0
7903,0.00678
7904,0.00285
7905,0.0
7906,8.6e-05
7907,0.0
7908,0.0
7909,6.12e-05
7910,0.00757
7911,0.0
7912,0.0
7913,0.811
7914,0.0
7915,0.000353
7916,7.61e-06
7917,0.0
7918,0.0
7919,0.0
7920,0.0
7921,0.0
7922,0.0
7923,3.46e-06
7924,3.46e-06
7925,0.0
7926,0.201
7927,1.71e-05
7928,0.0
7929,0.0
7930,0.0
7931,0.0
7932,7.87e-05
7933,1.11e-05
7934,0.0
7935,0.0
7936,0.0
7937,1.44e-05
7938,0.0
7939,0.000189
7940,0.0
7941,3.03e-06
7942,0.0
7943,0.0
7944,0.0
7945,0.0
7946,0.0
7947,0.049
7948,0.0
7949,2.07e-06
7950,0.0
7951,0.00133
7952,7.79e-05
7953,0.0
7954,0.0
7955,0.000343
7956,0.0
7957,0.0
7958,0.0
7959,0.0
7960,0.0
7961,0.0
7962,5.86e-05
7963,3.69e-06
7964,0.0
7965,0.0
7966,0.0219
7967,2.63e-06
7968,0.0
7969,0.0
7970,0.0
7971,0.00125
7972,0.0
7973,1.16e-06
7974,0.0
7975,0.0
7976,0.469
7977,0.0
7978,0.162
7979,0.0
7980,0.0
7981,0.0
7982,5.69e-06
7983,0.0
7984,0.0
7985,0.0
7986,2.22e-06
7987,0.0
7988,0.00031
7989,0.0
7990,0.0
7991,1.16e-06
7992,0.0106
7993,0.0
7994,0.0
7995,0.0
7996,5.04e-05
7997,0.0
7998,0.0
7999,0.0
8000,0.0
8001,0.0
8002,0.0
8003,0.0126
8004,0.0
8005,0.0
8006,0.213
8007,0.0
8008,0.0
8009,0.564
8010,9.07e-06
8011,0.0
8012,0.0
8013,0.0
8014,0.0
8015,0.000133
8016,1.13e-06
8017,0.0
8018,
8019,0.0
8020,0.0
8021,0.0
8022,7.64e-06
8023,0.0
8024,0.0
8025,0.0
8026,0.0
8027,0.0
8028,1.6e-05
8029,0.0
8030,1.61e-05
8031,0.000859
8032,0.000883
8033,0.0
8034,0.0
8035,0.0
8036,0.00174
8037,2.17e-06
8038,0.0
8039,0.894
8040,0.0
8041,0.0
8042,0.0
8043,2.17e-06
8044,0.0
8045,0.334
8046,0.0
8047,0.0
8048,4.26e-05
8049,7.01e-05
8050,0.0
8051,0.0
8052,0.0
8053,0.469
8054,1.6e-05
8055,0.0
8056,0.0
8057,0.0
8058,0.0
8059,0.0
8060,0.0
8061,4.26e-05
8062,0.0
8063,0.0
8064,1.61e-05
8065,0.0
8066,0.0
8067,0.0
8068,0.0
8069,0.0
8070,0.0
8071,0.0
8072,0.0
8073,0.0
8074,0.0
8075,8.67e-06
8076,0.707
8077,0.0
8078,0.0
8079,0.0106
8080,0.0
8081,2.06e-06
8082,0.151
8083,0.0
8084,0.0
8085,0.0
8086,0.0
8087,0.0
8088,0.0
8089,0.0
8090,0.0
8091,0.0
8092,0.0
8093,0.00739
8094,0.0
8095,0.213
8096,0.0
8097,0.0
8098,0.0
8099,0.0
8100,0.0
8101,0.0
8102,4.52e-05
8103,7.32e-05
8104,0.0
8105,0.0
8106,0.0
8107,0.0
8108,0.0
8109,
8110,0.0
8111,0.0
8112,6e-05
8113,0.0
8114,3.97e-05
8115,0.838
8116,0.0
8117,0.0
8118,0.0
8119,3.26e-05
8120,0.0
8121,0.0
8122,0.0
8123,0.0
8124,0.0
8125,0.335
8126,0.0
8127,1.22e-05
8128,0.0
8129,0.0
8130,0.0
8131,0.0
8132,0.0
8133,0.0
8134,0.0
8135,4.81e-05
8136,0.0
8137,3.4e-06
8138,3.4e-06
8139,
8140,0.0
8141,0.0
8142,0.0
8143,0.0
8144,0.0
8145,0.0
8146,0.00681
8147,0.0
8148,3.4e-06
8149,4.05e-06
8150,4.81e-05
8151,1.6e-05
8152,0.0
8153,0.0
8154,0.0
8155,
8156,0.0
8157,0.0
8158,0.00681
8159,0.0
8160,0.0
8161,0.0
8162,0.0
8163,0.0
8164,0.0
8165,0.0
8166,0.0
8167,0.0
8168,4.05e-06
8169,4.81e-05
8170,1.6e-05
8171,0.0
8172,3.4e-06
8173,4.05e-06
8174,0.0
8175,0.0
8176,4.81e-05
8177,0.0
8178,
8179,0.00681
8180,0.0
8181,0.0
8182,0.0
8183,0.0
8184,0.0
8185,2.17e-06
8186,0.0
8187,0.000947
8188,4.05e-06
8189,0.0
8190,3.03e-06
8191,0.0
8192,0.0
8193,1.09e-06
8194,0.0
8195,0.0
8196,0.0
8197,0.0
8198,0.0
8199,0.0
8200,0.0
8201,0.0
8202,0.0
8203,0.0
8204,1.31e-05
8205,5.35e-05
8206,2.47e-06
8207,0.0
8208,0.0
8209,0.0
8210,0.0
8211,0.0
8212,0.0
8213,0.0126
8214,0.00678
8215,0.0
8216,0.0129
8217,0.0
8218,0.0
8219,0.0
8220,0.0
8221,0.0
8222,
8223,2.6e-06
8224,0.369
8225,0.0
8226,0.0
8227,0.0
8228,5.45e-06
8229,0.0
8230,0.0
8231,0.0
8232,0.0
8233,0.0
8234,0.000103
8235,0.393
8236,0.0
8237,0.0185
8238,0.00481
8239,0.0
8240,0.000859
8241,0.0
8242,0.00285
8243,0.0
8244,0.0
8245,0.0
8246,3.97e-05
8247,0.00178
8248,0.0
8249,0.00878
8250,0.0
8251,0.0
8252,0.0
8253,0.0
8254,6.87e-05
8255,0.00187
8256,
8257,0.0
8258,0.0
8259,0.0
8260,0.0
8261,0.0
8262,0.0
8263,1.13e-05
8264,0.0266
8265,0.0
8266,0.0
8267,0.0
8268,2.17e-06
8269,0.775
8270,0.000228
8271,0.0
8272,0.0
8273,0.0467
8274,1.67e-06
8275,0.000422
8276,0.445
8277,0.0
8278,0.0
8279,0.0
8280,0.0
8281,0.0
8282,0.0
8283,0.445
8284,0.00878
8285,2.17e-06
8286,2.17e-06
8287,0.811
8288,3.42e-06
8289,0.0
8290,0.0
8291,0.0
8292,2.55e-05
8293,0.0
8294,0.0
8295,2.47e-06
8296,0.0
8297,0.0
8298,7.08e-06
8299,0.000579
8300,0.00031
8301,1.16e-06
8302,0.0
8303,1.65e-05
8304,0.00203
8305,0.0
8306,5.7e-05
8307,0.0
8308,0.0
8309,0.000937
8310,0.199
8311,0.000684
8312,0.000193
8313,0.0
8314,0.0
8315,0.0
8316,3.69e-06
8317,0.0
8318,0.0
8319,0.0
8320,0.0
8321,0.0
8322,0.0
8323,3.7e-06
8324,0.0
8325,0.0
8326,0.0
8327,0.0
8328,0.0
8329,0.0
8330,0.0
8331,2.17e-06
8332,5.86e-05
8333,0.0
8334,2.77e-06
8335,4.52e-05
8336,0.0
8337,0.0
8338,0.0016
8339,0.0
8340,1.4e-06
8341,3.63e-05
8342,0.0
8343,0.0
8344,0.049
8345,1.16e-06
8346,0.0
8347,1.65e-05
8348,0.015
8349,0.0
8350,2.17e-06
8351,1.67e-06
8352,1.96e-05
8353,0.0
8354,0.0
8355,4.07e-06
8356,1.66e-05
8357,2.82e-06
8358,0.0
8359,0.0
8360,0.0
8361,0.0
8362,0.0
8363,0.564
8364,0.0
8365,6.3e-05
8366,0.0
8367,0.000389
8368,0.0404
8369,0.0108
8370,0.922
8371,0.0
8372,0.0
8373,
8374,0.0
8375,0.0
8376,0.0
8377,2.17e-06
8378,0.0
8379,1.51e-05
8380,3.42e-06
8381,0.0
8382,0.0
8383,0.0
8384,0.0
8385,0.199
8386,0.0
8387,5.86e-05
8388,0.00202
8389,0.0
8390,0.0
8391,7e-05
8392,0.0
8393,8.9e-06
8394,0.0
8395,0.00202
8396,3.7e-06
8397,0.0
8398,
8399,0.000238
8400,0.0
8401,0.0
8402,0.0
8403,0.0
8404,0.0
8405,0.000579
8406,0.0
8407,9.48e-05
8408,0.0
8409,0.0
8410,0.0
8411,9.48e-05
8412,0.000993
8413,1.26e-06
8414,0.0
8415,2.09e-05
8416,1.71e-05
8417,0.894
8418,0.000422
8419,2.17e-06
8420,0.469
8421,0.0
8422,5.83e-06
8423,0.0
8424,0.0
8425,0.0
8426,3.42e-06
8427,0.0
8428,5.04e-05
8429,0.00012
8430,0.0
8431,0.0
8432,0.0
8433,0.0
8434,0.0
8435,0.0
8436,0.0
8437,0.0
8438,0.0
8439,0.00012
8440,0.0
8441,0.312
8442,0.312
8443,0.0
8444,0.312
8445,0.0
8446,0.0
8447,0.0
8448,2.17e-06
8449,0.000238
8450,3.42e-06
8451,0.0
8452,0.01
8453,0.0
8454,0.0
8455,0.0
8456,0.0
8457,8.9e-06
8458,0.0
8459,0.0
8460,0.000859
8461,0.000799
8462,0.0
8463,0.000859
8464,0.0
8465,0.0
8466,
8467,4.07e-06
8468,0.0
8469,0.0
8470,6.57e-06
8471,0.0
8472,0.00233
8473,0.000494
8474,0.0
8475,0.0
8476,0.00124
8477,0.0
8478,0.775
8479,0.0
8480,0.0146
8481,0.0
8482,5.48e-05
8483,1.65e-05
8484,0.0
8485,0.0
8486,0.109
8487,0.0
8488,0.0
8489,1.11e-05
8490,0.000175
8491,0.000175
8492,0.00739
8493,1.6e-06
8494,0.0
8495,0.0501
8496,0.0
8497,0.0
8498,4.43e-05
8499,0.00131
8500,0.00131
8501,0.0
8502,0.0
8503,0.000193
8504,0.0
8505,0.0
8506,0.0
8507,0.0
8508,0.0
8509,0.000175
8510,0.0
8511,0.00739
8512,0.00739
8513,0.0
8514,0.0
8515,0.0
8516,0.0
8517,2.06e-06
8518,0.0
8519,0.0
8520,2.17e-06
8521,0.0
8522,0.0
8523,0.0
8524,1.11e-05
8525,0.0
8526,0.0
8527,0.0
8528,0.0
8529,0.0
8530,1.16e-06
8531,0.0
8532,1.71e-05
8533,0.0
8534,0.0
8535,0.266
8536,0.0
8537,0.0
8538,0.0
8539,3.62e-06
8540,0.0
8541,0.0
8542,3.42e-06
8543,0.0
8544,3.32e-05
8545,0.0
8546,0.0
8547,0.0
8548,4.96e-06
8549,0.0
8550,0.0
8551,0.0
8552,1.51e-05
8553,0.0
8554,0.0
8555,0.0
8556,0.0
8557,0.0
8558,0.0
8559,0.0
8560,0.0
8561,0.0
8562,0.0
8563,0.0
8564,0.0
8565,0.0
8566,
8567,0.0
8568,0.329
8569,0.0
8570,0.0
8571,3.77e-05
8572,4.47e-06
8573,0.0
8574,0.0
8575,0.0
8576,0.0
8577,0.0
8578,0.0
8579,7.01e-05
8580,8.64e-05
8581,0.0766
8582,0.0
8583,0.0
8584,0.0
8585,0.0
8586,1.11e-05
8587,0.0
8588,0.0
8589,0.0
8590,0.00481
8591,0.0
8592,3.69e-06
8593,0.0
8594,4.17e-06
8595,1.88e-05
8596,7.64e-06
8597,1.51e-05
8598,0.0087
8599,3.69e-06
8600,0.0
8601,0.0
8602,0.0
8603,
8604,0.00285
8605,0.000678
8606,1.12e-06
8607,0.0
8608,5.83e-06
8609,0.922
8610,1.12e-06
8611,0.0
8612,0.0145
8613,0.000238
8614,0.0
8615,0.000152
8616,0.0
8617,0.000422
8618,0.0
8619,0.0
8620,
8621,0.0
8622,0.0
8623,0.0
8624,2.17e-06
8625,0.0
8626,0.0
8627,2.17e-06
8628,3.42e-06
8629,0.000276
8630,0.0
8631,0.00131
8632,5.84e-06
8633,8.9e-06
8634,
8635,0.0
8636,1.31e-05
8637,0.0
8638,0.0
8639,2.14e-05
8640,2.44e-06
8641,1.6e-05
