,instrumentalness
13261,0.0
13262,0.0
13263,0.0
13264,0.0
13265,0.0
13266,0.0
13267,0.0
13268,0.0129
13269,0.000883
13270,0.0108
13271,0.0
13272,0.0
13273,0.0
13274,0.0
13275,0.0
13276,4.07e-06
13277,0.0
13278,0.0
13279,0.0
13280,0.000135
13281,2.17e-06
13282,7.43e-05
13283,0.0
13284,0.0
13285,0.0
13286,0.00244
13287,6.04e-05
13288,0.049
13289,0.0
13290,0.0
13291,1.2e-05
13292,0.0
13293,0.0
13294,0.000579
13295,0.000579
13296,3.06e-06
13297,0.0
13298,4.47e-06
13299,0.0114
13300,0.0
13301,0.01
13302,0.0
13303,0.0
13304,0.0
13305,0.0
13306,0.0
13307,0.0
13308,0.0
13309,3.7e-06
13310,0.0
13311,0.0
13312,0.0
13313,0.0
13314,0.0
13315,0.000172
13316,2.43e-05
13317,0.0
13318,0.000813
13319,0.0
13320,0.0
13321,0.0
13322,0.0
13323,1.66e-05
13324,0.0
13325,0.0816
13326,0.0
13327,0.0
13328,0.0
13329,0.0
13330,0.0
13331,0.0
13332,0.0
13333,0.0
13334,5.83e-06
13335,0.0
13336,0.0
13337,2.69e-05
13338,0.0
13339,0.0
13340,0.00104
13341,1.71e-05
13342,5.84e-05
13343,0.0114
13344,0.0
13345,0.0
13346,0.0
13347,0.0
13348,0.0
13349,0.000684
13350,0.0
13351,0.0
13352,0.00187
13353,3.69e-06
13354,0.0
13355,0.0
13356,0.0
13357,0.0
13358,0.0
13359,4.05e-06
13360,0.0
13361,0.0
13362,0.0
13363,0.0
13364,0.0
13365,0.000799
13366,0.0
13367,6.12e-05
13368,0.0
13369,0.0
13370,0.0
13371,0.0
13372,0.0
13373,0.0
13374,0.0
13375,0.0
13376,0.0
13377,0.0
13378,0.0
13379,0.000106
13380,2.22e-06
13381,0.000238
13382,4.44e-05
13383,0.0
13384,0.0
13385,0.0
13386,0.0
13387,0.0
13388,0.0
13389,0.0
13390,0.0812
13391,0.0
13392,0.0
13393,0.101
13394,0.0
13395,0.0
13396,9.7e-05
13397,0.0
13398,0.0
13399,1.44e-05
13400,6.7e-06
13401,0.0
13402,2.07e-06
13403,0.0
13404,0.0
13405,0.0
13406,0.0
13407,0.0
13408,1.65e-05
13409,0.0
13410,1.61e-05
13411,1.46e-05
13412,0.0
13413,0.312
13414,0.0
13415,0.0
13416,9.07e-06
13417,6.77e-05
13418,0.0
13419,0.0
13420,0.0
13421,0.0
13422,0.0
13423,6.98e-05
13424,0.0
13425,0.369
13426,0.0165
13427,1.4e-05
13428,0.0
13429,0.000678
13430,1.26e-06
13431,0.0
13432,0.887
13433,0.0
13434,1.66e-05
13435,0.0
13436,1.01e-06
13437,0.0
13438,0.0
13439,0.000422
13440,0.0
13441,0.0
13442,2.07e-06
13443,0.0
13444,0.0
13445,0.0
13446,0.0
13447,0.0
13448,0.0
13449,0.0
13450,0.0
13451,1.65e-05
13452,0.564
13453,1.07e-05
13454,0.0126
13455,0.0
13456,0.000496
13457,0.00124
13458,0.0
13459,0.0
13460,0.0
13461,
13462,3.48e-06
13463,3.7e-06
13464,0.000154
13465,0.00126
13466,0.0
13467,0.0
13468,0.0
13469,0.0
13470,0.0
13471,1.55e-05
13472,0.000148
13473,0.00031
13474,0.0
13475,0.0645
13476,0.0
13477,1.56e-06
13478,0.0
13479,0.0
13480,0.0
13481,0.0
13482,0.0
13483,0.0
13484,0.000859
13485,0.0
13486,0.0
13487,0.0
13488,0.0
13489,0.0
13490,0.0
13491,5.98e-06
13492,0.0
13493,0.0
13494,0.00488
13495,0.0
13496,0.0
13497,0.0
13498,1.65e-05
13499,0.0
13500,0.0
13501,0.0
13502,0.0
13503,0.0
13504,0.0
13505,0.0
13506,0.0
13507,0.0
13508,0.0
13509,0.0
13510,0.0
13511,0.0
13512,0.0
13513,0.0
13514,0.0
13515,0.0
13516,0.0
13517,2.44e-06
13518,0.0
13519,0.0
13520,0.0
13521,0.0
13522,0.0
13523,2.44e-05
13524,0.0
13525,0.00125
13526,0.0
13527,2.14e-05
13528,0.0178
13529,0.000181
13530,0.0
13531,0.0178
13532,1.78e-06
13533,0.0
13534,0.0
13535,1.21e-05
13536,1.21e-05
13537,0.0
13538,0.0
13539,0.00015
13540,0.0
13541,0.000228
13542,0.0
13543,0.0
13544,0.0
13545,0.0
13546,0.0
13547,0.0
13548,1.15e-05
13549,0.0
13550,0.0151
13551,0.000357
13552,4.81e-05
13553,0.0106
13554,9.54e-05
13555,0.0
13556,0.0
13557,0.0
13558,0.0
13559,0.0
13560,0.0
13561,0.0
13562,0.0
13563,0.0082
13564,0.00126
13565,0.0
13566,0.0
13567,0.0
13568,0.0
13569,0.0
13570,0.0
13571,0.0
13572,0.0
13573,0.000194
13574,0.0
13575,
13576,0.000579
13577,0.0
13578,0.0
13579,0.0
13580,0.0
13581,0.0
13582,0.0
13583,8.98e-05
13584,0.0
13585,0.312
13586,0.0
13587,0.00681
13588,0.000355
13589,1.06e-06
13590,0.0
13591,5.04e-05
13592,0.0
13593,0.00372
13594,0.0
13595,0.000104
13596,0.0
13597,0.0
13598,0.0178
13599,0.0
13600,0.00777
13601,0.0404
13602,0.0
13603,0.0
13604,0.0
13605,0.0
13606,0.0
13607,0.0
13608,5.39e-05
13609,0.0
13610,0.0
13611,3.06e-06
13612,0.0
13613,0.0
13614,0.0
13615,0.0
13616,0.0
13617,0.0
13618,0.0
13619,0.0
13620,0.0
13621,0.0177
13622,4.17e-06
13623,0.000466
13624,0.0
13625,0.0
13626,0.000119
13627,0.0
13628,0.0
13629,0.0
13630,9.76e-06
13631,0.0
13632,0.000157
13633,0.0
13634,0.0
13635,0.0
13636,0.0
13637,0.0
13638,0.0
13639,0.0
13640,9.54e-05
13641,0.0151
13642,2.44e-05
13643,0.0
13644,0.0
13645,0.0
13646,0.0
13647,0.0
13648,2.57e-05
13649,0.0
13650,0.0
13651,1.95e-06
13652,1.95e-06
13653,0.0
13654,0.0
13655,0.842
13656,7.43e-05
13657,7.43e-05
13658,0.0
13659,0.0
13660,0.0
13661,0.0
13662,0.0
13663,0.00241
13664,7.05e-06
13665,0.0
13666,0.0
13667,0.0
13668,2.44e-06
13669,0.00372
13670,0.0
13671,0.0
13672,2.55e-05
13673,9.1e-06
13674,0.0
13675,0.00131
13676,0.0
13677,0.0
13678,0.0
13679,0.0
13680,0.0
13681,2.55e-05
13682,0.0
13683,0.0
13684,
13685,0.00131
13686,0.00294
13687,0.000799
13688,4.05e-06
13689,0.0
13690,0.0
13691,0.0
13692,0.00278
13693,0.0
13694,0.0
13695,1.35e-06
13696,0.0
13697,9.48e-05
13698,0.0
13699,0.0
13700,1.13e-06
13701,0.0
13702,0.0
13703,0.0258
13704,
13705,0.0
13706,6.99e-05
13707,0.0
13708,0.0
13709,1.53e-06
13710,0.0
13711,0.0
13712,0.0
13713,0.000519
13714,0.0
13715,0.0
13716,0.0
13717,0.0
13718,8.64e-05
13719,0.0
13720,0.000152
13721,0.0
13722,0.00404
13723,0.0
13724,0.0
13725,0.0
13726,0.0
13727,0.0
13728,0.0
13729,0.0
13730,0.0
13731,0.0
13732,0.000181
13733,9.48e-05
13734,0.0
13735,0.00488
13736,1.21e-05
13737,0.0258
13738,0.0
13739,0.0
13740,0.0
13741,0.0
13742,0.00925
13743,0.0
13744,0.000135
13745,1.19e-06
13746,0.0
13747,0.0
13748,0.0
13749,0.0
13750,0.0108
13751,0.0
13752,0.0
13753,0.0
13754,0.0
13755,0.0
13756,8.06e-05
13757,0.0016
13758,2.44e-05
13759,7.43e-05
13760,0.0
13761,0.0
13762,0.0
13763,0.0
13764,0.0
13765,0.0
13766,0.0
13767,0.00149
13768,1.26e-06
13769,4.96e-06
13770,0.0
13771,0.0
13772,0.0
13773,0.0
13774,0.0
13775,0.0
13776,0.0
13777,0.000993
13778,0.00233
13779,0.0
13780,0.0
13781,0.0
13782,0.000225
13783,0.0
13784,0.00012
13785,0.213
13786,0.0
13787,0.0
13788,0.0
13789,0.0
13790,0.838
13791,0.0
13792,0.0
13793,0.0
13794,0.000859
13795,0.0
13796,6.3e-05
13797,0.775
13798,7.61e-06
13799,0.0
13800,0.0
13801,0.000238
13802,0.00125
13803,0.00125
13804,0.00125
13805,
13806,0.0
13807,0.0
13808,7.87e-05
13809,0.0
13810,0.0
13811,0.922
13812,1.22e-06
13813,0.0
13814,0.000193
13815,0.0
13816,0.0
13817,0.0
13818,0.0
13819,0.0951
13820,1.53e-06
13821,3.7e-06
13822,0.0
13823,4.07e-06
13824,0.0
13825,1.66e-05
13826,3.75e-05
13827,0.0
13828,3.4e-06
13829,0.0
13830,0.0
13831,2.69e-05
13832,0.0
13833,0.0
13834,0.0
13835,0.0
13836,0.0
13837,2.63e-06
13838,2.47e-06
13839,0.0
13840,0.0
13841,0.0
13842,0.0
13843,0.887
13844,0.0
13845,0.0
13846,0.0683
13847,0.0
13848,0.0
13849,4.17e-06
13850,0.0
13851,0.0
13852,0.0
13853,0.887
13854,0.000331
13855,2.83e-05
13856,4.24e-06
13857,0.0
13858,0.01
13859,0.0
13860,0.000883
13861,3.75e-05
13862,0.0
13863,0.000521
13864,7.43e-05
13865,7.05e-06
13866,3.45e-06
13867,0.0
13868,1.6e-06
13869,0.000135
13870,0.0
13871,0.0
13872,0.0
13873,4.05e-06
13874,1.22e-06
13875,0.0
13876,0.0
13877,0.000187
13878,0.0
13879,0.0
13880,0.0
13881,2.17e-06
13882,0.0
13883,0.0
13884,0.0
13885,0.0
13886,0.0
13887,0.00977
13888,0.0
13889,0.0
13890,0.0
13891,4.44e-05
13892,0.0
13893,0.00481
13894,0.0
13895,0.0
13896,0.0
13897,0.0
13898,0.0
13899,0.0
13900,0.00233
13901,0.0
13902,0.0
13903,0.00481
13904,0.0
13905,0.266
13906,0.0
13907,0.0
13908,0.0
13909,0.0
13910,1.66e-05
13911,3.26e-05
13912,0.775
13913,0.0
13914,0.0
13915,0.0
13916,0.0
13917,0.0
13918,0.0
13919,0.0
13920,0.0
13921,0.000103
13922,0.0
13923,0.0
13924,0.0
13925,0.0
13926,0.00203
13927,0.0
13928,0.0
13929,0.000678
13930,0.0
13931,0.0
13932,0.918
13933,0.00986
13934,0.0
13935,0.0
13936,0.0
13937,0.00184
13938,0.0
13939,0.0
13940,0.0
13941,0.201
13942,0.0
13943,0.0
13944,0.0
13945,0.0
13946,0.0
13947,0.0
13948,1.26e-06
13949,0.0016
13950,0.0
13951,1.71e-05
13952,0.0
13953,0.312
13954,0.0
13955,0.0
13956,8.33e-06
13957,0.01
13958,0.0
13959,0.0
13960,0.0
13961,5.86e-05
13962,0.0
13963,1.22e-05
13964,0.0
13965,0.0
13966,0.0
13967,0.0
13968,0.0
13969,0.000406
13970,0.0
13971,0.0
13972,0.0
13973,0.00118
13974,0.201
13975,0.0
13976,0.0
13977,0.0
13978,0.0
13979,3.47e-05
13980,1.01e-06
13981,0.0
13982,0.0
13983,1.4e-06
13984,0.0
13985,2.47e-06
13986,0.0
13987,0.000331
13988,0.0
13989,0.0
13990,0.0
13991,0.0
13992,0.0
13993,0.0
13994,4.47e-06
13995,0.0
13996,0.0
13997,0.0
13998,0.0
13999,0.0
14000,1.19e-06
14001,0.0
14002,0.000422
14003,0.0
14004,0.0
14005,0.0
14006,0.0235
14007,0.0
14008,0.0
14009,0.0
14010,0.00819
14011,6.12e-05
14012,0.0
14013,3.4e-06
14014,0.0
14015,0.000421
14016,6.34e-06
14017,0.0
14018,
14019,0.0803
14020,0.0
14021,0.0
14022,0.0404
14023,0.0
14024,7.32e-05
14025,0.0
14026,0.0
14027,0.445
14028,1.53e-06
14029,0.0
14030,0.0
14031,0.0
14032,0.0
14033,4.13e-06
14034,0.0
14035,0.0
14036,0.0
14037,0.0
14038,0.151
14039,0.0
14040,0.0
14041,3.7e-06
14042,5.83e-06
14043,0.0
14044,1.21e-05
14045,0.0
14046,0.0
14047,1.65e-05
14048,0.0
14049,0.0
14050,0.0
14051,1.35e-06
14052,0.0
14053,0.0
14054,0.0
14055,0.0
14056,3.75e-05
14057,0.0
14058,0.0
14059,0.0
14060,3.75e-05
14061,0.000285
14062,0.0
14063,0.0
14064,0.0
14065,0.0
14066,0.000716
14067,0.0
14068,0.0
14069,0.0
14070,0.0
14071,2.69e-05
14072,0.0
14073,0.0
14074,0.00193
14075,0.0
14076,0.0
14077,1.31e-05
14078,0.0
14079,3.03e-06
14080,0.0
14081,0.0
14082,0.0
14083,0.00131
14084,0.0
14085,1.4e-05
14086,0.0
14087,0.0
14088,0.0
14089,0.0087
14090,0.00878
14091,3.17e-05
14092,0.0
14093,0.000187
14094,0.0
14095,0.0
14096,9.1e-06
14097,0.0
14098,0.0
14099,0.0
14100,0.155
14101,0.0
14102,0.0
14103,4.1e-06
14104,1.22e-06
14105,0.0
14106,0.369
14107,0.0
14108,0.000189
14109,0.00031
14110,0.0
14111,0.0
14112,0.0
14113,0.0
14114,0.0266
14115,0.0
14116,0.0
14117,0.0
14118,0.0
14119,0.0
14120,0.000883
14121,0.0
14122,6.34e-06
14123,0.0
14124,0.000521
14125,0.0
14126,0.0
14127,0.0
14128,0.0
14129,2.44e-05
14130,0.0
14131,0.769
14132,1.66e-05
14133,0.0
14134,0.0
14135,0.0
14136,0.0
14137,0.0
14138,
14139,0.000119
14140,0.0
14141,0.000579
14142,3.3e-06
14143,0.0
14144,0.0
14145,1.26e-06
14146,0.0
14147,0.0
14148,0.0
14149,0.0
14150,0.0
14151,0.0
14152,0.000103
14153,0.0
14154,0.0
14155,0.0
14156,0.0
14157,0.0
14158,0.0
14159,0.0
14160,0.0514
14161,0.0514
14162,0.0
14163,0.0
14164,0.0
14165,0.0
14166,0.0
14167,0.0
14168,0.0
14169,4.07e-06
14170,0.0816
14171,0.0
14172,0.0
14173,3.42e-05
14174,0.0
14175,0.0
14176,0.0
14177,0.0
14178,0.0
14179,2.44e-06
14180,0.0
14181,0.0
14182,0.0
14183,0.0
14184,0.0
14185,0.0
14186,0.00125
14187,0.0
14188,0.0
14189,0.0
14190,7.05e-06
14191,0.00241
14192,7.05e-06
14193,0.0
14194,2.17e-06
14195,3.47e-05
14196,0.0
14197,0.0
14198,0.0
14199,0.0
14200,0.0
14201,0.0
14202,3.48e-06
14203,8.33e-06
14204,0.0
14205,0.0
14206,0.0
14207,0.0
14208,7.43e-05
14209,0.0
14210,0.0
14211,0.0
14212,0.0
14213,0.000119
14214,0.0
14215,0.000494
14216,3.63e-05
14217,0.000289
14218,0.000148
14219,4.26e-05
14220,1.83e-05
14221,5.84e-06
14222,0.0
14223,4.43e-05
14224,0.635
14225,2.06e-06
14226,0.887
14227,0.0
14228,0.0
14229,0.0
14230,0.0
14231,0.0
14232,0.0
14233,0.0
14234,0.0
14235,0.0
14236,0.0
14237,0.00819
14238,0.0
14239,0.0
14240,0.000496
14241,0.0
14242,0.0
14243,1.19e-06
14244,0.0
14245,0.0
14246,0.0407
14247,1.53e-06
14248,1.65e-05
14249,0.0645
14250,0.0328
14251,0.0
14252,0.0
14253,0.0
14254,0.000355
14255,0.0
14256,0.00143
14257,0.0
14258,0.0
14259,0.0
14260,0.0
14261,0.00174
14262,0.0812
14263,0.0
14264,3.17e-05
14265,0.0
14266,0.0
14267,0.0
14268,0.0
14269,0.199
14270,0.0
14271,2.07e-06
14272,0.0
14273,0.0
14274,1.16e-06
14275,0.0
14276,0.0
14277,0.334
14278,0.0
14279,0.0501
14280,7.26e-06
14281,0.0
14282,0.000106
14283,0.000748
14284,0.0
14285,0.0
14286,0.0
14287,0.0
14288,9.48e-05
14289,0.0
14290,0.155
14291,1.21e-05
14292,6.44e-05
14293,0.0
14294,0.0
14295,7.87e-05
14296,0.0
14297,0.0
14298,0.0
14299,0.0
14300,0.0107
14301,1.71e-05
14302,0.0
14303,0.0
14304,0.0
14305,0.0
14306,0.0
14307,0.0
14308,0.0
14309,0.0
14310,0.0
14311,0.0
14312,0.0
14313,3.06e-06
14314,0.0
14315,5.39e-05
14316,0.0
14317,0.109
14318,0.0
14319,3.06e-06
14320,0.0106
14321,0.0
14322,0.0
14323,0.0
14324,0.0
14325,0.0
14326,0.0514
14327,7.05e-06
14328,2.17e-06
14329,3.42e-06
14330,3.47e-05
14331,0.0
14332,0.0
14333,2.57e-05
14334,0.0
14335,0.0
14336,1.26e-06
14337,0.0
14338,0.0
14339,0.0
14340,0.000154
14341,0.00278
14342,0.0
14343,0.0
14344,0.0
14345,0.0
14346,0.0
14347,0.635
14348,0.0
14349,0.0
14350,5.45e-06
14351,0.00622
14352,0.0
14353,1.65e-05
14354,0.0
14355,0.0
14356,0.0
14357,0.0134
14358,0.0
14359,0.0
14360,0.0
14361,0.0
14362,0.0
14363,0.0
14364,0.0
14365,2.44e-06
14366,1.13e-06
14367,0.0
14368,1.07e-05
14369,0.0
14370,0.0
14371,0.00131
14372,0.0
14373,1.66e-05
14374,3.4e-06
14375,0.000549
14376,0.0
14377,7.64e-06
14378,0.0
14379,0.0
14380,0.0
14381,0.0
14382,3.7e-06
14383,0.0
14384,0.0
14385,5.35e-05
14386,5.35e-05
14387,3.63e-05
14388,3.63e-05
14389,0.000106
14390,3.42e-06
14391,0.0
14392,0.0165
14393,0.0165
14394,0.0
14395,0.0
14396,0.0
14397,0.0
14398,0.000343
14399,0.000343
14400,0.0
14401,0.0
14402,0.562
14403,0.0
14404,0.0
14405,0.0
14406,0.0
14407,0.0
14408,2.37e-06
14409,0.00131
14410,0.0
14411,1.66e-05
14412,6.12e-05
14413,6.12e-05
14414,0.0
14415,1.11e-05
14416,0.0
14417,0.0
14418,0.0
14419,0.331
14420,0.0
14421,0.0
14422,0.0
14423,0.334
14424,0.0
14425,0.0
14426,0.0
14427,1.16e-06
14428,1.12e-06
14429,0.0
14430,0.0
14431,0.0
14432,6.7e-06
14433,0.000307
14434,0.0
14435,0.0
14436,0.331
14437,2.06e-06
14438,0.433
14439,1.65e-05
14440,0.000684
14441,2.44e-05
14442,0.0
14443,0.0
14444,0.0
14445,5.86e-05
14446,0.0
14447,0.0
14448,0.0
14449,0.0
14450,0.00219
14451,0.0
14452,0.0
14453,3.02e-05
14454,0.0
14455,0.0
14456,0.0
14457,0.0
14458,0.0
14459,9.26e-05
14460,2.82e-06
14461,0.0
14462,0.421
14463,0.0
14464,0.0
14465,0.0
14466,
14467,1.12e-06
14468,0.0
14469,0.0
14470,9.26e-05
14471,0.305
14472,0.0
14473,0.0
14474,0.421
14475,0.0328
14476,0.0
14477,0.0
14478,0.0
14479,0.000678
14480,0.000678
14481,3.7e-06
14482,0.00986
14483,0.0
14484,0.0
14485,0.0
14486,1.01e-06
14487,0.305
14488,0.0
14489,0.00118
14490,0.0
14491,0.0
14492,0.0
14493,0.369
14494,0.0
14495,0.0
14496,0.0
14497,0.0
14498,4.26e-05
14499,0.0
14500,0.0
14501,0.0
14502,0.0
14503,0.0
14504,0.0
14505,0.838
14506,0.0
14507,0.0
14508,0.0
14509,0.0
14510,0.0235
14511,0.0
14512,1.66e-05
14513,1.19e-06
14514,0.000678
14515,0.0
14516,0.0
14517,
14518,0.0
14519,0.0
14520,3.32e-05
14521,1.5e-05
14522,0.0
14523,4.07e-06
14524,0.0
14525,8.64e-05
14526,1.19e-06
14527,0.0
14528,0.00986
14529,3.32e-05
14530,0.0
14531,3.42e-05
14532,5.84e-06
14533,0.0
14534,0.00124
14535,
14536,0.000883
14537,0.109
14538,0.0
14539,2.44e-06
14540,0.0
14541,0.0
14542,0.0
14543,0.0
14544,0.0
14545,0.0
14546,0.0
14547,0.0
14548,0.000353
14549,0.0
14550,0.0
14551,0.0
14552,0.0
14553,0.0
14554,0.0
14555,0.0
14556,0.0
14557,0.00986
14558,0.0
14559,0.0
14560,0.0
14561,1.55e-05
14562,0.0
14563,0.0
14564,0.0
14565,0.000549
14566,0.0032
14567,0.00016
14568,0.0
14569,0.0
14570,0.00241
14571,0.000238
14572,0.0
14573,0.0
14574,0.0
14575,0.0
14576,7.43e-05
14577,0.0
14578,0.0
14579,0.76
14580,0.00104
14581,0.00126
14582,0.00622
14583,0.0
14584,6e-05
14585,0.0
14586,0.0
14587,0.0
14588,0.0
14589,2.57e-05
14590,0.0
14591,0.0
14592,2.07e-06
14593,0.0
14594,0.0
14595,0.0
14596,0.0
14597,0.049
14598,0.0
14599,0.0
14600,0.000496
14601,0.0
14602,1.22e-05
14603,0.00488
14604,0.0
14605,0.00986
14606,0.0
14607,0.0
14608,0.0
14609,0.00681
14610,0.469
14611,0.842
14612,0.0
14613,1.83e-05
14614,0.0
14615,0.000371
14616,0.0
14617,0.0
14618,4.81e-05
14619,0.0
14620,2.07e-06
14621,0.0032
14622,0.00174
14623,0.0
14624,0.000307
14625,0.0
14626,1.16e-06
14627,0.0
14628,0.0
14629,0.0
14630,0.0
14631,0.162
14632,3.7e-06
14633,7.43e-05
14634,0.0
14635,0.0
14636,0.0
14637,0.769
14638,0.0
14639,0.0
14640,0.0
14641,0.0
14642,0.0
14643,6.57e-06
14644,0.0032
14645,0.0
14646,0.000579
14647,0.00125
14648,0.0
14649,
14650,0.0
14651,0.0
14652,0.199
14653,0.0
14654,0.01
14655,0.0235
14656,0.0
14657,0.0
14658,0.0
14659,0.0
14660,0.00219
14661,0.0724
14662,0.0
14663,0.0327
14664,0.0
14665,0.0
14666,0.0
14667,0.0
14668,0.00131
14669,0.00536
14670,0.0
14671,0.0
14672,0.0
14673,0.0
14674,0.0
14675,0.00131
14676,0.0
14677,0.0
14678,0.0
14679,3.75e-05
14680,0.0
14681,0.0
14682,4.07e-06
14683,0.0
14684,0.0
14685,0.0
14686,5.68e-06
14687,0.0
14688,0.0
14689,1.56e-06
14690,0.0
14691,0.0
14692,0.0
14693,0.0
14694,0.0
14695,0.0
14696,0.0
14697,0.0
14698,0.0
14699,0.0
14700,0.0
14701,0.0
14702,0.00241
14703,0.0
14704,0.0
14705,0.0
14706,0.922
14707,0.0
14708,0.0
14709,0.0151
14710,7.43e-05
14711,0.000433
14712,0.0
14713,0.0
14714,0.0
14715,3.42e-06
14716,2.17e-06
14717,3.47e-05
14718,5.05e-05
14719,0.0
14720,0.155
14721,0.0
14722,0.0
14723,0.0
14724,0.0
14725,0.0
14726,2.44e-05
14727,0.0
14728,5.68e-06
14729,0.0
14730,5.05e-05
14731,0.0
14732,0.0
14733,0.0
14734,0.894
14735,0.0
14736,0.0
14737,0.0
14738,0.0
14739,0.0
14740,1.07e-05
14741,0.0
14742,0.0
14743,0.0108
14744,0.0
14745,0.0
14746,0.0
14747,0.0
14748,2.82e-06
14749,0.0
14750,0.0
14751,0.0
14752,2.55e-05
14753,0.0
14754,5.69e-06
14755,4.1e-06
14756,0.0
14757,0.0501
14758,1.03e-06
14759,0.905
14760,1.71e-05
14761,0.0
14762,0.000276
14763,0.0
14764,0.0
14765,
14766,1.75e-06
14767,0.0
14768,0.0
14769,0.0
14770,0.0
14771,0.0
14772,0.0467
14773,0.0
14774,0.0
14775,0.0
14776,4.07e-06
14777,0.0
14778,0.0
14779,5.35e-05
14780,3.63e-05
14781,0.369
14782,2.47e-06
14783,0.0
14784,1.44e-05
14785,0.0
14786,0.000119
14787,7.08e-06
14788,0.0
14789,0.0
14790,0.0
14791,0.0
14792,0.0
14793,0.00012
14794,0.00016
14795,0.0
14796,0.0
14797,0.0
14798,0.000135
14799,0.0
14800,0.0
14801,0.0
14802,0.0
14803,0.0
14804,0.0
14805,0.0
14806,0.0
14807,0.0
14808,0.0
14809,0.0
14810,0.0
14811,0.0
14812,0.0
14813,0.0
14814,0.0
14815,0.000133
14816,0.0
14817,0.0
14818,0.0
14819,0.0
14820,0.0
14821,0.0
14822,0.0
14823,0.0
14824,0.0
14825,0.918
14826,0.0
14827,0.0
14828,0.0
14829,0.0
14830,0.00986
14831,
14832,0.0
14833,0.0
14834,0.0
14835,0.842
14836,0.0
14837,0.0
14838,0.0
14839,6.99e-05
14840,0.0
14841,0.0407
14842,0.0
14843,1.31e-05
14844,3.63e-05
14845,0.0
14846,7.01e-05
14847,0.0
14848,0.0
14849,0.0
14850,0.000947
14851,0.0
14852,0.0
14853,0.0
14854,0.0
14855,1.61e-05
14856,0.0
14857,0.0
14858,1.6e-06
14859,0.0
14860,0.0
14861,0.0683
14862,0.0
14863,0.000355
14864,0.0
14865,6.3e-05
14866,0.0
14867,2.44e-06
14868,0.0
14869,0.0
14870,0.0
14871,0.0
14872,0.0
14873,
14874,0.0
14875,9.1e-06
14876,0.0
14877,0.331
14878,0.0
14879,4.47e-06
14880,
14881,0.0
14882,0.0
14883,0.0
14884,0.0
14885,0.0
14886,0.0
14887,3.06e-06
14888,0.000443
14889,0.0
14890,2.57e-05
14891,0.0
14892,0.0
14893,
14894,0.0
14895,0.0
14896,4.13e-06
14897,0.00598
14898,0.00178
14899,0.0
14900,0.0
14901,5.39e-05
14902,0.0
14903,1.6e-05
14904,0.0
14905,0.0
14906,0.0
14907,0.0
14908,3.68e-06
14909,0.00757
14910,0.0
14911,0.0
14912,0.0
14913,0.0816
14914,1.2e-05
14915,0.0
14916,3.47e-05
14917,0.0816
14918,0.0
14919,3.3e-06
14920,0.0
14921,0.0
14922,0.00622
14923,0.0
14924,0.0
14925,2.44e-05
14926,0.000175
14927,0.0514
14928,
14929,0.00777
14930,0.0
14931,0.0
14932,0.000421
14933,6.34e-06
14934,0.0219
14935,0.0
14936,1.51e-05
14937,0.0
14938,0.0467
14939,0.0
14940,0.0
14941,0.0
14942,0.0
14943,0.0
14944,0.0
14945,0.0
14946,0.000678
14947,0.00878
14948,0.000108
14949,0.0
14950,2.07e-06
14951,1.46e-05
14952,4.96e-06
14953,0.0
14954,0.0
14955,0.0
14956,0.0
14957,0.0
14958,0.0
14959,0.000154
14960,8.06e-05
14961,0.0
14962,0.000716
14963,0.0
14964,0.0
14965,0.0
14966,0.0
14967,0.0
14968,0.0
14969,0.0
14970,0.0
14971,0.0
14972,0.0
14973,0.00627
14974,0.0
14975,0.0
14976,0.0
14977,0.0
14978,0.0
14979,0.000181
14980,0.0
14981,0.0467
14982,0.0
14983,0.0
14984,0.0
14985,0.0
14986,0.0
14987,0.0
14988,0.0
14989,0.0
14990,0.0
14991,0.0
14992,0.0
14993,2.17e-06
14994,0.0
14995,0.0
14996,9.1e-06
14997,0.0
14998,0.35
14999,0.469
15000,0.00986
15001,0.0
15002,0.0
15003,0.0
15004,0.0
15005,0.0
15006,0.0
15007,2.22e-06
15008,0.0
15009,0.0
15010,0.0
15011,0.0
15012,0.0159
15013,0.0
15014,0.0812
15015,0.0
15016,0.0
15017,0.0
15018,0.0
15019,0.0
15020,4.24e-06
15021,
15022,6.12e-05
15023,0.0
15024,0.000335
15025,0.0
15026,3.97e-05
15027,0.0
15028,0.0
15029,3.7e-06
15030,0.0
15031,0.0
15032,0.0
15033,0.0
15034,8.67e-06
15035,0.000154
15036,
15037,0.0
15038,5.84e-06
15039,0.0
15040,0.0
15041,0.000106
15042,0.000202
15043,0.0
15044,6.15e-06
15045,0.0
15046,0.0
15047,0.0
15048,0.0
15049,0.0
15050,0.0
15051,0.0
15052,8.81e-06
15053,0.0
15054,0.00131
15055,7.05e-06
15056,
15057,0.0
15058,0.0
15059,0.0
15060,0.0
15061,1.11e-05
15062,0.0
15063,0.0
15064,0.0
15065,0.0
15066,0.0
15067,0.0
15068,0.0
15069,0.0
15070,0.000371
15071,0.0
15072,
15073,0.151
15074,2.07e-06
15075,0.000133
15076,0.0
15077,0.0
15078,0.0
15079,0.0
15080,3.02e-05
15081,
15082,6.98e-05
15083,0.0
15084,0.0
15085,0.000119
15086,4.26e-05
15087,0.0
15088,0.0
15089,0.0
15090,0.0
15091,0.0
15092,0.0
15093,0.0
15094,1.71e-05
15095,0.000453
15096,1.61e-05
15097,0.0766
