,speechiness
22418,0.226
22419,0.244
22420,0.0261
22421,0.194
22422,0.0402
22423,0.29
22424,0.0787
22425,0.194
22426,0.0584
22427,0.223
22428,0.125
22429,0.0363
22430,0.0349
22431,0.184
22432,0.195
22433,0.279
22434,0.0416
22435,0.0468
22436,0.129
22437,0.248
22438,0.508
22439,0.157
22440,0.212
22441,0.0345
22442,0.281
22443,0.0481
22444,0.0491
22445,0.0491
22446,0.323
22447,0.369
22448,0.25
22449,0.121
22450,0.128
22451,0.205
22452,0.323
22453,0.0376
22454,0.273
22455,0.0413
22456,0.0533
22457,0.722
22458,0.367
22459,0.0389
22460,0.0271
22461,0.472
22462,0.341
22463,0.193
22464,0.415
22465,0.415
22466,0.089
22467,0.369
22468,0.486
22469,0.35
22470,0.369
22471,0.366
22472,0.185
22473,0.119
22474,
22475,0.163
22476,0.0582
22477,0.431
22478,0.0549
22479,0.1
22480,0.0954
22481,0.034
22482,0.0337
22483,0.125
22484,0.0907
22485,0.087
22486,0.298
22487,0.129
22488,0.0375
22489,0.209
22490,0.194
22491,0.106
22492,0.307
22493,0.356
22494,0.28
22495,0.0582
22496,0.0784
22497,0.136
22498,
22499,0.344
22500,0.238
22501,0.121
22502,0.064
22503,0.368
22504,0.271
22505,0.107
22506,0.0538
22507,0.106
22508,0.348
22509,0.361
22510,0.156
22511,0.344
22512,0.526
22513,0.0949
22514,0.0442
22515,0.146
22516,0.37
22517,0.0426
22518,0.168
22519,0.0318
22520,0.0442
22521,0.0515
22522,0.0341
22523,0.0442
22524,0.0318
22525,0.119
22526,0.0318
22527,0.256
22528,0.0642
22529,0.0426
22530,0.146
22531,0.0341
22532,0.0318
22533,0.402
22534,0.168
22535,
22536,0.119
22537,0.119
22538,0.0661
22539,0.28
22540,0.12
22541,0.0905
22542,0.0507
22543,0.0406
22544,0.277
22545,0.276
22546,0.082
22547,0.119
22548,0.119
22549,0.0389
22550,0.0318
22551,0.0449
22552,0.0318
22553,0.0318
22554,0.146
22555,0.0515
22556,0.082
22557,0.082
22558,0.0949
22559,0.256
22560,0.146
22561,0.422
22562,0.222
22563,0.119
22564,0.0318
22565,0.101
22566,0.082
22567,0.458
22568,0.402
22569,0.422
22570,0.0515
22571,0.0389
22572,0.119
22573,0.0442
22574,0.146
22575,0.146
22576,0.37
22577,0.0574
22578,0.082
22579,0.0318
22580,0.179
22581,0.0629
22582,0.321
22583,0.086
22584,0.034
22585,0.0341
22586,0.0428
22587,0.214
22588,0.458
22589,0.202
22590,0.265
22591,0.221
22592,0.147
22593,0.0904
22594,0.0341
22595,0.119
22596,0.0318
22597,0.0389
22598,0.146
22599,0.37
22600,0.208
22601,0.0426
22602,0.0323
22603,0.131
22604,0.0816
22605,
22606,
22607,
22608,
22609,0.168
22610,0.146
22611,0.0531
22612,0.0284
22613,0.402
22614,0.082
22615,0.0305
22616,0.364
22617,0.0476
22618,0.0412
22619,0.301
22620,0.537
22621,0.2
22622,0.106
22623,0.111
22624,0.119
22625,0.0549
22626,0.171
22627,0.115
22628,0.283
22629,0.0731
22630,0.0341
22631,0.422
22632,0.0695
22633,0.0515
22634,0.37
22635,0.369
22636,0.366
22637,0.415
22638,0.369
22639,0.326
22640,0.297
22641,0.313
22642,0.326
22643,0.297
22644,0.313
22645,0.29
22646,0.113
22647,0.297
22648,0.0367
22649,0.113
22650,0.326
22651,0.287
22652,0.26
22653,0.29
22654,0.287
22655,0.141
22656,0.326
22657,0.313
22658,0.42
22659,0.141
22660,0.326
22661,0.107
22662,0.324
22663,0.287
22664,0.0407
22665,0.113
22666,0.0407
22667,0.324
22668,0.298
22669,0.298
22670,0.26
22671,0.26
22672,0.195
22673,0.326
22674,0.249
22675,0.326
22676,0.297
22677,0.0407
22678,0.141
22679,0.26
22680,0.26
22681,0.42
22682,0.313
22683,0.29
22684,0.107
22685,0.324
22686,0.0367
22687,0.135
22688,0.113
22689,0.29
22690,0.287
22691,0.0374
22692,0.298
22693,0.106
22694,0.36
22695,0.397
22696,0.0425
22697,0.0735
22698,0.134
22699,0.206
22700,0.192
22701,0.0531
22702,0.31
22703,0.39
22704,0.129
22705,0.156
22706,0.187
22707,0.122
22708,0.286
22709,0.2
22710,0.147
22711,0.086
22712,0.276
22713,0.123
22714,0.136
22715,0.106
22716,0.329
22717,0.431
22718,0.342
22719,0.106
22720,0.0719
22721,0.275
22722,0.0645
22723,0.356
22724,0.0726
22725,0.137
22726,0.0376
22727,0.0419
22728,0.108
22729,0.324
22730,0.195
22731,0.29
22732,0.0367
22733,0.29
22734,0.42
22735,0.249
22736,0.135
22737,0.195
22738,0.0776
22739,0.0949
22740,0.402
22741,0.422
22742,0.0341
22743,0.111
22744,0.119
22745,0.0318
22746,0.1
22747,0.283
22748,0.396
22749,0.183
22750,0.454
22751,0.369
22752,0.369
22753,0.369
22754,0.415
22755,0.298
22756,0.0407
22757,0.37
22758,0.146
22759,0.146
22760,0.37
22761,0.0341
22762,0.119
22763,0.298
22764,0.298
22765,0.0407
22766,0.298
22767,0.297
22768,0.0407
22769,0.29
22770,0.297
22771,0.402
22772,0.0318
22773,0.082
22774,0.119
22775,0.0341
22776,0.121
22777,0.37
22778,0.117
22779,0.134
22780,0.0396
22781,0.298
22782,0.0407
22783,0.107
22784,0.37
22785,0.0949
22786,0.0949
22787,0.146
22788,0.146
22789,0.168
22790,0.37
22791,0.193
22792,0.214
22793,0.0424
22794,0.0716
22795,0.119
22796,0.262
22797,0.37
22798,0.298
22799,0.146
22800,0.119
22801,0.368
22802,0.0341
22803,0.39
22804,0.368
22805,0.0811
22806,0.298
22807,0.141
22808,0.082
22809,0.119
22810,0.307
22811,0.307
22812,0.119
22813,0.272
22814,0.0736
22815,0.264
22816,0.157
22817,0.368
22818,0.446
22819,0.141
22820,0.0712
22821,0.204
22822,0.143
22823,0.428
22824,0.298
22825,0.189
22826,0.227
22827,0.193
22828,0.0358
22829,0.232
22830,0.0444
22831,0.373
22832,0.214
22833,0.13
22834,0.212
22835,0.589
22836,0.354
22837,0.25
22838,0.189
22839,0.619
22840,0.222
22841,0.204
22842,0.222
22843,0.117
22844,0.141
22845,0.0949
22846,0.37
22847,0.119
22848,0.0379
22849,0.298
22850,0.298
22851,0.107
22852,0.0318
22853,0.298
22854,0.447
22855,0.0341
22856,0.0341
22857,0.422
22858,0.226
22859,0.0645
22860,0.368
22861,0.39
22862,0.047
22863,0.368
22864,0.0743
22865,0.368
22866,0.158
22867,0.0786
22868,0.217
22869,0.0312
22870,0.425
22871,0.311
22872,0.397
22873,0.28
22874,0.341
22875,0.0315
22876,0.0305
22877,0.225
22878,0.116
22879,0.0514
22880,0.298
22881,0.298
22882,0.0281
22883,0.153
22884,0.035
22885,0.24
22886,0.183
22887,0.0618
22888,0.0685
22889,0.0735
22890,
22891,0.324
22892,0.141
22893,0.141
22894,0.364
22895,0.119
22896,0.119
22897,0.245
22898,0.265
22899,0.259
22900,0.172
22901,0.456
22902,0.27
22903,0.0582
22904,0.344
22905,0.0419
22906,0.286
22907,0.182
22908,0.369
22909,0.216
22910,0.0303
22911,0.121
22912,0.0476
22913,0.425
22914,0.397
22915,0.342
22916,0.369
22917,0.39
22918,0.418
22919,0.341
22920,0.454
22921,0.286
22922,0.311
22923,0.0318
22924,0.122
22925,0.364
22926,0.105
22927,0.323
22928,0.324
22929,0.117
22930,0.196
22931,0.221
22932,0.15
22933,0.0577
22934,0.31
22935,0.244
22936,0.0454
22937,0.357
22938,0.222
22939,0.194
22940,0.366
22941,0.0479
22942,0.0375
22943,0.0907
22944,0.0358
22945,0.0387
22946,0.278
22947,0.23
22948,0.438
22949,
22950,0.344
22951,0.649
22952,0.307
22953,0.0477
22954,0.186
22955,0.189
22956,0.476
22957,0.262
22958,0.262
22959,0.0487
22960,0.0645
22961,0.129
22962,0.128
22963,0.27
22964,0.299
22965,0.0563
22966,
22967,0.225
22968,0.286
22969,0.286
22970,0.047
22971,0.162
22972,0.121
22973,0.116
22974,0.164
22975,0.279
22976,0.116
22977,0.116
22978,0.116
22979,0.324
22980,0.0682
22981,0.0735
22982,0.0717
22983,0.0502
22984,0.0448
22985,0.0338
22986,0.0717
22987,0.172
22988,0.172
22989,0.172
22990,0.438
22991,0.0717
22992,0.0735
22993,0.281
22994,0.0907
22995,0.37
22996,0.364
22997,0.245
22998,0.17
22999,0.133
23000,0.0325
23001,0.141
23002,0.277
23003,0.244
23004,0.243
23005,0.0439
23006,0.144
23007,0.247
23008,0.205
23009,0.149
23010,0.338
23011,0.183
23012,0.142
23013,0.0388
23014,0.119
23015,0.0341
23016,0.129
23017,0.422
23018,0.0266
23019,0.0476
23020,0.082
23021,0.0298
23022,0.311
23023,0.397
23024,0.341
23025,0.276
23026,0.283
23027,0.21
23028,0.227
23029,0.166
23030,0.116
23031,0.3
23032,0.0685
23033,0.363
23034,0.0656
23035,0.0582
23036,0.501
23037,0.0722
23038,0.362
23039,0.338
23040,0.15
23041,0.23
23042,0.298
23043,0.284
23044,0.302
23045,0.16
23046,0.0996
23047,0.36
23048,0.378
23049,0.185
23050,0.225
23051,0.127
23052,0.202
23053,0.338
23054,0.475
23055,0.392
23056,0.273
23057,0.127
23058,0.0271
23059,0.0681
23060,0.189
23061,0.129
23062,0.0907
23063,0.0628
23064,
23065,0.148
23066,0.0884
23067,0.08
23068,0.106
23069,0.146
23070,0.28
23071,0.0633
23072,0.106
23073,0.146
23074,0.312
23075,0.0387
23076,0.159
23077,0.168
23078,0.0409
23079,0.0329
23080,0.39
23081,0.0448
23082,0.082
23083,0.21
23084,0.248
23085,0.197
23086,0.383
23087,0.0495
23088,0.276
23089,0.0301
23090,0.119
23091,0.28
23092,0.0549
23093,0.25
23094,0.119
23095,0.248
23096,0.304
23097,0.0709
23098,0.39
23099,0.0859
23100,0.116
23101,0.0468
23102,0.0453
23103,0.0864
23104,0.351
23105,0.029
23106,0.085
23107,0.123
23108,0.193
23109,0.141
23110,0.0338
23111,0.0284
23112,0.0411
23113,0.154
23114,0.218
23115,0.444
23116,0.205
23117,0.511
23118,0.0413
23119,0.269
23120,0.164
23121,0.202
23122,0.0682
23123,0.106
23124,0.158
23125,0.0554
23126,0.501
23127,0.158
23128,0.0874
23129,0.0752
23130,0.044
23131,0.281
23132,0.364
23133,0.071
23134,0.21
23135,0.084
23136,0.551
23137,0.0401
23138,0.156
23139,0.129
23140,0.0443
23141,0.177
23142,0.299
23143,0.0554
23144,0.279
23145,0.247
23146,0.245
23147,0.067
23148,0.0487
23149,0.38
23150,0.0442
23151,0.226
23152,0.208
23153,0.0528
23154,0.323
23155,0.304
23156,0.178
23157,0.202
23158,0.359
23159,0.133
23160,0.234
23161,0.0539
23162,0.0653
23163,0.284
23164,0.192
23165,0.0962
23166,0.269
23167,0.0316
23168,0.0574
23169,0.345
23170,0.0402
23171,0.334
23172,0.17
23173,0.364
23174,0.28
23175,0.0428
23176,0.106
23177,0.0382
23178,0.404
23179,0.0281
23180,0.0281
23181,0.0588
23182,0.202
23183,0.0726
23184,0.0603
23185,0.339
23186,0.339
23187,0.156
23188,0.029
23189,
23190,0.289
23191,0.364
23192,0.0638
23193,0.146
23194,0.202
23195,0.397
23196,0.303
23197,0.0859
23198,0.0434
23199,0.038
23200,0.59
23201,0.378
23202,0.422
23203,0.16
23204,0.142
23205,0.425
23206,0.0579
23207,0.0715
23208,0.209
23209,0.215
23210,0.131
23211,0.2
23212,0.0931
23213,0.145
23214,0.0441
23215,0.47
23216,0.0494
23217,0.0318
23218,0.208
23219,0.082
23220,
23221,0.0341
23222,0.307
23223,0.307
23224,
23225,0.268
23226,0.23
23227,0.291
23228,0.0333
23229,0.23
23230,0.331
23231,0.341
23232,0.0426
23233,0.0747
23234,0.105
23235,0.34
23236,0.0949
23237,0.445
23238,0.0763
23239,0.21
23240,0.0357
23241,0.072
23242,0.0344
23243,0.0722
23244,0.0905
23245,0.0925
23246,0.27
23247,0.387
23248,0.0453
23249,0.038
23250,0.284
23251,0.0666
23252,0.248
23253,0.0569
23254,0.344
23255,0.0965
23256,0.0604
23257,0.0383
23258,0.183
23259,0.214
23260,0.138
23261,0.0271
23262,0.0266
23263,0.355
23264,0.0337
23265,0.37
23266,0.304
23267,0.27
23268,0.117
23269,0.035
23270,0.298
23271,0.146
23272,0.119
23273,0.342
23274,0.422
23275,0.0515
23276,0.317
23277,0.117
23278,0.0326
23279,0.0326
23280,0.385
23281,0.0326
23282,0.227
23283,0.193
23284,0.101
23285,0.153
23286,0.0423
23287,0.0379
23288,0.428
23289,0.0425
23290,0.035
23291,0.134
23292,0.0828
23293,0.206
23294,0.348
23295,0.245
23296,0.184
23297,0.256
23298,0.0426
23299,0.287
23300,0.0852
23301,0.419
23302,0.0656
23303,0.323
23304,0.244
23305,0.417
23306,0.168
23307,0.462
23308,0.0406
23309,0.177
23310,0.089
23311,0.0358
23312,0.284
23313,0.0433
23314,0.0573
23315,0.252
23316,0.343
23317,0.082
23318,0.145
23319,0.0852
23320,0.245
23321,0.0307
23322,0.046
23323,0.0416
23324,0.142
23325,0.129
23326,0.0732
23327,0.242
23328,0.237
23329,0.029
23330,0.15
23331,0.283
23332,0.103
23333,0.387
23334,0.158
23335,0.0728
23336,0.106
23337,0.269
23338,0.204
23339,0.33
23340,0.341
23341,0.027
23342,0.242
23343,0.39
23344,0.264
23345,0.102
23346,0.0638
23347,0.544
23348,0.172
23349,0.105
23350,0.0507
23351,0.312
23352,0.277
23353,0.277
23354,0.0804
23355,0.291
23356,0.0804
23357,0.277
23358,0.277
23359,0.0507
23360,0.0769
23361,0.217
23362,0.148
23363,0.044
23364,0.0909
23365,0.0565
23366,0.0744
23367,0.1
23368,
23369,0.185
23370,0.0333
23371,0.0483
23372,0.0817
23373,0.0374
23374,0.0428
23375,0.121
23376,0.0755
23377,0.0918
23378,0.298
23379,0.0795
23380,0.0441
23381,0.156
23382,0.0315
23383,0.168
23384,0.0376
23385,0.24
23386,0.0357
23387,0.0554
23388,0.0294
23389,0.202
23390,0.091
23391,0.0656
23392,0.12
23393,0.17
23394,0.0925
23395,0.387
23396,0.079
23397,0.209
23398,0.0419
23399,0.331
23400,0.0874
23401,0.0735
23402,0.0944
23403,0.412
23404,0.412
23405,0.39
23406,0.0735
23407,0.16
23408,0.414
23409,0.0423
23410,0.321
23411,0.162
23412,0.375
23413,0.17
23414,0.661
23415,0.351
23416,0.0573
23417,0.222
23418,0.28
23419,0.315
23420,0.323
23421,0.141
23422,0.0357
23423,0.562
23424,0.0266
23425,0.247
23426,0.459
23427,0.416
23428,0.181
23429,0.0632
23430,0.271
23431,0.0406
23432,0.0666
23433,0.399
23434,0.027
23435,0.52
23436,0.0358
23437,0.146
23438,0.0573
23439,0.0732
23440,0.0451
23441,0.17
23442,0.271
23443,0.0573
23444,0.32
23445,0.0489
23446,0.317
23447,0.0743
23448,0.0836
23449,0.0712
23450,0.233
23451,0.369
23452,0.0489
23453,0.111
23454,0.41
23455,0.234
23456,0.0359
23457,0.373
23458,0.177
23459,0.228
23460,0.373
23461,0.0281
23462,0.272
23463,0.262
23464,0.369
23465,0.0708
23466,0.148
23467,0.306
23468,0.0508
23469,0.0324
23470,0.0683
23471,0.132
23472,0.0595
23473,0.526
23474,0.0604
23475,0.0379
23476,0.0597
23477,0.161
23478,0.146
23479,0.232
23480,0.425
23481,0.453
23482,0.0294
23483,0.191
23484,0.312
23485,0.392
23486,0.167
23487,0.251
23488,0.104
23489,0.0584
23490,0.308
23491,0.053
23492,0.0767
23493,0.23
23494,0.0488
23495,0.0318
23496,0.0588
23497,0.105
23498,0.119
23499,0.246
23500,0.104
23501,0.0452
23502,0.0452
23503,0.135
23504,0.0776
23505,0.265
23506,0.321
23507,0.0623
23508,0.311
23509,0.415
23510,0.564
23511,0.0434
23512,0.184
23513,0.184
23514,0.0434
23515,0.244
23516,0.0375
23517,0.168
23518,0.337
23519,0.259
23520,0.188
23521,0.0778
23522,0.284
23523,0.335
23524,0.342
23525,0.0621
23526,0.035
23527,0.324
23528,0.298
23529,0.27
23530,0.202
23531,
23532,0.17
23533,0.333
23534,0.17
23535,
23536,0.27
23537,0.0816
23538,0.212
23539,0.143
23540,0.293
23541,0.128
23542,0.0319
23543,0.0574
23544,0.0991
23545,0.0757
23546,0.422
23547,0.321
23548,0.131
23549,0.536
23550,0.536
23551,0.178
23552,0.279
23553,0.177
23554,0.268
23555,0.0628
23556,0.0286
23557,0.036
23558,0.209
23559,0.0577
23560,0.0352
23561,0.0537
23562,0.324
23563,0.0333
23564,0.0342
23565,0.254
23566,
23567,0.0554
23568,0.174
23569,0.0642
23570,0.0949
23571,0.0949
23572,0.446
23573,0.346
23574,0.0286
23575,0.0633
23576,0.0399
23577,0.0399
23578,0.0393
23579,0.299
23580,0.0554
23581,0.454
23582,0.181
23583,0.241
23584,0.089
23585,0.438
23586,0.0313
23587,0.0941
23588,0.544
23589,0.0374
23590,0.21
23591,0.171
23592,0.233
23593,0.318
23594,0.0401
23595,0.551
23596,0.369
23597,0.094
23598,0.379
23599,0.0346
23600,0.119
23601,0.342
23602,
23603,0.184
23604,0.134
23605,0.326
23606,0.0412
23607,0.277
23608,0.0313
23609,0.252
23610,0.158
23611,0.339
23612,0.0507
23613,0.221
23614,0.356
23615,0.0925
23616,0.0816
23617,0.2
23618,0.154
23619,0.0271
23620,0.154
23621,0.0816
23622,
23623,0.375
23624,0.0816
23625,0.15
23626,0.403
23627,0.0458
23628,0.321
23629,0.117
23630,0.034
23631,0.118
23632,0.0369
23633,0.343
23634,0.36
23635,0.458
23636,0.135
23637,0.0363
23638,0.135
23639,0.334
23640,0.135
23641,0.334
23642,0.283
23643,0.0695
23644,0.0281
23645,0.177
23646,0.233
23647,0.114
23648,0.097
23649,0.204
23650,0.269
23651,0.0295
23652,0.366
23653,0.0628
23654,0.0386
23655,0.291
23656,0.159
23657,0.447
23658,0.176
23659,0.39
23660,0.222
23661,0.274
23662,0.205
23663,0.26
23664,0.0876
23665,0.36
23666,0.197
23667,0.0828
23668,0.127
23669,0.0828
23670,0.197
23671,0.0388
23672,0.052
23673,0.0588
23674,0.0451
23675,0.0318
23676,0.111
23677,0.08
23678,0.311
23679,
23680,0.208
23681,0.0859
23682,0.125
23683,0.245
23684,0.346
23685,0.0911
23686,0.215
23687,0.341
23688,0.0364
23689,0.346
23690,0.194
23691,0.0784
23692,0.381
23693,0.0346
23694,0.196
23695,0.049
23696,0.049
23697,0.112
23698,0.351
23699,0.0489
23700,0.0345
23701,0.221
23702,0.0489
23703,0.0314
23704,0.301
23705,0.301
23706,0.0695
23707,0.0944
23708,0.125
23709,0.0314
23710,0.0261
23711,0.241
23712,0.178
23713,0.282
23714,0.15
23715,0.154
23716,0.268
23717,0.332
23718,0.338
23719,0.037
23720,0.0488
23721,0.0874
23722,0.486
23723,0.0417
23724,0.206
23725,0.347
23726,0.375
23727,0.0439
23728,0.209
23729,0.161
23730,0.0539
23731,0.308
23732,0.197
23733,0.345
23734,0.421
23735,0.437
23736,0.37
23737,0.0516
23738,0.364
23739,0.0433
23740,0.0433
23741,0.035
23742,0.0476
23743,0.437
23744,0.437
23745,0.422
23746,0.317
23747,0.435
23748,0.39
23749,0.181
23750,0.108
23751,0.301
23752,0.225
23753,0.26
23754,0.082
23755,0.0333
23756,0.319
23757,0.29
23758,0.185
23759,0.0907
23760,0.39
23761,0.329
23762,0.17
23763,0.0637
23764,0.0284
23765,0.0807
23766,0.093
23767,0.313
23768,0.245
23769,0.153
23770,0.287
23771,0.138
23772,0.0337
23773,0.0789
23774,0.28
23775,0.0554
23776,0.0318
23777,0.0346
23778,0.127
23779,0.413
23780,0.192
23781,0.381
23782,0.142
23783,0.419
23784,0.0326
23785,0.0324
23786,0.419
23787,0.0476
23788,0.3
23789,0.246
23790,0.121
23791,0.0303
23792,0.0346
23793,0.208
23794,0.0712
23795,0.0715
23796,0.294
23797,0.359
23798,
23799,0.0412
23800,0.027
23801,0.134
23802,0.0538
23803,0.227
23804,0.0494
23805,0.0494
23806,0.107
23807,0.0561
23808,0.0977
23809,0.27
23810,0.291
23811,0.424
23812,0.28
23813,0.209
23814,0.0878
23815,0.38
23816,0.0682
23817,0.376
23818,0.202
23819,0.0315
23820,0.0683
23821,0.301
23822,0.119
23823,0.222
23824,0.134
23825,0.27
23826,0.0604
23827,0.227
23828,0.36
23829,0.036
23830,0.395
23831,0.204
23832,0.0401
23833,0.0321
23834,0.029
23835,0.378
23836,0.0931
23837,0.0301
23838,0.458
23839,0.0321
23840,0.0931
23841,0.131
23842,0.084
23843,0.0951
23844,0.138
23845,0.0257
23846,0.142
23847,
23848,0.0579
23849,0.204
23850,0.0369
23851,0.0342
23852,0.0358
23853,0.416
23854,0.175
23855,0.368
23856,0.383
23857,0.125
23858,0.119
23859,0.0413
23860,0.338
23861,0.0588
23862,0.0949
23863,0.2
23864,0.252
23865,0.0352
23866,0.0915
23867,0.0851
23868,0.0399
23869,0.0941
23870,0.109
23871,0.112
23872,0.0786
23873,0.39
23874,0.0466
23875,0.0367
23876,0.129
23877,0.2
23878,0.2
23879,0.0425
23880,0.0422
23881,0.24
23882,0.27
23883,0.116
23884,0.129
23885,0.401
23886,0.27
23887,0.0369
23888,0.265
23889,0.26
23890,0.0312
23891,0.353
23892,0.0374
23893,0.059
23894,0.0721
23895,0.0721
23896,0.244
23897,0.444
23898,0.0342
23899,0.0487
23900,0.426
23901,0.134
23902,0.0495
23903,0.26
23904,0.29
23905,0.304
23906,0.0904
23907,0.378
23908,0.245
23909,0.0521
23910,0.0776
23911,0.225
23912,0.281
23913,0.064
23914,
23915,0.209
23916,0.092
23917,0.376
23918,0.0339
23919,0.086
23920,0.113
23921,0.0469
23922,0.0726
23923,0.084
23924,0.136
23925,0.137
23926,0.0828
23927,0.0428
23928,0.0831
23929,0.341
23930,0.0852
23931,0.279
23932,0.279
23933,0.0852
23934,0.166
23935,0.551
23936,0.446
23937,0.508
23938,0.0318
23939,0.446
23940,0.508
23941,0.0439
23942,0.0589
23943,0.0537
23944,0.53
23945,0.143
23946,0.12
23947,0.373
23948,0.376
23949,0.424
23950,0.168
23951,0.29
23952,0.503
23953,0.246
23954,0.268
23955,0.117
23956,0.0363
23957,0.226
23958,0.282
23959,0.106
23960,0.269
23961,0.208
23962,0.233
23963,0.0715
23964,0.0949
23965,0.22
23966,0.0439
23967,0.085
23968,0.0479
23969,0.0344
23970,0.321
23971,
23972,0.222
23973,0.0921
23974,0.213
23975,0.28
23976,0.501
23977,0.0722
23978,0.0305
23979,0.189
23980,0.338
23981,0.0476
23982,0.437
23983,0.283
23984,0.277
23985,0.181
23986,0.384
23987,0.157
23988,0.221
23989,0.0618
23990,0.459
23991,0.237
23992,0.341
23993,0.0481
23994,0.346
23995,0.486
23996,0.106
23997,0.0343
23998,0.116
23999,0.344
24000,0.404
24001,0.312
24002,0.369
24003,0.156
24004,0.0842
24005,0.425
24006,0.338
24007,0.168
24008,0.243
24009,0.351
24010,0.194
24011,0.0874
24012,0.222
24013,0.0422
24014,0.361
24015,0.409
24016,0.127
24017,0.23
24018,0.0325
24019,0.272
24020,0.375
24021,0.0944
24022,0.341
24023,0.126
24024,0.311
24025,0.0621
24026,0.111
24027,0.0645
24028,0.312
24029,0.0443
24030,0.125
24031,0.419
24032,0.328
24033,0.173
24034,0.0426
24035,0.0444
24036,0.515
24037,0.0682
24038,0.0747
24039,0.291
24040,0.371
24041,0.0623
24042,0.0468
24043,0.589
24044,0.0632
24045,0.0914
24046,0.0752
24047,0.433
24048,0.146
24049,0.0757
24050,0.0389
24051,0.145
24052,0.2
24053,0.037
24054,0.138
24055,0.071
24056,0.419
24057,0.414
24058,0.0735
24059,0.268
24060,0.0412
24061,0.356
24062,0.135
24063,0.0775
24064,0.0399
24065,0.286
24066,0.0329
24067,0.0479
24068,0.126
24069,0.335
24070,0.0776
24071,0.342
24072,0.292
24073,0.336
24074,0.42
24075,0.105
24076,0.26
24077,0.0379
24078,0.311
24079,0.122
24080,0.146
24081,0.317
24082,0.36
24083,0.129
24084,0.117
24085,0.245
24086,0.0375
24087,0.072
24088,0.0494
24089,0.417
24090,0.312
24091,0.239
24092,0.0271
24093,0.209
24094,0.225
24095,0.364
24096,0.262
24097,0.355
24098,0.119
24099,0.0721
24100,0.0257
24101,0.649
24102,0.191
24103,0.338
24104,0.0791
24105,0.0458
24106,0.359
24107,0.0401
24108,0.346
24109,0.12
24110,0.41
24111,0.0314
24112,0.227
24113,0.0972
24114,0.0451
24115,0.294
24116,0.217
24117,0.324
24118,0.0985
24119,
24120,0.036
24121,0.159
24122,0.0419
24123,0.157
24124,0.105
24125,0.0305
24126,0.269
24127,0.164
24128,0.303
24129,0.354
24130,0.245
24131,0.311
24132,0.209
24133,0.191
24134,0.311
24135,0.0305
24136,0.321
24137,0.29
24138,0.17
24139,0.366
24140,0.0266
24141,0.293
24142,0.284
24143,0.375
24144,0.325
24145,0.0706
24146,0.0907
24147,0.307
24148,0.117
24149,0.0853
24150,0.0582
24151,0.162
24152,0.344
24153,0.245
24154,0.149
24155,0.284
24156,0.0315
24157,0.151
24158,0.0357
24159,0.277
24160,0.116
24161,0.04
24162,0.0428
24163,0.187
24164,0.252
24165,0.0339
24166,0.0716
24167,0.072
24168,0.0523
24169,0.0477
24170,0.346
24171,0.05
24172,0.0538
24173,0.0312
24174,0.268
24175,0.0513
24176,0.245
24177,0.265
24178,0.15
24179,0.424
24180,0.28
24181,0.181
24182,0.146
24183,0.722
24184,0.097
24185,0.311
24186,0.196
24187,0.0859
24188,0.0424
24189,0.277
24190,0.181
24191,0.39
24192,0.0949
24193,0.42
24194,0.39
24195,0.196
24196,0.197
24197,0.129
24198,0.15
24199,0.462
24200,0.0284
24201,0.0728
24202,0.0438
24203,0.0816
24204,0.12
24205,0.303
24206,0.0722
24207,0.335
24208,0.0736
24209,0.168
24210,0.223
24211,0.223
24212,0.0357
24213,0.259
24214,0.26
24215,0.26
24216,0.191
24217,0.0954
24218,0.27
24219,0.362
24220,0.0533
24221,0.36
24222,0.0882
24223,0.267
24224,0.31
24225,0.0325
24226,0.369
24227,0.0444
24228,0.564
24229,0.154
24230,0.154
24231,0.402
24232,0.402
24233,0.36
24234,0.13
24235,0.147
24236,0.385
24237,0.079
24238,0.334
24239,0.355
24240,0.159
24241,0.196
24242,0.132
24243,0.37
24244,0.106
24245,0.323
24246,0.116
24247,0.142
24248,0.344
24249,0.17
24250,0.0399
24251,0.417
24252,0.2
24253,0.2
24254,0.419
24255,0.0735
24256,0.386
24257,0.21
24258,0.209
24259,0.0376
24260,0.238
24261,0.0442
24262,0.177
24263,0.106
24264,0.138
24265,0.209
24266,0.0376
24267,0.27
24268,0.214
24269,0.079
24270,0.146
24271,0.397
24272,0.0305
24273,0.541
24274,0.402
24275,0.187
24276,0.415
24277,0.0333
24278,0.222
24279,0.347
24280,0.36
24281,0.053
24282,0.422
24283,0.275
24284,0.31
24285,0.0471
24286,0.123
24287,0.402
24288,0.165
24289,0.39
24290,0.125
24291,0.0682
24292,0.106
24293,0.37
24294,0.128
24295,0.132
24296,0.266
24297,0.0555
24298,0.235
24299,0.156
24300,0.39
24301,0.0816
24302,0.0752
24303,0.195
24304,0.0514
24305,0.0367
24306,0.537
24307,0.183
24308,0.0539
24309,0.0412
24310,0.197
24311,0.117
24312,0.17
24313,0.0603
24314,0.454
24315,0.173
24316,0.0476
24317,0.298
24318,0.363
24319,0.0712
24320,0.0579
24321,0.277
24322,0.286
24323,0.0786
24324,0.369
24325,0.105
24326,0.032
24327,0.111
24328,0.092
24329,0.149
24330,0.508
24331,0.25
24332,0.0716
24333,0.245
24334,0.089
24335,0.134
24336,0.243
24337,0.33
24338,0.369
24339,0.0333
24340,0.347
24341,0.0428
24342,0.288
