,tempo
8068,122.0
8069,143.943
8070,146.137
8071,145.041
8072,162.898
8073,160.084
8074,160.414
8075,151.988
8076,140.02
8077,102.021
8078,134.021
8079,160.035
8080,132.01
8081,104.969
8082,135.005
8083,142.04
8084,97.994
8085,129.903
8086,140.023
8087,142.04
8088,113.088
8089,174.034
8090,163.806
8091,150.992
8092,141.06
8093,122.02
8094,151.957
8095,120.011
8096,83.903
8097,99.999
8098,160.085
8099,93.034
8100,83.903
8101,99.999
8102,81.956
8103,110.573
8104,130.098
8105,77.943
8106,134.867
8107,102.91
8108,143.922
8109,
8110,163.935
8111,161.707
8112,91.03
8113,159.978
8114,82.642
8115,128.033
8116,97.994
8117,77.497
8118,173.948
8119,72.989
8120,148.991
8121,112.347
8122,101.91
8123,130.218
8124,154.964
8125,159.985
8126,120.055
8127,121.845
8128,170.163
8129,100.027
8130,99.643
8131,140.0
8132,136.052
8133,136.052
8134,149.07
8135,151.901
8136,149.07
8137,128.047
8138,128.047
8139,
8140,136.052
8141,140.001
8142,160.042
8143,149.07
8144,148.054
8145,160.042
8146,95.004
8147,95.387
8148,128.047
8149,150.007
8150,151.901
8151,74.946
8152,140.0
8153,160.042
8154,147.045
8155,
8156,136.052
8157,140.001
8158,95.004
8159,136.052
8160,140.001
8161,148.054
8162,155.008
8163,148.054
8164,155.008
8165,149.07
8166,140.958
8167,150.009
8168,150.007
8169,151.901
8170,74.946
8171,95.387
8172,128.047
8173,150.007
8174,160.042
8175,140.0
8176,151.901
8177,147.045
8178,
8179,95.004
8180,148.054
8181,136.052
8182,140.001
8183,140.001
8184,141.06
8185,136.006
8186,94.966
8187,174.006
8188,150.007
8189,155.055
8190,144.988
8191,171.447
8192,100.001
8193,77.562
8194,160.414
8195,91.935
8196,129.954
8197,140.042
8198,143.078
8199,129.979
8200,75.025
8201,144.96
8202,130.098
8203,129.957
8204,82.996
8205,75.932
8206,123.968
8207,173.962
8208,153.06
8209,97.075
8210,139.991
8211,154.056
8212,130.032
8213,114.86
8214,116.879
8215,81.031
8216,124.887
8217,88.435
8218,85.512
8219,107.934
8220,143.943
8221,146.137
8222,
8223,145.914
8224,80.972
8225,99.079
8226,181.982
8227,144.991
8228,145.004
8229,127.051
8230,164.009
8231,107.356
8232,139.932
8233,140.987
8234,192.099
8235,169.961
8236,118.836
8237,118.003
8238,165.736
8239,82.008
8240,90.076
8241,182.02
8242,129.983
8243,130.024
8244,93.034
8245,140.0
8246,82.642
8247,111.519
8248,99.978
8249,79.165
8250,153.848
8251,94.978
8252,120.058
8253,120.021
8254,149.909
8255,141.894
8256,
8257,135.679
8258,119.499
8259,120.08
8260,75.491
8261,100.017
8262,126.018
8263,130.009
8264,125.012
8265,143.477
8266,90.066
8267,153.993
8268,136.006
8269,125.006
8270,134.022
8271,140.003
8272,113.088
8273,139.973
8274,170.115
8275,119.969
8276,125.94
8277,175.046
8278,142.948
8279,146.036
8280,146.084
8281,116.96
8282,146.036
8283,125.94
8284,79.165
8285,136.006
8286,136.006
8287,140.039
8288,112.865
8289,135.034
8290,140.013
8291,160.113
8292,147.931
8293,143.01
8294,130.098
8295,123.968
8296,119.994
8297,163.104
8298,125.03
8299,127.998
8300,93.431
8301,84.022
8302,102.91
8303,88.834
8304,139.999
8305,149.972
8306,128.012
8307,134.068
8308,124.09
8309,128.034
8310,145.169
8311,116.166
8312,148.058
8313,117.384
8314,84.143
8315,140.011
8316,180.917
8317,141.888
8318,129.954
8319,120.033
8320,95.879
8321,139.967
8322,135.034
8323,92.899
8324,119.499
8325,160.113
8326,122.0
8327,207.982
8328,100.14
8329,150.514
8330,79.48
8331,136.006
8332,140.022
8333,139.952
8334,142.929
8335,81.956
8336,142.027
8337,95.387
8338,123.028
8339,75.474
8340,139.939
8341,88.932
8342,134.867
8343,95.031
8344,74.982
8345,84.022
8346,135.033
8347,74.949
8348,105.95
8349,154.976
8350,136.006
8351,170.115
8352,98.986
8353,83.981
8354,129.979
8355,91.048
8356,103.974
8357,129.98
8358,147.982
8359,141.973
8360,142.948
8361,145.048
8362,157.016
8363,128.225
8364,100.015
8365,80.305
8366,144.043
8367,142.094
8368,100.051
8369,85.042
8370,128.012
8371,207.982
8372,95.295
8373,
8374,81.539
8375,94.966
8376,81.031
8377,136.006
8378,129.978
8379,141.995
8380,112.865
8381,97.988
8382,159.966
8383,150.024
8384,157.083
8385,145.169
8386,133.992
8387,140.022
8388,151.486
8389,81.031
8390,124.09
8391,123.964
8392,119.991
8393,147.009
8394,159.966
8395,151.486
8396,92.899
8397,162.038
8398,
8399,135.995
8400,126.392
8401,150.969
8402,150.992
8403,140.032
8404,119.957
8405,127.998
8406,142.037
8407,118.223
8408,131.194
8409,127.984
8410,139.932
8411,118.223
8412,119.705
8413,80.032
8414,94.966
8415,80.011
8416,109.004
8417,104.979
8418,119.969
8419,136.006
8420,103.369
8421,124.038
8422,76.469
8423,140.058
8424,93.023
8425,141.975
8426,112.865
8427,148.054
8428,90.494
8429,118.981
8430,126.392
8431,153.947
8432,83.903
8433,173.948
8434,126.073
8435,158.027
8436,148.054
8437,159.94
8438,159.94
8439,118.981
8440,135.879
8441,140.053
8442,140.053
8443,76.024
8444,140.053
8445,159.94
8446,142.04
8447,150.514
8448,136.006
8449,135.995
8450,112.865
8451,189.891
8452,143.027
8453,76.972
8454,136.025
8455,95.034
8456,85.018
8457,147.009
8458,140.001
8459,111.983
8460,90.076
8461,149.996
8462,85.433
8463,90.076
8464,139.958
8465,85.433
8466,
8467,91.048
8468,136.173
8469,180.206
8470,127.05
8471,118.04
8472,127.999
8473,147.125
8474,120.08
8475,119.099
8476,135.337
8477,139.864
8478,125.006
8479,96.057
8480,128.047
8481,163.935
8482,155.157
8483,74.949
8484,173.948
8485,142.006
8486,118.012
8487,129.93
8488,140.003
8489,75.012
8490,91.964
8491,91.964
8492,122.02
8493,129.993
8494,83.519
8495,148.046
8496,166.077
8497,166.077
8498,85.992
8499,155.05
8500,155.05
8501,159.978
8502,77.511
8503,148.058
8504,159.922
8505,117.003
8506,82.494
8507,82.494
8508,139.954
8509,91.964
8510,78.534
8511,122.02
8512,122.02
8513,150.514
8514,79.351
8515,95.031
8516,102.91
8517,104.969
8518,78.025
8519,119.982
8520,136.006
8521,145.038
8522,80.064
8523,81.193
8524,149.97
8525,154.981
8526,96.493
8527,114.007
8528,92.506
8529,166.111
8530,84.022
8531,135.033
8532,109.004
8533,136.97
8534,126.392
8535,84.999
8536,94.014
8537,160.061
8538,135.679
8539,75.99
8540,196.043
8541,77.523
8542,112.865
8543,140.954
8544,179.974
8545,207.982
8546,127.99
8547,141.97
8548,141.971
8549,182.02
8550,91.035
8551,100.14
8552,141.995
8553,119.985
8554,162.005
8555,77.271
8556,94.966
8557,139.958
8558,154.981
8559,140.002
8560,91.344
8561,77.031
8562,77.532
8563,162.214
8564,139.919
8565,123.146
8566,
8567,129.978
8568,125.008
8569,123.017
8570,142.086
8571,114.009
8572,162.861
8573,145.139
8574,140.001
8575,130.218
8576,160.414
8577,154.964
8578,171.447
8579,159.801
8580,95.043
8581,89.984
8582,130.012
8583,168.097
8584,78.021
8585,203.911
8586,149.97
8587,134.972
8588,77.271
8589,128.063
8590,165.736
8591,167.022
8592,180.917
8593,139.954
8594,101.008
8595,158.424
8596,95.746
8597,141.995
8598,117.072
8599,180.917
8600,128.063
8601,148.028
8602,150.992
8603,
8604,129.983
8605,138.015
8606,140.071
8607,86.02
8608,76.469
8609,128.012
8610,140.071
8611,168.197
8612,127.08
8613,135.995
8614,149.935
8615,131.036
8616,136.078
8617,119.969
8618,130.009
8619,126.392
8620,
8621,124.987
8622,130.019
8623,150.514
8624,136.006
8625,150.514
8626,74.351
8627,136.006
8628,112.865
8629,147.899
8630,140.001
8631,86.009
8632,160.004
8633,147.009
8634,
8635,158.043
8636,102.456
8637,173.369
8638,87.353
8639,129.953
8640,134.032
8641,74.946
8642,119.991
8643,166.162
8644,161.997
8645,120.011
8646,120.011
8647,82.433
8648,97.96
8649,109.412
8650,180.917
8651,78.021
8652,130.003
8653,153.06
8654,130.017
8655,141.894
8656,119.054
8657,96.057
8658,142.957
8659,137.809
8660,140.958
8661,125.983
8662,142.948
8663,127.96
8664,140.114
8665,119.982
8666,140.011
8667,154.976
8668,146.022
8669,86.009
8670,146.034
8671,93.034
8672,96.057
8673,125.983
8674,151.957
8675,169.982
8676,105.955
8677,123.017
8678,105.052
8679,144.058
8680,147.988
8681,154.09
8682,99.137
8683,80.156
8684,147.988
8685,100.987
8686,136.006
8687,109.004
8688,100.062
8689,130.007
8690,141.004
8691,134.042
8692,109.004
8693,162.839
8694,130.007
8695,114.86
8696,140.023
8697,119.957
8698,100.003
8699,128.092
8700,140.029
8701,140.02
8702,160.052
8703,128.015
8704,127.986
8705,150.514
8706,139.987
8707,
8708,127.995
8709,127.951
8710,139.987
8711,129.978
8712,128.026
8713,131.994
8714,136.031
8715,128.092
8716,127.949
8717,128.088
8718,127.934
8719,127.998
8720,124.976
8721,127.987
8722,127.945
8723,129.99
8724,135.99
8725,131.06
8726,128.004
8727,
8728,125.998
8729,128.002
8730,135.01
8731,137.993
8732,128.0
8733,124.989
8734,127.987
8735,128.002
8736,125.896
8737,128.008
8738,126.052
8739,129.885
8740,133.972
8741,122.975
8742,127.968
8743,155.034
8744,139.976
8745,132.949
8746,131.966
8747,126.094
8748,134.019
8749,128.006
8750,126.023
8751,126.037
8752,125.026
8753,128.018
8754,134.006
8755,127.941
8756,125.946
8757,125.973
8758,127.978
8759,125.013
8760,133.965
8761,127.983
8762,133.989
8763,125.953
8764,130.003
8765,128.045
8766,126.029
8767,128.0
8768,125.896
8769,127.991
8770,126.02
8771,128.017
8772,126.027
8773,127.545
8774,128.0
8775,126.879
8776,128.025
8777,127.961
8778,127.934
8779,131.028
8780,127.049
8781,130.157
8782,127.987
8783,128.039
8784,128.005
8785,128.005
8786,125.997
8787,127.971
8788,133.953
8789,136.033
8790,128.074
8791,127.971
8792,125.981
8793,127.997
8794,134.947
8795,127.982
8796,128.006
8797,130.008
8798,129.96
8799,138.231
8800,129.99
8801,126.935
8802,127.001
8803,128.025
8804,131.951
8805,127.945
8806,129.908
8807,138.025
8808,125.946
8809,126.004
8810,127.932
8811,125.022
8812,129.967
8813,129.995
8814,125.965
8815,128.019
8816,130.015
8817,128.175
8818,134.017
8819,155.016
8820,128.063
8821,128.06
8822,127.937
8823,139.938
8824,127.977
8825,125.096
8826,126.04
8827,134.017
8828,127.961
8829,127.946
8830,129.001
8831,127.937
8832,131.951
8833,128.991
8834,128.032
8835,128.015
8836,131.994
8837,136.031
8838,
8839,128.092
8840,127.949
8841,127.995
8842,139.987
8843,127.934
8844,127.998
8845,124.976
8846,128.026
8847,129.99
8848,127.951
8849,139.987
8850,128.004
8851,129.978
8852,128.002
8853,129.885
8854,125.998
8855,124.989
8856,135.01
8857,135.01
8858,128.0
8859,128.0
8860,127.949
8861,128.088
8862,127.998
8863,127.987
8864,127.945
8865,135.99
8866,131.06
8867,
8868,137.993
8869,128.002
8870,126.094
8871,127.941
8872,125.973
8873,127.987
8874,128.008
8875,126.052
8876,133.972
8877,122.975
8878,127.968
8879,155.034
8880,139.976
8881,132.949
8882,131.966
8883,134.019
8884,128.006
8885,126.023
8886,126.037
8887,125.026
8888,128.018
8889,134.006
8890,125.946
8891,127.978
8892,125.013
8893,133.965
8894,127.983
8895,133.989
8896,125.953
8897,130.003
8898,128.045
8899,126.029
8900,125.896
8901,127.991
8902,126.02
8903,133.953
8904,115.859
8905,128.017
8906,128.009
8907,126.027
8908,90.018
8909,117.988
8910,127.545
8911,127.971
8912,128.0
8913,129.998
8914,126.879
8915,128.025
8916,127.961
8917,127.934
8918,131.028
8919,128.017
8920,128.011
8921,124.995
8922,127.049
8923,125.981
8924,130.157
8925,128.062
8926,127.966
8927,125.997
8928,127.997
8929,127.987
8930,126.06
8931,128.005
8932,128.039
8933,126.008
8934,127.982
8935,139.988
8936,127.905
8937,125.001
8938,126.993
8939,127.987
8940,127.971
8941,194.976
8942,123.994
8943,127.968
8944,124.989
8945,143.937
8946,128.004
8947,128.065
8948,127.983
8949,128.016
8950,128.054
8951,109.943
8952,192.239
8953,124.0
8954,130.002
8955,127.944
8956,97.479
8957,129.981
8958,125.987
8959,128.052
8960,133.945
8961,128.01
8962,127.957
8963,127.988
8964,100.014
8965,128.0
8966,127.995
8967,105.052
8968,122.08
8969,128.048
8970,133.023
8971,128.024
8972,127.972
8973,127.979
8974,128.009
8975,127.082
8976,127.998
8977,127.017
8978,127.983
8979,130.002
8980,128.077
8981,
8982,124.964
8983,128.024
8984,114.008
8985,112.021
8986,127.992
8987,128.036
8988,127.907
8989,127.913
8990,127.962
8991,149.873
8992,128.05
8993,127.986
8994,128.022
8995,128.125
8996,128.144
8997,127.794
8998,128.028
8999,128.005
9000,128.06
9001,135.002
9002,128.102
9003,191.901
9004,147.268
9005,122.012
9006,107.991
9007,105.016
9008,127.949
9009,128.004
9010,127.984
9011,125.056
9012,126.034
9013,129.005
9014,128.18
9015,130.004
9016,128.007
9017,128.0
9018,90.012
9019,126.023
9020,127.871
9021,127.964
9022,125.983
9023,129.971
9024,125.014
9025,119.96
9026,128.144
9027,
9028,128.06
9029,128.051
9030,125.994
9031,130.009
9032,128.014
9033,127.955
9034,192.118
9035,92.943
9036,128.022
9037,128.004
9038,128.018
9039,125.99
9040,127.871
9041,128.067
9042,102.42
9043,128.067
9044,127.957
9045,126.067
9046,127.967
9047,
9048,126.052
9049,122.016
9050,104.934
9051,89.915
9052,102.42
9053,126.06
9054,129.956
9055,127.98
9056,127.863
9057,127.946
9058,127.997
9059,126.021
9060,124.932
9061,127.854
9062,128.006
9063,130.072
9064,122.003
9065,125.997
9066,127.982
9067,127.948
9068,128.003
9069,139.987
9070,124.959
9071,128.042
9072,122.003
9073,127.976
9074,124.959
9075,128.03
9076,122.003
9077,127.958
9078,119.994
9079,127.976
9080,
9081,128.059
9082,128.073
9083,128.018
9084,126.031
9085,149.995
9086,126.029
9087,121.031
9088,127.878
9089,128.031
9090,126.093
9091,127.985
9092,150.514
9093,159.915
9094,119.957
9095,148.058
9096,174.034
9097,159.915
9098,81.468
9099,119.957
9100,127.08
9101,83.903
9102,168.112
9103,179.974
9104,128.012
9105,168.112
9106,81.468
9107,99.643
9108,150.514
9109,136.006
9110,146.04
9111,112.865
9112,142.035
9113,99.96
9114,99.96
9115,104.11
9116,100.002
9117,120.017
9118,100.041
9119,141.007
9120,207.982
9121,75.474
9122,88.932
9123,130.009
9124,175.985
9125,147.931
9126,75.474
9127,119.01
9128,77.943
9129,147.045
9130,138.672
9131,99.961
9132,132.01
9133,74.949
9134,157.083
9135,118.037
9136,141.06
9137,136.041
9138,136.006
9139,141.882
9140,145.884
9141,140.053
9142,175.985
9143,140.022
9144,135.679
9145,142.929
9146,100.027
9147,127.984
9148,110.953
9149,158.027
9150,139.973
9151,75.012
9152,100.007
9153,159.517
9154,107.356
9155,143.01
9156,160.042
9157,155.055
9158,132.125
9159,150.059
9160,180.064
9161,144.994
9162,147.002
9163,134.042
9164,163.935
9165,104.969
9166,159.966
9167,81.618
9168,143.069
9169,122.062
9170,155.05
9171,141.888
9172,107.934
9173,142.977
9174,141.995
9175,128.805
9176,155.738
9177,162.991
9178,144.998
9179,129.967
9180,139.084
9181,135.033
9182,91.03
9183,128.034
9184,125.978
9185,141.971
9186,69.968
9187,166.162
9188,134.867
9189,141.97
9190,141.97
9191,97.075
9192,149.935
9193,78.477
9194,139.864
9195,139.864
9196,112.347
9197,130.032
9198,91.935
9199,81.956
9200,136.982
9201,116.971
9202,140.04
9203,122.991
9204,100.028
9205,80.064
9206,127.983
9207,127.983
9208,129.938
9209,129.938
9210,112.347
9211,201.8
9212,151.988
9213,118.04
9214,154.187
9215,83.226
9216,166.077
9217,125.035
9218,148.058
9219,94.014
9220,139.935
9221,81.817
9222,196.043
9223,113.927
9224,85.486
9225,113.497
9226,76.972
9227,143.01
9228,144.988
9229,129.954
9230,139.995
9231,80.307
9232,191.971
9233,92.899
9234,120.046
9235,99.079
9236,145.972
9237,147.752
9238,123.951
9239,98.451
9240,142.04
9241,145.972
9242,98.451
9243,115.007
9244,131.792
9245,93.02
9246,127.987
9247,128.079
9248,140.02
9249,145.111
9250,100.002
9251,124.959
9252,166.055
9253,149.499
9254,150.514
9255,147.045
9256,139.023
9257,120.012
9258,99.643
9259,143.943
9260,150.133
9261,104.998
9262,177.962
9263,99.027
9264,80.948
9265,104.998
9266,132.125
9267,148.046
9268,140.002
9269,125.035
9270,128.026
9271,150.009
9272,115.284
9273,100.002
9274,139.952
9275,90.052
9276,97.949
9277,82.433
9278,76.503
9279,112.15
9280,143.038
9281,114.009
9282,76.997
9283,120.039
9284,174.006
9285,119.999
9286,100.062
9287,74.949
9288,138.064
9289,135.337
9290,89.984
9291,139.086
9292,120.013
9293,159.034
9294,120.08
9295,140.053
9296,100.015
9297,88.435
9298,149.804
9299,82.52
9300,157.153
9301,134.979
9302,148.02
9303,145.054
9304,160.946
9305,160.414
9306,159.949
9307,76.972
9308,170.115
9309,150.969
9310,141.991
9311,140.06
9312,159.966
9313,145.063
9314,135.995
9315,124.08
9316,116.166
9317,90.066
9318,169.982
9319,77.031
9320,146.034
9321,128.012
9322,129.957
9323,137.809
9324,160.035
9325,90.066
9326,153.947
9327,146.034
9328,165.995
9329,142.959
9330,75.474
9331,160.414
9332,83.519
9333,157.016
9334,126.392
9335,78.021
9336,174.034
9337,129.979
9338,130.09
9339,175.046
9340,98.43
9341,99.034
9342,81.114
9343,127.076
9344,
9345,84.281
9346,150.06
9347,129.847
9348,127.275
9349,78.025
9350,79.48
9351,144.973
9352,101.91
9353,203.911
9354,129.847
9355,78.025
9356,128.012
9357,173.369
9358,154.964
9359,77.523
9360,146.04
9361,166.077
9362,151.987
9363,139.919
9364,131.9
9365,124.038
9366,101.008
9367,154.983
9368,142.977
9369,170.067
9370,122.991
9371,158.027
9372,102.021
9373,94.966
9374,164.974
9375,146.084
9376,72.989
9377,77.532
9378,95.879
9379,103.974
9380,120.017
9381,75.025
9382,146.009
9383,145.139
9384,122.803
9385,159.915
9386,135.001
9387,99.993
9388,143.069
9389,126.94
9390,141.888
9391,167.923
9392,107.934
9393,140.042
9394,140.022
9395,74.999
9396,140.039
9397,79.635
9398,122.0
9399,144.998
9400,147.125
9401,139.995
9402,147.125
9403,77.511
9404,83.964
9405,96.057
9406,69.968
9407,103.369
9408,83.964
9409,140.068
9410,79.351
9411,119.994
9412,128.225
9413,141.967
9414,147.984
9415,162.991
9416,76.503
9417,126.94
9418,108.003
9419,119.982
9420,98.986
9421,77.532
9422,120.046
9423,160.414
9424,102.456
9425,76.997
9426,100.003
9427,139.63
9428,157.938
9429,139.983
9430,123.189
9431,123.426
9432,130.985
9433,139.976
9434,93.016
9435,141.973
9436,146.036
9437,126.392
9438,149.92
9439,140.053
9440,93.034
9441,109.004
9442,109.004
9443,122.062
9444,80.307
9445,140.022
9446,79.745
9447,123.017
9448,160.052
9449,100.041
9450,89.875
9451,142.007
9452,118.003
9453,115.021
9454,104.969
9455,134.021
9456,135.038
9457,145.048
9458,100.414
9459,138.015
9460,158.027
9461,155.096
9462,120.039
9463,87.353
9464,117.003
9465,105.95
9466,160.011
9467,99.643
9468,100.002
9469,150.514
9470,150.514
9471,172.076
9472,80.305
9473,131.194
9474,139.935
9475,135.001
9476,94.699
9477,146.084
9478,143.013
9479,89.911
9480,170.13
9481,175.985
9482,150.514
9483,160.042
9484,100.028
9485,145.067
9486,104.998
9487,150.063
9488,150.514
9489,144.994
9490,124.96
9491,134.021
9492,160.035
9493,150.008
9494,130.012
9495,140.001
9496,135.005
9497,78.477
9498,150.024
9499,153.947
9500,139.911
9501,160.011
9502,93.02
9503,93.02
9504,133.053
9505,93.02
9506,
9507,132.01
9508,126.972
9509,96.057
9510,127.051
9511,140.055
9512,77.943
9513,131.888
9514,147.125
9515,157.938
9516,151.894
9517,163.827
9518,175.985
9519,176.015
9520,173.996
9521,118.869
9522,145.048
9523,82.309
9524,130.032
9525,133.503
9526,142.977
9527,128.033
9528,138.672
9529,89.984
9530,80.031
9531,142.959
9532,136.006
9533,165.736
9534,140.053
9535,83.981
9536,132.984
9537,132.984
9538,123.009
9539,130.024
9540,130.024
9541,123.009
9542,166.162
9543,122.02
9544,122.02
9545,79.351
9546,120.011
9547,113.81
9548,113.81
9549,150.054
9550,104.95
9551,150.12
9552,137.089
9553,176.046
9554,127.992
9555,127.941
9556,130.125
9557,150.054
9558,137.633
9559,126.003
9560,128.075
9561,128.125
9562,128.125
9563,122.057
9564,160.165
9565,128.013
9566,104.879
9567,128.102
9568,150.054
9569,127.977
9570,141.99
9571,141.019
9572,125.973
9573,174.153
9574,126.047
9575,145.034
9576,126.025
9577,137.089
9578,128.022
9579,123.009
9580,135.995
9581,128.047
9582,100.027
9583,148.28
9584,127.05
9585,101.91
9586,133.976
9587,124.921
9588,131.888
9589,147.899
9590,127.983
9591,94.017
9592,80.87
9593,167.909
9594,130.012
9595,121.082
9596,120.08
9597,180.917
9598,133.954
9599,
9600,119.054
9601,119.054
9602,119.054
9603,80.87
9604,119.996
9605,146.036
9606,144.96
9607,85.486
9608,99.183
9609,123.009
9610,139.833
9611,146.129
9612,169.685
9613,150.133
9614,142.039
9615,87.15
9616,124.921
9617,125.983
9618,147.045
9619,88.932
9620,
9621,155.047
9622,153.06
9623,141.004
9624,163.935
9625,163.935
9626,119.999
9627,74.351
9628,149.004
9629,120.08
9630,100.003
9631,150.054
9632,162.956
9633,176.004
9634,151.486
9635,150.133
9636,124.984
9637,151.894
9638,100.541
9639,175.985
9640,88.435
9641,142.069
9642,151.937
9643,154.964
9644,142.007
9645,140.039
9646,128.063
9647,142.047
9648,122.803
9649,92.466
9650,163.806
9651,165.995
9652,144.96
9653,100.041
9654,95.074
9655,112.865
9656,140.002
9657,151.951
9658,120.012
9659,153.947
9660,94.014
9661,139.979
9662,207.982
9663,154.983
9664,100.298
9665,176.015
9666,135.994
9667,179.913
9668,95.017
9669,143.038
9670,115.007
9671,130.009
9672,140.0
9673,159.978
9674,135.005
9675,150.969
9676,117.89
9677,120.033
9678,183.114
9679,160.147
9680,83.964
9681,127.984
9682,119.957
9683,127.275
9684,147.125
9685,104.979
9686,149.92
9687,81.404
9688,170.115
9689,148.991
9690,97.981
9691,143.943
9692,146.034
9693,100.027
9694,76.069
9695,91.964
9696,130.029
9697,147.009
9698,181.982
9699,130.028
9700,145.139
9701,142.037
9702,99.999
9703,154.976
9704,139.913
9705,161.042
9706,75.012
9707,133.993
9708,150.054
9709,128.009
9710,97.988
9711,119.099
9712,123.009
9713,139.086
9714,143.027
9715,140.954
9716,140.058
9717,149.042
9718,147.045
9719,144.994
9720,124.96
9721,100.034
9722,104.991
9723,132.01
9724,160.067
9725,142.948
9726,160.003
9727,149.92
9728,139.833
9729,125.948
9730,140.084
9731,84.143
9732,143.975
9733,168.112
9734,142.086
9735,84.98
9736,117.89
9737,167.421
9738,139.911
9739,110.953
9740,80.225
9741,135.001
9742,162.956
9743,142.086
9744,117.89
9745,127.998
9746,109.004
9747,142.006
9748,128.047
9749,82.996
9750,127.998
9751,77.523
9752,128.047
9753,123.017
9754,123.017
9755,77.523
9756,140.053
9757,94.699
9758,150.992
9759,180.206
9760,163.935
9761,126.94
9762,191.971
9763,148.991
9764,76.469
9765,76.469
9766,130.019
9767,126.94
9768,122.991
9769,82.008
9770,79.48
9771,133.976
9772,139.919
9773,150.024
9774,132.055
9775,139.974
9776,
9777,162.948
9778,91.935
9779,75.016
9780,130.024
9781,149.499
9782,129.954
9783,120.033
9784,175.985
9785,136.297
9786,100.298
9787,
9788,80.032
9789,147.946
9790,112.985
9791,85.512
9792,87.15
9793,107.934
9794,116.84
9795,148.054
9796,139.979
9797,118.04
9798,124.921
9799,139.991
9800,118.012
9801,145.914
9802,123.009
9803,93.02
9804,99.643
9805,150.514
9806,133.976
9807,136.173
9808,126.77
9809,161.989
9810,134.867
9811,131.888
9812,
9813,159.94
9814,147.988
9815,74.949
9816,143.069
9817,100.414
9818,160.003
9819,84.999
9820,139.63
9821,123.146
9822,170.115
9823,140.053
9824,201.8
9825,144.973
9826,135.97
9827,140.042
9828,140.081
9829,107.995
9830,160.011
9831,160.113
9832,130.029
9833,130.049
9834,81.539
9835,142.046
9836,159.966
9837,90.066
9838,153.947
9839,129.983
9840,170.163
9841,163.827
9842,110.984
9843,143.01
9844,179.974
9845,130.218
9846,75.99
9847,77.005
9848,160.951
9849,159.966
9850,169.969
9851,82.996
9852,93.023
9853,100.003
9854,142.078
9855,150.024
9856,142.948
9857,140.002
9858,124.08
9859,135.146
9860,105.052
9861,120.012
9862,128.033
9863,159.922
9864,76.972
9865,180.985
9866,129.983
9867,105.955
9868,147.946
9869,96.004
9870,124.038
9871,160.009
9872,76.999
9873,131.965
9874,85.512
9875,80.015
9876,154.983
9877,127.984
9878,107.356
9879,75.99
9880,124.025
9881,153.06
9882,87.15
9883,162.898
9884,81.817
9885,102.021
9886,97.949
9887,103.956
9888,138.055
9889,151.987
9890,81.541
9891,127.96
9892,79.48
9893,125.006
9894,139.954
9895,120.033
9896,77.532
9897,167.421
9898,142.929
9899,159.915
9900,166.162
9901,161.997
9902,155.005
9903,135.995
9904,141.007
9905,120.039
9906,128.16
9907,147.026
9908,83.903
9909,129.903
9910,145.926
9911,
9912,130.007
9913,107.934
9914,146.034
9915,147.045
9916,74.946
9917,148.054
9918,151.901
9919,90.494
9920,80.082
9921,150.133
9922,71.994
9923,150.133
9924,71.994
9925,148.054
9926,90.494
9927,80.082
9928,95.004
9929,71.994
9930,123.017
9931,150.133
9932,127.051
9933,125.005
9934,123.009
9935,150.009
9936,84.931
9937,91.964
9938,90.377
9939,123.426
9940,134.979
9941,110.017
9942,84.143
9943,127.977
9944,165.736
9945,165.736
9946,173.962
9947,158.037
9948,70.022
9949,76.469
9950,113.088
9951,192.099
9952,67.536
9953,151.901
9954,156.093
9955,192.099
9956,97.974
9957,81.451
9958,142.046
9959,89.815
9960,134.059
9961,103.021
9962,151.901
9963,125.948
9964,117.384
9965,81.031
9966,78.558
9967,128.047
9968,152.028
9969,
9970,100.002
9971,170.142
9972,129.847
9973,
9974,130.032
9975,159.801
9976,176.004
9977,128.125
9978,148.054
9979,92.899
9980,140.065
9981,165.736
9982,104.949
9983,81.031
9984,126.002
9985,114.011
9986,147.125
9987,145.004
9988,140.114
9989,115.284
9990,128.075
9991,148.058
9992,164.009
9993,154.943
9994,90.494
9995,145.914
9996,118.04
9997,131.9
9998,125.978
9999,135.005
10000,118.003
10001,96.493
10002,87.15
10003,155.738
10004,139.973
10005,143.95
10006,97.988
10007,129.847
10008,77.878
10009,124.991
10010,75.012
10011,202.015
10012,149.97
10013,144.96
10014,163.104
10015,131.05
10016,126.94
10017,124.987
10018,163.241
10019,140.987
10020,127.998
10021,147.982
10022,130.09
10023,159.107
10024,109.412
10025,139.991
10026,143.043
10027,118.018
10028,156.958
10029,140.022
10030,149.909
10031,
10032,119.054
10033,75.99
10034,168.112
10035,140.023
10036,177.978
10037,139.999
10038,160.946
10039,140.023
10040,131.194
10041,115.007
10042,84.98
10043,150.514
10044,74.351
10045,80.307
10046,159.517
10047,150.063
10048,86.009
10049,160.052
10050,135.995
10051,125.94
10052,144.988
10053,135.038
10054,128.083
10055,168.112
10056,97.993
10057,94.017
10058,100.051
10059,119.985
10060,134.068
10061,140.055
10062,159.915
10063,145.926
10064,123.426
10065,72.57
10066,138.064
10067,141.967
10068,163.827
10069,150.06
10070,
10071,85.992
10072,124.08
10073,96.057
10074,95.967
10075,69.968
10076,124.045
10077,147.931
10078,130.024
10079,146.976
10080,80.948
