,tempo
15070,137.993
15071,124.018
15072,
15073,135.005
15074,147.031
15075,150.133
15076,145.062
15077,79.992
15078,133.954
15079,144.058
15080,167.923
15081,
15082,140.081
15083,149.059
15084,139.913
15085,94.994
15086,177.997
15087,104.991
15088,170.13
15089,153.075
15090,166.084
15091,160.084
15092,77.878
15093,151.957
15094,109.004
15095,128.075
15096,149.991
15097,89.984
15098,126.392
15099,163.882
15100,116.991
15101,135.042
15102,151.901
15103,90.076
15104,100.015
15105,155.096
15106,140.053
15107,98.986
15108,163.827
15109,86.02
15110,141.037
15111,107.934
15112,135.994
15113,119.985
15114,139.939
15115,113.47
15116,68.995
15117,159.998
15118,130.021
15119,70.056
15120,130.029
15121,159.0
15122,123.995
15123,105.989
15124,153.947
15125,150.001
15126,125.006
15127,79.165
15128,140.057
15129,91.97
15130,173.962
15131,81.012
15132,156.958
15133,84.999
15134,79.94
15135,146.137
15136,74.017
15137,104.02
15138,100.017
15139,87.353
15140,80.972
15141,177.962
15142,102.94
15143,131.95
15144,160.082
15145,131.95
15146,160.082
15147,90.565
15148,139.952
15149,89.984
15150,93.034
15151,140.958
15152,144.994
15153,141.004
15154,142.096
15155,123.906
15156,153.947
15157,123.906
15158,142.096
15159,129.993
15160,157.016
15161,151.988
15162,137.22
15163,143.931
15164,143.931
15165,146.976
15166,142.04
15167,74.132
15168,160.414
15169,196.043
15170,169.969
15171,124.025
15172,102.456
15173,94.017
15174,124.921
15175,127.275
15176,160.004
15177,104.991
15178,124.984
15179,85.992
15180,120.055
15181,
15182,126.018
15183,162.948
15184,74.949
15185,157.083
15186,160.003
15187,126.392
15188,95.953
15189,128.083
15190,128.981
15191,88.031
15192,128.815
15193,84.143
15194,107.059
15195,116.879
15196,153.993
15197,150.001
15198,154.976
15199,81.031
15200,141.967
15201,140.078
15202,150.969
15203,139.979
15204,131.965
15205,142.04
15206,117.89
15207,87.403
15208,145.067
15209,101.91
15210,110.984
15211,170.067
15212,140.013
15213,100.298
15214,125.995
15215,125.995
15216,120.05
15217,149.92
15218,162.005
15219,109.412
15220,165.906
15221,139.972
15222,77.005
15223,65.538
15224,160.035
15225,109.412
15226,111.983
15227,79.993
15228,147.752
15229,125.009
15230,160.067
15231,100.414
15232,139.833
15233,
15234,151.901
15235,74.473
15236,129.983
15237,134.032
15238,142.086
15239,79.94
15240,84.733
15241,165.906
15242,94.513
15243,139.911
15244,79.635
15245,95.031
15246,173.962
15247,180.985
15248,99.999
15249,159.005
15250,175.954
15251,128.085
15252,141.995
15253,154.943
15254,74.017
15255,153.028
15256,100.989
15257,160.951
15258,147.009
15259,93.023
15260,108.003
15261,124.08
15262,169.961
15263,167.909
15264,118.003
15265,160.223
15266,130.346
15267,109.004
15268,105.052
15269,134.021
15270,126.972
15271,120.021
15272,138.064
15273,76.997
15274,117.003
15275,142.035
15276,142.04
15277,150.055
15278,151.486
15279,150.133
15280,77.031
15281,141.99
15282,165.995
15283,123.426
15284,75.99
15285,150.514
15286,123.017
15287,110.573
15288,140.02
15289,100.019
15290,100.019
15291,100.019
15292,192.099
15293,
15294,127.998
15295,141.987
15296,180.051
15297,100.028
15298,163.935
15299,77.537
15300,130.169
15301,167.022
15302,145.048
15303,138.064
15304,125.978
15305,128.033
15306,120.011
15307,120.011
15308,120.011
15309,133.992
15310,164.009
15311,129.983
15312,169.685
15313,130.02
15314,150.063
15315,133.952
15316,160.052
15317,133.503
15318,134.022
15319,139.867
15320,142.977
15321,79.165
15322,130.218
15323,160.073
15324,123.017
15325,86.046
15326,120.017
15327,135.995
15328,96.943
15329,130.049
15330,113.47
15331,173.369
15332,180.206
15333,139.084
15334,144.988
15335,74.017
15336,166.111
15337,134.042
15338,115.69
15339,74.351
15340,95.295
15341,76.388
15342,78.021
15343,103.369
15344,80.948
15345,
15346,74.946
15347,129.014
15348,140.055
15349,167.421
15350,140.016
15351,124.991
15352,155.096
15353,139.864
15354,92.506
15355,171.921
15356,80.082
15357,136.006
15358,140.071
15359,183.114
15360,139.935
15361,160.042
15362,118.836
15363,85.486
15364,173.996
15365,81.193
15366,150.133
15367,136.006
15368,137.767
15369,135.941
15370,139.935
15371,123.189
15372,139.973
15373,127.956
15374,151.937
15375,160.099
15376,129.957
15377,85.359
15378,119.705
15379,132.125
15380,150.059
15381,139.976
15382,94.966
15383,144.994
15384,147.002
15385,97.949
15386,142.007
15387,155.005
15388,153.06
15389,100.034
15390,95.074
15391,138.672
15392,138.672
15393,174.006
15394,159.94
15395,100.003
15396,100.003
15397,155.157
15398,125.99
15399,161.042
15400,128.075
15401,81.618
15402,123.951
15403,135.879
15404,95.079
15405,82.309
15406,125.035
15407,159.922
15408,159.922
15409,137.945
15410,119.963
15411,160.061
15412,122.0
15413,134.923
15414,139.907
15415,79.119
15416,124.09
15417,112.347
15418,140.04
15419,125.006
15420,151.894
15421,150.089
15422,166.084
15423,160.051
15424,126.002
15425,93.929
15426,85.042
15427,96.493
15428,201.8
15429,158.424
15430,119.054
15431,122.991
15432,140.039
15433,181.94
15434,77.943
15435,127.998
15436,138.672
15437,114.011
15438,90.494
15439,100.003
15440,104.969
15441,109.004
15442,123.951
15443,159.922
15444,88.753
15445,120.033
15446,158.424
15447,
15448,168.112
15449,81.039
15450,134.022
15451,130.156
15452,136.919
15453,135.033
15454,88.255
15455,99.643
15456,136.006
15457,139.92
15458,133.976
15459,131.9
15460,79.119
15461,153.028
15462,195.918
15463,150.059
15464,139.991
15465,81.039
15466,139.983
15467,81.039
15468,195.918
15469,140.02
15470,119.982
15471,139.972
15472,90.01
15473,104.02
15474,99.183
15475,147.026
15476,135.337
15477,139.086
15478,153.068
15479,161.993
15480,122.991
15481,110.953
15482,176.618
15483,123.968
15484,125.94
15485,134.867
15486,144.038
15487,96.459
15488,104.02
15489,176.618
15490,129.956
15491,148.108
15492,135.994
15493,130.09
15494,124.045
15495,127.984
15496,153.848
15497,79.635
15498,127.998
15499,102.91
15500,88.031
15501,175.954
15502,158.043
15503,88.031
15504,79.635
15505,85.042
15506,173.948
15507,135.959
15508,86.426
15509,74.132
15510,202.015
15511,81.468
15512,162.005
15513,127.99
15514,74.017
15515,103.956
15516,139.991
15517,76.997
15518,149.991
15519,153.068
15520,78.477
15521,148.991
15522,86.02
15523,80.064
15524,140.081
15525,179.974
15526,160.011
15527,130.032
15528,122.947
15529,168.112
15530,168.112
15531,130.032
15532,95.005
15533,124.96
15534,130.017
15535,112.347
15536,147.125
15537,149.231
15538,82.008
15539,118.018
15540,139.833
15541,
15542,140.888
15543,118.018
15544,149.231
15545,104.02
15546,97.985
15547,94.017
15548,114.009
15549,142.046
15550,126.003
15551,180.291
15552,175.046
15553,94.017
15554,132.01
15555,126.003
15556,100.14
15557,99.999
15558,80.035
15559,140.055
15560,125.983
15561,155.87
15562,155.87
15563,176.618
15564,113.497
15565,125.035
15566,180.291
15567,125.987
15568,131.95
15569,137.22
15570,95.029
15571,127.931
15572,129.874
15573,118.223
15574,87.998
15575,115.284
15576,140.04
15577,75.491
15578,146.04
15579,87.353
15580,160.003
15581,141.967
15582,112.347
15583,135.679
15584,142.039
15585,81.039
15586,164.02
15587,119.994
15588,126.003
15589,128.125
15590,128.075
15591,120.011
15592,133.976
15593,122.0
15594,173.369
15595,118.003
15596,143.069
15597,150.133
15598,150.133
15599,162.214
15600,127.981
15601,143.069
15602,80.015
15603,109.004
15604,140.032
15605,145.062
15606,110.573
15607,75.474
15608,98.43
15609,81.541
15610,74.949
15611,137.981
15612,
15613,116.971
15614,94.014
15615,129.903
15616,139.907
15617,81.031
15618,139.92
15619,140.044
15620,90.565
15621,139.952
15622,165.736
15623,146.036
15624,87.998
15625,83.964
15626,130.028
15627,180.206
15628,94.014
15629,97.993
15630,127.99
15631,142.039
15632,139.999
15633,155.008
15634,85.042
15635,86.02
15636,125.986
15637,119.969
15638,162.038
15639,125.995
15640,110.953
15641,159.0
15642,99.993
15643,98.401
15644,180.291
15645,99.643
15646,122.02
15647,133.976
15648,118.003
15649,173.585
15650,94.699
15651,133.873
15652,88.521
15653,88.031
15654,104.02
15655,104.02
15656,99.993
15657,94.966
15658,174.006
15659,176.618
15660,123.066
15661,140.053
15662,140.042
15663,107.995
15664,76.999
15665,154.981
15666,104.02
15667,176.618
15668,139.059
15669,100.041
15670,94.994
15671,131.792
15672,184.194
15673,135.038
15674,171.127
15675,161.707
15676,134.972
15677,107.018
15678,120.05
15679,140.078
15680,84.733
15681,146.137
15682,98.43
15683,114.009
15684,135.337
15685,95.967
15686,155.02
15687,121.845
15688,142.977
15689,163.935
15690,82.008
15691,149.972
15692,155.05
15693,128.033
15694,157.938
15695,207.982
15696,156.025
15697,132.055
15698,115.284
15699,148.046
15700,107.059
15701,118.223
15702,141.06
15703,159.998
15704,133.954
15705,87.403
15706,74.559
15707,111.519
15708,88.435
15709,151.486
15710,154.964
15711,161.808
15712,122.08
15713,126.003
15714,127.998
15715,128.112
15716,147.946
15717,71.994
15718,154.964
15719,127.998
15720,127.998
15721,161.808
15722,128.112
15723,147.946
15724,161.808
15725,127.998
15726,148.054
15727,149.07
15728,136.919
15729,136.919
15730,148.054
15731,
15732,150.009
15733,151.901
15734,140.011
15735,180.917
15736,131.05
15737,76.997
15738,161.808
15739,112.001
15740,144.998
15741,153.131
15742,140.068
15743,81.468
15744,141.037
15745,147.988
15746,159.922
15747,94.513
15748,74.896
15749,75.012
15750,153.993
15751,161.707
15752,103.369
15753,125.987
15754,123.964
15755,131.95
15756,94.966
15757,94.966
15758,133.976
15759,135.056
15760,125.023
15761,181.982
15762,150.024
15763,149.972
15764,89.853
15765,172.076
15766,93.62
15767,160.009
15768,100.14
15769,134.022
15770,150.062
15771,110.953
15772,127.956
15773,104.998
15774,100.003
15775,82.494
15776,82.494
15777,132.125
15778,100.003
15779,76.388
15780,132.054
15781,151.987
15782,104.949
15783,88.753
15784,119.982
15785,119.996
15786,118.003
15787,71.994
15788,116.999
15789,125.995
15790,125.995
15791,116.999
15792,128.047
15793,125.995
15794,95.029
15795,136.006
15796,104.949
15797,77.878
15798,87.15
15799,192.099
15800,139.084
15801,160.223
15802,95.029
15803,154.132
15804,162.991
15805,181.982
15806,163.882
15807,143.01
15808,120.046
15809,
15810,142.069
15811,97.988
15812,150.068
15813,134.972
15814,157.016
15815,118.012
15816,85.1
15817,107.996
15818,139.911
15819,150.009
15820,104.949
15821,104.02
15822,123.995
15823,97.956
15824,120.039
15825,75.422
15826,140.084
15827,130.024
15828,141.914
15829,176.015
15830,88.753
15831,122.011
15832,120.022
15833,135.739
15834,114.995
15835,139.976
15836,136.982
15837,155.005
15838,94.13
15839,137.363
15840,
15841,128.112
15842,82.996
15843,155.055
15844,148.088
15845,147.002
15846,146.04
15847,90.565
15848,135.038
15849,119.936
15850,96.057
15851,124.09
15852,142.933
15853,
15854,91.935
15855,128.815
15856,142.094
15857,191.971
15858,146.084
15859,144.043
15860,98.986
15861,146.034
15862,140.057
15863,140.987
15864,143.038
15865,144.994
15866,161.808
15867,118.981
15868,128.815
15869,140.084
15870,180.917
15871,151.894
15872,125.994
15873,139.92
15874,107.995
15875,140.987
15876,151.894
15877,104.949
15878,173.948
15879,98.043
15880,175.046
15881,88.932
15882,75.422
15883,88.323
15884,
15885,98.023
15886,96.459
15887,94.13
15888,150.133
15889,162.966
15890,150.514
15891,130.023
15892,104.949
15893,104.949
15894,104.02
15895,130.017
15896,135.959
15897,98.986
15898,96.301
15899,123.984
15900,86.426
15901,87.403
15902,88.255
15903,81.039
15904,88.031
15905,96.459
15906,155.157
15907,162.038
15908,170.004
15909,132.003
15910,122.011
15911,159.987
15912,123.009
15913,132.054
15914,93.372
15915,100.034
15916,99.027
15917,118.869
15918,114.86
15919,139.954
15920,149.804
15921,140.058
15922,83.964
15923,129.02
15924,163.882
15925,67.536
15926,129.874
15927,94.528
15928,149.935
15929,125.995
15930,128.033
15931,135.042
15932,123.189
15933,120.046
15934,95.029
15935,134.972
15936,120.749
15937,153.06
15938,94.699
15939,128.16
15940,140.04
15941,82.008
15942,140.002
15943,98.451
15944,153.947
15945,83.828
15946,107.934
15947,95.746
15948,142.977
15949,139.932
15950,93.034
15951,151.988
15952,80.082
15953,91.97
15954,94.932
15955,143.922
15956,
15957,162.839
15958,160.067
15959,80.307
15960,81.039
15961,95.967
15962,145.045
15963,125.994
15964,
15965,140.888
15966,129.98
15967,140.057
15968,179.974
15969,128.012
15970,111.983
15971,120.022
15972,150.059
15973,131.05
15974,149.972
15975,127.96
15976,141.888
15977,80.035
15978,165.736
15979,91.048
15980,97.988
15981,94.994
15982,149.991
15983,140.022
15984,150.089
15985,101.91
15986,142.929
15987,78.534
15988,129.847
15989,122.803
15990,129.847
15991,122.803
15992,143.078
15993,131.01
15994,162.038
15995,123.009
15996,137.22
15997,132.936
15998,104.998
15999,104.02
16000,139.084
16001,83.226
16002,147.002
16003,81.465
16004,139.974
16005,77.523
16006,159.998
16007,133.082
16008,139.999
16009,136.97
16010,132.906
16011,78.025
16012,151.951
16013,155.05
16014,124.09
16015,125.978
16016,121.082
16017,88.031
16018,134.923
16019,125.006
16020,140.06
16021,145.067
16022,141.037
16023,82.52
16024,119.994
16025,128.805
16026,142.113
16027,132.936
16028,126.392
16029,140.06
16030,142.113
16031,153.848
16032,131.05
16033,86.882
16034,126.392
16035,144.019
16036,163.806
16037,135.679
16038,127.977
16039,
16040,97.075
16041,170.004
16042,114.941
16043,88.031
16044,159.949
16045,145.926
16046,140.022
16047,125.994
16048,70.022
16049,147.984
16050,153.899
16051,140.935
16052,74.017
16053,76.503
16054,118.04
16055,75.932
16056,90.01
16057,152.028
16058,130.985
16059,154.964
16060,133.053
16061,130.021
16062,102.91
16063,131.888
16064,
16065,97.985
16066,135.033
16067,151.987
16068,81.956
16069,127.931
16070,154.056
16071,147.899
16072,154.132
16073,
16074,64.934
16075,149.92
16076,159.961
16077,83.903
16078,129.983
16079,150.133
16080,80.305
16081,139.793
16082,145.062
16083,139.954
16084,163.827
16085,
16086,77.532
16087,129.978
16088,140.007
16089,131.01
16090,165.995
16091,179.974
16092,99.158
16093,97.994
16094,136.006
16095,79.94
16096,104.053
16097,104.949
16098,88.753
16099,96.301
16100,86.426
16101,90.565
16102,94.966
16103,133.976
16104,71.994
16105,94.13
16106,118.04
16107,119.936
16108,171.921
16109,142.039
16110,84.931
16111,162.066
16112,157.153
16113,119.054
16114,82.309
16115,143.013
16116,140.011
16117,169.969
16118,84.281
16119,141.97
16120,115.007
16121,104.991
16122,77.027
16123,141.882
16124,133.992
16125,145.972
16126,118.223
16127,134.021
16128,149.937
16129,75.474
16130,114.995
16131,85.008
16132,146.93
16133,87.15
16134,142.086
16135,131.05
16136,130.049
16137,181.444
16138,75.025
16139,130.064
16140,147.026
16141,162.005
16142,168.197
16143,196.043
16144,160.004
16145,135.038
16146,94.13
16147,149.231
16148,130.012
16149,183.114
16150,83.964
16151,159.985
16152,153.075
16153,147.931
16154,147.031
16155,160.084
16156,207.982
16157,130.003
16158,140.935
16159,147.752
16160,123.951
16161,99.183
16162,140.058
16163,83.903
16164,140.042
16165,150.063
16166,99.027
16167,154.981
16168,170.142
16169,85.512
16170,95.295
16171,147.055
16172,150.068
16173,122.08
16174,100.001
16175,104.979
16176,
16177,89.977
16178,
16179,107.018
16180,161.707
16181,125.995
16182,140.011
16183,80.015
16184,141.894
16185,160.099
16186,130.003
16187,94.528
16188,124.025
16189,145.976
16190,85.486
16191,140.039
16192,90.565
16193,97.985
16194,140.04
16195,164.957
16196,147.774
16197,164.009
16198,128.026
16199,136.982
16200,144.038
16201,88.753
16202,74.017
16203,169.969
16204,152.028
16205,147.002
16206,155.086
16207,150.055
16208,76.997
16209,125.993
16210,142.069
16211,119.994
16212,77.542
16213,81.817
16214,98.043
16215,80.032
16216,77.943
16217,137.22
16218,80.031
16219,139.976
16220,100.034
16221,103.956
16222,130.019
16223,104.053
16224,119.996
16225,159.985
16226,124.984
16227,139.958
16228,109.004
16229,162.214
16230,140.032
16231,161.042
16232,74.949
16233,77.511
16234,98.401
16235,88.964
16236,153.068
16237,81.193
16238,81.404
16239,91.935
16240,143.027
16241,128.112
16242,182.02
16243,107.018
16244,106.869
16245,141.967
16246,148.028
16247,146.022
16248,150.969
16249,150.063
16250,107.996
16251,143.078
16252,146.034
16253,140.081
16254,74.999
16255,184.026
16256,149.293
16257,85.018
16258,88.255
16259,142.094
16260,100.051
16261,84.931
16262,142.007
16263,130.985
16264,148.991
16265,140.057
16266,139.059
16267,112.001
16268,169.03
16269,76.996
16270,164.02
16271,120.058
16272,89.977
16273,143.027
16274,140.053
16275,87.15
16276,149.804
16277,158.896
16278,89.911
16279,141.975
16280,115.021
16281,151.957
16282,141.894
16283,81.922
16284,76.999
16285,159.94
16286,136.025
16287,74.896
16288,100.298
16289,130.098
16290,159.107
16291,145.059
16292,166.111
16293,170.004
16294,111.983
16295,124.018
16296,130.017
16297,140.114
16298,157.083
16299,128.012
16300,140.042
16301,123.189
16302,146.034
16303,130.218
16304,100.14
16305,176.015
16306,79.745
16307,140.935
16308,95.005
16309,120.039
16310,147.752
16311,149.972
16312,128.033
16313,125.948
16314,96.004
16315,167.923
16316,126.073
16317,160.061
16318,72.57
16319,130.028
16320,87.955
16321,99.034
16322,162.861
16323,
16324,149.231
16325,70.056
16326,125.012
16327,95.079
16328,176.004
16329,114.86
16330,159.922
16331,153.947
16332,119.991
16333,135.994
16334,93.372
16335,120.022
16336,184.194
16337,120.021
16338,146.036
16339,156.025
16340,119.499
16341,93.372
16342,141.987
16343,119.499
16344,134.979
16345,118.981
16346,104.949
16347,94.13
16348,119.994
16349,105.25
16350,127.998
16351,141.987
16352,156.983
16353,131.888
16354,118.981
16355,140.06
16356,143.078
16357,128.045
16358,150.514
16359,139.059
16360,143.01
16361,82.433
16362,88.932
16363,77.271
16364,149.996
16365,135.995
16366,119.996
16367,114.011
16368,132.01
16369,79.993
16370,157.083
16371,159.978
16372,86.882
16373,129.829
16374,86.426
16375,139.793
16376,160.009
16377,140.023
16378,101.008
16379,115.007
16380,101.91
16381,
16382,170.067
16383,149.962
16384,119.499
16385,98.011
16386,100.298
16387,129.847
16388,130.029
16389,99.158
16390,127.998
16391,97.075
16392,119.996
16393,115.021
16394,114.995
16395,155.157
16396,105.052
16397,128.075
16398,160.414
16399,154.943
16400,119.996
16401,80.032
16402,84.902
16403,141.975
16404,169.973
16405,139.974
16406,97.075
16407,128.815
16408,120.08
16409,119.994
16410,142.929
16411,139.973
16412,159.998
16413,85.992
16414,154.056
16415,81.114
16416,168.112
16417,141.914
16418,102.456
16419,158.896
16420,145.054
16421,155.086
16422,149.004
16423,139.948
16424,137.981
16425,116.166
16426,119.963
16427,146.129
16428,150.055
16429,99.999
16430,92.466
16431,143.943
16432,159.966
16433,180.206
16434,83.519
16435,120.749
16436,145.059
16437,153.06
16438,118.836
16439,93.431
16440,121.927
16441,102.91
16442,82.008
16443,100.003
16444,74.949
16445,191.971
16446,91.344
16447,138.064
16448,142.933
16449,138.024
16450,91.935
16451,160.062
16452,146.129
16453,150.001
16454,136.006
16455,121.845
16456,145.884
16457,112.985
16458,126.002
16459,117.89
16460,77.031
16461,94.513
16462,84.281
16463,140.081
16464,100.019
16465,159.0
16466,88.255
16467,150.068
16468,79.745
16469,75.445
16470,159.0
16471,145.926
16472,145.926
16473,88.255
16474,79.745
16475,75.445
16476,164.974
16477,155.05
16478,98.401
16479,139.983
16480,142.04
16481,145.926
16482,128.026
16483,135.941
16484,119.969
16485,128.981
16486,74.999
16487,100.989
16488,94.13
16489,140.0
16490,104.02
16491,102.91
16492,176.618
16493,96.459
16494,136.006
16495,133.976
16496,90.494
16497,136.006
16498,94.966
16499,133.976
16500,77.497
16501,71.994
16502,159.034
16503,79.119
16504,153.993
16505,165.736
16506,80.082
16507,122.947
16508,110.953
16509,132.054
16510,158.043
16511,131.194
16512,129.847
16513,118.037
16514,125.986
16515,127.977
16516,146.034
16517,79.165
16518,91.048
16519,159.107
16520,105.25
16521,171.447
16522,104.991
16523,88.834
16524,147.752
16525,132.01
16526,123.906
16527,153.947
16528,122.0
16529,150.992
16530,85.008
16531,94.978
16532,147.752
16533,136.052
16534,143.477
16535,139.983
16536,153.947
16537,173.948
16538,139.954
16539,142.069
16540,85.008
16541,94.13
16542,104.02
16543,119.999
16544,104.949
16545,108.959
16546,88.753
16547,135.959
16548,90.565
16549,100.014
16550,126.003
16551,94.966
16552,128.125
16553,136.006
16554,104.949
16555,104.02
16556,90.494
16557,182.02
16558,140.042
16559,109.521
16560,108.959
16561,80.032
16562,176.618
16563,180.051
16564,85.008
16565,165.192
16566,165.192
16567,160.414
16568,90.937
16569,94.13
16570,90.937
16571,
16572,160.067
16573,86.426
16574,160.099
16575,153.848
16576,77.031
16577,88.255
16578,175.985
16579,180.206
16580,165.192
16581,108.959
16582,160.067
16583,168.112
16584,153.993
16585,142.04
16586,145.926
16587,169.973
16588,97.008
16589,163.806
16590,128.083
16591,113.47
16592,125.978
16593,143.01
16594,150.011
16595,155.055
16596,160.067
16597,99.958
16598,196.043
16599,129.957
16600,147.009
16601,93.023
16602,154.964
16603,141.987
16604,159.985
16605,163.935
16606,160.067
16607,129.953
16608,80.307
16609,77.511
16610,88.964
16611,155.008
16612,140.071
16613,80.035
16614,167.421
16615,119.499
16616,140.007
16617,176.058
16618,155.05
16619,
16620,128.083
16621,159.949
16622,139.907
16623,133.952
16624,124.045
16625,158.424
16626,135.97
16627,140.022
16628,147.984
16629,141.004
16630,75.445
16631,71.724
16632,94.104
16633,65.988
16634,65.988
16635,140.021
16636,108.959
16637,160.067
16638,104.02
16639,131.95
16640,96.964
16641,143.477
16642,92.506
16643,131.888
16644,125.983
16645,76.997
16646,173.948
16647,116.84
16648,86.003
16649,140.039
16650,140.044
16651,141.971
16652,77.497
16653,113.088
16654,117.072
16655,74.017
16656,135.337
16657,79.992
16658,192.099
16659,160.067
16660,154.853
16661,151.486
16662,74.949
16663,65.538
16664,139.939
16665,104.969
16666,160.067
16667,152.001
16668,65.988
16669,92.78
16670,74.351
16671,126.77
16672,135.984
16673,160.223
16674,162.839
16675,146.976
16676,77.497
16677,140.002
16678,129.014
16679,123.906
16680,129.903
16681,147.055
16682,148.054
16683,169.03
16684,94.513
16685,147.045
16686,180.206
16687,151.988
16688,103.369
16689,75.023
16690,74.946
16691,75.023
16692,74.946
16693,126.94
16694,108.033
16695,178.781
16696,81.956
16697,131.036
16698,94.13
16699,115.007
16700,120.013
16701,89.812
16702,149.941
16703,77.878
16704,
16705,142.069
16706,75.012
16707,140.987
16708,77.878
16709,75.012
16710,108.959
16711,88.753
16712,99.993
16713,159.961
16714,93.929
16715,160.067
16716,104.02
16717,86.426
16718,112.101
16719,140.044
16720,136.006
16721,94.13
16722,133.976
16723,139.995
16724,139.793
16725,112.101
16726,166.111
16727,97.988
16728,88.967
16729,120.058
16730,
16731,158.043
16732,120.033
16733,77.031
16734,129.978
16735,85.018
16736,82.433
16737,162.948
16738,150.009
16739,96.004
16740,82.433
16741,150.009
16742,162.966
16743,149.97
16744,159.922
16745,100.003
16746,150.969
16747,94.13
16748,148.02
16749,127.999
16750,112.15
16751,142.039
16752,161.707
16753,148.058
16754,139.63
16755,72.989
16756,134.997
16757,98.023
16758,117.072
16759,94.577
16760,81.817
16761,114.941
16762,130.009
16763,159.034
16764,94.995
16765,80.305
16766,148.991
16767,116.96
16768,160.073
16769,177.978
16770,123.028
16771,103.369
16772,130.098
16773,144.998
16774,119.985
16775,116.267
16776,80.972
16777,141.973
16778,81.541
16779,140.114
16780,145.139
16781,159.517
16782,94.014
16783,139.907
16784,183.114
16785,111.997
16786,139.939
16787,119.957
16788,83.762
16789,140.044
16790,127.998
16791,147.774
16792,88.255
16793,164.02
16794,93.02
16795,122.02
16796,155.05
16797,129.02
16798,122.0
16799,82.433
16800,160.042
16801,155.055
16802,98.43
16803,99.183
16804,87.353
16805,134.972
16806,140.022
16807,159.987
16808,100.015
16809,87.403
16810,140.016
16811,119.499
16812,75.012
16813,140.022
16814,87.353
16815,171.127
16816,140.044
16817,141.914
16818,150.055
16819,79.351
16820,130.021
16821,141.973
16822,143.027
16823,83.903
16824,129.903
16825,77.532
16826,143.078
16827,95.967
16828,136.078
16829,116.96
16830,142.037
16831,151.988
16832,135.056
16833,94.932
16834,159.985
16835,160.223
16836,129.874
16837,150.007
16838,147.009
16839,144.994
16840,120.022
16841,126.003
16842,77.562
16843,149.804
16844,98.21
16845,175.046
16846,131.05
16847,104.991
16848,94.978
16849,147.988
16850,91.03
16851,130.009
16852,149.499
16853,140.071
16854,158.043
16855,148.991
16856,107.934
16857,113.088
16858,160.067
16859,135.739
16860,150.089
16861,107.934
16862,113.088
16863,130.029
16864,94.017
16865,74.982
16866,132.01
16867,140.084
16868,93.02
16869,126.002
16870,140.057
16871,162.861
16872,79.119
16873,104.949
16874,84.894
16875,141.007
16876,120.021
16877,118.091
16878,143.027
16879,135.034
16880,183.114
16881,148.088
16882,145.038
16883,130.049
16884,147.931
16885,95.005
16886,97.993
16887,139.939
16888,92.928
16889,97.96
16890,120.013
16891,120.011
16892,134.997
16893,128.047
16894,139.939
16895,143.038
16896,84.98
16897,128.047
16898,140.058
16899,84.98
16900,140.058
16901,177.997
16902,112.101
16903,92.78
16904,165.848
16905,139.023
16906,108.959
16907,150.024
16908,100.062
16909,147.026
16910,125.012
16911,134.972
16912,93.62
16913,104.11
16914,162.214
16915,139.867
16916,111.997
16917,98.451
16918,132.054
16919,140.022
16920,120.749
16921,
16922,95.034
16923,77.523
16924,76.01
16925,119.999
16926,140.021
16927,149.059
16928,95.029
16929,159.987
16930,127.998
16931,159.985
16932,140.044
16933,123.016
16934,143.931
16935,136.006
16936,97.008
16937,148.28
16938,108.959
16939,150.063
16940,148.28
16941,97.008
16942,104.992
16943,80.082
16944,141.975
16945,126.945
16946,74.69
16947,104.949
16948,118.003
16949,91.066
16950,121.726
16951,121.968
16952,98.962
16953,65.988
16954,107.996
16955,140.935
16956,169.982
16957,158.896
16958,134.042
16959,100.003
16960,140.011
16961,150.089
16962,201.8
16963,143.078
16964,104.949
16965,108.959
16966,94.13
16967,159.0
16968,95.005
16969,146.009
16970,80.011
16971,74.949
16972,122.062
16973,114.86
16974,124.045
16975,129.957
16976,148.054
16977,130.007
16978,99.079
16979,135.03
16980,142.027
16981,160.062
16982,110.984
16983,155.738
16984,99.079
16985,99.158
16986,140.039
16987,99.961
16988,162.214
16989,142.027
16990,140.954
16991,107.996
16992,129.98
16993,141.967
16994,97.062
16995,97.956
16996,180.291
16997,95.029
16998,119.994
16999,91.964
17000,77.878
17001,173.585
17002,81.404
17003,165.736
17004,77.511
17005,87.353
17006,65.538
17007,132.054
17008,110.953
17009,161.997
17010,133.993
17011,100.14
17012,145.041
17013,119.957
17014,77.537
17015,104.992
17016,169.982
17017,83.981
17018,130.003
17019,150.007
17020,130.049
17021,120.022
17022,141.97
17023,119.996
17024,141.973
17025,90.494
17026,114.86
17027,160.062
17028,84.143
17029,142.006
17030,136.025
17031,137.767
17032,140.023
17033,158.027
17034,160.073
17035,142.957
17036,84.999
17037,170.163
17038,
17039,147.004
17040,160.067
17041,110.953
17042,81.446
17043,71.724
17044,71.724
17045,65.988
17046,140.021
17047,83.092
17048,94.104
17049,125.092
17050,88.967
17051,89.812
17052,89.812
17053,98.962
17054,81.446
17055,81.446
17056,83.092
17057,143.132
17058,95.005
17059,159.107
17060,87.009
17061,144.988
17062,116.991
17063,125.948
17064,140.021
17065,71.724
17066,155.096
17067,141.888
17068,139.935
17069,87.364
17070,116.991
17071,98.043
17072,142.007
17073,123.028
17074,125.035
17075,140.021
17076,136.025
17077,141.995
17078,118.012
17079,71.724
17080,112.101
17081,71.724
